id_salle,nom_etablissement,circuit_cinema,commune,code_departement,nom_region,nombre_ecrans,nombre_fauteuils,classification_art_et_essai
CIN-00212,UGC Ciné Cité Montpellier,UGC Ciné Cité,Montpellier,34 - Hérault,Occitanie,14,2800,False
CIN-00213,UGC Ciné Cité Toulouse,UGC Ciné Cité,Toulouse,31 - Haute-Garonne,Occitanie,14,1500,False
CIN-00214,UGC Ciné Cité Marseille,UGC Ciné Cité,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,10,1500,False
CIN-00215,UGC Ciné Cité Lille,UGC Ciné Cité,Lille,59 - Nord,Hauts-de-France,18,2100,False
CIN-00216,UGC Ciné Cité Lille,UGC Ciné Cité,Lille,59 - Nord,Hauts-de-France,14,2100,False
CIN-00217,UGC Ciné Cité Strasbourg,UGC Ciné Cité,Strasbourg,67 - Bas-Rhin,Grand Est,18,2100,False
CIN-00218,UGC Ciné Cité Toulouse,UGC Ciné Cité,Toulouse,31 - Haute-Garonne,Occitanie,14,2100,True
CIN-00219,UGC Ciné Cité Lyon,UGC Ciné Cité,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,10,2100,False
CIN-00220,UGC Ciné Cité Nantes,UGC Ciné Cité,Nantes,44 - Loire-Atlantique,Pays de la Loire,14,1500,False
CIN-00221,UGC Ciné Cité Lyon,UGC Ciné Cité,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,10,1500,False
CIN-00222,UGC Ciné Cité Rennes,UGC Ciné Cité,Rennes,35 - Ille-et-Vilaine,Bretagne,14,2100,False
CIN-00223,UGC Ciné Cité Montpellier,UGC Ciné Cité,Montpellier,34 - Hérault,Occitanie,18,1500,False
CIN-00224,UGC Ciné Cité Lyon,UGC Ciné Cité,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,18,2800,False
CIN-00225,UGC Ciné Cité Lyon,UGC Ciné Cité,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14,1500,False
CIN-00226,UGC Ciné Cité Montpellier,UGC Ciné Cité,Montpellier,34 - Hérault,Occitanie,18,1500,False
CIN-00227,UGC Ciné Cité Nantes,UGC Ciné Cité,Nantes,44 - Loire-Atlantique,Pays de la Loire,14,2800,False
CIN-00228,UGC Ciné Cité Bordeaux,UGC Ciné Cité,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14,1500,False
CIN-00229,UGC Ciné Cité Nantes,UGC Ciné Cité,Nantes,44 - Loire-Atlantique,Pays de la Loire,10,2100,False
CIN-00230,UGC Ciné Cité Rennes,UGC Ciné Cité,Rennes,35 - Ille-et-Vilaine,Bretagne,18,2100,False
CIN-00231,UGC Ciné Cité Nice,UGC Ciné Cité,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,14,2100,False
CIN-00232,UGC Ciné Cité Rennes,UGC Ciné Cité,Rennes,35 - Ille-et-Vilaine,Bretagne,10,2100,False
CIN-00233,UGC Ciné Cité Nice,UGC Ciné Cité,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,18,1500,False
CIN-00234,UGC Ciné Cité Marseille,UGC Ciné Cité,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,10,1500,True
CIN-00235,UGC Ciné Cité Bordeaux,UGC Ciné Cité,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14,2100,False
CIN-00236,UGC Ciné Cité Annecy,UGC Ciné Cité,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,10,2100,False
CIN-00237,UGC Ciné Cité Nice,UGC Ciné Cité,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,10,2100,False
CIN-00238,UGC Ciné Cité Paris,UGC Ciné Cité,Paris,75 - Paris,Île-de-France,18,2100,False
CIN-00239,UGC Ciné Cité Annecy,UGC Ciné Cité,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,10,2100,False
CIN-00240,UGC Ciné Cité Montpellier,UGC Ciné Cité,Montpellier,34 - Hérault,Occitanie,10,2100,False
CIN-00241,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,15,2300,False
CIN-00242,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,15,2300,False
CIN-00243,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,12,1200,False
CIN-00244,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12,2300,False
CIN-00245,CGR Cinémas Annecy,CGR Cinémas,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,12,1700,True
CIN-00246,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,8,1700,False
CIN-00247,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,12,1200,True
CIN-00248,CGR Cinémas Lyon,CGR Cinémas,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,15,1200,False
CIN-00249,CGR Cinémas Lille,CGR Cinémas,Lille,59 - Nord,Hauts-de-France,12,1700,False
CIN-00250,CGR Cinémas Strasbourg,CGR Cinémas,Strasbourg,67 - Bas-Rhin,Grand Est,8,1200,False
CIN-00251,CGR Cinémas Annecy,CGR Cinémas,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,12,1200,True
CIN-00252,CGR Cinémas Lille,CGR Cinémas,Lille,59 - Nord,Hauts-de-France,12,2300,False
CIN-00253,CGR Cinémas Paris,CGR Cinémas,Paris,75 - Paris,Île-de-France,15,1700,False
CIN-00254,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,12,2300,False
CIN-00255,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,12,1200,True
CIN-00256,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,8,2300,False
CIN-00257,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,8,1700,False
CIN-00258,CGR Cinémas Paris,CGR Cinémas,Paris,75 - Paris,Île-de-France,8,1200,False
CIN-00259,CGR Cinémas Lyon,CGR Cinémas,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,8,1700,False
CIN-00260,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,12,2300,False
CIN-00261,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,15,1700,True
CIN-00262,CGR Cinémas Annecy,CGR Cinémas,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,8,1700,False
CIN-00263,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,15,1200,False
CIN-00264,CGR Cinémas Lyon,CGR Cinémas,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,12,1700,False
CIN-00265,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,8,1700,True
CIN-00266,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,12,2300,False
CIN-00267,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,15,1700,False
CIN-00268,CGR Cinémas Annecy,CGR Cinémas,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,15,1700,False
CIN-00269,CGR Cinémas Lyon,CGR Cinémas,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,12,1200,False
CIN-00270,CGR Cinémas Paris,CGR Cinémas,Paris,75 - Paris,Île-de-France,15,2300,False
CIN-00271,CGR Cinémas Nantes,CGR Cinémas,Nantes,44 - Loire-Atlantique,Pays de la Loire,15,1700,False
CIN-00272,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,12,1700,False
CIN-00273,CGR Cinémas Lyon,CGR Cinémas,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,12,2300,False
CIN-00274,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,12,1200,True
CIN-00275,CGR Cinémas Nantes,CGR Cinémas,Nantes,44 - Loire-Atlantique,Pays de la Loire,8,2300,True
CIN-00276,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,12,1700,True
CIN-00277,CGR Cinémas Annecy,CGR Cinémas,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,12,1700,False
CIN-00278,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,8,1200,False
CIN-00279,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,8,1200,True
CIN-00280,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,12,1700,False
CIN-00281,CGR Cinémas Paris,CGR Cinémas,Paris,75 - Paris,Île-de-France,15,1200,False
CIN-00282,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,15,1700,False
CIN-00283,CGR Cinémas Lille,CGR Cinémas,Lille,59 - Nord,Hauts-de-France,15,1700,False
CIN-00284,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,12,2300,False
CIN-00285,CGR Cinémas Nantes,CGR Cinémas,Nantes,44 - Loire-Atlantique,Pays de la Loire,15,2300,False
CIN-00286,CGR Cinémas Lyon,CGR Cinémas,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,12,2300,False
CIN-00287,CGR Cinémas Nantes,CGR Cinémas,Nantes,44 - Loire-Atlantique,Pays de la Loire,15,1700,False
CIN-00288,CGR Cinémas Lille,CGR Cinémas,Lille,59 - Nord,Hauts-de-France,15,1200,False
CIN-00289,CGR Cinémas Nantes,CGR Cinémas,Nantes,44 - Loire-Atlantique,Pays de la Loire,15,1700,False
CIN-00290,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,12,2300,False
CIN-00291,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,15,1700,False
CIN-00292,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,15,1200,False
CIN-00293,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,12,1700,False
CIN-00294,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,8,2300,False
CIN-00295,CGR Cinémas Paris,CGR Cinémas,Paris,75 - Paris,Île-de-France,12,2300,False
CIN-00296,CGR Cinémas Lille,CGR Cinémas,Lille,59 - Nord,Hauts-de-France,15,1200,False
CIN-00297,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,15,1200,True
CIN-00298,CGR Cinémas Nantes,CGR Cinémas,Nantes,44 - Loire-Atlantique,Pays de la Loire,8,1200,False
CIN-00299,CGR Cinémas Lille,CGR Cinémas,Lille,59 - Nord,Hauts-de-France,8,2300,True
CIN-00300,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,12,1200,True
CIN-00301,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,8,2300,False
CIN-00302,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,15,1200,False
CIN-00303,CGR Cinémas Strasbourg,CGR Cinémas,Strasbourg,67 - Bas-Rhin,Grand Est,8,2300,True
CIN-00304,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,8,1700,True
CIN-00305,CGR Cinémas Paris,CGR Cinémas,Paris,75 - Paris,Île-de-France,15,1200,False
CIN-00306,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,15,2300,False
CIN-00307,CGR Cinémas Annecy,CGR Cinémas,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,12,2300,False
CIN-00308,CGR Cinémas Strasbourg,CGR Cinémas,Strasbourg,67 - Bas-Rhin,Grand Est,8,1200,False
CIN-00309,CGR Cinémas Lyon,CGR Cinémas,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,12,2300,False
CIN-00310,CGR Cinémas Montpellier,CGR Cinémas,Montpellier,34 - Hérault,Occitanie,8,1200,False
CIN-00311,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,12,1200,False
CIN-00312,CGR Cinémas Strasbourg,CGR Cinémas,Strasbourg,67 - Bas-Rhin,Grand Est,12,1200,False
CIN-00313,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,8,2300,False
CIN-00314,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12,2300,True
CIN-00315,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,12,1700,True
CIN-00316,CGR Cinémas Montpellier,CGR Cinémas,Montpellier,34 - Hérault,Occitanie,15,1200,False
CIN-00317,CGR Cinémas Montpellier,CGR Cinémas,Montpellier,34 - Hérault,Occitanie,8,1700,True
CIN-00318,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,15,1200,True
CIN-00319,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,12,1200,False
CIN-00320,CGR Cinémas Montpellier,CGR Cinémas,Montpellier,34 - Hérault,Occitanie,15,2300,False
CIN-00321,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,8,1200,False
CIN-00322,CGR Cinémas Strasbourg,CGR Cinémas,Strasbourg,67 - Bas-Rhin,Grand Est,12,1700,False
CIN-00323,CGR Cinémas Lyon,CGR Cinémas,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,12,2300,False
CIN-00324,CGR Cinémas Montpellier,CGR Cinémas,Montpellier,34 - Hérault,Occitanie,12,2300,False
CIN-00325,CGR Cinémas Nantes,CGR Cinémas,Nantes,44 - Loire-Atlantique,Pays de la Loire,12,1200,False
CIN-00326,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,8,2300,True
CIN-00327,CGR Cinémas Strasbourg,CGR Cinémas,Strasbourg,67 - Bas-Rhin,Grand Est,12,1200,False
CIN-00328,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,15,1200,False
CIN-00329,CGR Cinémas Montpellier,CGR Cinémas,Montpellier,34 - Hérault,Occitanie,8,1700,True
CIN-00330,CGR Cinémas Annecy,CGR Cinémas,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,8,1200,False
CIN-00331,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,8,1700,True
CIN-00332,CGR Cinémas Montpellier,CGR Cinémas,Montpellier,34 - Hérault,Occitanie,12,1200,False
CIN-00333,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,15,1700,True
CIN-00334,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,15,1700,False
CIN-00335,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,8,2300,False
CIN-00336,CGR Cinémas Lille,CGR Cinémas,Lille,59 - Nord,Hauts-de-France,15,1200,False
CIN-00337,CGR Cinémas Annecy,CGR Cinémas,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,12,1700,False
CIN-00338,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12,1200,False
CIN-00339,CGR Cinémas Lyon,CGR Cinémas,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,8,2300,False
CIN-00340,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,15,1200,True
CIN-00341,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,15,1200,True
CIN-00342,CGR Cinémas Lille,CGR Cinémas,Lille,59 - Nord,Hauts-de-France,8,2300,False
CIN-00343,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,8,1200,False
CIN-00344,CGR Cinémas Nantes,CGR Cinémas,Nantes,44 - Loire-Atlantique,Pays de la Loire,12,1700,False
CIN-00345,CGR Cinémas Nice,CGR Cinémas,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,12,1700,False
CIN-00346,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12,1700,False
CIN-00347,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,8,1200,False
CIN-00348,CGR Cinémas Strasbourg,CGR Cinémas,Strasbourg,67 - Bas-Rhin,Grand Est,8,2300,False
CIN-00349,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12,1200,True
CIN-00350,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,15,1700,False
CIN-00351,CGR Cinémas Montpellier,CGR Cinémas,Montpellier,34 - Hérault,Occitanie,15,1700,False
CIN-00352,CGR Cinémas Strasbourg,CGR Cinémas,Strasbourg,67 - Bas-Rhin,Grand Est,15,1700,True
CIN-00353,CGR Cinémas Montpellier,CGR Cinémas,Montpellier,34 - Hérault,Occitanie,15,1700,False
CIN-00354,CGR Cinémas Bordeaux,CGR Cinémas,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,12,2300,False
CIN-00355,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,8,1200,True
CIN-00356,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12,1700,True
CIN-00357,CGR Cinémas Rennes,CGR Cinémas,Rennes,35 - Ille-et-Vilaine,Bretagne,8,1700,False
CIN-00358,CGR Cinémas Marseille,CGR Cinémas,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,12,1200,True
CIN-00359,CGR Cinémas Toulouse,CGR Cinémas,Toulouse,31 - Haute-Garonne,Occitanie,12,1200,False
CIN-00360,CGR Cinémas Annecy,CGR Cinémas,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,8,1200,False
CIN-00361,MK2 Bordeaux,MK2,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5,1400,True
CIN-00362,MK2 Nantes,MK2,Nantes,44 - Loire-Atlantique,Pays de la Loire,5,1400,True
CIN-00363,MK2 Nice,MK2,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,8,950,False
CIN-00364,MK2 Paris,MK2,Paris,75 - Paris,Île-de-France,5,600,False
CIN-00365,MK2 Annecy,MK2,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5,600,False
CIN-00366,MK2 Strasbourg,MK2,Strasbourg,67 - Bas-Rhin,Grand Est,5,600,False
CIN-00367,MK2 Lyon,MK2,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,8,950,False
CIN-00368,MK2 Lille,MK2,Lille,59 - Nord,Hauts-de-France,11,950,False
CIN-00369,MK2 Rennes,MK2,Rennes,35 - Ille-et-Vilaine,Bretagne,8,1400,False
CIN-00370,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,8,600,False
CIN-00371,MK2 Annecy,MK2,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,11,1400,False
CIN-00372,MK2 Nantes,MK2,Nantes,44 - Loire-Atlantique,Pays de la Loire,8,600,False
CIN-00373,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,8,1400,False
CIN-00374,MK2 Bordeaux,MK2,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11,600,False
CIN-00375,MK2 Rennes,MK2,Rennes,35 - Ille-et-Vilaine,Bretagne,11,1400,True
CIN-00376,MK2 Montpellier,MK2,Montpellier,34 - Hérault,Occitanie,8,600,False
CIN-00377,MK2 Strasbourg,MK2,Strasbourg,67 - Bas-Rhin,Grand Est,5,600,False
CIN-00378,MK2 Lille,MK2,Lille,59 - Nord,Hauts-de-France,8,600,False
CIN-00379,MK2 Annecy,MK2,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,11,600,False
CIN-00380,MK2 Nice,MK2,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5,950,False
CIN-00381,MK2 Lyon,MK2,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,8,950,True
CIN-00382,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,11,950,False
CIN-00383,MK2 Nantes,MK2,Nantes,44 - Loire-Atlantique,Pays de la Loire,11,600,False
CIN-00384,MK2 Paris,MK2,Paris,75 - Paris,Île-de-France,5,950,False
CIN-00385,MK2 Marseille,MK2,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11,950,True
CIN-00386,MK2 Montpellier,MK2,Montpellier,34 - Hérault,Occitanie,11,950,False
CIN-00387,MK2 Annecy,MK2,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,11,1400,False
CIN-00388,MK2 Nantes,MK2,Nantes,44 - Loire-Atlantique,Pays de la Loire,5,600,True
CIN-00389,MK2 Lyon,MK2,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5,600,False
CIN-00390,MK2 Marseille,MK2,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5,1400,True
CIN-00391,MK2 Marseille,MK2,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11,600,False
CIN-00392,MK2 Lille,MK2,Lille,59 - Nord,Hauts-de-France,5,1400,False
CIN-00393,MK2 Nantes,MK2,Nantes,44 - Loire-Atlantique,Pays de la Loire,11,600,True
CIN-00394,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,8,600,False
CIN-00395,MK2 Lyon,MK2,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11,600,False
CIN-00396,MK2 Annecy,MK2,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,11,600,False
CIN-00397,MK2 Marseille,MK2,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,8,600,False
CIN-00398,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,5,600,False
CIN-00399,MK2 Nantes,MK2,Nantes,44 - Loire-Atlantique,Pays de la Loire,5,1400,False
CIN-00400,MK2 Montpellier,MK2,Montpellier,34 - Hérault,Occitanie,11,950,False
CIN-00401,MK2 Annecy,MK2,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,8,1400,True
CIN-00402,MK2 Lille,MK2,Lille,59 - Nord,Hauts-de-France,11,600,False
CIN-00403,MK2 Strasbourg,MK2,Strasbourg,67 - Bas-Rhin,Grand Est,8,950,False
CIN-00404,MK2 Lille,MK2,Lille,59 - Nord,Hauts-de-France,5,950,False
CIN-00405,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,5,1400,True
CIN-00406,MK2 Bordeaux,MK2,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,8,950,False
CIN-00407,MK2 Nantes,MK2,Nantes,44 - Loire-Atlantique,Pays de la Loire,8,600,False
CIN-00408,MK2 Rennes,MK2,Rennes,35 - Ille-et-Vilaine,Bretagne,11,1400,False
CIN-00409,MK2 Lille,MK2,Lille,59 - Nord,Hauts-de-France,8,1400,True
CIN-00410,MK2 Strasbourg,MK2,Strasbourg,67 - Bas-Rhin,Grand Est,11,600,False
CIN-00411,MK2 Lille,MK2,Lille,59 - Nord,Hauts-de-France,8,950,False
CIN-00412,MK2 Rennes,MK2,Rennes,35 - Ille-et-Vilaine,Bretagne,11,950,False
CIN-00413,MK2 Strasbourg,MK2,Strasbourg,67 - Bas-Rhin,Grand Est,11,950,False
CIN-00414,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,5,1400,False
CIN-00415,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,8,600,False
CIN-00416,MK2 Rennes,MK2,Rennes,35 - Ille-et-Vilaine,Bretagne,8,950,False
CIN-00417,MK2 Annecy,MK2,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,8,950,True
CIN-00418,MK2 Marseille,MK2,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,8,600,False
CIN-00419,MK2 Annecy,MK2,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,8,1400,False
CIN-00420,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,5,950,False
CIN-00421,MK2 Bordeaux,MK2,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,8,600,False
CIN-00422,MK2 Lyon,MK2,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5,600,False
CIN-00423,MK2 Lille,MK2,Lille,59 - Nord,Hauts-de-France,8,1400,True
CIN-00424,MK2 Lyon,MK2,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11,950,False
CIN-00425,MK2 Bordeaux,MK2,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11,1400,False
CIN-00426,MK2 Nantes,MK2,Nantes,44 - Loire-Atlantique,Pays de la Loire,11,1400,False
CIN-00427,MK2 Rennes,MK2,Rennes,35 - Ille-et-Vilaine,Bretagne,5,600,False
CIN-00428,MK2 Rennes,MK2,Rennes,35 - Ille-et-Vilaine,Bretagne,11,1400,False
CIN-00429,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,11,1400,False
CIN-00430,MK2 Bordeaux,MK2,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11,1400,True
CIN-00431,MK2 Paris,MK2,Paris,75 - Paris,Île-de-France,5,950,True
CIN-00432,MK2 Rennes,MK2,Rennes,35 - Ille-et-Vilaine,Bretagne,5,1400,False
CIN-00433,MK2 Lille,MK2,Lille,59 - Nord,Hauts-de-France,8,600,False
CIN-00434,MK2 Montpellier,MK2,Montpellier,34 - Hérault,Occitanie,8,950,False
CIN-00435,MK2 Bordeaux,MK2,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,8,950,False
CIN-00436,MK2 Rennes,MK2,Rennes,35 - Ille-et-Vilaine,Bretagne,8,950,False
CIN-00437,MK2 Annecy,MK2,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,8,600,False
CIN-00438,MK2 Nantes,MK2,Nantes,44 - Loire-Atlantique,Pays de la Loire,8,950,False
CIN-00439,MK2 Paris,MK2,Paris,75 - Paris,Île-de-France,8,1400,False
CIN-00440,MK2 Toulouse,MK2,Toulouse,31 - Haute-Garonne,Occitanie,11,950,False
