event_id,nom_equipement,commune,nom_evenement,categorie_evenement,date_heure_evenement,capacite_stade,billets_vendus_grand_public,billets_vip_hospitalite_vendus,taux_remplissage_pct,recette_billetterie_brute_eur
EVT-STADE-2025-0155,Palais des Sports André-Brouat,Toulouse,Concert Star Arena Tour - Toulouse,Concert / Spectacle,2025-12-06 15:00:00,25000,17704,3071,83.1,2272590.0
EVT-STADE-2025-0156,Complexe Sportif Hautepierre,Strasbourg,Tournoi National Jeunes - Strasbourg,Tournoi Jeunes,2025-01-18 21:00:00,42000,23452,3469,64.1,1570810.0
EVT-STADE-2025-0157,Complexe Bréquigny,Rennes,Match Championnat Ligue 1 - Rennes,Match Championnat,2025-04-28 15:00:00,15000,13169,1336,96.7,926605.0
EVT-STADE-2025-0158,Roazhon Park,Rennes,Match Championnat Ligue 1 - Rennes,Match Championnat,2025-01-28 18:00:00,80000,63229,10691,92.4,5518055.0
EVT-STADE-2025-0159,Orange Vélodrome,Marseille,Rencontre Top 14 Rugby - Marseille,Match Championnat,2025-01-17 18:00:00,35000,25225,2950,80.5,1872625.0
EVT-STADE-2025-0160,LDLC Arena,Lyon,Concert Star Arena Tour - Lyon,Concert / Spectacle,2025-05-20 18:00:00,15000,9781,1364,74.3,1172385.0
EVT-STADE-2025-0161,Accor Arena,Paris,Finale Coupe de France - Paris,Rencontre Internationale,2025-06-17 20:00:00,25000,17560,1990,78.2,1024300.0
EVT-STADE-2025-0162,Stade Pierre-Mauroy,Lille,Rencontre Top 14 Rugby - Lille,Match Championnat,2025-08-14 15:00:00,35000,24088,2896,77.1,1807960.0
EVT-STADE-2025-0163,Parc des Princes,Paris,Finale Coupe de France - Paris,Rencontre Internationale,2025-10-23 18:00:00,25000,19705,2770,89.9,1283650.0
EVT-STADE-2025-0164,Stadium de Toulouse,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-09-07 15:00:00,15000,11293,1967,88.4,830540.0
EVT-STADE-2025-0165,Arena du Pays d'Aix,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-08-22 18:00:00,42000,31778,4300,85.9,3776130.0
EVT-STADE-2025-0166,Complexe Sportif de Marcq,Lille,Match Championnat Ligue 1 - Lille,Match Championnat,2025-11-10 20:00:00,80000,44104,7656,64.7,3898680.0
EVT-STADE-2025-0167,Stade Chaban-Delmas,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-11-05 20:00:00,60000,46631,6289,88.2,3670645.0
EVT-STADE-2025-0168,Palais des Sports Saint-Sauveur,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-06-11 18:00:00,15000,8248,1366,64.1,588940.0
EVT-STADE-2025-0169,Palais des Sports André-Brouat,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-07-12 15:00:00,25000,15287,1913,68.8,936860.0
EVT-STADE-2025-0170,Orange Vélodrome,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-05-06 18:00:00,35000,23436,3864,78.0,2020620.0
EVT-STADE-2025-0171,Stade Chaban-Delmas,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-08-11 15:00:00,60000,33539,5401,64.9,2356420.0
EVT-STADE-2025-0172,Groupama Stadium,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-12-01 20:00:00,35000,19678,3247,65.5,1402090.0
EVT-STADE-2025-0173,Palais des Sports André-Brouat,Toulouse,Concert Star Arena Tour - Toulouse,Concert / Spectacle,2025-01-11 15:00:00,25000,19665,3460,92.5,2536525.0
EVT-STADE-2025-0174,Palais des Sports Saint-Sauveur,Lille,Rencontre Top 14 Rugby - Lille,Match Championnat,2025-10-12 18:00:00,15000,11322,1728,87.0,941490.0
EVT-STADE-2025-0175,Le Liberté,Rennes,Match Championnat Ligue 1 - Rennes,Match Championnat,2025-11-23 21:00:00,15000,10754,1726,83.2,915430.0
EVT-STADE-2025-0176,Stade Chaban-Delmas,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-02-03 18:00:00,60000,50570,8350,98.2,3604600.0
EVT-STADE-2025-0177,Stade Ernest-Wallon,Toulouse,Tournoi National Jeunes - Toulouse,Tournoi Jeunes,2025-07-06 21:00:00,60000,41558,7222,81.3,3052240.0
EVT-STADE-2025-0178,LDLC Arena,Lyon,Match Championnat Ligue 1 - Lyon,Match Championnat,2025-01-11 21:00:00,15000,8743,1276,66.8,712435.0
EVT-STADE-2025-0179,Parc des Princes,Paris,Match Championnat Ligue 1 - Paris,Match Championnat,2025-06-05 21:00:00,25000,15316,2034,69.4,1197720.0
EVT-STADE-2025-0180,Rhenus Sport,Strasbourg,Concert Star Arena Tour - Strasbourg,Concert / Spectacle,2025-05-09 20:00:00,60000,47727,5913,89.4,5535045.0
EVT-STADE-2025-0181,Palais des Sports Saint-Sauveur,Lille,Tournoi National Jeunes - Lille,Tournoi Jeunes,2025-12-09 21:00:00,15000,8803,1172,66.5,557090.0
EVT-STADE-2025-0182,Stade de la Beaujoire,Nantes,Match Championnat Ligue 1 - Nantes,Match Championnat,2025-10-28 15:00:00,25000,13628,1847,61.9,1075010.0
EVT-STADE-2025-0183,Stade Chaban-Delmas,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-05-21 20:00:00,60000,52570,6410,98.3,3968150.0
EVT-STADE-2025-0184,Complexe Mangin-Beaulieu,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-11-25 18:00:00,80000,62474,6966,86.8,3615720.0
EVT-STADE-2025-0185,Rhenus Sport,Strasbourg,Match Championnat Ligue 1 - Strasbourg,Match Championnat,2025-08-14 21:00:00,60000,34669,3790,64.1,2507605.0
EVT-STADE-2025-0186,Accor Arena,Paris,Match Championnat Ligue 1 - Paris,Match Championnat,2025-09-27 21:00:00,25000,14856,2294,68.6,1242020.0
EVT-STADE-2025-0187,Arkéa Arena,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-08-12 21:00:00,25000,18299,2301,82.4,1124220.0
EVT-STADE-2025-0188,Stade Pierre-Mauroy,Lille,Rencontre Top 14 Rugby - Lille,Match Championnat,2025-12-09 21:00:00,35000,28819,3276,91.7,2115855.0
EVT-STADE-2025-0189,Stade de Gerland,Lyon,Finale Coupe de France - Lyon,Rencontre Internationale,2025-08-24 18:00:00,80000,60282,6758,83.8,3497960.0
EVT-STADE-2025-0190,Stade des Alpes,Grenoble,Finale Coupe de France - Grenoble,Rencontre Internationale,2025-12-04 18:00:00,15000,12731,1188,92.8,678930.0
EVT-STADE-2025-0191,Matmut Atlantique,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-08-03 20:00:00,35000,23962,3233,77.7,1886540.0
EVT-STADE-2025-0192,Patinoire Pôle Sud,Grenoble,Rencontre Top 14 Rugby - Grenoble,Match Championnat,2025-08-26 20:00:00,15000,9229,1571,72.0,808055.0
EVT-STADE-2025-0193,Palais des Sports de Marseille,Marseille,Tournoi National Jeunes - Marseille,Tournoi Jeunes,2025-10-05 18:00:00,35000,26304,2711,82.9,1466870.0
EVT-STADE-2025-0194,Arkéa Arena,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-05-12 20:00:00,25000,15616,1809,69.7,1779610.0
EVT-STADE-2025-0195,Stadium de Toulouse,Toulouse,Tournoi National Jeunes - Toulouse,Tournoi Jeunes,2025-01-04 18:00:00,15000,8539,1316,65.7,585170.0
EVT-STADE-2025-0196,Arena du Pays d'Aix,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-04-20 18:00:00,42000,36423,4779,98.1,2833785.0
EVT-STADE-2025-0197,Patinoire Pôle Sud,Grenoble,Match Championnat Ligue 1 - Grenoble,Match Championnat,2025-07-21 15:00:00,15000,8430,750,61.2,566850.0
EVT-STADE-2025-0198,Rhenus Sport,Strasbourg,Tournoi National Jeunes - Strasbourg,Tournoi Jeunes,2025-06-22 20:00:00,60000,54342,5058,99.0,2894760.0
EVT-STADE-2025-0199,Parc des Princes,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-09-28 15:00:00,25000,16482,2068,74.2,1917970.0
EVT-STADE-2025-0200,Complexe Bréquigny,Rennes,Rencontre Top 14 Rugby - Rennes,Match Championnat,2025-04-27 18:00:00,15000,12882,2013,99.3,1082940.0
EVT-STADE-2025-0201,Palais des Sports André-Brouat,Toulouse,Concert Star Arena Tour - Toulouse,Concert / Spectacle,2025-08-16 21:00:00,25000,19027,1723,83.0,2048045.0
EVT-STADE-2025-0202,Arkéa Arena,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-11-23 21:00:00,25000,14135,1990,64.5,1133575.0
EVT-STADE-2025-0203,Stade de France,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-06-02 21:00:00,80000,46022,5098,63.9,5186370.0
EVT-STADE-2025-0204,Stade Ernest-Wallon,Toulouse,Tournoi National Jeunes - Toulouse,Tournoi Jeunes,2025-12-18 15:00:00,60000,33562,5018,64.3,2261360.0
EVT-STADE-2025-0205,Stade Chaban-Delmas,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-06-15 21:00:00,60000,48253,8387,94.4,4268135.0
EVT-STADE-2025-0206,Rhenus Sport,Strasbourg,Match Championnat Ligue 1 - Strasbourg,Match Championnat,2025-12-06 15:00:00,60000,44758,6482,85.4,3634610.0
EVT-STADE-2025-0207,Stade Ernest-Wallon,Toulouse,Tournoi National Jeunes - Toulouse,Tournoi Jeunes,2025-07-20 18:00:00,60000,48055,4205,87.1,2492900.0
EVT-STADE-2025-0208,Stadium de Toulouse,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-03-02 15:00:00,15000,12799,1301,94.0,709220.0
EVT-STADE-2025-0209,Groupama Stadium,Lyon,Tournoi National Jeunes - Lyon,Tournoi Jeunes,2025-08-05 20:00:00,35000,20782,2177,65.6,1167710.0
EVT-STADE-2025-0210,Rhenus Sport,Strasbourg,Match Championnat Ligue 1 - Strasbourg,Match Championnat,2025-03-04 20:00:00,60000,46024,4076,83.5,3090080.0
EVT-STADE-2025-0211,Groupama Stadium,Lyon,Tournoi National Jeunes - Lyon,Tournoi Jeunes,2025-02-16 15:00:00,35000,22681,3254,74.1,1493930.0
EVT-STADE-2025-0212,Matmut Atlantique,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-06-06 21:00:00,35000,29292,3888,94.8,2290140.0
EVT-STADE-2025-0213,Stade de la Beaujoire,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-03-21 18:00:00,25000,14008,1992,64.0,918240.0
EVT-STADE-2025-0214,Palais des Sports André-Brouat,Toulouse,Concert Star Arena Tour - Toulouse,Concert / Spectacle,2025-04-28 20:00:00,25000,19184,2416,86.4,2234640.0
EVT-STADE-2025-0215,Orange Vélodrome,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-04-25 21:00:00,35000,19449,2636,63.1,1534205.0
EVT-STADE-2025-0216,Stade de la Beaujoire,Nantes,Rencontre Top 14 Rugby - Nantes,Match Championnat,2025-05-02 15:00:00,25000,20065,1834,87.6,1361425.0
EVT-STADE-2025-0217,LDLC Arena,Lyon,Rencontre Top 14 Rugby - Lyon,Match Championnat,2025-07-02 21:00:00,15000,12257,1182,89.6,847065.0
EVT-STADE-2025-0218,Stade Ernest-Wallon,Toulouse,Concert Star Arena Tour - Toulouse,Concert / Spectacle,2025-01-08 21:00:00,60000,43943,5917,83.1,5214405.0
EVT-STADE-2025-0219,Roazhon Park,Rennes,Tournoi National Jeunes - Rennes,Tournoi Jeunes,2025-10-05 20:00:00,80000,60138,7462,84.5,3669640.0
EVT-STADE-2025-0220,Complexe Sportif Hautepierre,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-10-19 21:00:00,42000,34474,3830,91.2,2508830.0
EVT-STADE-2025-0221,Arkéa Arena,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-01-26 21:00:00,25000,14412,2313,66.9,1226790.0
EVT-STADE-2025-0222,Stade de France,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-07-14 21:00:00,80000,50811,8469,74.1,6436185.0
EVT-STADE-2025-0223,Matmut Atlantique,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-11-12 21:00:00,35000,25403,2842,80.7,2869755.0
EVT-STADE-2025-0224,Stade de la Beaujoire,Nantes,Rencontre Top 14 Rugby - Nantes,Match Championnat,2025-10-21 21:00:00,25000,20519,3106,94.5,1699855.0
EVT-STADE-2025-0225,Palais des Sports Saint-Sauveur,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-09-12 21:00:00,15000,8655,1425,67.2,615900.0
EVT-STADE-2025-0226,Arkéa Arena,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-11-23 15:00:00,25000,19558,2917,89.9,1609360.0
EVT-STADE-2025-0227,Roazhon Park,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-03-10 15:00:00,80000,65934,11106,96.3,4754520.0
EVT-STADE-2025-0228,Complexe Mangin-Beaulieu,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-06-02 21:00:00,80000,47604,6635,67.8,5705090.0
EVT-STADE-2025-0229,Complexe Sportif de Marcq,Lille,Match Championnat Ligue 1 - Lille,Match Championnat,2025-11-11 18:00:00,80000,46133,7306,66.8,3902485.0
EVT-STADE-2025-0230,Stade Chaban-Delmas,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-11-19 18:00:00,60000,50969,5251,93.7,2841820.0
EVT-STADE-2025-0231,Parc des Princes,Paris,Concert Star Arena Tour - Paris,Concert / Spectacle,2025-11-03 21:00:00,25000,15777,1623,69.6,1746795.0
EVT-STADE-2025-0232,Complexe Sportif Hautepierre,Strasbourg,Finale Coupe de France - Strasbourg,Rencontre Internationale,2025-06-24 15:00:00,42000,26316,3042,69.9,1549980.0
EVT-STADE-2025-0233,Arkéa Arena,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-12-13 21:00:00,25000,20306,1819,88.5,1368520.0
EVT-STADE-2025-0234,Rhenus Sport,Strasbourg,Tournoi National Jeunes - Strasbourg,Tournoi Jeunes,2025-12-01 21:00:00,60000,34889,6091,68.3,2569420.0
EVT-STADE-2025-0235,LDLC Arena,Lyon,Match Championnat Ligue 1 - Lyon,Match Championnat,2025-11-16 20:00:00,15000,8429,1410,65.6,731805.0
EVT-STADE-2025-0236,Stade Ernest-Wallon,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-05-01 20:00:00,60000,49040,8140,95.3,3506200.0
EVT-STADE-2025-0237,Stade Chaban-Delmas,Bordeaux,Match Championnat Ligue 1 - Bordeaux,Match Championnat,2025-11-17 18:00:00,60000,33294,4086,62.3,2519730.0
EVT-STADE-2025-0238,Groupama Stadium,Lyon,Rencontre Top 14 Rugby - Lyon,Match Championnat,2025-10-20 18:00:00,35000,28809,3636,92.7,2205405.0
EVT-STADE-2025-0239,Complexe Sportif de Marcq,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-12-24 21:00:00,80000,55177,9062,80.3,3920810.0
EVT-STADE-2025-0240,Stade de la Beaujoire,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-04-13 18:00:00,25000,15555,1795,69.4,915400.0
EVT-STADE-2025-0241,Stade de la Beaujoire,Nantes,Tournoi National Jeunes - Nantes,Tournoi Jeunes,2025-09-11 20:00:00,25000,15103,2272,69.5,1021090.0
EVT-STADE-2025-0242,Stade de la Beaujoire,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-07-13 18:00:00,25000,13580,1570,60.6,799900.0
EVT-STADE-2025-0243,Arkéa Arena,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-09-14 21:00:00,25000,19893,2432,89.3,1503185.0
EVT-STADE-2025-0244,Accor Arena,Paris,Tournoi National Jeunes - Paris,Tournoi Jeunes,2025-06-11 21:00:00,25000,18906,2919,87.3,1296930.0
EVT-STADE-2025-0245,Stade de la Meinau,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-02-17 15:00:00,35000,19497,2553,63.0,1515615.0
EVT-STADE-2025-0246,Stade de Gerland,Lyon,Match Championnat Ligue 1 - Lyon,Match Championnat,2025-02-14 18:00:00,80000,49999,8641,73.3,4410205.0
EVT-STADE-2025-0247,Matmut Atlantique,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-04-08 15:00:00,35000,30225,3970,97.7,2352625.0
EVT-STADE-2025-0248,Stade de la Beaujoire,Nantes,Finale Coupe de France - Nantes,Rencontre Internationale,2025-10-17 20:00:00,25000,20098,1877,87.9,1072190.0
EVT-STADE-2025-0249,Roazhon Park,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-12-05 21:00:00,80000,69212,8548,97.2,4213360.0
EVT-STADE-2025-0250,Complexe Bréquigny,Rennes,Rencontre Top 14 Rugby - Rennes,Match Championnat,2025-01-16 20:00:00,15000,11711,1999,91.4,1026745.0
EVT-STADE-2025-0251,Stade des Alpes,Grenoble,Rencontre Top 14 Rugby - Grenoble,Match Championnat,2025-06-04 21:00:00,15000,11999,1920,92.8,1019955.0
EVT-STADE-2025-0252,Patinoire Pôle Sud,Grenoble,Rencontre Top 14 Rugby - Grenoble,Match Championnat,2025-04-09 20:00:00,15000,10212,1788,80.0,906540.0
EVT-STADE-2025-0253,Palais des Sports Saint-Sauveur,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-04-08 18:00:00,15000,9650,1045,71.3,550750.0
EVT-STADE-2025-0254,Complexe Sportif Hautepierre,Strasbourg,Tournoi National Jeunes - Strasbourg,Tournoi Jeunes,2025-08-08 20:00:00,42000,37277,4345,99.1,2204560.0
EVT-STADE-2025-0255,Palais des Sports Saint-Sauveur,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-05-04 15:00:00,15000,11409,1791,88.0,1417515.0
EVT-STADE-2025-0256,Palais des Sports André-Brouat,Toulouse,Match Championnat Ligue 1 - Toulouse,Match Championnat,2025-04-08 20:00:00,25000,15351,1549,67.6,1078045.0
EVT-STADE-2025-0257,Arkéa Arena,Bordeaux,Rencontre Top 14 Rugby - Bordeaux,Match Championnat,2025-10-25 20:00:00,25000,21156,3369,98.1,1794270.0
EVT-STADE-2025-0258,Stade de Gerland,Lyon,Rencontre Top 14 Rugby - Lyon,Match Championnat,2025-12-28 18:00:00,80000,56200,7720,79.9,4459000.0
EVT-STADE-2025-0259,Rhenus Sport,Strasbourg,Concert Star Arena Tour - Strasbourg,Concert / Spectacle,2025-10-09 20:00:00,60000,42137,5563,79.5,4972395.0
EVT-STADE-2025-0260,Roazhon Park,Rennes,Rencontre Top 14 Rugby - Rennes,Match Championnat,2025-10-10 20:00:00,80000,71468,6772,97.8,4909060.0
EVT-STADE-2025-0261,Stade de France,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-02-10 18:00:00,80000,48618,8502,71.4,4313310.0
EVT-STADE-2025-0262,Complexe Sportif Hautepierre,Strasbourg,Finale Coupe de France - Strasbourg,Rencontre Internationale,2025-04-06 18:00:00,42000,28088,4000,76.4,1842640.0
EVT-STADE-2025-0263,Complexe Sportif de Marcq,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-01-28 21:00:00,80000,57718,7242,81.2,6716530.0
EVT-STADE-2025-0264,Stadium de Toulouse,Toulouse,Concert Star Arena Tour - Toulouse,Concert / Spectacle,2025-06-02 15:00:00,15000,12285,2085,95.8,1565475.0
EVT-STADE-2025-0265,Arena du Pays d'Aix,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-04-10 21:00:00,42000,25353,3291,68.2,2977755.0
EVT-STADE-2025-0266,Stade Ernest-Wallon,Toulouse,Finale Coupe de France - Toulouse,Rencontre Internationale,2025-01-19 20:00:00,60000,47222,6237,89.1,2975910.0
EVT-STADE-2025-0267,Palais des Sports de Marseille,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-10-23 20:00:00,35000,28068,4307,92.5,2339810.0
EVT-STADE-2025-0268,Stade de Gerland,Lyon,Match Championnat Ligue 1 - Lyon,Match Championnat,2025-11-23 20:00:00,80000,67379,9501,96.1,5407305.0
EVT-STADE-2025-0269,Arkéa Arena,Bordeaux,Concert Star Arena Tour - Bordeaux,Concert / Spectacle,2025-05-02 20:00:00,25000,20901,1998,91.6,2276085.0
EVT-STADE-2025-0270,Groupama Stadium,Lyon,Rencontre Top 14 Rugby - Lyon,Match Championnat,2025-03-13 20:00:00,35000,29361,3609,94.2,2223495.0
EVT-STADE-2025-0271,Matmut Atlantique,Bordeaux,Finale Coupe de France - Bordeaux,Rencontre Internationale,2025-02-24 20:00:00,35000,25457,3033,81.4,1521960.0
EVT-STADE-2025-0272,Stade Pierre-Mauroy,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-09-21 20:00:00,35000,25247,2648,79.7,1419410.0
EVT-STADE-2025-0273,Complexe Mangin-Beaulieu,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-01-26 21:00:00,80000,48739,4300,66.3,5217815.0
EVT-STADE-2025-0274,Stade de la Meinau,Strasbourg,Tournoi National Jeunes - Strasbourg,Tournoi Jeunes,2025-11-08 20:00:00,35000,29952,4838,99.4,2108060.0
EVT-STADE-2025-0275,Stade des Alpes,Grenoble,Rencontre Top 14 Rugby - Grenoble,Match Championnat,2025-03-07 20:00:00,15000,13111,1379,96.6,934745.0
EVT-STADE-2025-0276,Arena du Pays d'Aix,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-06-13 15:00:00,42000,22756,3032,61.4,2692260.0
EVT-STADE-2025-0277,Palais des Sports Saint-Sauveur,Lille,Concert Star Arena Tour - Lille,Concert / Spectacle,2025-09-25 18:00:00,15000,8124,1116,61.6,969540.0
EVT-STADE-2025-0278,Complexe Sportif Hautepierre,Strasbourg,Tournoi National Jeunes - Strasbourg,Tournoi Jeunes,2025-07-16 21:00:00,42000,23802,2952,63.7,1452060.0
EVT-STADE-2025-0279,Stadium de Toulouse,Toulouse,Tournoi National Jeunes - Toulouse,Tournoi Jeunes,2025-01-22 15:00:00,15000,8770,890,64.4,485600.0
EVT-STADE-2025-0280,Arena du Pays d'Aix,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-03-21 21:00:00,42000,34046,4930,92.8,2253880.0
EVT-STADE-2025-0281,Orange Vélodrome,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-11-18 15:00:00,35000,27266,3954,89.2,2215470.0
EVT-STADE-2025-0282,Complexe Bréquigny,Rennes,Match Championnat Ligue 1 - Rennes,Match Championnat,2025-10-07 18:00:00,15000,8353,1202,63.7,676385.0
EVT-STADE-2025-0283,Halle de la Trocardière,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-05-04 18:00:00,42000,25444,2360,66.2,2752740.0
EVT-STADE-2025-0284,Stade des Alpes,Grenoble,Finale Coupe de France - Grenoble,Rencontre Internationale,2025-10-20 21:00:00,15000,12719,1456,94.5,745570.0
EVT-STADE-2025-0285,Palais des Sports de Marseille,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-06-08 18:00:00,35000,23201,3364,75.9,1885045.0
EVT-STADE-2025-0286,Complexe Bréquigny,Rennes,Finale Coupe de France - Rennes,Rencontre Internationale,2025-06-02 18:00:00,15000,9843,1482,75.5,665790.0
EVT-STADE-2025-0287,Parc des Princes,Paris,Tournoi National Jeunes - Paris,Tournoi Jeunes,2025-05-10 15:00:00,25000,17286,1564,75.4,909580.0
EVT-STADE-2025-0288,Stade de la Beaujoire,Nantes,Concert Star Arena Tour - Nantes,Concert / Spectacle,2025-11-17 21:00:00,25000,21309,2091,93.6,2334015.0
EVT-STADE-2025-0289,Matmut Atlantique,Bordeaux,Tournoi National Jeunes - Bordeaux,Tournoi Jeunes,2025-01-11 21:00:00,35000,29742,3123,93.9,1673010.0
EVT-STADE-2025-0290,Palais des Sports Saint-Sauveur,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-06-27 15:00:00,15000,10899,1311,81.4,654720.0
EVT-STADE-2025-0291,Accor Arena,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-03-06 21:00:00,25000,15151,2424,70.3,1287795.0
EVT-STADE-2025-0292,Orange Vélodrome,Marseille,Concert Star Arena Tour - Marseille,Concert / Spectacle,2025-09-17 20:00:00,35000,21051,2678,67.8,2458835.0
EVT-STADE-2025-0293,Stade Pierre-Mauroy,Lille,Match Championnat Ligue 1 - Lille,Match Championnat,2025-03-15 18:00:00,35000,18404,2771,60.5,1520930.0
EVT-STADE-2025-0294,Parc des Princes,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-07-09 21:00:00,25000,15572,1628,68.8,1107740.0
EVT-STADE-2025-0295,Stade de la Meinau,Strasbourg,Rencontre Top 14 Rugby - Strasbourg,Match Championnat,2025-09-10 21:00:00,35000,23680,2745,75.5,1751850.0
EVT-STADE-2025-0296,Parc des Princes,Paris,Finale Coupe de France - Paris,Rencontre Internationale,2025-05-22 21:00:00,25000,22335,2340,98.7,1255050.0
EVT-STADE-2025-0297,Arena du Pays d'Aix,Marseille,Finale Coupe de France - Marseille,Rencontre Internationale,2025-05-12 21:00:00,42000,22807,3989,63.8,1681460.0
EVT-STADE-2025-0298,Complexe Sportif Hautepierre,Strasbourg,Match Championnat Ligue 1 - Strasbourg,Match Championnat,2025-03-28 15:00:00,42000,34389,3327,89.8,2379255.0
EVT-STADE-2025-0299,Complexe Bréquigny,Rennes,Concert Star Arena Tour - Rennes,Concert / Spectacle,2025-06-04 18:00:00,15000,11986,1978,93.1,1513310.0
EVT-STADE-2025-0300,Complexe Sportif de Marcq,Lille,Finale Coupe de France - Lille,Rencontre Internationale,2025-09-01 21:00:00,80000,58278,7802,82.6,3698840.0
EVT-STADE-2025-0301,Orange Vélodrome,Marseille,Match Championnat Ligue 1 - Marseille,Match Championnat,2025-03-06 20:00:00,35000,20539,3576,68.9,1818255.0
EVT-STADE-2025-0302,Halle de la Trocardière,Nantes,Rencontre Top 14 Rugby - Nantes,Match Championnat,2025-12-03 18:00:00,42000,27196,3968,74.2,2215820.0
EVT-STADE-2025-0303,Stade Ernest-Wallon,Toulouse,Concert Star Arena Tour - Toulouse,Concert / Spectacle,2025-06-17 20:00:00,60000,49240,5780,91.7,5630400.0
EVT-STADE-2025-0304,Accor Arena,Paris,Rencontre Top 14 Rugby - Paris,Match Championnat,2025-04-22 15:00:00,25000,15050,2525,70.3,1308500.0
EVT-STADE-2025-0305,Stade de la Meinau,Strasbourg,Finale Coupe de France - Strasbourg,Rencontre Internationale,2025-10-15 20:00:00,35000,22948,2252,72.0,1251440.0
EVT-STADE-2025-0306,Le Liberté,Rennes,Rencontre Top 14 Rugby - Rennes,Match Championnat,2025-02-22 18:00:00,15000,10965,1275,81.6,812175.0
EVT-STADE-2025-0307,Complexe Sportif Hautepierre,Strasbourg,Concert Star Arena Tour - Strasbourg,Concert / Spectacle,2025-08-02 15:00:00,42000,22517,3817,62.7,2868195.0
EVT-STADE-2025-0308,Palais des Sports André-Brouat,Toulouse,Match Championnat Ligue 1 - Toulouse,Match Championnat,2025-12-14 21:00:00,25000,21377,3373,99.0,1805215.0
EVT-STADE-2025-0309,Palais des Sports Saint-Sauveur,Lille,Rencontre Top 14 Rugby - Lille,Match Championnat,2025-10-10 20:00:00,15000,9461,1249,71.4,737995.0
