scene_id,mgrs_tile,acquisition_date,cloud_cover_pct,constellation_satellite,ndvi_mean,ndwi_water_mean,quicklook_image_url
L1C_T30TYQ_A048983_20260723T104808,30TYQ,2026-07-23,0.100000000,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/30/T/YQ/S2B_MSIL1C_20260723T104619_N0512_R051_T30TYQ_20260723T130045.SAFE/S2B_MSIL1C_20260723T104619_N0512_R051_T30TYQ_20260723T130045.SAFE-ql.jpg
L1C_T31TFJ_A009802_20260722T103228,31TFJ,2026-07-22,0.100000000,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2C_MSIL1C_20260722T103031_N0512_R108_T31TFJ_20260722T140907.SAFE/S2C_MSIL1C_20260722T103031_N0512_R108_T31TFJ_20260722T140907.SAFE-ql.jpg
L1C_T31TGK_A009802_20260722T103228,31TGK,2026-07-22,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2C_MSIL1C_20260722T103031_N0512_R108_T31TGK_20260722T140907.SAFE/S2C_MSIL1C_20260722T103031_N0512_R108_T31TGK_20260722T140907.SAFE-ql.jpg
L1C_T31TFL_A009802_20260722T103228,31TFL,2026-07-22,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FL/S2C_MSIL1C_20260722T103031_N0512_R108_T31TFL_20260722T140907.SAFE/S2C_MSIL1C_20260722T103031_N0512_R108_T31TFL_20260722T140907.SAFE-ql.jpg
L1C_T31TGM_A009802_20260722T103228,31TGM,2026-07-22,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GM/S2C_MSIL1C_20260722T103031_N0512_R108_T31TGM_20260722T140907.SAFE/S2C_MSIL1C_20260722T103031_N0512_R108_T31TGM_20260722T140907.SAFE-ql.jpg
L1C_T30TYQ_A009788_20260721T105932,30TYQ,2026-07-21,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/30/T/YQ/S2C_MSIL1C_20260721T105621_N0512_R094_T30TYQ_20260721T131841.SAFE/S2C_MSIL1C_20260721T105621_N0512_R094_T30TYQ_20260721T131841.SAFE-ql.jpg
L1C_T31UDQ_A009788_20260721T105932,31UDQ,2026-07-21,0.800000000,Sentinel-2,0.730000000,0.280000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DQ/S2C_MSIL1C_20260721T105621_N0512_R094_T31UDQ_20260721T131841.SAFE/S2C_MSIL1C_20260721T105621_N0512_R094_T31UDQ_20260721T131841.SAFE-ql.jpg
L1C_T31TDF_A057849_20260720T105629,31TDF,2026-07-20,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2A_MSIL1C_20260720T105051_N0512_R051_T31TDF_20260720T174440.SAFE/S2A_MSIL1C_20260720T105051_N0512_R051_T31TDF_20260720T174440.SAFE-ql.jpg
L1C_T31TDH_A057849_20260720T105629,31TDH,2026-07-20,2.800000000,Sentinel-2,0.670000000,0.240000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2A_MSIL1C_20260720T105051_N0512_R051_T31TDH_20260720T174440.SAFE/S2A_MSIL1C_20260720T105051_N0512_R051_T31TDH_20260720T174440.SAFE-ql.jpg
L1C_T31TDF_A048940_20260720T104452,31TDF,2026-07-20,3.100000000,Sentinel-2,0.660000000,0.240000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2B_MSIL1C_20260720T103629_N0512_R008_T31TDF_20260720T205805.SAFE/S2B_MSIL1C_20260720T103629_N0512_R008_T31TDF_20260720T205805.SAFE-ql.jpg
L1C_T31TDH_A048940_20260720T104452,31TDH,2026-07-20,4.700000000,Sentinel-2,0.610000000,0.210000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2B_MSIL1C_20260720T103629_N0512_R008_T31TDH_20260720T205805.SAFE/S2B_MSIL1C_20260720T103629_N0512_R008_T31TDH_20260720T205805.SAFE-ql.jpg
L1C_T31TFJ_A048940_20260720T104452,31TFJ,2026-07-20,10.300000000,Sentinel-2,0.450000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2B_MSIL1C_20260720T103629_N0512_R008_T31TFJ_20260720T205805.SAFE/S2B_MSIL1C_20260720T103629_N0512_R008_T31TFJ_20260720T205805.SAFE-ql.jpg
L1C_T31TGK_A048940_20260720T104452,31TGK,2026-07-20,7.000000000,Sentinel-2,0.540000000,0.160000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2B_MSIL1C_20260720T103629_N0512_R008_T31TGK_20260720T205805.SAFE/S2B_MSIL1C_20260720T103629_N0512_R008_T31TGK_20260720T205805.SAFE-ql.jpg
L1C_T31TFL_A048940_20260720T104452,31TFL,2026-07-20,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FL/S2B_MSIL1C_20260720T103629_N0512_R008_T31TFL_20260720T205805.SAFE/S2B_MSIL1C_20260720T103629_N0512_R008_T31TFL_20260720T205805.SAFE-ql.jpg
L1C_T31TGM_A048940_20260720T104452,31TGM,2026-07-20,0.200000000,Sentinel-2,0.740000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GM/S2B_MSIL1C_20260720T103629_N0512_R008_T31TGM_20260720T205805.SAFE/S2B_MSIL1C_20260720T103629_N0512_R008_T31TGM_20260720T205805.SAFE-ql.jpg
L1C_T31TDF_A009745_20260718T105120,31TDF,2026-07-18,5.600000000,Sentinel-2,0.580000000,0.190000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2C_MSIL1C_20260718T104621_N0512_R051_T31TDF_20260718T130501.SAFE/S2C_MSIL1C_20260718T104621_N0512_R051_T31TDF_20260718T130501.SAFE-ql.jpg
L1C_T31TDH_A009745_20260718T105120,31TDH,2026-07-18,9.800000000,Sentinel-2,0.450000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2C_MSIL1C_20260718T104621_N0512_R051_T31TDH_20260718T130501.SAFE/S2C_MSIL1C_20260718T104621_N0512_R051_T31TDH_20260718T130501.SAFE-ql.jpg
L1C_T31UDQ_A009745_20260718T105120,31UDQ,2026-07-18,12.300000000,Sentinel-2,0.450000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DQ/S2C_MSIL1C_20260718T104621_N0512_R051_T31UDQ_20260718T130501.SAFE/S2C_MSIL1C_20260718T104621_N0512_R051_T31UDQ_20260718T130501.SAFE-ql.jpg
L1C_T31TDF_A057806_20260717T104946,31TDF,2026-07-17,0.300000000,Sentinel-2,0.740000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2A_MSIL1C_20260717T103701_N0512_R008_T31TDF_20260717T173530.SAFE/S2A_MSIL1C_20260717T103701_N0512_R008_T31TDF_20260717T173530.SAFE-ql.jpg
L1C_T31TDF_A057806_20260717T104002,31TDF,2026-07-17,0.700000000,Sentinel-2,0.730000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2A_MSIL1C_20260717T103701_N0512_R008_T31TDF_20260717T155541.SAFE/S2A_MSIL1C_20260717T103701_N0512_R008_T31TDF_20260717T155541.SAFE-ql.jpg
L1C_T31TFJ_A057806_20260717T104002,31TFJ,2026-07-17,0.300000000,Sentinel-2,0.740000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2A_MSIL1C_20260717T103701_N0512_R008_T31TFJ_20260717T155541.SAFE/S2A_MSIL1C_20260717T103701_N0512_R008_T31TFJ_20260717T155541.SAFE-ql.jpg
L1C_T31TGK_A057806_20260717T104002,31TGK,2026-07-17,5.400000000,Sentinel-2,0.590000000,0.190000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2A_MSIL1C_20260717T103701_N0512_R008_T31TGK_20260717T155541.SAFE/S2A_MSIL1C_20260717T103701_N0512_R008_T31TGK_20260717T155541.SAFE-ql.jpg
L1C_T31TFL_A057806_20260717T104002,31TFL,2026-07-17,0.800000000,Sentinel-2,0.730000000,0.280000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FL/S2A_MSIL1C_20260717T103701_N0512_R008_T31TFL_20260717T155541.SAFE/S2A_MSIL1C_20260717T103701_N0512_R008_T31TFL_20260717T155541.SAFE-ql.jpg
L1C_T31TGM_A057806_20260717T104002,31TGM,2026-07-17,8.700000000,Sentinel-2,0.490000000,0.130000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GM/S2A_MSIL1C_20260717T103701_N0512_R008_T31TGM_20260717T155541.SAFE/S2A_MSIL1C_20260717T103701_N0512_R008_T31TGM_20260717T155541.SAFE-ql.jpg
L1C_T31TFJ_A048897_20260717T103023,31TFJ,2026-07-17,0.400000000,Sentinel-2,0.740000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2B_MSIL1C_20260717T103029_N0512_R108_T31TFJ_20260717T140459.SAFE/S2B_MSIL1C_20260717T103029_N0512_R108_T31TFJ_20260717T140459.SAFE-ql.jpg
L1C_T31TGK_A048897_20260717T103023,31TGK,2026-07-17,5.000000000,Sentinel-2,0.600000000,0.200000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2B_MSIL1C_20260717T103029_N0512_R108_T31TGK_20260717T140459.SAFE/S2B_MSIL1C_20260717T103029_N0512_R108_T31TGK_20260717T140459.SAFE-ql.jpg
L1C_T31TFL_A048897_20260717T103023,31TFL,2026-07-17,0.100000000,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FL/S2B_MSIL1C_20260717T103029_N0512_R108_T31TFL_20260717T140459.SAFE/S2B_MSIL1C_20260717T103029_N0512_R108_T31TFL_20260717T140459.SAFE-ql.jpg
L1C_T31TGM_A048897_20260717T103023,31TGM,2026-07-17,11.500000000,Sentinel-2,0.450000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GM/S2B_MSIL1C_20260717T103029_N0512_R108_T31TGM_20260717T140459.SAFE/S2B_MSIL1C_20260717T103029_N0512_R108_T31TGM_20260717T140459.SAFE-ql.jpg
