code_barre_ean,nom_produit,marque_entreprise,rayon_categorie,nutri_score,nova_score,additifs_problematiques,alternatives_saines_recommandees,chiffre_affaires_annuel_eur,empreinte_carbone_100g,produit_image_url
20004132,Gehackte Tomaten in Tomatensaft,Baresa,Produits Frais,B,1,Aucun additif à risque,Produit Conforme,13153188.56,0.35,gs://shelfoptimizer-product-images-data-agents/product_images/3046920022606.jpg
8712566246526,Maille Cornichons Extra-Fins L'Original Bocal 380g,Maille,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,3832721.8,0.18,gs://shelfoptimizer-product-images-data-agents/product_images/3046920022651.jpg
3083681116908,Poêlée Parisienne 750g,BONDUELLE,Produits Frais,B,4,Aucun additif à risque,Produit Conforme,17436058.32,0.35,gs://shelfoptimizer-product-images-data-agents/product_images/3083681116908.jpg
3083680482042,Petits Pois & Carottes,Cassegrain,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,628274.9,0.72,gs://shelfoptimizer-product-images-data-agents/product_images/3083680482042.jpg
8712566432127,Bouillon Légumes,Knorr,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,9933246.01,0.32,gs://shelfoptimizer-product-images-data-agents/product_images/3046920028721.jpg
3083680482035,Petits Pois 1/4,Cassegrain,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,11653843.02,0.7,gs://shelfoptimizer-product-images-data-agents/product_images/3083680482035.jpg
3083681059793,Poivrons cuisinés piment Espelette,Cassegrain,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,1282521.5,0.52,gs://shelfoptimizer-product-images-data-agents/product_images/3083681059793.jpg
3083681148916,Rata & Quinoa,Cassegrain,Produits Frais,C,3,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),15405761.05,0.23,gs://shelfoptimizer-product-images-data-agents/product_images/3083681148916.jpg
3083681148602,Carottes rapees citron,Bonduelle,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,8266943.21,0.13,gs://shelfoptimizer-product-images-data-agents/product_images/3083681148602.jpg
3083681017809,Courgettes à la Provençale 1/4,Cassegrain,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,7675543.59,0.89,gs://shelfoptimizer-product-images-data-agents/product_images/3083681017809.jpg
3250399980743,Tomates cerises allongées - Maroc,PETIT PRIX,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,5759563.51,0.58,gs://shelfoptimizer-product-images-data-agents/product_images/3250399980743.jpg
20638757,"Coleslaw, choux blanc et carottes",Saladinettes,Produits Frais,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),15874889.67,0.62,gs://shelfoptimizer-product-images-data-agents/product_images/20638757.jpg
3083681117042,La Poêlée Champêtre 950g,Bonduelle,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,15391658.51,0.28,gs://shelfoptimizer-product-images-data-agents/product_images/3083681117042.jpg
20198107,Tomaten geschält,Baresa,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,14249984.37,0.69,gs://shelfoptimizer-product-images-data-agents/product_images/20198107.jpg
8720182748461,Amora Croq'Vert Cornichons Extra-Fins aux Épices & Aromate 210g,AMORA,Produits Frais,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),15837470.26,0.48,gs://shelfoptimizer-product-images-data-agents/product_images/3069942320901.jpg
3083681094282,Petits Pois 1/2,Cassegrain,Produits Frais,B,4,Aucun additif à risque,Produit Conforme,16033471.1,0.7,gs://shelfoptimizer-product-images-data-agents/product_images/3083681094282.jpg
3083681149975,Concombre fromage blc 320g,Bonduelle,Produits Frais,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),14846541.14,0.65,gs://shelfoptimizer-product-images-data-agents/product_images/3083681149975.jpg
3456300007817,Concassé de tomate au jus,Jardin bio,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,4408153.99,0.85,gs://shelfoptimizer-product-images-data-agents/product_images/3456300007817.jpg
3083681105247,Poêlée lég & céréales - Butternut,Bonduelle,Produits Frais,B,4,Aucun additif à risque,Produit Conforme,13185942.99,0.86,gs://shelfoptimizer-product-images-data-agents/product_images/3083681105247.jpg
3270160754656,Poêlée de légumes à la provencale,Picard,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,883024.05,0.68,gs://shelfoptimizer-product-images-data-agents/product_images/3270160754656.jpg
3270190207511,Carottes râpées au jus de citron,Carrefour Classic,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,3623225.17,0.22,gs://shelfoptimizer-product-images-data-agents/product_images/3270190207511.jpg
8005110004766,Томаты Протёртые,Mutti,Produits Frais,C,3,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),4365337.09,0.53,gs://shelfoptimizer-product-images-data-agents/product_images/3073781192254.jpg
3478820013185,Coulis de tomate bio,Jardin Bio,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,5880240.81,0.81,gs://shelfoptimizer-product-images-data-agents/product_images/3478820013185.jpg
3281780894967,Mes Carottes râpées à la Ciboulette,Pierre Martinet,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,15075803.83,0.12,gs://shelfoptimizer-product-images-data-agents/product_images/3281780894967.jpg
3083681011791,Haricots verts Plats à la Provençal,Cassegrain,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,4898255.49,0.75,gs://shelfoptimizer-product-images-data-agents/product_images/3083681011791.jpg
3083680002929,Macédoine 1/2,Bonduelle,Produits Frais,B,3,Aucun additif à risque,Produit Conforme,10850317.47,0.95,gs://shelfoptimizer-product-images-data-agents/product_images/3083680002929.jpg
3270160873227,Légumes à la mexicaine,Picard,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,11722876.26,0.34,gs://shelfoptimizer-product-images-data-agents/product_images/3270160873227.jpg
3307130801154,Haricots verts extra-fins coupés,Jardin bio,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,4930135.54,0.51,gs://shelfoptimizer-product-images-data-agents/product_images/3307130801154.jpg
20004279,White Asparagus,Freshona,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,7941055.4,0.89,gs://shelfoptimizer-product-images-data-agents/product_images/3083680613576.jpg
3083681017779,Aubergines cuisinées à la Provençale,Cassegrain,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,5754495.51,0.85,gs://shelfoptimizer-product-images-data-agents/product_images/3083681017779.jpg
3270160592173,Poêlée cuisinée à la forestière,Picard,Produits Frais,B,4,Aucun additif à risque,Produit Conforme,3210319.19,0.84,gs://shelfoptimizer-product-images-data-agents/product_images/3270160592173.jpg
3270190134695,Chair de tomates,Carrefour BIO,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,9657096.49,0.32,gs://shelfoptimizer-product-images-data-agents/product_images/3270190134695.jpg
3083681117158,Poêlée du marché,Bonduelle,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,4915826.7,0.08,gs://shelfoptimizer-product-images-data-agents/product_images/3083681117158.jpg
3270190153917,Haricots verts extra-fins,Carrefour,Produits Frais,C,3,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),6544903.66,0.76,gs://shelfoptimizer-product-images-data-agents/product_images/3270190153917.jpg
3083680481991,Petits Pois et Carottes 4/4,Cassegrain,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,2713139.03,0.73,gs://shelfoptimizer-product-images-data-agents/product_images/3083680481991.jpg
3250390473275,Carottes,Monique ranou,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,17773741.31,0.52,gs://shelfoptimizer-product-images-data-agents/product_images/3250390473275.jpg
20543167,Coeurs d'artichauts,Freshona,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,15524538.48,0.61,gs://shelfoptimizer-product-images-data-agents/product_images/20543167.jpg
3083681127850,Haricot verts,Bonduelle,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,8433532.12,0.18,gs://shelfoptimizer-product-images-data-agents/product_images/3083681127850.jpg
3270160115365,Légumes à la basquaise,LES légumes CUISINÉS,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,18430062.96,0.94,gs://shelfoptimizer-product-images-data-agents/product_images/3270160115365.jpg
20198114,Tomatenpuree,Baresa,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,17086318.26,0.88,gs://shelfoptimizer-product-images-data-agents/product_images/3083681037746.jpg
3560070457335,Coleslaw Chou blanc et carottes,Carrefour,Produits Frais,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),15306932.75,0.46,gs://shelfoptimizer-product-images-data-agents/product_images/3560070457335.jpg
3504182960345,Tomates cerises,Azura,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,951477.95,0.87,gs://shelfoptimizer-product-images-data-agents/product_images/3504182960345.jpg
3250391468423,Carottes,Monique ranou,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,16028939.11,0.55,gs://shelfoptimizer-product-images-data-agents/product_images/3250391468423.jpg
3083681149852,Betterave moutarde 320g,Bonduelle,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,5286824.97,0.11,gs://shelfoptimizer-product-images-data-agents/product_images/3083681149852.jpg
3760020507947,Tomates pelées entières au jus,Jardin bio,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,9623300.21,0.48,gs://shelfoptimizer-product-images-data-agents/product_images/3083681085860.jpg
40879321,Tomates pelées bio,Lidl Baresa,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,18424255.15,0.73,gs://shelfoptimizer-product-images-data-agents/product_images/3083681085891.jpg
3760077534842,Les tartinables délice d'artichauts,Florelli,Produits Frais,C,3,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),10773812.52,0.42,gs://shelfoptimizer-product-images-data-agents/product_images/3083681085990.jpg
3270190207535,Céleri Rémoulade Pointe de moutarde,Carrefour,Produits Frais,B,4,Aucun additif à risque,Produit Conforme,2993710.9,0.53,gs://shelfoptimizer-product-images-data-agents/product_images/3270190207535.jpg
8410076350213,Salsa dip,Old El Paso,Produits Frais,C,3,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),5815981.43,0.4,gs://shelfoptimizer-product-images-data-agents/product_images/3083681094282.jpg
3017800509968,Aubergines cuisinées à la provençale d'aucy 380g,D'aucy,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,3037382.23,0.37,gs://shelfoptimizer-product-images-data-agents/product_images/3017800509968.jpg
3270190181231,Cornichons Extra-fins aux 5 épices et aromates,Carrefour,Produits Frais,B,4,Aucun additif à risque,Produit Conforme,798513.72,0.77,gs://shelfoptimizer-product-images-data-agents/product_images/3270190181231.jpg
3250390114888,Haricots rouges - 1/2,Saint Eloi,Produits Frais,B,3,Aucun additif à risque,Produit Conforme,11356375.47,0.44,gs://shelfoptimizer-product-images-data-agents/product_images/3250390114888.jpg
3307130802625,Petits pois à l'étuvée extra fins,Jardin bio,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,9665787.12,0.62,gs://shelfoptimizer-product-images-data-agents/product_images/3307130802625.jpg
3270160863150,Wok de légumes et nouilles à l'Asiatique,Picard,Produits Frais,B,3,Aucun additif à risque,Produit Conforme,12506143.68,0.17,gs://shelfoptimizer-product-images-data-agents/product_images/3270160863150.jpg
3270160757701,Poêlée de légumes grilles,Picard,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,15798588.36,0.53,gs://shelfoptimizer-product-images-data-agents/product_images/3270160757701.jpg
3564700005200,Haricots verts extra fins 4/4,Notre Jardin,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,13808939.13,0.2,gs://shelfoptimizer-product-images-data-agents/product_images/3564700005200.jpg
3245390221780,Ratatouille A la provençale,Reflets de France,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,8772955.3,0.85,gs://shelfoptimizer-product-images-data-agents/product_images/3245390221780.jpg
3017800509999,Courgettes cuisinées à la provençale d'aucy 380g,D'aucy,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,11228287.12,0.75,gs://shelfoptimizer-product-images-data-agents/product_images/3017800509999.jpg
3036810210275,Maille Cornichons Fins Bocal 300g,Maille,Produits Frais,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),18356499.39,0.76,gs://shelfoptimizer-product-images-data-agents/product_images/3036810210275.jpg
3270160599783,pâtisserie mini gaufres œufs 165g,Les légumes cuisinés,Produits Frais,B,3,Aucun additif à risque,Produit Conforme,1187226.55,0.68,gs://shelfoptimizer-product-images-data-agents/product_images/3270160599783.jpg
3504181360337,Tomates cerises mélangées,Azura,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,6063621.73,0.43,gs://shelfoptimizer-product-images-data-agents/product_images/3504181360337.jpg
3270160875054,Gnocchis De Légumineuses,Picard,Produits Frais,B,3,Aucun additif à risque,Produit Conforme,6166307.98,0.2,gs://shelfoptimizer-product-images-data-agents/product_images/3270160875054.jpg
3017800207901,Haricots verts extra fins rangés d'aucy 440g,D'aucy,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,15769802.44,0.92,gs://shelfoptimizer-product-images-data-agents/product_images/3017800207901.jpg
3560070331703,Ratatouille à la provençale,Carrefour,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,14185014.73,0.93,gs://shelfoptimizer-product-images-data-agents/product_images/3560070331703.jpg
3254474018635,cœurs de palmiers,geant vert,Produits Frais,B,3,Aucun additif à risque,Produit Conforme,6124038.22,0.77,gs://shelfoptimizer-product-images-data-agents/product_images/3254474018635.jpg
3564700330838,carottes râpées,Marque Repère,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,3292305.38,0.65,gs://shelfoptimizer-product-images-data-agents/product_images/3564700330838.jpg
3256227111235,Carottes rapées 300g,U,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,14886623.94,0.93,gs://shelfoptimizer-product-images-data-agents/product_images/3256227111235.jpg
3281780096057,Duo sécable Taboulé oriental et Carottes râpées,Pierre Martinet,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,6692863.02,0.54,gs://shelfoptimizer-product-images-data-agents/product_images/3281780096057.jpg
3760077530721,Poivrons Grillés,Florelli,Produits Frais,C,3,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),18197531.08,0.72,gs://shelfoptimizer-product-images-data-agents/product_images/310004545682.jpg
3083681042450,Courgettes à la Provençale 4/4,Cassegrain,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,7575450.42,0.63,gs://shelfoptimizer-product-images-data-agents/product_images/3083681042450.jpg
3560070323289,Purée de tomates nature,Carrefour Classic,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,13772404.9,0.59,gs://shelfoptimizer-product-images-data-agents/product_images/3560070323289.jpg
3564707108263,Haricots Verts Extra fins coupés,Bio Village,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,7266229.27,0.51,gs://shelfoptimizer-product-images-data-agents/product_images/3564707108263.jpg
3335880005997,Riste d'aubergines,Prosain,Produits Frais,B,3,Aucun additif à risque,Produit Conforme,17603811.17,0.81,gs://shelfoptimizer-product-images-data-agents/product_images/3335880005997.jpg
3083681115970,Epinards SRP 750G,Bonduelle,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,15742713.84,0.78,gs://shelfoptimizer-product-images-data-agents/product_images/3083681115970.jpg
3760020501297,Double concentré de tomates,Jardin bio,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,7326804.37,0.59,gs://shelfoptimizer-product-images-data-agents/product_images/310221519081.jpg
20180379,Betteraves rouges à l'échalote,Saladinettes,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,16213242.74,0.25,gs://shelfoptimizer-product-images-data-agents/product_images/20180379.jpg
3017800003558,Petits pois extra fins et carottes d'aucy 530g,D'aucy,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,17743907.77,0.38,gs://shelfoptimizer-product-images-data-agents/product_images/3017800003558.jpg
3560070323067,Haricots verts Extra-fins,Carrefour,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,1770226.95,0.87,gs://shelfoptimizer-product-images-data-agents/product_images/3560070323067.jpg
8005110175718,Pulpe de tomates en morceaux,Mutti,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,670303.04,0.42,gs://shelfoptimizer-product-images-data-agents/product_images/310322145287.jpg
3242274004651,Salade & Compagnie - Auvergnate,Sodebo,Produits Frais,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),1277322.86,0.7,gs://shelfoptimizer-product-images-data-agents/product_images/3242274004651.jpg
3478820030915,"Sauce tomate pour pizza, pâte ou riz",Jardin Bio',Produits Frais,A,3,Aucun additif à risque,Produit Conforme,7746055.8,0.33,gs://shelfoptimizer-product-images-data-agents/product_images/3478820030915.jpg
4056489762836,Poêlée Champêtre,Freshona,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,11359989.86,0.25,gs://shelfoptimizer-product-images-data-agents/product_images/310365331751.jpg
3270160102983,Epinards en branches surgelés,Picard,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,11761766.42,0.22,gs://shelfoptimizer-product-images-data-agents/product_images/3270160102983.jpg
7622210449283,Prince,LU,Épicerie Sucrée,D,4,E471 (Mono- et diglycérides d'acides gras),Produit Certifié Bio (Nutri-Score A),10936807.66,0.14,gs://shelfoptimizer-product-images-data-agents/product_images/310483962174.jpg
3175680011480,Sésame,Gerblé,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),6230161.55,0.11,gs://shelfoptimizer-product-images-data-agents/product_images/3175680011480.jpg
3229820100234,Fourrés Chocolat Noir,Bjorg,Épicerie Sucrée,D,4,E330 (Acide citrique),Produit Certifié Bio (Nutri-Score A),9480694.61,0.1,gs://shelfoptimizer-product-images-data-agents/product_images/3229820100234.jpg
3175681851849,Pomme Noisette,Gerblé,Épicerie Sucrée,B,4,Aucun additif à risque,Produit Conforme,8172730.57,0.09,gs://shelfoptimizer-product-images-data-agents/product_images/3175681851849.jpg
3251490332080,Figue & son,Gerblé,Épicerie Sucrée,B,4,Aucun additif à risque,Produit Conforme,13060814.5,0.3,gs://shelfoptimizer-product-images-data-agents/product_images/3251490332080.jpg
3175681851856,Biscuit raisins,Gerblé,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),15781047.97,0.28,gs://shelfoptimizer-product-images-data-agents/product_images/3175681851856.jpg
3229820794525,Avoine chocolat,Bjorg,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),1541989.61,0.14,gs://shelfoptimizer-product-images-data-agents/product_images/3229820794525.jpg
3175681066632,Biscuits pavot citron,Gerblé,Épicerie Sucrée,B,4,Aucun additif à risque,Produit Conforme,2023952.38,0.27,gs://shelfoptimizer-product-images-data-agents/product_images/3175681066632.jpg
3175680011534,Biscuit lait chocolat,Gerblé,Épicerie Sucrée,D,4,E471 (Mono- et diglycérides d'acides gras),Produit Certifié Bio (Nutri-Score A),6656407.8,0.8,gs://shelfoptimizer-product-images-data-agents/product_images/3175680011534.jpg
3175681851863,Biscuits Soja Figue,Gerblé,Épicerie Sucrée,B,4,Aucun additif à risque,Produit Conforme,6590584.99,0.31,gs://shelfoptimizer-product-images-data-agents/product_images/3175681851863.jpg
3229820021027,P'tit Nature Complet,Bjorg,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),2559914.6,0.93,gs://shelfoptimizer-product-images-data-agents/product_images/3229820021027.jpg
3175681105423,Cookie cacao pépites Sans Sucre,Gerblé,Épicerie Sucrée,B,4,Aucun additif à risque,Produit Conforme,10670282.69,0.12,gs://shelfoptimizer-product-images-data-agents/product_images/3175681105423.jpg
3251490307002,Goûter pépites de chocolat,Gerblé,Épicerie Sucrée,D,4,E330 (Acide citrique),Produit Certifié Bio (Nutri-Score A),5231434.62,0.64,gs://shelfoptimizer-product-images-data-agents/product_images/3251490307002.jpg
5000168198491,Sablés Anglais L'Original,McVitie's,Épicerie Sucrée,E,4,E250 (Nitrite de sodium),Produit Certifié Bio (Nutri-Score A),15164430.6,0.18,gs://shelfoptimizer-product-images-data-agents/product_images/310710432063.jpg
3251490320001,Biscuit complet au germe de blé,Gerblé,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),15247967.08,0.59,gs://shelfoptimizer-product-images-data-agents/product_images/3251490320001.jpg
7622201133337,Figolu,LU,Épicerie Sucrée,E,4,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),6660153.38,0.42,gs://shelfoptimizer-product-images-data-agents/product_images/310743241513.jpg
7622210601988,Granola L'Original,LU,Épicerie Sucrée,E,4,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),1124940.65,0.26,gs://shelfoptimizer-product-images-data-agents/product_images/310762826619.jpg
3229820181950,Fourrés Chocolat au Lait,Bjorg,Épicerie Sucrée,E,4,E471 (Mono- et diglycérides d'acides gras),Produit Certifié Bio (Nutri-Score A),18211348.91,0.24,gs://shelfoptimizer-product-images-data-agents/product_images/3229820181950.jpg
3175681209282,Goûter 4S Saveur pommes,Gerblé,Épicerie Sucrée,B,4,Aucun additif à risque,Produit Conforme,8761176.08,0.21,gs://shelfoptimizer-product-images-data-agents/product_images/3175681209282.jpg
3175681257542,Cranberry saveur amande,Gerblé,Épicerie Sucrée,A,4,Aucun additif à risque,Produit Conforme,8666843.46,0.79,gs://shelfoptimizer-product-images-data-agents/product_images/3175681257542.jpg
3251491787810,Goûter aux raisins,Gerblé,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),11307223.02,0.54,gs://shelfoptimizer-product-images-data-agents/product_images/3251491787810.jpg
3175681257535,"Biscuits 3 graines Kasha, Sésame, Pavot",Gerblé,Épicerie Sucrée,C,3,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),9434506.32,0.31,gs://shelfoptimizer-product-images-data-agents/product_images/3175681257535.jpg
8000500310427,Biscuits NUTELLA Biscuits Noisettes et Cacao x22 - 304g,Nutella,Épicerie Sucrée,E,4,E250 (Nitrite de sodium),Produit Certifié Bio (Nutri-Score A),3893713.67,0.86,gs://shelfoptimizer-product-images-data-agents/product_images/310825938033.jpg
3061990143365,Goût chocolat,BN,Épicerie Sucrée,E,4,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),3906124.93,0.75,gs://shelfoptimizer-product-images-data-agents/product_images/3061990143365.jpg
7622210476296,Thé - Biscuits,Lu,Épicerie Sucrée,E,4,E471 (Mono- et diglycérides d'acides gras),Produit Certifié Bio (Nutri-Score A),1393822.69,0.86,gs://shelfoptimizer-product-images-data-agents/product_images/310841628451.jpg
3175680011442,Biscuit soja orange,Gerblé,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),2025534.17,0.66,gs://shelfoptimizer-product-images-data-agents/product_images/3175680011442.jpg
3229820794532,Avoine complète,Bjorg,Épicerie Sucrée,C,3,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),3425879.09,0.76,gs://shelfoptimizer-product-images-data-agents/product_images/3229820794532.jpg
3175681257566,Gerble Buscuit Citron Gingembre,Gerblé,Épicerie Sucrée,B,3,Aucun additif à risque,Produit Conforme,5317200.23,0.12,gs://shelfoptimizer-product-images-data-agents/product_images/3175681257566.jpg
7622210713889,Belvita Original Petit-Déjeuner miel et pépites de chocolat,LU,Épicerie Sucrée,D,4,E250 (Nitrite de sodium),Produit Certifié Bio (Nutri-Score A),6364825.1,0.28,gs://shelfoptimizer-product-images-data-agents/product_images/310898750860.jpg
3229820004334,Le cookie Chocolat Noisette,Bjorg,Épicerie Sucrée,D,4,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),483396.9,0.93,gs://shelfoptimizer-product-images-data-agents/product_images/3229820004334.jpg
3251491787803,Goûter aux écorces confites,Gerblé,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),11604262.56,0.09,gs://shelfoptimizer-product-images-data-agents/product_images/3251491787803.jpg
7622210476104,Véritable Petit Beurre,LU,Épicerie Sucrée,E,4,E330 (Acide citrique),Produit Certifié Bio (Nutri-Score A),14490404.28,0.92,gs://shelfoptimizer-product-images-data-agents/product_images/311019984477.jpg
7622210713780,Belvita Petit Déjeuner Chocolat,LU,Épicerie Sucrée,D,4,E250 (Nitrite de sodium),Produit Certifié Bio (Nutri-Score A),10374135.19,0.54,gs://shelfoptimizer-product-images-data-agents/product_images/311046724475.jpg
3017760000062,Véritable Petit Beurre Pocket,lu,Épicerie Sucrée,E,4,E471 (Mono- et diglycérides d'acides gras),Produit Certifié Bio (Nutri-Score A),14103835.59,0.13,gs://shelfoptimizer-product-images-data-agents/product_images/3017760000062.jpg
3175681261372,Cacao céréales,Gerblé,Épicerie Sucrée,B,4,Aucun additif à risque,Produit Conforme,15498349.52,0.2,gs://shelfoptimizer-product-images-data-agents/product_images/3175681261372.jpg
3178530410143,Petites madeleines St Michel Pépites chocolat - 400g,St Michel,Épicerie Sucrée,D,4,E471 (Mono- et diglycérides d'acides gras),Produit Certifié Bio (Nutri-Score A),7671090.48,0.86,gs://shelfoptimizer-product-images-data-agents/product_images/3178530410143.jpg
3017760756198,Cookies Granola LU,LU,Épicerie Sucrée,E,4,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),6903217.22,0.36,gs://shelfoptimizer-product-images-data-agents/product_images/3017760756198.jpg
3175681116832,Sablé saveur COCO,Gerblé SANS SUCRES,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),5357186.2,0.29,gs://shelfoptimizer-product-images-data-agents/product_images/3175681116832.jpg
3175681290440,Petit Déj' Fruits Rouges à l'Épeautre,Gerblé,Épicerie Sucrée,A,4,Aucun additif à risque,Produit Conforme,17095198.18,0.83,gs://shelfoptimizer-product-images-data-agents/product_images/3175681290440.jpg
7622300689124,Granola L'original Gros éclats de chocolat,Granola,Épicerie Sucrée,E,4,E330 (Acide citrique),Produit Certifié Bio (Nutri-Score A),17697662.2,0.7,gs://shelfoptimizer-product-images-data-agents/product_images/311237730175.jpg
3175681077324,Biscuit chocolat saveur amande,Gerblé,Épicerie Sucrée,D,4,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),11840064.56,0.49,gs://shelfoptimizer-product-images-data-agents/product_images/3175681077324.jpg
3175681308190,Sésame,Gerblé,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),7298032.57,0.82,gs://shelfoptimizer-product-images-data-agents/product_images/3175681308190.jpg
3175681134935,Sablés sans sucres saveur citron yuzu,Gerblé,Épicerie Sucrée,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),17845705.25,0.84,gs://shelfoptimizer-product-images-data-agents/product_images/3175681134935.jpg
3041090061615,Cracotte Chocolat,LU,Épicerie Sucrée,D,4,E471 (Mono- et diglycérides d'acides gras),Produit Certifié Bio (Nutri-Score A),12332830.45,0.32,gs://shelfoptimizer-product-images-data-agents/product_images/3041090061615.jpg
3175681026766,Crousti Miel Sésame,Gerblé,Épicerie Sucrée,A,4,Aucun additif à risque,Produit Conforme,3725720.76,0.72,gs://shelfoptimizer-product-images-data-agents/product_images/3175681026766.jpg
8076809573252,Baiocchi nocciola 260g,Mulino Bianco - Barilla,Épicerie Sucrée,D,4,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),3966646.56,0.75,gs://shelfoptimizer-product-images-data-agents/product_images/311352450243.jpg
3175681290297,Cookie Chocolat saveur noisette Sans sucres,Gerblé,Épicerie Sucrée,B,4,Aucun additif à risque,Produit Conforme,12808963.49,0.22,gs://shelfoptimizer-product-images-data-agents/product_images/3175681290297.jpg
