id_releve_lineaire,id_magasin,code_barre_ean,rayon_categorie,nombre_facings_theorique,nombre_facings_constate,taux_conformite_planogramme_pct,taux_rupture_lineaire_pct,statut_stock_lineaire
LIN-00627,MAG-0061,371997889696,Traiteur & Plats Cuisinés,24,9,37.5,62.5,STOCK_FAIBLE
LIN-00628,MAG-0089,390461647931,Épicerie Sucrée,9,8,88.9,11.1,CONFORME
LIN-00629,MAG-0014,391801195801,Épicerie Sucrée,20,3,15.0,85.0,STOCK_FAIBLE
LIN-00630,MAG-0064,352102243092,Épicerie Salée,9,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00631,MAG-0096,354093549127,Boulangerie & Pâtisserie,16,9,56.2,43.8,CONFORME
LIN-00632,MAG-0123,328516569612,Épicerie Salée,19,15,78.9,21.1,CONFORME
LIN-00633,MAG-0023,349505057488,Traiteur & Plats Cuisinés,7,5,71.4,28.6,CONFORME
LIN-00634,MAG-0042,315703912975,Épicerie Sucrée,17,17,100.0,0.0,CONFORME
LIN-00635,MAG-0035,370325592493,Produits Frais,18,9,50.0,50.0,CONFORME
LIN-00636,MAG-0086,398649452818,Produits Frais,12,11,91.7,8.3,CONFORME
LIN-00637,MAG-0051,339113266041,Épicerie Sucrée,11,11,100.0,0.0,CONFORME
LIN-00638,MAG-0063,317978290999,Produits Frais,10,10,100.0,0.0,CONFORME
LIN-00639,MAG-0116,350486710233,Traiteur & Plats Cuisinés,14,13,92.9,7.1,CONFORME
LIN-00640,MAG-0086,320708640111,Épicerie Sucrée,14,6,42.9,57.1,STOCK_FAIBLE
LIN-00641,MAG-0064,316565810181,Boissons & Jus,7,6,85.7,14.3,CONFORME
LIN-00642,MAG-0071,386707970931,Boulangerie & Pâtisserie,6,1,16.7,83.3,STOCK_FAIBLE
LIN-00643,MAG-0065,339247656813,Traiteur & Plats Cuisinés,19,3,15.8,84.2,STOCK_FAIBLE
LIN-00644,MAG-0115,346999566585,Épicerie Salée,21,1,4.8,95.2,STOCK_FAIBLE
LIN-00645,MAG-0073,399989126544,Traiteur & Plats Cuisinés,16,7,43.8,56.2,STOCK_FAIBLE
LIN-00646,MAG-0031,349540984957,Épicerie Salée,21,4,19.0,81.0,STOCK_FAIBLE
LIN-00647,MAG-0099,312544907524,Épicerie Sucrée,15,12,80.0,20.0,CONFORME
LIN-00648,MAG-0097,370345876467,Boulangerie & Pâtisserie,12,5,41.7,58.3,STOCK_FAIBLE
LIN-00649,MAG-0134,350670932209,Épicerie Sucrée,9,5,55.6,44.4,CONFORME
LIN-00650,MAG-0131,390408762971,Boissons & Jus,19,5,26.3,73.7,STOCK_FAIBLE
LIN-00651,MAG-0123,335428714207,Épicerie Salée,15,12,80.0,20.0,CONFORME
LIN-00652,MAG-0067,318511326164,Traiteur & Plats Cuisinés,9,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00653,MAG-0081,357621642835,Produits Frais,13,7,53.8,46.2,CONFORME
LIN-00654,MAG-0118,393995751817,Boulangerie & Pâtisserie,21,19,90.5,9.5,CONFORME
LIN-00655,MAG-0054,347748815961,Traiteur & Plats Cuisinés,19,1,5.3,94.7,STOCK_FAIBLE
LIN-00656,MAG-0116,311669425118,Produits Frais,15,1,6.7,93.3,STOCK_FAIBLE
LIN-00657,MAG-0020,386520597751,Traiteur & Plats Cuisinés,24,3,12.5,87.5,STOCK_FAIBLE
LIN-00658,MAG-0018,361123259584,Traiteur & Plats Cuisinés,17,7,41.2,58.8,STOCK_FAIBLE
LIN-00659,MAG-0005,375088466901,Traiteur & Plats Cuisinés,18,16,88.9,11.1,CONFORME
LIN-00660,MAG-0096,391623797490,Boulangerie & Pâtisserie,17,6,35.3,64.7,STOCK_FAIBLE
LIN-00661,MAG-0044,345962179033,Traiteur & Plats Cuisinés,17,3,17.6,82.4,STOCK_FAIBLE
LIN-00662,MAG-0025,341560509693,Traiteur & Plats Cuisinés,16,11,68.8,31.2,CONFORME
LIN-00663,MAG-0023,317605410945,Traiteur & Plats Cuisinés,19,6,31.6,68.4,STOCK_FAIBLE
LIN-00664,MAG-0030,354988902467,Épicerie Salée,13,8,61.5,38.5,CONFORME
LIN-00665,MAG-0030,330564628338,Boulangerie & Pâtisserie,17,1,5.9,94.1,STOCK_FAIBLE
LIN-00666,MAG-0054,353654890486,Traiteur & Plats Cuisinés,14,9,64.3,35.7,CONFORME
LIN-00667,MAG-0099,329834519193,Boulangerie & Pâtisserie,15,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00668,MAG-0124,324558757874,Épicerie Salée,18,18,100.0,0.0,CONFORME
LIN-00669,MAG-0009,377808364479,Épicerie Sucrée,17,5,29.4,70.6,STOCK_FAIBLE
LIN-00670,MAG-0099,380632194658,Épicerie Salée,12,3,25.0,75.0,STOCK_FAIBLE
LIN-00671,MAG-0004,378188803046,Traiteur & Plats Cuisinés,6,4,66.7,33.3,CONFORME
LIN-00672,MAG-0022,393644651048,Produits Frais,7,6,85.7,14.3,CONFORME
LIN-00673,MAG-0099,367274476707,Épicerie Sucrée,23,18,78.3,21.7,CONFORME
LIN-00674,MAG-0012,367041066460,Épicerie Salée,17,12,70.6,29.4,CONFORME
LIN-00675,MAG-0110,345757977298,Épicerie Salée,15,15,100.0,0.0,CONFORME
LIN-00676,MAG-0141,399444143997,Épicerie Salée,24,8,33.3,66.7,STOCK_FAIBLE
LIN-00677,MAG-0118,371781471817,Épicerie Sucrée,19,14,73.7,26.3,CONFORME
LIN-00678,MAG-0033,367159816048,Produits Frais,11,2,18.2,81.8,STOCK_FAIBLE
LIN-00679,MAG-0132,350276471466,Boulangerie & Pâtisserie,8,4,50.0,50.0,CONFORME
LIN-00680,MAG-0080,353056250674,Traiteur & Plats Cuisinés,22,8,36.4,63.6,STOCK_FAIBLE
LIN-00681,MAG-0051,346655062449,Épicerie Sucrée,7,6,85.7,14.3,CONFORME
LIN-00682,MAG-0150,348023863081,Boissons & Jus,11,3,27.3,72.7,STOCK_FAIBLE
LIN-00683,MAG-0003,354590925789,Boulangerie & Pâtisserie,21,20,95.2,4.8,CONFORME
LIN-00684,MAG-0132,395925298999,Épicerie Sucrée,7,7,100.0,0.0,CONFORME
LIN-00685,MAG-0032,310825938033,Traiteur & Plats Cuisinés,17,3,17.6,82.4,STOCK_FAIBLE
LIN-00686,MAG-0082,378426171395,Épicerie Sucrée,17,10,58.8,41.2,CONFORME
LIN-00687,MAG-0052,332316512490,Boulangerie & Pâtisserie,8,6,75.0,25.0,CONFORME
LIN-00688,MAG-0098,390721655870,Épicerie Salée,19,4,21.1,78.9,STOCK_FAIBLE
LIN-00689,MAG-0115,394784504388,Épicerie Sucrée,12,2,16.7,83.3,STOCK_FAIBLE
LIN-00690,MAG-0137,382276111179,Épicerie Sucrée,19,6,31.6,68.4,STOCK_FAIBLE
LIN-00691,MAG-0071,362805006317,Boissons & Jus,21,21,100.0,0.0,CONFORME
LIN-00692,MAG-0080,394604921238,Produits Frais,8,8,100.0,0.0,CONFORME
LIN-00693,MAG-0147,386388829326,Épicerie Sucrée,16,6,37.5,62.5,STOCK_FAIBLE
LIN-00694,MAG-0110,359131148048,Boissons & Jus,23,18,78.3,21.7,CONFORME
LIN-00695,MAG-0012,351980074759,Épicerie Sucrée,12,1,8.3,91.7,STOCK_FAIBLE
LIN-00696,MAG-0038,358483074577,Traiteur & Plats Cuisinés,10,9,90.0,10.0,CONFORME
LIN-00697,MAG-0022,349659510857,Produits Frais,9,4,44.4,55.6,STOCK_FAIBLE
LIN-00698,MAG-0009,324057588403,Produits Frais,24,13,54.2,45.8,CONFORME
LIN-00699,MAG-0128,352372219355,Boulangerie & Pâtisserie,22,10,45.5,54.5,STOCK_FAIBLE
LIN-00700,MAG-0142,368499265069,Épicerie Sucrée,8,4,50.0,50.0,CONFORME
LIN-00701,MAG-0108,357387284266,Épicerie Salée,21,13,61.9,38.1,CONFORME
LIN-00702,MAG-0037,337617220340,Boissons & Jus,10,4,40.0,60.0,STOCK_FAIBLE
LIN-00703,MAG-0028,379657122130,Épicerie Sucrée,16,4,25.0,75.0,STOCK_FAIBLE
LIN-00704,MAG-0107,324859696199,Boulangerie & Pâtisserie,7,1,14.3,85.7,STOCK_FAIBLE
LIN-00705,MAG-0148,325133942957,Boulangerie & Pâtisserie,6,2,33.3,66.7,STOCK_FAIBLE
LIN-00706,MAG-0108,330022184022,Épicerie Salée,13,8,61.5,38.5,CONFORME
LIN-00707,MAG-0092,361950065324,Boissons & Jus,24,4,16.7,83.3,STOCK_FAIBLE
LIN-00708,MAG-0133,397793987311,Traiteur & Plats Cuisinés,10,10,100.0,0.0,CONFORME
LIN-00709,MAG-0068,375621797532,Boissons & Jus,17,2,11.8,88.2,STOCK_FAIBLE
LIN-00710,MAG-0089,357920226955,Produits Frais,9,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00711,MAG-0081,382892048783,Produits Frais,12,1,8.3,91.7,STOCK_FAIBLE
LIN-00712,MAG-0086,354746390338,Produits Frais,23,22,95.7,4.3,CONFORME
LIN-00713,MAG-0048,326131099632,Produits Frais,17,5,29.4,70.6,STOCK_FAIBLE
LIN-00714,MAG-0134,368751384575,Produits Frais,15,14,93.3,6.7,CONFORME
LIN-00715,MAG-0042,358580556494,Épicerie Salée,9,5,55.6,44.4,CONFORME
LIN-00716,MAG-0003,320742540811,Produits Frais,8,6,75.0,25.0,CONFORME
LIN-00717,MAG-0039,352651698877,Épicerie Sucrée,23,3,13.0,87.0,STOCK_FAIBLE
LIN-00718,MAG-0042,324057588403,Produits Frais,7,3,42.9,57.1,STOCK_FAIBLE
LIN-00719,MAG-0013,380206683438,Boissons & Jus,15,1,6.7,93.3,STOCK_FAIBLE
LIN-00720,MAG-0114,389183140333,Boulangerie & Pâtisserie,19,7,36.8,63.2,STOCK_FAIBLE
LIN-00721,MAG-0041,315537787548,Épicerie Salée,10,1,10.0,90.0,STOCK_FAIBLE
LIN-00722,MAG-0062,322184144542,Épicerie Sucrée,13,3,23.1,76.9,STOCK_FAIBLE
LIN-00723,MAG-0084,357036469332,Boulangerie & Pâtisserie,12,2,16.7,83.3,STOCK_FAIBLE
LIN-00724,MAG-0071,322269207756,Épicerie Salée,17,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00725,MAG-0004,359522762834,Épicerie Sucrée,22,12,54.5,45.5,CONFORME
LIN-00726,MAG-0089,317399540871,Produits Frais,11,2,18.2,81.8,STOCK_FAIBLE
LIN-00727,MAG-0103,344040251282,Épicerie Sucrée,19,11,57.9,42.1,CONFORME
LIN-00728,MAG-0013,312337780054,Épicerie Sucrée,15,5,33.3,66.7,STOCK_FAIBLE
LIN-00729,MAG-0100,390320254089,Épicerie Sucrée,12,1,8.3,91.7,STOCK_FAIBLE
LIN-00730,MAG-0075,329496143268,Boissons & Jus,7,4,57.1,42.9,CONFORME
LIN-00731,MAG-0119,390206313648,Épicerie Salée,12,7,58.3,41.7,CONFORME
LIN-00732,MAG-0041,361134885650,Produits Frais,23,11,47.8,52.2,STOCK_FAIBLE
LIN-00733,MAG-0145,341518403750,Boulangerie & Pâtisserie,8,1,12.5,87.5,STOCK_FAIBLE
LIN-00734,MAG-0072,395412070880,Épicerie Sucrée,8,4,50.0,50.0,CONFORME
LIN-00735,MAG-0106,349907664894,Produits Frais,21,4,19.0,81.0,STOCK_FAIBLE
LIN-00736,MAG-0011,327744320870,Boissons & Jus,14,4,28.6,71.4,STOCK_FAIBLE
LIN-00737,MAG-0099,390526946196,Produits Frais,9,8,88.9,11.1,CONFORME
LIN-00738,MAG-0126,317432099016,Épicerie Sucrée,23,22,95.7,4.3,CONFORME
LIN-00739,MAG-0116,385087438907,Traiteur & Plats Cuisinés,10,6,60.0,40.0,CONFORME
LIN-00740,MAG-0133,315969945836,Traiteur & Plats Cuisinés,24,22,91.7,8.3,CONFORME
LIN-00741,MAG-0040,313920069684,Boissons & Jus,15,6,40.0,60.0,STOCK_FAIBLE
LIN-00742,MAG-0043,380583551836,Épicerie Salée,11,11,100.0,0.0,CONFORME
LIN-00743,MAG-0150,319196886544,Épicerie Sucrée,18,17,94.4,5.6,CONFORME
LIN-00744,MAG-0089,363248141254,Produits Frais,13,10,76.9,23.1,CONFORME
LIN-00745,MAG-0069,376244521879,Produits Frais,21,6,28.6,71.4,STOCK_FAIBLE
LIN-00746,MAG-0100,366667183062,Épicerie Salée,21,18,85.7,14.3,CONFORME
LIN-00747,MAG-0078,398788709574,Épicerie Salée,19,17,89.5,10.5,CONFORME
LIN-00748,MAG-0104,359707711064,Épicerie Sucrée,6,5,83.3,16.7,CONFORME
LIN-00749,MAG-0006,318951020688,Épicerie Sucrée,24,14,58.3,41.7,CONFORME
LIN-00750,MAG-0110,332453329272,Boulangerie & Pâtisserie,24,22,91.7,8.3,CONFORME
LIN-00751,MAG-0100,390786904573,Boissons & Jus,24,6,25.0,75.0,STOCK_FAIBLE
LIN-00752,MAG-0061,352878851197,Produits Frais,21,2,9.5,90.5,STOCK_FAIBLE
LIN-00753,MAG-0079,316685923136,Boissons & Jus,19,9,47.4,52.6,STOCK_FAIBLE
LIN-00754,MAG-0119,360122508104,Boulangerie & Pâtisserie,17,13,76.5,23.5,CONFORME
LIN-00755,MAG-0144,331647806772,Boulangerie & Pâtisserie,20,4,20.0,80.0,STOCK_FAIBLE
LIN-00756,MAG-0104,383057798774,Traiteur & Plats Cuisinés,16,5,31.2,68.8,STOCK_FAIBLE
LIN-00757,MAG-0149,328370944513,Boissons & Jus,13,9,69.2,30.8,CONFORME
LIN-00758,MAG-0110,334179375972,Boissons & Jus,11,3,27.3,72.7,STOCK_FAIBLE
LIN-00759,MAG-0070,353054033203,Boulangerie & Pâtisserie,12,12,100.0,0.0,CONFORME
LIN-00760,MAG-0129,310898750860,Épicerie Sucrée,16,9,56.2,43.8,CONFORME
LIN-00761,MAG-0050,394008849361,Boissons & Jus,13,2,15.4,84.6,STOCK_FAIBLE
LIN-00762,MAG-0010,315873294603,Traiteur & Plats Cuisinés,11,7,63.6,36.4,CONFORME
LIN-00763,MAG-0136,365642953124,Boissons & Jus,24,18,75.0,25.0,CONFORME
LIN-00764,MAG-0131,376394194433,Traiteur & Plats Cuisinés,14,12,85.7,14.3,CONFORME
LIN-00765,MAG-0110,368975145677,Épicerie Sucrée,18,9,50.0,50.0,CONFORME
LIN-00766,MAG-0084,371252552179,Épicerie Salée,23,23,100.0,0.0,CONFORME
LIN-00767,MAG-0143,397611312105,Traiteur & Plats Cuisinés,15,12,80.0,20.0,CONFORME
LIN-00768,MAG-0125,341070318095,Boulangerie & Pâtisserie,10,5,50.0,50.0,CONFORME
LIN-00769,MAG-0020,313770641834,Épicerie Sucrée,6,2,33.3,66.7,STOCK_FAIBLE
LIN-00770,MAG-0019,318866613773,Produits Frais,20,18,90.0,10.0,CONFORME
LIN-00771,MAG-0085,335736978813,Boissons & Jus,16,11,68.8,31.2,CONFORME
LIN-00772,MAG-0061,398443957860,Boulangerie & Pâtisserie,16,4,25.0,75.0,STOCK_FAIBLE
LIN-00773,MAG-0129,347161624308,Épicerie Salée,19,3,15.8,84.2,STOCK_FAIBLE
LIN-00774,MAG-0002,342035898426,Produits Frais,20,12,60.0,40.0,CONFORME
LIN-00775,MAG-0142,333000663632,Traiteur & Plats Cuisinés,18,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00776,MAG-0011,341414127528,Boulangerie & Pâtisserie,6,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00777,MAG-0115,384251914112,Épicerie Salée,9,7,77.8,22.2,CONFORME
LIN-00778,MAG-0120,346525082302,Épicerie Salée,17,3,17.6,82.4,STOCK_FAIBLE
LIN-00779,MAG-0046,376837395115,Épicerie Sucrée,21,6,28.6,71.4,STOCK_FAIBLE
LIN-00780,MAG-0076,376438308088,Produits Frais,14,3,21.4,78.6,STOCK_FAIBLE
LIN-00781,MAG-0094,377159325386,Épicerie Sucrée,7,2,28.6,71.4,STOCK_FAIBLE
LIN-00782,MAG-0137,328535373365,Produits Frais,12,3,25.0,75.0,STOCK_FAIBLE
LIN-00783,MAG-0042,313640276526,Boulangerie & Pâtisserie,8,6,75.0,25.0,CONFORME
LIN-00784,MAG-0148,315166921993,Boissons & Jus,12,1,8.3,91.7,STOCK_FAIBLE
LIN-00785,MAG-0064,361428677244,Boulangerie & Pâtisserie,24,5,20.8,79.2,STOCK_FAIBLE
LIN-00786,MAG-0022,320933338918,Traiteur & Plats Cuisinés,12,3,25.0,75.0,STOCK_FAIBLE
LIN-00787,MAG-0009,363307975366,Traiteur & Plats Cuisinés,21,16,76.2,23.8,CONFORME
LIN-00788,MAG-0002,392947450135,Traiteur & Plats Cuisinés,7,4,57.1,42.9,CONFORME
LIN-00789,MAG-0119,372282884375,Épicerie Sucrée,16,16,100.0,0.0,CONFORME
LIN-00790,MAG-0125,376445381285,Produits Frais,10,6,60.0,40.0,CONFORME
LIN-00791,MAG-0128,366402351625,Boissons & Jus,20,14,70.0,30.0,CONFORME
LIN-00792,MAG-0121,372262566146,Boulangerie & Pâtisserie,17,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00793,MAG-0025,328000225207,Boulangerie & Pâtisserie,15,7,46.7,53.3,STOCK_FAIBLE
LIN-00794,MAG-0080,327270179954,Épicerie Salée,16,2,12.5,87.5,STOCK_FAIBLE
LIN-00795,MAG-0063,353056250674,Traiteur & Plats Cuisinés,6,3,50.0,50.0,CONFORME
LIN-00796,MAG-0043,341599868650,Traiteur & Plats Cuisinés,22,9,40.9,59.1,STOCK_FAIBLE
LIN-00797,MAG-0006,364835730461,Produits Frais,24,13,54.2,45.8,CONFORME
LIN-00798,MAG-0084,395553145752,Épicerie Salée,6,3,50.0,50.0,CONFORME
LIN-00799,MAG-0084,374615711608,Traiteur & Plats Cuisinés,19,5,26.3,73.7,STOCK_FAIBLE
LIN-00800,MAG-0030,374739056885,Boulangerie & Pâtisserie,11,2,18.2,81.8,STOCK_FAIBLE
LIN-00801,MAG-0050,335726062379,Boulangerie & Pâtisserie,18,11,61.1,38.9,CONFORME
LIN-00802,MAG-0143,334738841254,Épicerie Salée,9,1,11.1,88.9,STOCK_FAIBLE
LIN-00803,MAG-0034,335829179394,Épicerie Sucrée,22,12,54.5,45.5,CONFORME
LIN-00804,MAG-0032,384542500940,Épicerie Sucrée,7,6,85.7,14.3,CONFORME
LIN-00805,MAG-0108,384578877471,Boissons & Jus,6,5,83.3,16.7,CONFORME
LIN-00806,MAG-0063,359473023867,Boissons & Jus,23,3,13.0,87.0,STOCK_FAIBLE
LIN-00807,MAG-0098,365841974574,Traiteur & Plats Cuisinés,21,9,42.9,57.1,STOCK_FAIBLE
LIN-00808,MAG-0019,380486373483,Boulangerie & Pâtisserie,21,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00809,MAG-0030,344455157271,Épicerie Salée,10,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00810,MAG-0067,335430128620,Boulangerie & Pâtisserie,14,12,85.7,14.3,CONFORME
LIN-00811,MAG-0093,362496286567,Traiteur & Plats Cuisinés,11,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00812,MAG-0083,346819583245,Épicerie Salée,21,3,14.3,85.7,STOCK_FAIBLE
LIN-00813,MAG-0147,366778018632,Produits Frais,15,7,46.7,53.3,STOCK_FAIBLE
LIN-00814,MAG-0129,367490922021,Épicerie Salée,16,12,75.0,25.0,CONFORME
LIN-00815,MAG-0106,334018671956,Traiteur & Plats Cuisinés,19,11,57.9,42.1,CONFORME
LIN-00816,MAG-0018,315518960578,Boulangerie & Pâtisserie,14,13,92.9,7.1,CONFORME
LIN-00817,MAG-0050,354838723869,Épicerie Salée,22,9,40.9,59.1,STOCK_FAIBLE
LIN-00818,MAG-0046,399966677803,Épicerie Salée,6,5,83.3,16.7,CONFORME
LIN-00819,MAG-0045,347364951712,Boissons & Jus,21,7,33.3,66.7,STOCK_FAIBLE
LIN-00820,MAG-0033,348174485200,Boissons & Jus,8,8,100.0,0.0,CONFORME
LIN-00821,MAG-0081,388826230267,Produits Frais,6,4,66.7,33.3,CONFORME
LIN-00822,MAG-0038,338859858732,Épicerie Salée,7,2,28.6,71.4,STOCK_FAIBLE
LIN-00823,MAG-0073,361563746535,Traiteur & Plats Cuisinés,23,3,13.0,87.0,STOCK_FAIBLE
LIN-00824,MAG-0122,358580556494,Épicerie Salée,20,14,70.0,30.0,CONFORME
LIN-00825,MAG-0047,327724467311,Boissons & Jus,17,16,94.1,5.9,CONFORME
LIN-00826,MAG-0141,372003969448,Boissons & Jus,18,10,55.6,44.4,CONFORME
LIN-00827,MAG-0081,377752831604,Traiteur & Plats Cuisinés,7,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00828,MAG-0047,324541399318,Produits Frais,13,5,38.5,61.5,STOCK_FAIBLE
LIN-00829,MAG-0075,335401132082,Boulangerie & Pâtisserie,11,6,54.5,45.5,CONFORME
LIN-00830,MAG-0038,373735506609,Épicerie Salée,22,22,100.0,0.0,CONFORME
LIN-00831,MAG-0059,320576934932,Boissons & Jus,7,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00832,MAG-0110,372850519309,Épicerie Sucrée,6,4,66.7,33.3,CONFORME
LIN-00833,MAG-0015,370584571784,Épicerie Salée,22,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00834,MAG-0047,384286368446,Boulangerie & Pâtisserie,19,18,94.7,5.3,CONFORME
LIN-00835,MAG-0077,356977032991,Épicerie Salée,21,4,19.0,81.0,STOCK_FAIBLE
LIN-00836,MAG-0106,344373303566,Boulangerie & Pâtisserie,7,4,57.1,42.9,CONFORME
LIN-00837,MAG-0025,373017636007,Produits Frais,20,9,45.0,55.0,STOCK_FAIBLE
LIN-00838,MAG-0130,362452250798,Produits Frais,15,12,80.0,20.0,CONFORME
LIN-00839,MAG-0041,337534289695,Épicerie Salée,14,2,14.3,85.7,STOCK_FAIBLE
LIN-00840,MAG-0132,322401785809,Épicerie Salée,9,2,22.2,77.8,STOCK_FAIBLE
LIN-00841,MAG-0032,367274476707,Épicerie Sucrée,16,13,81.2,18.8,CONFORME
LIN-00842,MAG-0006,359530119683,Épicerie Sucrée,19,19,100.0,0.0,CONFORME
LIN-00843,MAG-0077,365321623564,Boissons & Jus,13,3,23.1,76.9,STOCK_FAIBLE
LIN-00844,MAG-0129,333788201825,Boissons & Jus,14,7,50.0,50.0,CONFORME
LIN-00845,MAG-0033,339775119549,Épicerie Sucrée,24,8,33.3,66.7,STOCK_FAIBLE
LIN-00846,MAG-0049,344589534298,Produits Frais,11,1,9.1,90.9,STOCK_FAIBLE
LIN-00847,MAG-0096,322268936661,Produits Frais,14,2,14.3,85.7,STOCK_FAIBLE
LIN-00848,MAG-0042,364527026481,Épicerie Salée,7,5,71.4,28.6,CONFORME
LIN-00849,MAG-0050,380540817712,Boulangerie & Pâtisserie,17,2,11.8,88.2,STOCK_FAIBLE
LIN-00850,MAG-0137,363138164467,Épicerie Sucrée,18,11,61.1,38.9,CONFORME
LIN-00851,MAG-0084,357656980573,Produits Frais,11,9,81.8,18.2,CONFORME
LIN-00852,MAG-0135,364028683087,Épicerie Salée,23,14,60.9,39.1,CONFORME
LIN-00853,MAG-0118,377371373672,Épicerie Sucrée,9,1,11.1,88.9,STOCK_FAIBLE
LIN-00854,MAG-0135,357097590653,Boissons & Jus,6,6,100.0,0.0,CONFORME
LIN-00855,MAG-0058,310823874747,Boissons & Jus,20,17,85.0,15.0,CONFORME
LIN-00856,MAG-0080,392947450135,Traiteur & Plats Cuisinés,24,1,4.2,95.8,STOCK_FAIBLE
LIN-00857,MAG-0094,381776738400,Boissons & Jus,12,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00858,MAG-0034,329168599315,Traiteur & Plats Cuisinés,8,5,62.5,37.5,CONFORME
LIN-00859,MAG-0095,392635872298,Boissons & Jus,23,8,34.8,65.2,STOCK_FAIBLE
LIN-00860,MAG-0125,365988419676,Traiteur & Plats Cuisinés,18,10,55.6,44.4,CONFORME
LIN-00861,MAG-0091,315141110441,Produits Frais,9,5,55.6,44.4,CONFORME
LIN-00862,MAG-0012,385898557732,Traiteur & Plats Cuisinés,20,3,15.0,85.0,STOCK_FAIBLE
LIN-00863,MAG-0075,397310713715,Boissons & Jus,24,13,54.2,45.8,CONFORME
LIN-00864,MAG-0052,332757900987,Épicerie Sucrée,6,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00865,MAG-0054,323841780898,Traiteur & Plats Cuisinés,6,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00866,MAG-0091,340568642912,Produits Frais,21,12,57.1,42.9,CONFORME
LIN-00867,MAG-0150,355186789494,Boissons & Jus,24,12,50.0,50.0,CONFORME
LIN-00868,MAG-0075,373387739677,Produits Frais,16,11,68.8,31.2,CONFORME
LIN-00869,MAG-0145,389647191410,Épicerie Salée,12,3,25.0,75.0,STOCK_FAIBLE
LIN-00870,MAG-0135,386097450108,Épicerie Salée,9,8,88.9,11.1,CONFORME
LIN-00871,MAG-0081,338391730240,Épicerie Salée,24,11,45.8,54.2,STOCK_FAIBLE
LIN-00872,MAG-0104,374409447826,Épicerie Sucrée,11,10,90.9,9.1,CONFORME
LIN-00873,MAG-0135,326200676971,Épicerie Sucrée,17,12,70.6,29.4,CONFORME
LIN-00874,MAG-0099,321597412745,Produits Frais,9,2,22.2,77.8,STOCK_FAIBLE
LIN-00875,MAG-0124,367707545660,Épicerie Sucrée,18,9,50.0,50.0,CONFORME
LIN-00876,MAG-0122,341438581982,Épicerie Sucrée,9,2,22.2,77.8,STOCK_FAIBLE
LIN-00877,MAG-0066,310254201549,Boulangerie & Pâtisserie,21,2,9.5,90.5,STOCK_FAIBLE
LIN-00878,MAG-0095,394532368270,Boissons & Jus,8,5,62.5,37.5,CONFORME
LIN-00879,MAG-0049,332968636744,Boulangerie & Pâtisserie,15,13,86.7,13.3,CONFORME
LIN-00880,MAG-0128,322255765289,Épicerie Sucrée,9,9,100.0,0.0,CONFORME
LIN-00881,MAG-0149,326225860345,Traiteur & Plats Cuisinés,16,10,62.5,37.5,CONFORME
LIN-00882,MAG-0042,316437221670,Épicerie Salée,8,7,87.5,12.5,CONFORME
LIN-00883,MAG-0056,393319196711,Traiteur & Plats Cuisinés,16,6,37.5,62.5,STOCK_FAIBLE
LIN-00884,MAG-0043,313920069684,Boissons & Jus,21,11,52.4,47.6,CONFORME
LIN-00885,MAG-0063,336627669900,Traiteur & Plats Cuisinés,7,4,57.1,42.9,CONFORME
LIN-00886,MAG-0104,399422394615,Épicerie Sucrée,11,9,81.8,18.2,CONFORME
LIN-00887,MAG-0064,340973059140,Épicerie Salée,20,15,75.0,25.0,CONFORME
LIN-00888,MAG-0075,392076803112,Boissons & Jus,20,15,75.0,25.0,CONFORME
LIN-00889,MAG-0144,310538121609,Traiteur & Plats Cuisinés,13,3,23.1,76.9,STOCK_FAIBLE
LIN-00890,MAG-0138,356869497614,Épicerie Salée,23,3,13.0,87.0,STOCK_FAIBLE
LIN-00891,MAG-0062,392365542509,Traiteur & Plats Cuisinés,11,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00892,MAG-0105,396633467458,Produits Frais,11,1,9.1,90.9,STOCK_FAIBLE
LIN-00893,MAG-0111,329657596890,Traiteur & Plats Cuisinés,18,2,11.1,88.9,STOCK_FAIBLE
LIN-00894,MAG-0134,393644651048,Produits Frais,18,2,11.1,88.9,STOCK_FAIBLE
LIN-00895,MAG-0040,312544907524,Épicerie Sucrée,13,7,53.8,46.2,CONFORME
LIN-00896,MAG-0067,312369701064,Boulangerie & Pâtisserie,10,9,90.0,10.0,CONFORME
