id_magasin,nom_magasin,enseigne,commune,code_departement,nom_region,tranche_horaire,affluence_clients_jour,taux_conversion_passage_caisses_pct,demarque_pertes_produits_frais_14j_eur,consigne_reassort_automatique
MAG-0042,E.Leclerc Lille #42,E.Leclerc,Lille,59 - Nord,Hauts-de-France,11h-14h,2159,77.9,6532.57,CONFORME
MAG-0042,E.Leclerc Lille #42,E.Leclerc,Lille,59 - Nord,Hauts-de-France,14h-17h,1156,83.6,4526.66,CONFORME
MAG-0042,E.Leclerc Lille #42,E.Leclerc,Lille,59 - Nord,Hauts-de-France,17h-20h,580,78.3,18435.14,REASSORT_URGENT_AUTOMATIQUE
MAG-0043,Carrefour Hyper Marseille #43,Carrefour Hyper,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,1405,71.4,3713.8,CONFORME
MAG-0043,Carrefour Hyper Marseille #43,Carrefour Hyper,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,1269,78.1,5199.16,CONFORME
MAG-0043,Carrefour Hyper Marseille #43,Carrefour Hyper,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,600,71.4,15604.25,REASSORT_URGENT_AUTOMATIQUE
MAG-0043,Carrefour Hyper Marseille #43,Carrefour Hyper,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,1040,65.9,2066.85,CONFORME
MAG-0044,Carrefour Hyper Strasbourg #44,Carrefour Hyper,Strasbourg,67 - Bas-Rhin,Grand Est,08h-11h,1349,79.3,17526.29,REASSORT_URGENT_AUTOMATIQUE
MAG-0044,Carrefour Hyper Strasbourg #44,Carrefour Hyper,Strasbourg,67 - Bas-Rhin,Grand Est,11h-14h,1319,70.7,10549.94,CONFORME
MAG-0044,Carrefour Hyper Strasbourg #44,Carrefour Hyper,Strasbourg,67 - Bas-Rhin,Grand Est,14h-17h,1203,76.9,5801.03,CONFORME
MAG-0044,Carrefour Hyper Strasbourg #44,Carrefour Hyper,Strasbourg,67 - Bas-Rhin,Grand Est,17h-20h,2038,73.0,18334.14,REASSORT_URGENT_AUTOMATIQUE
MAG-0045,Auchan Super Lille #45,Auchan Super,Lille,59 - Nord,Hauts-de-France,08h-11h,659,68.0,8417.59,CONFORME
MAG-0045,Auchan Super Lille #45,Auchan Super,Lille,59 - Nord,Hauts-de-France,11h-14h,1501,83.3,4282.65,CONFORME
MAG-0045,Auchan Super Lille #45,Auchan Super,Lille,59 - Nord,Hauts-de-France,14h-17h,2570,77.4,8538.7,CONFORME
MAG-0045,Auchan Super Lille #45,Auchan Super,Lille,59 - Nord,Hauts-de-France,17h-20h,2151,79.8,15212.73,REASSORT_URGENT_AUTOMATIQUE
MAG-0046,Intermarché Rennes #46,Intermarché,Rennes,35 - Ille-et-Vilaine,Bretagne,08h-11h,723,69.0,14430.47,REASSORT_URGENT_AUTOMATIQUE
MAG-0046,Intermarché Rennes #46,Intermarché,Rennes,35 - Ille-et-Vilaine,Bretagne,11h-14h,2114,69.3,12478.59,REASSORT_URGENT_AUTOMATIQUE
MAG-0046,Intermarché Rennes #46,Intermarché,Rennes,35 - Ille-et-Vilaine,Bretagne,14h-17h,948,64.3,17834.91,REASSORT_URGENT_AUTOMATIQUE
MAG-0046,Intermarché Rennes #46,Intermarché,Rennes,35 - Ille-et-Vilaine,Bretagne,17h-20h,1519,63.6,1513.11,CONFORME
MAG-0047,E.Leclerc Lyon #47,E.Leclerc,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,2669,84.7,9970.01,CONFORME
MAG-0047,E.Leclerc Lyon #47,E.Leclerc,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,1813,74.7,13169.98,REASSORT_URGENT_AUTOMATIQUE
MAG-0047,E.Leclerc Lyon #47,E.Leclerc,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,746,67.5,6424.44,CONFORME
MAG-0047,E.Leclerc Lyon #47,E.Leclerc,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,1956,84.9,12045.74,REASSORT_URGENT_AUTOMATIQUE
MAG-0048,E.Leclerc Toulouse #48,E.Leclerc,Toulouse,31 - Haute-Garonne,Occitanie,08h-11h,2522,74.6,11411.37,CONFORME
MAG-0048,E.Leclerc Toulouse #48,E.Leclerc,Toulouse,31 - Haute-Garonne,Occitanie,11h-14h,823,62.9,7021.11,CONFORME
MAG-0048,E.Leclerc Toulouse #48,E.Leclerc,Toulouse,31 - Haute-Garonne,Occitanie,14h-17h,2610,84.7,15870.31,REASSORT_URGENT_AUTOMATIQUE
MAG-0048,E.Leclerc Toulouse #48,E.Leclerc,Toulouse,31 - Haute-Garonne,Occitanie,17h-20h,1611,72.4,15039.29,REASSORT_URGENT_AUTOMATIQUE
MAG-0049,Monoprix Bordeaux #49,Monoprix,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,08h-11h,1352,78.1,17688.81,REASSORT_URGENT_AUTOMATIQUE
MAG-0049,Monoprix Bordeaux #49,Monoprix,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11h-14h,1719,62.3,12887.75,REASSORT_URGENT_AUTOMATIQUE
MAG-0049,Monoprix Bordeaux #49,Monoprix,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14h-17h,1725,87.6,8878.62,CONFORME
MAG-0049,Monoprix Bordeaux #49,Monoprix,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,17h-20h,2297,67.6,16237.48,REASSORT_URGENT_AUTOMATIQUE
MAG-0050,Intermarché Marseille #50,Intermarché,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,1440,70.0,13129.34,REASSORT_URGENT_AUTOMATIQUE
MAG-0050,Intermarché Marseille #50,Intermarché,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,755,83.6,14798.72,REASSORT_URGENT_AUTOMATIQUE
MAG-0050,Intermarché Marseille #50,Intermarché,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,2362,69.7,16015.87,REASSORT_URGENT_AUTOMATIQUE
MAG-0050,Intermarché Marseille #50,Intermarché,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,894,66.0,16716.16,REASSORT_URGENT_AUTOMATIQUE
MAG-0051,E.Leclerc Strasbourg #51,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,08h-11h,2319,81.2,7831.54,CONFORME
MAG-0051,E.Leclerc Strasbourg #51,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,11h-14h,1193,73.9,8864.21,CONFORME
MAG-0051,E.Leclerc Strasbourg #51,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,14h-17h,513,81.1,5194.89,CONFORME
MAG-0051,E.Leclerc Strasbourg #51,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,17h-20h,1097,76.1,8633.1,CONFORME
MAG-0052,E.Leclerc Strasbourg #52,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,08h-11h,1482,63.4,12009.17,REASSORT_URGENT_AUTOMATIQUE
MAG-0052,E.Leclerc Strasbourg #52,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,11h-14h,1973,62.1,10448.16,CONFORME
MAG-0052,E.Leclerc Strasbourg #52,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,14h-17h,1521,72.6,15302.19,REASSORT_URGENT_AUTOMATIQUE
MAG-0052,E.Leclerc Strasbourg #52,E.Leclerc,Strasbourg,67 - Bas-Rhin,Grand Est,17h-20h,445,69.0,17498.99,REASSORT_URGENT_AUTOMATIQUE
MAG-0053,Intermarché Bordeaux #53,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,08h-11h,708,86.9,11839.63,CONFORME
MAG-0053,Intermarché Bordeaux #53,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11h-14h,2663,78.3,8456.72,CONFORME
MAG-0053,Intermarché Bordeaux #53,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14h-17h,1391,88.5,12788.0,REASSORT_URGENT_AUTOMATIQUE
MAG-0053,Intermarché Bordeaux #53,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,17h-20h,1823,69.5,18395.5,REASSORT_URGENT_AUTOMATIQUE
MAG-0054,Intermarché Marseille #54,Intermarché,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,1935,84.3,14393.26,REASSORT_URGENT_AUTOMATIQUE
MAG-0054,Intermarché Marseille #54,Intermarché,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,2775,65.1,4882.02,CONFORME
MAG-0054,Intermarché Marseille #54,Intermarché,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,1419,77.5,13273.2,REASSORT_URGENT_AUTOMATIQUE
MAG-0054,Intermarché Marseille #54,Intermarché,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,2517,81.3,12512.78,REASSORT_URGENT_AUTOMATIQUE
MAG-0055,Monoprix Nantes #55,Monoprix,Nantes,44 - Loire-Atlantique,Pays de la Loire,08h-11h,1431,82.9,6384.54,CONFORME
MAG-0055,Monoprix Nantes #55,Monoprix,Nantes,44 - Loire-Atlantique,Pays de la Loire,11h-14h,1853,63.4,9997.65,CONFORME
MAG-0055,Monoprix Nantes #55,Monoprix,Nantes,44 - Loire-Atlantique,Pays de la Loire,14h-17h,1144,79.0,2775.37,CONFORME
MAG-0055,Monoprix Nantes #55,Monoprix,Nantes,44 - Loire-Atlantique,Pays de la Loire,17h-20h,1674,70.1,16312.56,REASSORT_URGENT_AUTOMATIQUE
MAG-0056,Intermarché Bordeaux #56,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,08h-11h,1008,78.4,10502.19,CONFORME
MAG-0056,Intermarché Bordeaux #56,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11h-14h,2697,82.2,13679.53,REASSORT_URGENT_AUTOMATIQUE
MAG-0056,Intermarché Bordeaux #56,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14h-17h,1274,85.7,14661.2,REASSORT_URGENT_AUTOMATIQUE
MAG-0056,Intermarché Bordeaux #56,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,17h-20h,2322,62.5,6670.63,CONFORME
MAG-0057,E.Leclerc Toulouse #57,E.Leclerc,Toulouse,31 - Haute-Garonne,Occitanie,08h-11h,2730,73.1,17904.46,REASSORT_URGENT_AUTOMATIQUE
MAG-0057,E.Leclerc Toulouse #57,E.Leclerc,Toulouse,31 - Haute-Garonne,Occitanie,11h-14h,2477,79.8,3667.69,CONFORME
MAG-0057,E.Leclerc Toulouse #57,E.Leclerc,Toulouse,31 - Haute-Garonne,Occitanie,14h-17h,577,68.9,18058.57,REASSORT_URGENT_AUTOMATIQUE
MAG-0057,E.Leclerc Toulouse #57,E.Leclerc,Toulouse,31 - Haute-Garonne,Occitanie,17h-20h,738,66.1,17973.76,REASSORT_URGENT_AUTOMATIQUE
MAG-0058,E.Leclerc Rennes #58,E.Leclerc,Rennes,35 - Ille-et-Vilaine,Bretagne,08h-11h,1300,74.9,8559.7,CONFORME
MAG-0058,E.Leclerc Rennes #58,E.Leclerc,Rennes,35 - Ille-et-Vilaine,Bretagne,11h-14h,1112,76.2,14720.11,REASSORT_URGENT_AUTOMATIQUE
MAG-0058,E.Leclerc Rennes #58,E.Leclerc,Rennes,35 - Ille-et-Vilaine,Bretagne,14h-17h,390,84.5,15750.86,REASSORT_URGENT_AUTOMATIQUE
MAG-0058,E.Leclerc Rennes #58,E.Leclerc,Rennes,35 - Ille-et-Vilaine,Bretagne,17h-20h,2180,84.4,4218.44,CONFORME
MAG-0059,Intermarché Paris #59,Intermarché,Paris,75 - Paris,Île-de-France,08h-11h,2032,84.3,1768.58,CONFORME
MAG-0059,Intermarché Paris #59,Intermarché,Paris,75 - Paris,Île-de-France,11h-14h,1180,77.6,17542.59,REASSORT_URGENT_AUTOMATIQUE
MAG-0059,Intermarché Paris #59,Intermarché,Paris,75 - Paris,Île-de-France,14h-17h,1708,74.4,2398.27,CONFORME
MAG-0059,Intermarché Paris #59,Intermarché,Paris,75 - Paris,Île-de-France,17h-20h,2608,64.9,7115.38,CONFORME
MAG-0060,E.Leclerc Paris #60,E.Leclerc,Paris,75 - Paris,Île-de-France,08h-11h,499,80.8,1669.67,CONFORME
MAG-0060,E.Leclerc Paris #60,E.Leclerc,Paris,75 - Paris,Île-de-France,11h-14h,2321,74.9,8188.93,CONFORME
MAG-0060,E.Leclerc Paris #60,E.Leclerc,Paris,75 - Paris,Île-de-France,14h-17h,2331,85.7,13343.69,REASSORT_URGENT_AUTOMATIQUE
MAG-0060,E.Leclerc Paris #60,E.Leclerc,Paris,75 - Paris,Île-de-France,17h-20h,1416,78.6,8495.35,CONFORME
MAG-0061,Carrefour Hyper Paris #61,Carrefour Hyper,Paris,75 - Paris,Île-de-France,08h-11h,2132,64.8,9338.05,CONFORME
MAG-0061,Carrefour Hyper Paris #61,Carrefour Hyper,Paris,75 - Paris,Île-de-France,11h-14h,1488,80.6,13361.61,REASSORT_URGENT_AUTOMATIQUE
MAG-0061,Carrefour Hyper Paris #61,Carrefour Hyper,Paris,75 - Paris,Île-de-France,14h-17h,1072,79.5,12611.41,REASSORT_URGENT_AUTOMATIQUE
MAG-0061,Carrefour Hyper Paris #61,Carrefour Hyper,Paris,75 - Paris,Île-de-France,17h-20h,2522,86.8,10713.34,CONFORME
MAG-0062,Carrefour Hyper Lille #62,Carrefour Hyper,Lille,59 - Nord,Hauts-de-France,08h-11h,929,75.7,8428.39,CONFORME
MAG-0062,Carrefour Hyper Lille #62,Carrefour Hyper,Lille,59 - Nord,Hauts-de-France,11h-14h,1831,69.9,14997.01,REASSORT_URGENT_AUTOMATIQUE
MAG-0062,Carrefour Hyper Lille #62,Carrefour Hyper,Lille,59 - Nord,Hauts-de-France,14h-17h,2003,69.8,2709.27,CONFORME
MAG-0062,Carrefour Hyper Lille #62,Carrefour Hyper,Lille,59 - Nord,Hauts-de-France,17h-20h,387,68.9,2866.24,CONFORME
MAG-0063,Monoprix Lyon #63,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,672,63.1,7128.41,CONFORME
MAG-0063,Monoprix Lyon #63,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,2556,63.2,14755.64,REASSORT_URGENT_AUTOMATIQUE
MAG-0063,Monoprix Lyon #63,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,2171,64.6,10952.67,CONFORME
MAG-0063,Monoprix Lyon #63,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,1066,62.9,11627.06,CONFORME
MAG-0064,Monoprix Paris #64,Monoprix,Paris,75 - Paris,Île-de-France,08h-11h,950,77.2,8322.56,CONFORME
MAG-0064,Monoprix Paris #64,Monoprix,Paris,75 - Paris,Île-de-France,11h-14h,1261,79.1,16514.26,REASSORT_URGENT_AUTOMATIQUE
MAG-0064,Monoprix Paris #64,Monoprix,Paris,75 - Paris,Île-de-France,14h-17h,371,69.0,8890.85,CONFORME
MAG-0064,Monoprix Paris #64,Monoprix,Paris,75 - Paris,Île-de-France,17h-20h,1688,67.1,5613.33,CONFORME
MAG-0065,Monoprix Lyon #65,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,2485,84.5,10013.32,CONFORME
MAG-0065,Monoprix Lyon #65,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,2703,85.0,4387.3,CONFORME
MAG-0065,Monoprix Lyon #65,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,1734,88.2,12472.71,REASSORT_URGENT_AUTOMATIQUE
MAG-0065,Monoprix Lyon #65,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,1869,86.8,11339.36,CONFORME
MAG-0066,Intermarché Lyon #66,Intermarché,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,2488,87.6,14227.0,REASSORT_URGENT_AUTOMATIQUE
MAG-0066,Intermarché Lyon #66,Intermarché,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,1826,73.3,16242.29,REASSORT_URGENT_AUTOMATIQUE
MAG-0066,Intermarché Lyon #66,Intermarché,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,790,62.9,6583.65,CONFORME
MAG-0066,Intermarché Lyon #66,Intermarché,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,2339,65.2,8718.35,CONFORME
MAG-0067,Monoprix Lyon #67,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,759,75.3,11804.34,CONFORME
MAG-0067,Monoprix Lyon #67,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,2454,75.7,5089.59,CONFORME
MAG-0067,Monoprix Lyon #67,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,2116,65.9,11828.63,CONFORME
MAG-0067,Monoprix Lyon #67,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,664,86.5,12605.22,REASSORT_URGENT_AUTOMATIQUE
MAG-0068,Auchan Super Paris #68,Auchan Super,Paris,75 - Paris,Île-de-France,08h-11h,658,76.6,3739.67,CONFORME
MAG-0068,Auchan Super Paris #68,Auchan Super,Paris,75 - Paris,Île-de-France,11h-14h,1569,68.0,3306.48,CONFORME
MAG-0068,Auchan Super Paris #68,Auchan Super,Paris,75 - Paris,Île-de-France,14h-17h,1832,69.1,10370.13,CONFORME
MAG-0068,Auchan Super Paris #68,Auchan Super,Paris,75 - Paris,Île-de-France,17h-20h,2466,83.7,5930.54,CONFORME
MAG-0069,Auchan Super Nantes #69,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,08h-11h,770,80.5,10509.62,CONFORME
MAG-0069,Auchan Super Nantes #69,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,11h-14h,1074,86.5,16640.51,REASSORT_URGENT_AUTOMATIQUE
MAG-0069,Auchan Super Nantes #69,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,14h-17h,696,83.0,7820.39,CONFORME
MAG-0069,Auchan Super Nantes #69,Auchan Super,Nantes,44 - Loire-Atlantique,Pays de la Loire,17h-20h,2509,87.4,2178.96,CONFORME
MAG-0070,Auchan Super Marseille #70,Auchan Super,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,08h-11h,1429,87.8,8185.46,CONFORME
MAG-0070,Auchan Super Marseille #70,Auchan Super,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11h-14h,1294,82.6,6431.85,CONFORME
MAG-0070,Auchan Super Marseille #70,Auchan Super,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,14h-17h,2136,67.2,9398.26,CONFORME
MAG-0070,Auchan Super Marseille #70,Auchan Super,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,17h-20h,1872,86.1,3236.12,CONFORME
MAG-0071,E.Leclerc Bordeaux #71,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,08h-11h,908,62.0,16092.14,REASSORT_URGENT_AUTOMATIQUE
MAG-0071,E.Leclerc Bordeaux #71,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11h-14h,1101,84.2,7797.63,CONFORME
MAG-0071,E.Leclerc Bordeaux #71,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14h-17h,2796,69.9,13103.56,REASSORT_URGENT_AUTOMATIQUE
MAG-0071,E.Leclerc Bordeaux #71,E.Leclerc,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,17h-20h,2246,64.4,17463.83,REASSORT_URGENT_AUTOMATIQUE
MAG-0072,E.Leclerc Paris #72,E.Leclerc,Paris,75 - Paris,Île-de-France,08h-11h,378,73.5,15040.65,REASSORT_URGENT_AUTOMATIQUE
MAG-0072,E.Leclerc Paris #72,E.Leclerc,Paris,75 - Paris,Île-de-France,11h-14h,2408,80.2,4957.38,CONFORME
MAG-0072,E.Leclerc Paris #72,E.Leclerc,Paris,75 - Paris,Île-de-France,14h-17h,1692,76.9,2141.15,CONFORME
MAG-0072,E.Leclerc Paris #72,E.Leclerc,Paris,75 - Paris,Île-de-France,17h-20h,2179,78.0,5994.31,CONFORME
MAG-0073,Monoprix Strasbourg #73,Monoprix,Strasbourg,67 - Bas-Rhin,Grand Est,08h-11h,1003,88.0,15062.44,REASSORT_URGENT_AUTOMATIQUE
MAG-0073,Monoprix Strasbourg #73,Monoprix,Strasbourg,67 - Bas-Rhin,Grand Est,11h-14h,530,72.2,3314.52,CONFORME
MAG-0073,Monoprix Strasbourg #73,Monoprix,Strasbourg,67 - Bas-Rhin,Grand Est,14h-17h,628,73.8,14304.31,REASSORT_URGENT_AUTOMATIQUE
MAG-0073,Monoprix Strasbourg #73,Monoprix,Strasbourg,67 - Bas-Rhin,Grand Est,17h-20h,2761,79.1,4824.99,CONFORME
MAG-0074,Auchan Super Rennes #74,Auchan Super,Rennes,35 - Ille-et-Vilaine,Bretagne,08h-11h,468,64.0,6087.68,CONFORME
MAG-0074,Auchan Super Rennes #74,Auchan Super,Rennes,35 - Ille-et-Vilaine,Bretagne,11h-14h,1803,74.4,16686.21,REASSORT_URGENT_AUTOMATIQUE
MAG-0074,Auchan Super Rennes #74,Auchan Super,Rennes,35 - Ille-et-Vilaine,Bretagne,14h-17h,1130,82.3,11384.92,CONFORME
MAG-0074,Auchan Super Rennes #74,Auchan Super,Rennes,35 - Ille-et-Vilaine,Bretagne,17h-20h,1758,81.6,13662.81,REASSORT_URGENT_AUTOMATIQUE
MAG-0075,Intermarché Bordeaux #75,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,08h-11h,1314,66.9,3187.31,CONFORME
MAG-0075,Intermarché Bordeaux #75,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11h-14h,1360,72.3,12249.51,REASSORT_URGENT_AUTOMATIQUE
MAG-0075,Intermarché Bordeaux #75,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,14h-17h,1306,75.0,10004.77,CONFORME
MAG-0075,Intermarché Bordeaux #75,Intermarché,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,17h-20h,2362,85.7,15673.01,REASSORT_URGENT_AUTOMATIQUE
MAG-0076,Intermarché Paris #76,Intermarché,Paris,75 - Paris,Île-de-France,08h-11h,1967,83.9,12680.76,REASSORT_URGENT_AUTOMATIQUE
MAG-0076,Intermarché Paris #76,Intermarché,Paris,75 - Paris,Île-de-France,11h-14h,2713,69.0,14175.67,REASSORT_URGENT_AUTOMATIQUE
MAG-0076,Intermarché Paris #76,Intermarché,Paris,75 - Paris,Île-de-France,14h-17h,1725,70.4,11253.58,CONFORME
MAG-0076,Intermarché Paris #76,Intermarché,Paris,75 - Paris,Île-de-France,17h-20h,1114,83.8,11997.04,CONFORME
MAG-0077,Carrefour Hyper Toulouse #77,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,08h-11h,2281,66.4,16786.62,REASSORT_URGENT_AUTOMATIQUE
MAG-0077,Carrefour Hyper Toulouse #77,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,11h-14h,1403,78.1,10612.43,CONFORME
MAG-0077,Carrefour Hyper Toulouse #77,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,14h-17h,2106,84.4,13438.11,REASSORT_URGENT_AUTOMATIQUE
MAG-0077,Carrefour Hyper Toulouse #77,Carrefour Hyper,Toulouse,31 - Haute-Garonne,Occitanie,17h-20h,2080,67.5,4988.11,CONFORME
MAG-0078,Monoprix Lyon #78,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,08h-11h,1969,71.3,14871.73,REASSORT_URGENT_AUTOMATIQUE
MAG-0078,Monoprix Lyon #78,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,11h-14h,1054,71.3,18303.14,REASSORT_URGENT_AUTOMATIQUE
MAG-0078,Monoprix Lyon #78,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,14h-17h,2788,63.3,1851.47,CONFORME
MAG-0078,Monoprix Lyon #78,Monoprix,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,17h-20h,2505,65.7,6493.38,CONFORME
MAG-0079,Intermarché Paris #79,Intermarché,Paris,75 - Paris,Île-de-France,08h-11h,2556,83.1,7317.83,CONFORME
MAG-0079,Intermarché Paris #79,Intermarché,Paris,75 - Paris,Île-de-France,11h-14h,1562,87.9,14127.18,REASSORT_URGENT_AUTOMATIQUE
MAG-0079,Intermarché Paris #79,Intermarché,Paris,75 - Paris,Île-de-France,14h-17h,821,83.2,15173.42,REASSORT_URGENT_AUTOMATIQUE
MAG-0079,Intermarché Paris #79,Intermarché,Paris,75 - Paris,Île-de-France,17h-20h,1560,63.5,10933.65,CONFORME
MAG-0080,Carrefour Hyper Rennes #80,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,08h-11h,2225,79.3,7760.85,CONFORME
MAG-0080,Carrefour Hyper Rennes #80,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,11h-14h,915,78.1,16529.39,REASSORT_URGENT_AUTOMATIQUE
MAG-0080,Carrefour Hyper Rennes #80,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,14h-17h,2144,74.7,18145.67,REASSORT_URGENT_AUTOMATIQUE
MAG-0080,Carrefour Hyper Rennes #80,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,17h-20h,570,71.2,16295.62,REASSORT_URGENT_AUTOMATIQUE
MAG-0081,Carrefour Hyper Rennes #81,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,08h-11h,2254,81.8,13926.06,REASSORT_URGENT_AUTOMATIQUE
MAG-0081,Carrefour Hyper Rennes #81,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,11h-14h,1471,80.7,1778.35,CONFORME
MAG-0081,Carrefour Hyper Rennes #81,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,14h-17h,648,64.4,13776.6,REASSORT_URGENT_AUTOMATIQUE
MAG-0081,Carrefour Hyper Rennes #81,Carrefour Hyper,Rennes,35 - Ille-et-Vilaine,Bretagne,17h-20h,776,63.4,6153.28,CONFORME
MAG-0082,Carrefour Hyper Lille #82,Carrefour Hyper,Lille,59 - Nord,Hauts-de-France,08h-11h,577,80.4,11856.03,CONFORME
MAG-0082,Carrefour Hyper Lille #82,Carrefour Hyper,Lille,59 - Nord,Hauts-de-France,11h-14h,2158,86.3,11173.67,CONFORME
MAG-0082,Carrefour Hyper Lille #82,Carrefour Hyper,Lille,59 - Nord,Hauts-de-France,14h-17h,2048,79.8,16716.03,REASSORT_URGENT_AUTOMATIQUE
MAG-0082,Carrefour Hyper Lille #82,Carrefour Hyper,Lille,59 - Nord,Hauts-de-France,17h-20h,2236,63.6,3511.09,CONFORME
MAG-0083,Auchan Super Lille #83,Auchan Super,Lille,59 - Nord,Hauts-de-France,08h-11h,1298,68.4,8078.29,CONFORME
MAG-0083,Auchan Super Lille #83,Auchan Super,Lille,59 - Nord,Hauts-de-France,11h-14h,1083,69.4,10788.03,CONFORME
