id_releve_panier,commune,code_departement,nom_region,rayon_categorie,prix_moyen_panier_eur,marge_brute_pct,part_produits_bio_pct,part_marques_distributeur_pct
PAN-00247,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,43.57,33.4,34.7,29.4
PAN-00248,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,63.91,23.0,35.1,46.7
PAN-00249,Lille,59 - Nord,Hauts-de-France,Surgelés,85.66,35.6,32.0,29.5
PAN-00250,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,72.18,48.4,21.4,40.2
PAN-00251,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,67.29,43.0,13.9,32.5
PAN-00252,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,91.11,34.7,21.7,33.8
PAN-00253,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,84.69,43.0,31.6,50.5
PAN-00254,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,50.23,45.9,16.0,34.6
PAN-00255,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,80.34,26.2,25.8,36.6
PAN-00256,Lille,59 - Nord,Hauts-de-France,Épicerie,74.48,42.0,27.0,37.8
PAN-00257,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,29.52,30.5,17.5,47.6
PAN-00258,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,48.27,34.3,23.5,41.6
PAN-00259,Lille,59 - Nord,Hauts-de-France,Boissons,85.55,32.7,37.0,50.1
PAN-00260,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,56.8,42.3,30.2,34.8
PAN-00261,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,30.04,31.9,24.5,43.2
PAN-00262,Lille,59 - Nord,Hauts-de-France,Surgelés,47.12,48.1,13.4,41.0
PAN-00263,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,93.92,27.2,21.7,50.7
PAN-00264,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,70.93,26.1,16.4,25.6
PAN-00265,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,62.4,48.2,16.1,30.8
PAN-00266,Paris,75 - Paris,Île-de-France,Épicerie,88.09,36.3,29.1,43.5
PAN-00267,Lille,59 - Nord,Hauts-de-France,Produits Frais,76.61,37.9,28.8,51.6
PAN-00268,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,60.57,45.9,30.9,50.0
PAN-00269,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,30.03,44.7,30.7,25.4
PAN-00270,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,29.63,47.9,25.9,48.2
PAN-00271,Lille,59 - Nord,Hauts-de-France,Épicerie,57.24,41.0,24.2,29.3
PAN-00272,Lille,59 - Nord,Hauts-de-France,Boissons,55.24,25.4,22.5,27.0
PAN-00273,Paris,75 - Paris,Île-de-France,Surgelés,78.59,23.7,25.7,51.9
PAN-00274,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,77.44,24.0,25.1,28.3
PAN-00275,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,62.24,39.4,18.2,44.2
PAN-00276,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,90.8,34.6,24.7,29.5
PAN-00277,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,89.89,31.3,32.3,36.4
PAN-00278,Lille,59 - Nord,Hauts-de-France,Épicerie,48.74,25.2,19.8,25.6
PAN-00279,Lille,59 - Nord,Hauts-de-France,Épicerie,29.85,26.7,30.1,28.6
PAN-00280,Lille,59 - Nord,Hauts-de-France,Boulangerie,32.72,30.2,25.4,53.8
PAN-00281,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,50.52,24.1,35.6,31.2
PAN-00282,Paris,75 - Paris,Île-de-France,Boissons,75.37,41.7,35.0,25.8
PAN-00283,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,90.51,43.9,37.3,43.5
PAN-00284,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,77.99,39.2,26.7,33.4
PAN-00285,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,87.52,45.5,28.7,49.1
PAN-00286,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,56.32,42.1,29.2,50.5
PAN-00287,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,36.35,32.2,24.4,49.5
PAN-00288,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,79.65,40.8,18.6,43.2
PAN-00289,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,33.47,33.1,24.3,33.2
PAN-00290,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,60.74,33.8,25.1,52.3
PAN-00291,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,73.24,37.7,34.9,37.3
PAN-00292,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,54.31,41.5,25.6,37.3
PAN-00293,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,80.75,48.4,26.8,47.1
PAN-00294,Lille,59 - Nord,Hauts-de-France,Boissons,90.44,41.1,27.3,31.9
PAN-00295,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,89.73,26.7,17.4,34.6
PAN-00296,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,53.88,36.9,15.3,25.4
PAN-00297,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,48.11,36.2,28.1,41.7
PAN-00298,Paris,75 - Paris,Île-de-France,Surgelés,80.56,41.3,30.4,40.8
PAN-00299,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,42.09,28.6,17.6,28.9
PAN-00300,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,57.5,22.5,18.8,53.0
PAN-00301,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,66.28,44.2,27.4,32.2
PAN-00302,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,49.45,30.8,19.9,54.5
PAN-00303,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,57.68,24.8,28.4,29.6
PAN-00304,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,78.02,45.7,26.1,30.2
PAN-00305,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,55.86,46.5,27.3,55.0
PAN-00306,Paris,75 - Paris,Île-de-France,Boulangerie,79.91,42.7,21.7,33.7
PAN-00307,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,38.71,27.5,22.5,40.8
PAN-00308,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,48.76,39.8,20.9,32.5
PAN-00309,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,81.16,36.5,24.9,33.2
PAN-00310,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,72.95,47.9,21.0,27.1
PAN-00311,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,93.87,30.3,36.0,43.3
PAN-00312,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,76.83,27.2,17.2,26.2
PAN-00313,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,66.92,45.9,23.1,43.5
PAN-00314,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,62.11,38.3,19.8,48.4
PAN-00315,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,47.51,41.8,33.3,36.7
PAN-00316,Lille,59 - Nord,Hauts-de-France,Boissons,92.45,39.2,16.2,54.4
PAN-00317,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,86.26,46.8,31.8,49.5
PAN-00318,Lille,59 - Nord,Hauts-de-France,Épicerie,83.9,34.5,13.7,35.0
PAN-00319,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,47.48,23.3,18.3,39.5
PAN-00320,Lille,59 - Nord,Hauts-de-France,Boulangerie,34.18,30.5,33.9,52.9
PAN-00321,Lille,59 - Nord,Hauts-de-France,Boulangerie,75.48,23.5,34.8,38.0
PAN-00322,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,39.88,35.1,18.7,38.8
PAN-00323,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,63.5,40.2,15.0,29.4
PAN-00324,Lille,59 - Nord,Hauts-de-France,Épicerie,59.42,43.3,15.1,51.9
PAN-00325,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,77.12,35.7,32.3,48.4
PAN-00326,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,40.51,39.4,32.4,38.7
PAN-00327,Paris,75 - Paris,Île-de-France,Épicerie,62.07,35.2,20.5,30.9
PAN-00328,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,83.76,23.2,15.2,42.8
PAN-00329,Lille,59 - Nord,Hauts-de-France,Boulangerie,60.72,28.7,12.8,44.7
PAN-00330,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,42.22,40.6,20.1,47.0
PAN-00331,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,51.3,36.0,34.6,34.7
PAN-00332,Paris,75 - Paris,Île-de-France,Épicerie,35.43,40.8,23.9,54.3
PAN-00333,Lille,59 - Nord,Hauts-de-France,Produits Frais,84.96,29.0,18.8,54.2
PAN-00334,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,52.35,25.2,18.8,46.8
PAN-00335,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,36.01,42.9,24.4,42.9
PAN-00336,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,89.5,48.1,36.5,30.3
PAN-00337,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,58.8,45.7,18.6,44.5
PAN-00338,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,53.7,38.0,23.2,31.8
PAN-00339,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,68.91,39.2,22.9,46.7
PAN-00340,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,79.29,31.8,35.5,47.8
PAN-00341,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,90.54,38.9,27.7,46.1
PAN-00342,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,37.18,22.5,18.1,48.1
PAN-00343,Paris,75 - Paris,Île-de-France,Produits Laitiers,66.19,37.2,34.6,41.9
PAN-00344,Paris,75 - Paris,Île-de-France,Boulangerie,36.6,23.5,27.1,33.7
PAN-00345,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,75.49,29.3,17.5,35.0
PAN-00346,Paris,75 - Paris,Île-de-France,Produits Laitiers,67.32,46.4,16.9,50.2
PAN-00347,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,77.76,28.3,37.9,51.6
PAN-00348,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,34.53,46.7,20.4,30.1
PAN-00349,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,59.39,34.9,15.1,26.9
PAN-00350,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,65.39,32.6,16.2,46.8
PAN-00351,Lille,59 - Nord,Hauts-de-France,Boulangerie,47.72,24.7,30.7,25.6
PAN-00352,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,89.91,28.8,29.4,45.7
PAN-00353,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,31.08,39.3,30.1,42.2
PAN-00354,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,35.53,36.4,19.5,43.5
PAN-00355,Paris,75 - Paris,Île-de-France,Produits Laitiers,89.63,41.8,22.3,53.8
PAN-00356,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,64.71,30.5,21.1,25.3
PAN-00357,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,29.89,46.2,23.9,36.7
PAN-00358,Paris,75 - Paris,Île-de-France,Produits Laitiers,62.25,26.2,33.0,33.4
PAN-00359,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,83.63,39.6,15.8,28.8
PAN-00360,Paris,75 - Paris,Île-de-France,Produits Laitiers,84.04,27.0,31.8,51.3
PAN-00361,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,91.91,41.1,27.8,51.0
PAN-00362,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,53.54,44.1,16.5,29.8
PAN-00363,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,60.79,28.0,33.7,28.2
PAN-00364,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,30.16,24.3,36.7,40.8
PAN-00365,Paris,75 - Paris,Île-de-France,Épicerie,35.8,41.9,29.8,35.8
PAN-00366,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,56.81,28.5,30.9,53.7
PAN-00367,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,58.22,35.7,34.9,39.2
PAN-00368,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,75.6,35.3,13.2,49.2
PAN-00369,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,33.85,25.6,12.7,34.5
PAN-00370,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,83.84,41.2,33.2,26.1
PAN-00371,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,94.93,23.6,14.6,29.9
PAN-00372,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,54.71,48.2,35.7,44.4
PAN-00373,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,78.72,23.5,16.0,50.7
PAN-00374,Lille,59 - Nord,Hauts-de-France,Surgelés,51.96,23.3,15.3,28.7
PAN-00375,Lille,59 - Nord,Hauts-de-France,Boulangerie,79.47,38.4,19.6,43.0
PAN-00376,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,64.18,29.3,27.3,45.7
PAN-00377,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,47.77,36.9,18.8,45.2
PAN-00378,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,61.93,25.8,20.7,49.9
PAN-00379,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,37.13,26.0,19.1,43.8
PAN-00380,Lille,59 - Nord,Hauts-de-France,Épicerie,38.8,37.1,34.0,51.9
PAN-00381,Paris,75 - Paris,Île-de-France,Produits Frais,55.05,22.1,36.6,29.0
PAN-00382,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,52.65,46.2,27.6,37.9
PAN-00383,Paris,75 - Paris,Île-de-France,Épicerie,48.86,32.5,32.9,53.8
PAN-00384,Paris,75 - Paris,Île-de-France,Produits Laitiers,72.93,30.2,32.9,51.4
PAN-00385,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,58.62,34.0,31.0,39.6
PAN-00386,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,61.61,32.1,32.6,27.2
PAN-00387,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,72.12,26.2,30.2,32.7
PAN-00388,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,71.37,42.3,37.6,34.5
PAN-00389,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,49.12,41.4,29.4,28.0
PAN-00390,Paris,75 - Paris,Île-de-France,Surgelés,88.33,46.5,28.1,51.6
PAN-00391,Lille,59 - Nord,Hauts-de-France,Produits Frais,32.92,37.6,22.5,42.2
PAN-00392,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,72.98,30.2,33.4,29.9
PAN-00393,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,38.1,22.1,17.3,30.5
PAN-00394,Paris,75 - Paris,Île-de-France,Boissons,45.99,28.5,17.2,43.2
PAN-00395,Lille,59 - Nord,Hauts-de-France,Boissons,74.67,45.5,26.5,28.7
PAN-00396,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,41.77,46.7,34.2,44.2
PAN-00397,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,81.82,31.8,35.2,47.5
PAN-00398,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,75.24,37.6,15.9,49.9
PAN-00399,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,78.28,40.6,28.0,39.4
PAN-00400,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,66.71,29.0,28.4,49.9
PAN-00401,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,69.22,37.1,29.1,47.6
PAN-00402,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,86.42,30.2,31.8,35.7
PAN-00403,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,45.54,22.1,22.4,31.4
PAN-00404,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,49.87,38.4,14.8,39.8
PAN-00405,Paris,75 - Paris,Île-de-France,Boulangerie,59.26,26.8,15.8,50.5
PAN-00406,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,87.8,36.8,17.8,42.6
PAN-00407,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,58.36,47.9,28.5,54.2
PAN-00408,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,88.4,36.9,29.7,33.5
PAN-00409,Lille,59 - Nord,Hauts-de-France,Épicerie,40.18,23.8,22.2,25.6
PAN-00410,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,39.1,43.8,30.5,47.9
PAN-00411,Lille,59 - Nord,Hauts-de-France,Surgelés,37.96,34.9,32.9,54.3
PAN-00412,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,58.78,45.3,22.6,46.0
PAN-00413,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,91.51,43.2,35.3,31.2
PAN-00414,Paris,75 - Paris,Île-de-France,Épicerie,50.58,23.6,28.4,51.4
PAN-00415,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,68.58,34.1,33.8,44.2
PAN-00416,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,55.31,36.4,25.7,43.7
PAN-00417,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,55.2,40.9,33.7,43.4
PAN-00418,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,84.97,30.4,14.2,37.2
PAN-00419,Paris,75 - Paris,Île-de-France,Boulangerie,29.84,39.0,30.2,44.4
PAN-00420,Lille,59 - Nord,Hauts-de-France,Produits Frais,65.16,34.1,35.1,51.9
PAN-00421,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,37.12,46.3,21.7,53.7
PAN-00422,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,79.9,27.7,19.6,31.5
PAN-00423,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,76.95,38.4,36.9,44.7
PAN-00424,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,58.24,26.3,21.2,54.7
PAN-00425,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,52.37,40.6,26.6,28.3
PAN-00426,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,82.68,23.8,20.0,40.5
PAN-00427,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,38.36,22.3,24.9,38.5
PAN-00428,Lille,59 - Nord,Hauts-de-France,Produits Frais,68.55,37.5,25.0,46.4
PAN-00429,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,43.2,40.2,31.3,44.1
PAN-00430,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,45.01,37.2,27.0,39.6
PAN-00431,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,94.39,44.9,21.9,29.1
PAN-00432,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,69.82,42.0,26.0,52.8
PAN-00433,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,79.9,30.0,32.4,44.8
PAN-00434,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,83.15,27.1,25.6,40.7
PAN-00435,Lille,59 - Nord,Hauts-de-France,Boulangerie,86.61,47.3,28.7,25.2
PAN-00436,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,93.8,24.4,30.2,31.4
PAN-00437,Paris,75 - Paris,Île-de-France,Boulangerie,40.86,26.4,27.8,50.4
PAN-00438,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,76.4,32.1,22.5,51.1
PAN-00439,Lille,59 - Nord,Hauts-de-France,Surgelés,80.65,44.0,34.7,25.4
PAN-00440,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,56.29,30.1,35.9,32.8
PAN-00441,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,37.92,36.8,24.9,28.3
PAN-00442,Paris,75 - Paris,Île-de-France,Surgelés,64.05,46.6,31.0,32.0
PAN-00443,Paris,75 - Paris,Île-de-France,Produits Laitiers,75.28,38.6,27.5,47.4
PAN-00444,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,90.56,45.7,26.4,51.6
PAN-00445,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,75.35,34.4,21.0,26.0
PAN-00446,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,82.56,27.9,25.8,46.6
PAN-00447,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,51.75,23.3,15.9,51.9
PAN-00448,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,58.77,26.5,17.8,35.4
PAN-00449,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,94.06,45.0,33.9,49.0
PAN-00450,Paris,75 - Paris,Île-de-France,Épicerie,94.74,40.1,19.0,31.5
PAN-00451,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,78.44,24.7,27.9,51.0
PAN-00452,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,75.95,32.4,30.4,44.7
PAN-00453,Paris,75 - Paris,Île-de-France,Boissons,32.83,41.2,14.6,37.8
PAN-00454,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,54.49,39.7,13.4,50.4
PAN-00455,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,35.9,44.3,37.0,41.0
PAN-00456,Paris,75 - Paris,Île-de-France,Produits Frais,37.65,48.5,26.9,31.9
PAN-00457,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,66.32,39.5,12.3,49.4
PAN-00458,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,55.65,42.9,14.9,40.6
PAN-00459,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,89.26,43.2,18.1,39.8
PAN-00460,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,75.26,34.2,32.5,34.1
PAN-00461,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,78.49,36.3,15.7,51.4
PAN-00462,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,72.83,45.6,36.5,35.5
PAN-00463,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,33.43,35.3,13.3,46.5
PAN-00464,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,58.85,28.9,29.0,51.6
PAN-00465,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,47.77,37.7,12.8,49.0
PAN-00466,Paris,75 - Paris,Île-de-France,Produits Frais,40.57,27.1,18.7,26.9
PAN-00467,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,55.67,28.7,36.2,27.6
PAN-00468,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,31.61,44.6,37.6,39.8
PAN-00469,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,51.32,33.7,26.9,35.9
PAN-00470,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,47.71,24.2,37.2,27.1
PAN-00471,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,67.99,31.9,23.0,30.6
PAN-00472,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,90.63,32.9,26.5,53.8
PAN-00473,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,90.49,23.7,19.0,40.4
PAN-00474,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,85.14,36.0,20.6,45.0
PAN-00475,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,35.28,46.9,23.2,54.0
PAN-00476,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,73.66,44.2,12.3,38.7
PAN-00477,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,37.66,43.8,33.6,43.2
PAN-00478,Paris,75 - Paris,Île-de-France,Surgelés,50.35,39.7,15.2,37.0
PAN-00479,Lille,59 - Nord,Hauts-de-France,Produits Frais,75.2,34.1,17.3,29.0
PAN-00480,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,56.32,33.8,35.0,54.9
PAN-00481,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,33.55,28.7,34.3,35.9
PAN-00482,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,82.99,43.8,12.6,28.6
PAN-00483,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,45.25,40.7,34.7,32.7
PAN-00484,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,42.98,29.4,14.2,34.6
PAN-00485,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,79.64,46.7,37.2,26.4
PAN-00486,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,82.93,43.7,29.1,44.8
PAN-00487,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,37.34,44.0,34.9,29.5
PAN-00488,Paris,75 - Paris,Île-de-France,Produits Laitiers,58.77,22.2,18.5,53.0
PAN-00489,Lille,59 - Nord,Hauts-de-France,Épicerie,59.52,22.0,37.0,50.7
PAN-00490,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,35.71,44.6,35.6,32.5
PAN-00491,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,40.57,38.3,25.6,48.1
PAN-00492,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,35.72,37.4,24.0,50.4
PAN-00493,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,74.11,25.7,35.4,39.8
PAN-00494,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,44.61,46.4,32.8,30.6
PAN-00495,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,76.85,33.9,23.9,49.3
PAN-00496,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,51.39,48.2,27.5,46.0
PAN-00497,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,52.83,47.8,37.9,50.3
PAN-00498,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,59.75,40.7,29.4,51.7
PAN-00499,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,60.38,45.4,23.5,50.9
