validation_id,passenger_id,code_uic_gare,station_name,transport_mode,line_code,department_code,region_name,timestamp,validation_status
VAL-000761,USG-00608,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-06-15 07:35:00,VALIDE
VAL-000762,USG-00126,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-05-16 07:20:00,VALIDE
VAL-000763,USG-00576,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-10-12 17:03:00,CORRESPONDANCE
VAL-000764,USG-00633,87611004,Toulouse Matabiau,RER A,Axe RER A Charles de Gaulle - Étoile,31,Occitanie,2026-07-28 17:52:00,VALIDE
VAL-000765,USG-00934,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-07-23 17:49:00,VALIDE
VAL-000766,USG-01115,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-07-03 17:40:00,VALIDE
VAL-000767,USG-00687,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-05-12 17:49:00,VALIDE
VAL-000768,USG-01399,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-06-24 08:03:00,VALIDE
VAL-000769,USG-01538,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-05-29 08:39:00,VALIDE
VAL-000770,USG-02460,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-10-27 07:42:00,VALIDE
VAL-000771,USG-02864,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-05-11 08:20:00,VALIDE
VAL-000772,USG-02401,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-05-17 18:43:00,VALIDE
VAL-000773,USG-00106,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-05-10 18:32:00,VALIDE
VAL-000774,USG-01463,87271007,Paris Gare du Nord,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-08-13 08:44:00,VALIDE
VAL-000775,USG-02629,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-08-21 07:09:00,VALIDE
VAL-000776,USG-00531,87271007,Paris Gare du Nord,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-08-25 08:34:00,VALIDE
VAL-000777,USG-00617,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-08-31 08:15:00,VALIDE
VAL-000778,USG-01787,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-10-22 17:16:00,VALIDE
VAL-000779,USG-02139,87611004,Toulouse Matabiau,RER A,Axe RER A Charles de Gaulle - Étoile,31,Occitanie,2026-06-08 08:36:00,CORRESPONDANCE
VAL-000780,USG-00923,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-09-15 17:59:00,VALIDE
VAL-000781,USG-02525,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-10-02 18:17:00,VALIDE
VAL-000782,USG-01648,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-07-27 18:27:00,REFUSE_SOLDE
VAL-000783,USG-00087,87223263,Lille Flandres,Métro 1,Ligne 1 La Défense - Château de Vincennes,59,Hauts-de-France,2026-05-12 18:09:00,VALIDE
VAL-000784,USG-02704,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-10-18 17:26:00,VALIDE
VAL-000785,USG-01489,87756054,Nice Ville,TER,Ligne Régionale TER,06,Provence-Alpes-Côte d'Azur,2026-05-26 17:22:00,VALIDE
VAL-000786,USG-02475,87223263,Lille Flandres,Métro 1,Ligne 1 La Défense - Château de Vincennes,59,Hauts-de-France,2026-05-07 08:32:00,VALIDE
VAL-000787,USG-02726,87611004,Toulouse Matabiau,Métro 1,Ligne 1 La Défense - Château de Vincennes,31,Occitanie,2026-05-28 17:22:00,VALIDE
VAL-000788,USG-01452,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-09-29 07:38:00,VALIDE
VAL-000789,USG-01016,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-09-22 07:51:00,VALIDE
VAL-000790,USG-00512,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-07-19 17:25:00,VALIDE
VAL-000791,USG-02850,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-09-29 07:50:00,CORRESPONDANCE
VAL-000792,USG-00098,87756054,Nice Ville,TER,Ligne Régionale TER,06,Provence-Alpes-Côte d'Azur,2026-08-06 17:36:00,VALIDE
VAL-000793,USG-00351,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-07-29 17:43:00,VALIDE
VAL-000794,USG-01062,87722023,Lyon Part-Dieu,TGV InOui,Ligne Grande Vitesse East,69,Auvergne-Rhône-Alpes,2026-05-12 17:43:00,VALIDE
VAL-000795,USG-02536,87611004,Toulouse Matabiau,Métro 1,Ligne 1 La Défense - Château de Vincennes,31,Occitanie,2026-05-31 18:16:00,VALIDE
VAL-000796,USG-00624,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-09-18 07:32:00,VALIDE
VAL-000797,USG-00774,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-09-07 17:13:00,VALIDE
VAL-000798,USG-02963,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-09-17 07:24:00,VALIDE
VAL-000799,USG-00946,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-07-25 08:36:00,VALIDE
VAL-000800,USG-00890,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-08-16 08:00:00,VALIDE
VAL-000801,USG-00347,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-06-04 08:54:00,VALIDE
VAL-000802,USG-00068,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-05-23 07:19:00,VALIDE
VAL-000803,USG-02016,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-07-04 17:06:00,VALIDE
VAL-000804,USG-00942,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-08-09 17:12:00,VALIDE
VAL-000805,USG-02870,87212027,Strasbourg Ville,TER,Ligne Régionale TER,67,Grand Est,2026-05-17 08:53:00,VALIDE
VAL-000806,USG-02493,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-06-21 08:37:00,REFUSE_SOLDE
VAL-000807,USG-01442,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-08-15 18:20:00,VALIDE
VAL-000808,USG-02038,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-06-27 07:49:00,CORRESPONDANCE
VAL-000809,USG-01231,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-10-06 08:46:00,VALIDE
VAL-000810,USG-01296,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-08-31 08:38:00,VALIDE
VAL-000811,USG-01425,87611004,Toulouse Matabiau,RER A,Axe RER A Charles de Gaulle - Étoile,31,Occitanie,2026-08-17 18:39:00,VALIDE
VAL-000812,USG-02108,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-09-27 18:20:00,VALIDE
VAL-000813,USG-00285,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-09-17 07:35:00,VALIDE
VAL-000814,USG-00345,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-08-06 17:34:00,VALIDE
VAL-000815,USG-00245,87611004,Toulouse Matabiau,RER A,Axe RER A Charles de Gaulle - Étoile,31,Occitanie,2026-09-20 07:47:00,VALIDE
VAL-000816,USG-01364,87581009,Bordeaux Saint-Jean,Métro 1,Ligne 1 La Défense - Château de Vincennes,33,Nouvelle-Aquitaine,2026-06-12 07:02:00,VALIDE
VAL-000817,USG-00738,87756054,Nice Ville,TER,Ligne Régionale TER,06,Provence-Alpes-Côte d'Azur,2026-08-18 08:38:00,VALIDE
VAL-000818,USG-01398,87686006,Paris Gare de Lyon,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-07-03 07:47:00,VALIDE
VAL-000819,USG-01847,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-10-18 07:20:00,CORRESPONDANCE
VAL-000820,USG-01324,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-07-18 18:35:00,VALIDE
VAL-000821,USG-00404,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-07-05 18:45:00,VALIDE
VAL-000822,USG-00864,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-08-02 18:10:00,VALIDE
VAL-000823,USG-02563,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-07-23 07:24:00,VALIDE
VAL-000824,USG-02604,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-06-12 08:25:00,VALIDE
VAL-000825,USG-01275,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-10-18 07:08:00,VALIDE
VAL-000826,USG-00150,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-08-24 17:19:00,VALIDE
VAL-000827,USG-01869,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-09-25 08:05:00,CORRESPONDANCE
VAL-000828,USG-00136,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-05-22 08:35:00,VALIDE
VAL-000829,USG-02254,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-08-18 07:37:00,VALIDE
VAL-000830,USG-02885,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-10-11 08:55:00,VALIDE
VAL-000831,USG-00062,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-07-06 07:17:00,VALIDE
VAL-000832,USG-02719,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-09-12 18:31:00,VALIDE
VAL-000833,USG-02643,87751006,Marseille Saint-Charles,TER,Ligne Régionale TER,13,Provence-Alpes-Côte d'Azur,2026-08-13 18:37:00,VALIDE
VAL-000834,USG-02180,87212027,Strasbourg Ville,TER,Ligne Régionale TER,67,Grand Est,2026-08-07 07:52:00,VALIDE
VAL-000835,USG-01793,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-06-08 17:43:00,VALIDE
VAL-000836,USG-02708,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-05-02 08:17:00,VALIDE
VAL-000837,USG-01483,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-09-22 17:31:00,VALIDE
VAL-000838,USG-01517,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-07-08 08:09:00,VALIDE
VAL-000839,USG-00652,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-05-14 08:38:00,VALIDE
VAL-000840,USG-01421,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-08-19 17:09:00,VALIDE
VAL-000841,USG-01935,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-07-15 07:02:00,VALIDE
VAL-000842,USG-02961,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-09-21 08:20:00,VALIDE
VAL-000843,USG-01250,87223263,Lille Flandres,Métro 1,Ligne 1 La Défense - Château de Vincennes,59,Hauts-de-France,2026-06-03 07:37:00,CORRESPONDANCE
VAL-000844,USG-00783,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-08-07 17:53:00,VALIDE
VAL-000845,USG-00513,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-07-25 17:03:00,VALIDE
VAL-000846,USG-02988,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-10-12 07:14:00,VALIDE
VAL-000847,USG-00785,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-05-03 08:37:00,VALIDE
VAL-000848,USG-02509,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-08-04 18:59:00,VALIDE
VAL-000849,USG-02030,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-08-16 17:34:00,VALIDE
VAL-000850,USG-01877,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-06-07 18:12:00,VALIDE
VAL-000851,USG-01917,87471003,Rennes,TER,Ligne Régionale TER,35,Bretagne,2026-10-07 07:22:00,CORRESPONDANCE
VAL-000852,USG-00210,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-07-30 17:00:00,VALIDE
VAL-000853,USG-00298,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-05-22 18:36:00,VALIDE
VAL-000854,USG-01116,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-10-20 07:15:00,VALIDE
VAL-000855,USG-01972,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-09-17 08:41:00,VALIDE
VAL-000856,USG-00484,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-07-13 18:57:00,VALIDE
VAL-000857,USG-02795,87751006,Marseille Saint-Charles,Métro 1,Ligne 1 La Défense - Château de Vincennes,13,Provence-Alpes-Côte d'Azur,2026-07-19 07:48:00,VALIDE
VAL-000858,USG-00107,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-10-23 08:47:00,VALIDE
VAL-000859,USG-00559,87686006,Paris Gare de Lyon,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-09-01 08:33:00,REFUSE_SOLDE
VAL-000860,USG-00234,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-05-31 18:55:00,VALIDE
VAL-000861,USG-01867,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-08-09 17:20:00,VALIDE
VAL-000862,USG-00599,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-07-19 07:18:00,VALIDE
VAL-000863,USG-02934,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-07-20 18:00:00,VALIDE
VAL-000864,USG-01861,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-08-29 17:43:00,VALIDE
VAL-000865,USG-02069,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-05-23 08:17:00,VALIDE
VAL-000866,USG-02619,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-07-28 07:05:00,VALIDE
VAL-000867,USG-02282,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-08-16 18:38:00,REFUSE_SOLDE
VAL-000868,USG-00458,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-07-22 07:14:00,VALIDE
VAL-000869,USG-02670,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-10-09 17:13:00,CORRESPONDANCE
VAL-000870,USG-02988,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-09-04 07:44:00,VALIDE
VAL-000871,USG-01526,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-08-10 07:49:00,VALIDE
VAL-000872,USG-00335,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-09-27 08:14:00,CORRESPONDANCE
VAL-000873,USG-02693,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-09-22 08:55:00,VALIDE
VAL-000874,USG-02933,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-08-20 07:19:00,VALIDE
VAL-000875,USG-01311,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-07-23 18:36:00,VALIDE
VAL-000876,USG-02883,87223263,Lille Flandres,TGV InOui,Ligne Grande Vitesse East,59,Hauts-de-France,2026-08-29 07:03:00,VALIDE
VAL-000877,USG-02462,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-10-13 07:01:00,VALIDE
VAL-000878,USG-00175,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-05-05 07:11:00,VALIDE
VAL-000879,USG-00284,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-07-13 08:33:00,VALIDE
VAL-000880,USG-00959,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-10-23 07:51:00,VALIDE
VAL-000881,USG-01902,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-05-07 08:29:00,VALIDE
VAL-000882,USG-01755,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-08-12 18:56:00,VALIDE
VAL-000883,USG-02431,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-08-08 18:28:00,VALIDE
VAL-000884,USG-00797,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-07-03 08:16:00,VALIDE
VAL-000885,USG-00976,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-06-21 17:29:00,VALIDE
VAL-000886,USG-00698,87756054,Nice Ville,TER,Ligne Régionale TER,06,Provence-Alpes-Côte d'Azur,2026-09-16 17:29:00,CORRESPONDANCE
VAL-000887,USG-02795,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-06-18 07:40:00,VALIDE
VAL-000888,USG-01829,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-06-09 08:28:00,VALIDE
VAL-000889,USG-00137,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-08-30 17:19:00,VALIDE
VAL-000890,USG-01206,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-10-16 08:53:00,VALIDE
VAL-000891,USG-01346,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-08-12 08:21:00,VALIDE
VAL-000892,USG-02041,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-10-25 18:53:00,VALIDE
VAL-000893,USG-01137,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-10-07 18:54:00,VALIDE
VAL-000894,USG-00260,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-05-17 07:32:00,CORRESPONDANCE
VAL-000895,USG-01965,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-06-10 17:04:00,VALIDE
VAL-000896,USG-01692,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-05-05 07:49:00,VALIDE
VAL-000897,USG-01745,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-05-04 17:15:00,VALIDE
VAL-000898,USG-02733,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-08-05 18:45:00,CORRESPONDANCE
VAL-000899,USG-01966,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-06-22 18:07:00,VALIDE
VAL-000900,USG-02497,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-08-06 07:57:00,VALIDE
VAL-000901,USG-02388,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-09-27 07:44:00,REFUSE_SOLDE
VAL-000902,USG-00035,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-10-11 07:07:00,VALIDE
VAL-000903,USG-01766,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-10-07 17:35:00,VALIDE
VAL-000904,USG-00209,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-06-07 07:33:00,VALIDE
VAL-000905,USG-01967,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-05-09 18:40:00,VALIDE
VAL-000906,USG-01561,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-10-20 17:36:00,VALIDE
VAL-000907,USG-01124,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-07-03 18:39:00,VALIDE
VAL-000908,USG-02606,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-06-15 18:31:00,VALIDE
VAL-000909,USG-02872,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-10-12 07:12:00,VALIDE
VAL-000910,USG-01464,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-05-10 08:50:00,VALIDE
VAL-000911,USG-02123,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-07-20 18:02:00,VALIDE
VAL-000912,USG-02126,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-07-24 18:45:00,VALIDE
VAL-000913,USG-01998,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-10-24 07:14:00,VALIDE
VAL-000914,USG-00710,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-05-03 17:16:00,VALIDE
VAL-000915,USG-01988,87391003,Paris Montparnasse,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-10-06 08:59:00,VALIDE
VAL-000916,USG-01709,87391003,Paris Montparnasse,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-07-07 17:03:00,VALIDE
VAL-000917,USG-02067,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-06-22 18:18:00,CORRESPONDANCE
VAL-000918,USG-00560,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-09-19 18:21:00,VALIDE
VAL-000919,USG-02230,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-05-20 17:15:00,REFUSE_SOLDE
VAL-000920,USG-01830,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-09-05 08:12:00,CORRESPONDANCE
VAL-000921,USG-01571,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-09-02 18:00:00,VALIDE
VAL-000922,USG-00689,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-09-13 17:17:00,CORRESPONDANCE
VAL-000923,USG-01906,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-09-30 08:13:00,VALIDE
VAL-000924,USG-01234,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-07-02 08:25:00,VALIDE
VAL-000925,USG-01712,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-07-13 07:16:00,VALIDE
VAL-000926,USG-02438,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-07-18 18:23:00,VALIDE
VAL-000927,USG-02437,87271007,Paris Gare du Nord,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-09-13 07:59:00,VALIDE
VAL-000928,USG-02008,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-07-27 08:24:00,VALIDE
VAL-000929,USG-01265,87722023,Lyon Part-Dieu,TGV InOui,Ligne Grande Vitesse East,69,Auvergne-Rhône-Alpes,2026-05-06 18:48:00,VALIDE
VAL-000930,USG-01148,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-05-08 08:42:00,VALIDE
VAL-000931,USG-00005,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-09-03 08:46:00,VALIDE
VAL-000932,USG-01267,87756054,Nice Ville,TER,Ligne Régionale TER,06,Provence-Alpes-Côte d'Azur,2026-10-12 08:33:00,VALIDE
VAL-000933,USG-00284,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-05-03 17:53:00,VALIDE
