code_uic_gare,nom_gare,code_postal,departement_code,region_nom,direction_regionale_sncf,total_voyageurs_2024,total_voyageurs_2023,total_voyageurs_2022
87723429,Bourgoin-Jallieu,38300,38,DRG AURA BFC,DRG AURA BFC,2123008,1947973,1846340
87313213,Boves,80440,80,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,19627,15539,16122
87747451,Brignoud,38190,38,DRG AURA BFC,DRG AURA BFC,349852,340306,310975
87415364,Brionne,27800,27,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,55766,30901,25360
87342105,Bully - Grenay,62160,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,141322,127427,121994
87345413,Cantin,59169,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,10043,14741,20021
87281139,Cassel,59670,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,155353,134927,115188
87141572,Ceintrey,54109,54,DRG GRAND EST,DRG GRAND EST,5693,4320,2568
87382655,Cergy le Haut,95800,95,DEX GIF,DEX GIF,7882317,7148098,7096311
87723452,Cessieu,38110,38,DRG AURA BFC,DRG AURA BFC,78017,63210,53457
87334490,Cesson-Sévigné,35510,35,DRG B-CVL-PDL,DRG B-CVL-PDL,207859,182461,166593
87725002,Chalon-sur-Saône,71100,71,DRG AURA BFC,DRG AURA BFC,1696120,1602704,1598581
87545152,Chamarande,91730,91,DEX GIF,DEX GIF,172061,156026,146618
87741009,Chambéry - Challes-les-Eaux,73010,73,DRG AURA BFC,DRG AURA BFC,5105918,4738346,4316253
87276113,Chantilly - Gouvieux,60500,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,2897119,2762384,2600290
87276162,Chaponval,95430,95,DEX GIF,DEX GIF,45128,40596,47276
87583443,Chasseneuil-sur-Bonnieure,16260,16,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,70,301,122
87597005,Châteauroux,36000,36,DRG B-CVL-PDL,DRG B-CVL-PDL,766220,734307,733059
87473140,Châtelaudren - Plouagat,22170,22,DRG B-CVL-PDL,DRG B-CVL-PDL,19615,18555,18476
87342220,Chocques,62920,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,2245,2510,2735
87746370,Cluses,74300,74,DRG AURA BFC,DRG AURA BFC,633653,581775,551956
87182014,Colmar,68000,68,DRG GRAND EST,DRG GRAND EST,4974388,4728720,4103990
87641415,Commentry,03600,03,DRG AURA BFC,DRG AURA BFC,109615,104766,101419
87144287,Contrexéville,88140,88,DRG GRAND EST,DRG GRAND EST,39624,40125,33195
87272286,Corcy,02600,02,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,2,30,3
87444232,Couliboeuf,14620,14,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,0,0,0
87672600,Croix du Prince,64000,64,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,9812,7338,5957
87721480,Dardilly Les Mouilles,69570,69,DRG AURA BFC,DRG AURA BFC,26429,20221,26156
87613174,Dégagnac,46340,46,DRG OCCITANIE SUD,DRG OCCITANIE SUD,580,555,382
87761841,Die,26150,26,DRG AURA BFC,DRG AURA BFC,89813,78396,67564
87337378,Dives-sur-Mer Port Guillaume,14160,14,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,3444,2906,3223
87478073,Dol-de-Bretagne,35120,35,DRG B-CVL-PDL,DRG B-CVL-PDL,654150,605945,543868
87545525,Dourdan,91410,91,DEX GIF,DEX GIF,922698,836709,786264
87784207,Elne,66200,66,DRG OCCITANIE SUD,DRG OCCITANIE SUD,88225,83129,76307
87681601,Essonnes Robinson,91100,91,DEX GIF,DEX GIF,276023,247438,232520
87722579,Estressin,38200,38,DRG AURA BFC,DRG AURA BFC,141367,118897,114242
87317065,Étaples - Le Touquet,62630,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,577831,524304,533197
87144642,Étival-Clairefontaine,88480,88,DRG GRAND EST,DRG GRAND EST,61702,59582,58524
87478552,Évron,53600,53,DRG B-CVL-PDL,DRG B-CVL-PDL,181007,167670,148718
87193516,Farébersviller,57450,57,DRG GRAND EST,DRG GRAND EST,2453,2560,1340
87597849,Felletin,23500,23,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,1700,882,383
87713586,Fontaines - Mercurey,71150,71,DRG AURA BFC,DRG AURA BFC,45462,44665,52096
87214734,Fouday,67130,67,DRG GRAND EST,DRG GRAND EST,17713,13105,11309
87415620,Gaillon - Aubevoye,27600,27,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,565793,628056,550836
87491225,Gauriaguet,33240,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,72537,70044,60009
87594325,Gignac - Cressensac,46600,46,DRG OCCITANIE SUD,DRG OCCITANIE SUD,1442,512,276
87415349,Glos - Montfort,27290,27,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,0,0,0
87474296,Guimiliau,29400,29,DRG B-CVL-PDL,DRG B-CVL-PDL,1877,946,909
87473207,Guingamp,22200,22,DRG B-CVL-PDL,DRG B-CVL-PDL,1070109,1050571,922076
87313114,Hangest-sur-Somme,80310,80,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,57553,48759,45553
87316398,Heilles - Mouchy,60250,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,4141,5133,5848
87316059,Heilly,80113,80,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,13785,12358,8233
87303875,Ingersheim - Cité Scolaire,68040,68,DRG GRAND EST,DRG GRAND EST,21650,9424,7020
87113845,Les Coquetiers,93250,93,DEX GIF,DEX GIF,1386734,1257508,1181755
87595736,Les Eyzies-de-Tayac-Sireuil,24620,24,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,19660,19771,18117
87345256,Libercourt,62820,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,964100,886480,774844
87223263,Lille Europe,59777,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,6642464,6721133,6056899
87184572,L'Isle-sur-le-Doubs,25250,25,DRG AURA BFC,DRG AURA BFC,132116,125662,123373
87286112,Loos lez Lille,59120,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,57811,47194,42385
87276253,Louvres,95380,95,DEX GIF,DEX GIF,2420732,1980516,1860250
87141481,Ludres,54710,54,DRG GRAND EST,DRG GRAND EST,30115,24159,21795
87191106,Maizières-lès-Metz,57210,57,DRG GRAND EST,DRG GRAND EST,341339,323371,266195
87733667,Mareil-Marly,78750,78,DEX GIF,DEX GIF,377465,295228,139813
87111849,Marne-la-Vallée Chessy,77700,77,ETAB GARES PARIS,ETAB GARES PARIS,4448487,4319252,4641120
87396580,Mayet,72360,72,DRG B-CVL-PDL,DRG B-CVL-PDL,29235,27067,23316
87444208,Mézidon-Canon,14270,14,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,359744,356499,318511
87783001,Millau,12100,12,DRG OCCITANIE SUD,DRG OCCITANIE SUD,38857,45133,38166
87611848,Montrabé,31850,31,DRG OCCITANIE SUD,DRG OCCITANIE SUD,46274,49370,45468
87313320,Moreuil,80110,80,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,246328,212537,188341
87184424,Morvillars,90120,90,DRG AURA BFC,DRG AURA BFC,13548,9622,9808
87182055,Mulhouse Dornach,68200,68,DRG GRAND EST,DRG GRAND EST,253994,234086,186927
87175067,Nançois - Tronville,55500,55,DRG GRAND EST,DRG GRAND EST,1216,1288,1191
87592444,Nantiat,87140,87,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,24186,19639,18794
87576454,Nérondes,18350,18,DRG B-CVL-PDL,DRG B-CVL-PDL,38605,33743,32042
87485300,Niort,79000,79,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,1394556,1482134,1320394
87684274,Nogent-sur-Vernisson,45290,45,DRG B-CVL-PDL,DRG B-CVL-PDL,89229,77468,67132
87276758,Nointel - Mours,95590,95,DEX GIF,DEX GIF,427226,387335,377139
87192435,Onville,54890,54,DRG GRAND EST,DRG GRAND EST,11644,12660,10059
87615146,Pomas,11250,11,DRG OCCITANIE SUD,DRG OCCITANIE SUD,1401,1016,1169
87594663,Pompadour,19410,19,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,2,474,1790
87444349,Pont-l'Évêque,14130,14,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,164885,143454,123946
87473520,Pont-Melvez,22390,22,DRG B-CVL-PDL,DRG B-CVL-PDL,4506,5285,6315
87144428,Pouxeux,88550,88,DRG GRAND EST,DRG GRAND EST,23203,24513,21986
87615260,Quillan,11500,11,DRG OCCITANIE SUD,DRG OCCITANIE SUD,37006,36728,35958
87476317,Quimperlé,29300,29,DRG B-CVL-PDL,DRG B-CVL-PDL,503306,446178,409857
87595223,Razac-sur-l'Isle,24430,24,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,45077,26425,9118
87295022,Recquignies,59245,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,2823,2332,1964
87144451,Remiremont,88200,88,DRG GRAND EST,DRG GRAND EST,360999,363176,319312
87313601,Rochy-Condé,60510,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,10598,10804,6234
87545210,Sainte-Geneviève-des-Bois,91700,91,DEX GIF,DEX GIF,3891084,3528463,3315717
87733675,Saint-Germain-en-Laye Bel-Air - Fourqueux,78100,78,DEX GIF,DEX GIF,882705,800369,378967
87485136,Saint-Laurent-de-la-Prée - Fouras,17450,17,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,47948,39834,39829
87595264,Saint-Léon-sur-l'Isle,24110,24,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,25578,23551,19074
87276105,Saint-Ouen-l'Aumône,95310,95,DEX GIF,DEX GIF,2052836,1860521,1826988
87354589,Saint-Sébastien Pas Enchantés,44230,44,DRG B-CVL-PDL,DRG B-CVL-PDL,53105,46149,36316
87746438,Sallanches - Combloux - Megève,74700,74,DRG AURA BFC,DRG AURA BFC,391614,366452,358306
87784157,Salses-le-Château,66600,66,DRG OCCITANIE SUD,DRG OCCITANIE SUD,39128,44852,39917
87586495,Sauveterre-la-Lémance,47500,47,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,1069,890,1446
87212159,Schwindratzheim,67270,67,DRG GRAND EST,DRG GRAND EST,100181,86652,79794
87784702,Serdinya,66360,66,DRG OCCITANIE SUD,DRG OCCITANIE SUD,336,330,418
87723791,Servas - Lent,01960,01,DRG AURA BFC,DRG AURA BFC,84262,72041,65465
87756825,Sospel,06380,06,DRG OCCITANIE SUD,DRG OCCITANIE SUD,54330,59023,45712
87212209,Steinbourg,67790,67,DRG GRAND EST,DRG GRAND EST,30170,25742,21947
87713099,Thenissey,21150,21,DRG AURA BFC,DRG AURA BFC,4804,3477,3923
87718544,Valdahon,25800,25,DRG AURA BFC,DRG AURA BFC,155474,209409,210288
87116079,Verneuil-l'Étang,77390,77,DEX GIF,DEX GIF,655014,593916,551528
87271783,Vierzy,02210,02,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,951,965,555
87413336,Virville - Manneville,76110,76,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,0,0,0
87193656,Wittring,57137,57,DRG GRAND EST,DRG GRAND EST,2,1362,1927
87481267,La Bernerie-en-Retz,44760,44,DRG B-CVL-PDL,DRG B-CVL-PDL,54839,55080,46940
87271304,La Courneuve - Aubervilliers,93120,93,DEX GIF,DEX GIF,16101629,14599726,11989659
87481689,La Croix de Méan,44600,44,DRG B-CVL-PDL,DRG B-CVL-PDL,10357,8675,5910
87313239,La Faloise,80250,80,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,16712,12440,10600
87691394,La Marche,58400,58,DRG AURA BFC,DRG AURA BFC,1164,1422,2320
87164798,La Plaine Stade de France - Saint-Denis - Aubervilliers,93200,93,DEX GIF,DEX GIF,14344392,13008410,13005557
87721548,La Tour-de-Salvagny,69890,69,DRG AURA BFC,DRG AURA BFC,180491,162914,166235
87673293,Labenne,40530,40,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,73876,62827,55399
87295642,Landrecies,59550,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,10654,12310,11225
87645135,Laroquebrou,15150,15,DRG AURA BFC,DRG AURA BFC,5725,4387,3741
87144162,Laveline-devant-Bruyères,88600,88,DRG GRAND EST,DRG GRAND EST,2963,4957,4885
87271395,Le Bourget,93350,93,DEX GIF,DEX GIF,23702564,21492495,18333290
87746883,Le Buet,74660,74,DRG AURA BFC,DRG AURA BFC,5451,3968,2857
87343210,Le Poirier Université,59125,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,89600,84969,84268
87746776,Les Pélerins,74400,74,DRG AURA BFC,DRG AURA BFC,6448,4693,4558
87781088,Leucate La Franqui,11370,11,DRG OCCITANIE SUD,DRG OCCITANIE SUD,116857,118543,107549
87613489,Lexos,82330,82,DRG OCCITANIE SUD,DRG OCCITANIE SUD,15501,16520,14578
87584052,Libourne,33500,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,1942950,1784433,1690650
87592022,Limoges Montjovis,87100,87,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,22269,18369,25342
87194274,Longuyon,54260,54,DRG GRAND EST,DRG GRAND EST,56255,56171,62734
87478511,Louverné,53950,53,DRG B-CVL-PDL,DRG B-CVL-PDL,44,915,909
87773408,Lunel,34400,34,DRG OCCITANIE SUD,DRG OCCITANIE SUD,863440,871702,754365
87575845,Lussac-les-Châteaux,86320,86,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,33668,29910,28000
87581199,Macau,33460,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,74794,67598,58233
87751321,Manosque - Gréoux-les-Bains,04100,04,DRG OCCITANIE SUD,DRG OCCITANIE SUD,131129,104623,89993
87611194,Marignac - Saint-Béat,31440,31,DRG OCCITANIE SUD,DRG OCCITANIE SUD,2238,2786,2436
87485334,Marigny,79360,79,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,13510,13441,11010
87382465,Marly-le-Roi,78160,78,DEX GIF,DEX GIF,2055687,1863939,1881402
87576728,Mennetou-sur-Cher,41320,41,DRG B-CVL-PDL,DRG B-CVL-PDL,3052,1639,1257
87611525,Mérens-les-Vals,09110,09,DRG OCCITANIE SUD,DRG OCCITANIE SUD,10813,8454,6957
87184408,Méroux,90400,90,DRG AURA BFC,DRG AURA BFC,72069,60663,50340
87213207,Mertzwiller,67580,67,DRG GRAND EST,DRG GRAND EST,151293,147944,141651
87192070,Metz Nord,57000,57,DRG GRAND EST,DRG GRAND EST,86236,64870,48453
87574137,Meung-sur-Loire,45130,45,DRG B-CVL-PDL,DRG B-CVL-PDL,466159,440380,395501
87775098,Milhaud,30540,30,DRG OCCITANIE SUD,DRG OCCITANIE SUD,3293,3176,3616
87586453,Monsempron-Libos,47500,47,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,47114,41002,37756
87338590,Monte-Carlo Country Club,06190,06,DRG OCCITANIE SUD,DRG OCCITANIE SUD,22425,16170,7624
87718106,Montferrand - Thoraise,25320,25,DRG AURA BFC,DRG AURA BFC,3554,4341,4199
87345306,Montigny-en-Ostrevent,59182,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,153647,144760,134172
87784793,Mont-Louis - La Cabanasse,66210,66,DRG OCCITANIE SUD,DRG OCCITANIE SUD,79888,90115,85238
87323675,Montluçon Rimard,03100,03,DRG AURA BFC,DRG AURA BFC,6617,10664,12871
87184275,Montreux-Vieux,68210,68,DRG GRAND EST,DRG GRAND EST,81491,82688,72246
87673103,Morcenx,40110,40,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,282478,265157,233950
87681403,Moulin Galant,91100,91,DEX GIF,DEX GIF,711450,556607,523046
87575167,Nerpuy,86630,86,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,10941,6961,6375
87686667,Paris Bercy Bourgogne - Pays d'Auvergne,75012,75,ETAB GARES PARIS,ETAB GARES PARIS,5504359,5073990,4764857
87745620,Perrignier,74550,74,DRG AURA BFC,DRG AURA BFC,117355,107608,85299
87759290,Picon Busserine,13014,13,DRG OCCITANIE SUD,DRG OCCITANIE SUD,20435,16162,14851
87172171,Poix-Terron,08430,08,DRG GRAND EST,DRG GRAND EST,115969,109534,100007
87474056,Pont-de-Buis,29590,29,DRG B-CVL-PDL,DRG B-CVL-PDL,51764,45895,35454
87313130,Pont-Remy,80580,80,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,25886,21237,15979
87485268,Prin-Deyrançon,79210,79,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,3135,2787,5100
87734053,Riom - Châtel-Guyon,63200,63,DRG AURA BFC,DRG AURA BFC,1318440,1192180,1058564
87571653,Rivarennes,37190,37,DRG B-CVL-PDL,DRG B-CVL-PDL,33467,24198,27365
87576025,Romorantin-Lanthenay,41200,41,DRG B-CVL-PDL,DRG B-CVL-PDL,98540,138084,208914
87728501,Saint-Fons,69190,69,DRG AURA BFC,DRG AURA BFC,156636,91800,79274
87611137,Saint-Gaudens,31800,31,DRG OCCITANIE SUD,DRG OCCITANIE SUD,344973,363672,282401
87584730,Saint-Loubès,33450,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,186164,158784,134418
87181016,Saint-Louis La Chaussée,68300,68,DRG GRAND EST,DRG GRAND EST,72702,68943,57948
87144683,Saint-Michel-sur-Meurthe,88470,88,DRG GRAND EST,DRG GRAND EST,1820,2937,2472
87296004,Saint-Quentin,02100,02,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,1435404,1319977,1207993
87673277,Saint-Vincent-de-Tyrosse,40230,40,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,282632,241982,214619
87214205,Scherwiller,67750,67,DRG GRAND EST,DRG GRAND EST,11410,12805,9614
87212365,Sessenheim,67770,67,DRG GRAND EST,DRG GRAND EST,101767,101239,89110
87271445,Sevran Beaudottes,93270,93,DEX GIF,DEX GIF,10250541,9294559,7249470
87411462,Sommery,76440,76,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,6399,8303,5838
87276261,Survilliers - Fosses,95470,95,DEX GIF,DEX GIF,2473723,1856300,1745412
87595124,Thiviers,24800,24,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,149541,125501,115906
87485151,Tonnay-Charente,17430,17,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,39220,31636,28272
87783456,Tournemire - Roquefort,12250,12,DRG OCCITANIE SUD,DRG OCCITANIE SUD,2271,1647,1100
87381806,Triel-sur-Seine,78510,78,DEX GIF,DEX GIF,798567,724079,771326
87191130,Uckange,57270,57,DRG GRAND EST,DRG GRAND EST,813782,743560,686225
87185009,Vesoul,70000,70,DRG AURA BFC,DRG AURA BFC,236846,223051,238617
87756361,Villefranche-sur-Mer,06230,06,DRG OCCITANIE SUD,DRG OCCITANIE SUD,726769,654801,503934
87182360,Walbach,68230,68,DRG GRAND EST,DRG GRAND EST,3197,3249,2522
87313759,Abancourt,60220,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,90965,77974,71517
87592311,Ambazac,87240,87,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,57718,44786,35478
87296566,Anizy - Pinon,02320,02,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,126609,116605,97130
87295055,Anor,59186,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,25016,21929,18987
87721324,Anse Halte,69480,69,DRG AURA BFC,DRG AURA BFC,527369,486744,468208
87342014,Arras,62000,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,4773655,4454183,3920113
87594465,Aubazines - Saint-Hilaire,19190,19,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,12449,10482,9738
87491233,Aubie - Saint-Antoine,33240,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,58449,57877,54573
87171579,Avenay,51160,51,DRG GRAND EST,DRG GRAND EST,38477,39109,31476
87381046,Avenue Henri Martin,75016,75,DEX GIF,DEX GIF,784358,711262,668376
87574442,Azay-sur-Cher,37270,37,DRG B-CVL-PDL,DRG B-CVL-PDL,20791,19583,22517
87684191,Bagneaux-sur-Loing,77167,77,DEX GIF,DEX GIF,127269,115295,24011
87411264,Barentin,76360,76,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,290059,309207,235049
87118299,Bar-sur-Aube,10200,10,DRG GRAND EST,DRG GRAND EST,111576,105605,85393
87191601,Basse-Ham,57110,57,DRG GRAND EST,DRG GRAND EST,890,1651,562
87300822,Belfort - Montbéliard TGV,90400,90,DRG AURA BFC,DRG AURA BFC,664494,668206,605331
87745000,Bellegarde-sur-Valserine,01200,01,DRG AURA BFC,DRG AURA BFC,1769256,1723382,1500251
87141424,Bertrichamps,54120,54,DRG GRAND EST,DRG GRAND EST,8497,5103,3487
87182709,Bollwiller,68540,68,DRG GRAND EST,DRG GRAND EST,396239,367349,303384
87726414,Bonson,42160,42,DRG AURA BFC,DRG AURA BFC,64689,60899,58831
87345389,Bouchain,59111,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,26813,27510,25412
87182659,Breitenbach,68380,68,DRG GRAND EST,DRG GRAND EST,34957,28551,28767
87473546,Callac,22160,22,DRG B-CVL-PDL,DRG B-CVL-PDL,37916,41523,40638
87757625,Cannes,06400,06,DRG OCCITANIE SUD,DRG OCCITANIE SUD,5622415,5392921,4487177
87473504,Carhaix-Plouguer,29270,29,DRG B-CVL-PDL,DRG B-CVL-PDL,64579,63836,59351
87743302,Ceyzériat,01250,01,DRG AURA BFC,DRG AURA BFC,8296,5776,5267
87713578,Chagny,71150,71,DRG AURA BFC,DRG AURA BFC,422474,374370,419221
87721530,Charbonnières-les-Bains,69260,69,DRG AURA BFC,DRG AURA BFC,276113,247616,252635
87574509,Cloyes-sur-le-Loir,28220,28,DRG B-CVL-PDL,DRG B-CVL-PDL,23546,21144,19900
87491449,Cognac,16100,16,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,190237,151834,158552
87713321,Collonges-lès-Premières,21110,21,DRG AURA BFC,DRG AURA BFC,49759,41346,43636
87276691,Compiègne,60200,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,2804320,2537416,2341622
87381459,Conflans Fin d'Oise,78700,78,DEX GIF,DEX GIF,7385500,6697282,6673880
87681007,Corbeil-Essonnes,91100,91,DEX GIF,DEX GIF,11896397,8651118,8129611
87696617,Corbigny,58800,58,DRG AURA BFC,DRG AURA BFC,9165,8597,8237
87116731,Couilly - Saint-Germain - Quincy,77860,77,DEX GIF,DEX GIF,121776,110417,84535
87184440,Delle,90100,90,DRG AURA BFC,DRG AURA BFC,80841,32269,31341
87694695,Digoin,71160,71,DRG AURA BFC,DRG AURA BFC,29838,28459,31506
87271403,Drancy,93700,93,DEX GIF,DEX GIF,9869635,8948970,7412637
87641449,Durtol - Nohanent,63830,63,DRG AURA BFC,DRG AURA BFC,3209,1060,984
87697292,Épinay-sur-Seine T11,93800,93,nan,nan,4699683,0,0
87281113,Esquelbecq,59470,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,174321,158634,149425
87313387,Estrées-Saint-Denis,60190,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,75710,64751,57584
87413328,Étainhus - Saint-Romain,76430,76,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,60792,73535,55420
87545145,Étréchy,91580,91,DEX GIF,DEX GIF,669705,607296,570676
87342527,Farbus,62580,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,565,614,1070
87726877,Feurs,42110,42,DRG AURA BFC,DRG AURA BFC,186650,174287,172283
87413377,Foucart - Alvimare,76640,76,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,7603,7705,6551
87486316,Fougeré,85480,85,DRG B-CVL-PDL,DRG B-CVL-PDL,1548,1383,1808
87773556,Frontignan,34110,34,DRG OCCITANIE SUD,DRG OCCITANIE SUD,466843,476785,432281
87694653,Génelard,71420,71,DRG AURA BFC,DRG AURA BFC,14966,13881,19122
87611772,Gimont Cahuzac,32200,32,DRG OCCITANIE SUD,DRG OCCITANIE SUD,65166,71082,59368
87172130,Givet,08600,08,DRG GRAND EST,DRG GRAND EST,145155,146457,104593
87681353,Grand Bourg,91000,91,DEX GIF,DEX GIF,373677,265786,249760
87681379,Grigny Centre,91350,91,DEX GIF,DEX GIF,6171646,6550029,6155100
87313494,Ham,80400,80,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,203396,181300,175319
87317222,Hesdin,62140,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,66354,57469,45253
87393033,Invalides,75007,75,DEX GIF,DEX GIF,10764177,9761032,9172483
87471334,Janzé,35150,35,DRG B-CVL-PDL,DRG B-CVL-PDL,261077,253271,215585
87171314,Jonchery-sur-Vesle,51140,51,DRG GRAND EST,DRG GRAND EST,141140,141386,122546
87775171,La Bastide - Saint-Laurent-les-Bains,48250,48,DRG OCCITANIE SUD,DRG OCCITANIE SUD,30347,30028,26451
87641464,La Bourboule,63150,63,DRG AURA BFC,DRG AURA BFC,0,52,12072
87382218,La Défense,92800,92,DEX GIF,DEX GIF,31729688,28148302,35649320
87478156,La Hisse,22100,22,DRG B-CVL-PDL,DRG B-CVL-PDL,787,724,1143
87746842,La Joux,74400,74,DRG AURA BFC,DRG AURA BFC,738,776,494
87286187,La Madeleine,59110,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,27897,19529,18027
87641290,La Miouze - Rochefort,63310,63,DRG AURA BFC,DRG AURA BFC,0,0,1
87753574,La Redonne Ensuès,13820,13,DRG OCCITANIE SUD,DRG OCCITANIE SUD,81953,64027,62581
87394403,La Taye,28110,28,DRG B-CVL-PDL,DRG B-CVL-PDL,7984,8898,13116
87116319,Lagny - Thorigny,77400,77,DEX GIF,DEX GIF,3857632,3498118,3156126
87611855,Lamagistère,82360,82,DRG OCCITANIE SUD,DRG OCCITANIE SUD,29911,24414,22403
87473850,Lancerf,22860,22,DRG B-CVL-PDL,DRG B-CVL-PDL,815,908,964
87271551,Le Plessis-Belleville,60330,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,845261,784687,727692
87741439,Lépin-le-Lac - La Bauche,73610,73,DRG AURA BFC,DRG AURA BFC,104659,91097,78670
87741496,Les Abrets - Fitilieu,38490,38,DRG AURA BFC,DRG AURA BFC,5208,4674,4918
87543017,Les Aubrais,45400,45,DRG B-CVL-PDL,DRG B-CVL-PDL,1537304,1332373,1286538
87141069,Liverdun,54460,54,DRG GRAND EST,DRG GRAND EST,44299,39115,35166
87394015,Lucé,28110,28,DRG B-CVL-PDL,DRG B-CVL-PDL,12934,11847,16305
87641365,Magnette,03260,03,DRG AURA BFC,DRG AURA BFC,1176,917,950
87582445,Marcheprime,33380,33,DRG NLLE AQUITAINE,DRG NLLE AQUITAINE,570242,568206,524066
87342188,Maroeuil,62161,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,10955,8403,4074
87751081,Marseille Blancarde,13004,13,DRG OCCITANIE SUD,DRG OCCITANIE SUD,741837,691530,663750
87345272,Meurchin,62410,62,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,44947,47118,46325
87287128,Mont de Terre,59000,59,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,584,532,185
87382879,Montreuil,78000,78,DEX GIF,DEX GIF,2207745,2001814,2010237
87411801,Montville,76710,76,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,147206,170616,144073
87313577,Mouy - Bury,60250,60,DRG HDF-NORMANDIE,DRG HDF-NORMANDIE,227429,204405,189546
87171298,Muizon,51140,51,DRG GRAND EST,DRG GRAND EST,140142,132055,116235
