id_installation,commune,code_departement,nom_region,filiere_energie,puissance_installee_kw,production_journaliere_mwh,taux_injection_reseau_pct
PROD-ENEDIS-00500,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,776.8,3523.3,92.7
PROD-ENEDIS-00501,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,5758.5,22039.4,93.7
PROD-ENEDIS-00502,Paris,75 - Paris,Île-de-France,Éolien Terrestre,6627.1,57960.9,86.1
PROD-ENEDIS-00503,Marseille,75 - Paris,Île-de-France,Éolien Terrestre,2590.9,13722.1,93.2
PROD-ENEDIS-00504,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4646.5,32682.1,99.8
PROD-ENEDIS-00505,Courbevoie,75 - Paris,Île-de-France,Biomasse / Biogaz,4351.9,24757.4,96.6
PROD-ENEDIS-00506,Paris,75 - Paris,Île-de-France,Hydraulique,3407.2,23403.8,98.3
PROD-ENEDIS-00507,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,2566.7,9973.8,87.8
PROD-ENEDIS-00508,Mercuès,75 - Paris,Île-de-France,Solaire Photovoltaïque,6618.7,42263.1,86.5
PROD-ENEDIS-00509,Beaune,75 - Paris,Île-de-France,Éolien Terrestre,1419.6,5864.5,95.9
PROD-ENEDIS-00510,Peyrabout,75 - Paris,Île-de-France,Solaire Photovoltaïque,1923.3,18810.7,95.6
PROD-ENEDIS-00511,École-Valentin,75 - Paris,Île-de-France,Solaire Photovoltaïque,1857.8,9933.3,88.1
PROD-ENEDIS-00512,Augny,75 - Paris,Île-de-France,Biomasse / Biogaz,7031.5,55469.2,96.6
PROD-ENEDIS-00513,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,908.3,8036.0,90.6
PROD-ENEDIS-00514,Le Mans,75 - Paris,Île-de-France,Solaire Photovoltaïque,5077.3,33534.6,99.4
PROD-ENEDIS-00515,Carcassonne,75 - Paris,Île-de-France,Éolien Terrestre,7339.2,43008.8,89.1
PROD-ENEDIS-00516,Paris,75 - Paris,Île-de-France,Éolien Terrestre,8450.9,67543.7,94.2
PROD-ENEDIS-00517,Paris,75 - Paris,Île-de-France,Hydraulique,2380.6,18130.6,98.5
PROD-ENEDIS-00518,Paris,75 - Paris,Île-de-France,Hydraulique,2872.2,10370.2,86.3
PROD-ENEDIS-00519,Val-de-Sos,75 - Paris,Île-de-France,Hydraulique,1565.8,14308.0,86.2
PROD-ENEDIS-00520,Templeuve-en-Pévèle,75 - Paris,Île-de-France,Hydraulique,75.5,416.4,94.8
PROD-ENEDIS-00521,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,4648.7,32335.6,86.6
PROD-ENEDIS-00522,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,4351.8,28613.1,96.5
PROD-ENEDIS-00523,Paris,75 - Paris,Île-de-France,Hydraulique,6837.8,55013.7,89.7
PROD-ENEDIS-00524,Paris,75 - Paris,Île-de-France,Hydraulique,2741.3,21428.3,92.8
PROD-ENEDIS-00525,Brest,75 - Paris,Île-de-France,Éolien Terrestre,3619.9,26349.8,92.8
PROD-ENEDIS-00526,Paris,75 - Paris,Île-de-France,Éolien Terrestre,5801.0,23477.5,94.0
PROD-ENEDIS-00527,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,5472.7,31948.5,90.4
PROD-ENEDIS-00528,Paris,75 - Paris,Île-de-France,Éolien Terrestre,1650.3,11385.0,97.0
PROD-ENEDIS-00529,Toucy,75 - Paris,Île-de-France,Éolien Terrestre,4397.6,25069.3,94.1
PROD-ENEDIS-00530,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,8142.5,44397.7,97.3
PROD-ENEDIS-00531,Langueux,75 - Paris,Île-de-France,Hydraulique,4355.2,27094.4,93.9
PROD-ENEDIS-00532,Caumont,75 - Paris,Île-de-France,Biomasse / Biogaz,6754.8,37737.6,98.6
PROD-ENEDIS-00533,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7884.0,73503.1,86.9
PROD-ENEDIS-00534,Privas,75 - Paris,Île-de-France,Biomasse / Biogaz,7650.3,41851.6,90.8
PROD-ENEDIS-00535,Paris,75 - Paris,Île-de-France,Éolien Terrestre,3317.1,29928.2,96.6
PROD-ENEDIS-00536,Loches,75 - Paris,Île-de-France,Biomasse / Biogaz,6689.3,44715.7,94.1
PROD-ENEDIS-00537,Paris,75 - Paris,Île-de-France,Éolien Terrestre,7161.0,26144.8,85.4
PROD-ENEDIS-00538,Chevilly-Larue,75 - Paris,Île-de-France,Biomasse / Biogaz,1294.8,9946.8,86.9
PROD-ENEDIS-00539,Saint-Jouan-des-Guérets,75 - Paris,Île-de-France,Éolien Terrestre,8359.8,68047.1,96.3
PROD-ENEDIS-00540,Puteaux,75 - Paris,Île-de-France,Biomasse / Biogaz,4158.6,23617.8,92.0
PROD-ENEDIS-00541,Sancé,75 - Paris,Île-de-France,Éolien Terrestre,2933.8,17421.7,96.5
PROD-ENEDIS-00542,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,8251.8,73982.3,96.5
PROD-ENEDIS-00543,Chagny,75 - Paris,Île-de-France,Biomasse / Biogaz,766.6,4711.1,87.0
PROD-ENEDIS-00544,Paris,75 - Paris,Île-de-France,Éolien Terrestre,753.3,3048.7,90.8
PROD-ENEDIS-00545,Paris,75 - Paris,Île-de-France,Éolien Terrestre,1767.7,12680.2,98.2
PROD-ENEDIS-00546,Guînes,75 - Paris,Île-de-France,Éolien Terrestre,749.3,2805.7,87.3
PROD-ENEDIS-00547,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,1807.9,17406.1,89.2
PROD-ENEDIS-00548,Courbevoie,75 - Paris,Île-de-France,Hydraulique,7517.4,49118.2,86.7
PROD-ENEDIS-00549,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4004.6,33850.1,96.2
PROD-ENEDIS-00550,Paris,75 - Paris,Île-de-France,Éolien Terrestre,1497.2,10461.4,92.8
PROD-ENEDIS-00551,Rohrbach-lès-Bitche,75 - Paris,Île-de-France,Hydraulique,3503.9,20088.4,95.8
PROD-ENEDIS-00552,Paris,75 - Paris,Île-de-France,Éolien Terrestre,1827.2,17581.0,93.1
PROD-ENEDIS-00553,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7715.6,69712.9,94.0
PROD-ENEDIS-00554,Paris,75 - Paris,Île-de-France,Éolien Terrestre,593.9,2233.2,86.3
PROD-ENEDIS-00555,Valbonne,75 - Paris,Île-de-France,Biomasse / Biogaz,2102.1,8199.2,99.5
PROD-ENEDIS-00556,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4267.9,19865.6,97.7
PROD-ENEDIS-00557,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,4005.2,18689.1,98.9
PROD-ENEDIS-00558,Marennes-Hiers-Brouage,75 - Paris,Île-de-France,Biomasse / Biogaz,4590.1,21734.6,99.3
PROD-ENEDIS-00559,Wambrechies,75 - Paris,Île-de-France,Hydraulique,1064.1,8359.1,92.9
PROD-ENEDIS-00560,Essouvert,75 - Paris,Île-de-France,Biomasse / Biogaz,6625.0,63061.5,85.7
PROD-ENEDIS-00561,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4348.5,34007.5,90.9
PROD-ENEDIS-00562,Warcq,75 - Paris,Île-de-France,Hydraulique,4233.1,24066.7,92.8
PROD-ENEDIS-00563,Villebarou,75 - Paris,Île-de-France,Solaire Photovoltaïque,8143.5,59988.5,96.9
PROD-ENEDIS-00564,Tain-l'Hermitage,75 - Paris,Île-de-France,Éolien Terrestre,1890.3,14416.1,93.3
PROD-ENEDIS-00565,Le Thillot,75 - Paris,Île-de-France,Hydraulique,7705.0,29225.3,87.9
PROD-ENEDIS-00566,Paris,75 - Paris,Île-de-France,Éolien Terrestre,8228.4,74067.1,95.7
PROD-ENEDIS-00567,Pont-Sainte-Marie,75 - Paris,Île-de-France,Biomasse / Biogaz,2807.8,13764.1,92.3
PROD-ENEDIS-00568,Paris,75 - Paris,Île-de-France,Hydraulique,3214.9,30622.7,98.8
PROD-ENEDIS-00569,Régny,75 - Paris,Île-de-France,Éolien Terrestre,8377.1,32854.2,98.8
PROD-ENEDIS-00570,Chambéry,75 - Paris,Île-de-France,Solaire Photovoltaïque,5620.0,41550.4,99.1
PROD-ENEDIS-00571,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7603.3,39047.1,88.2
PROD-ENEDIS-00572,Annecy,75 - Paris,Île-de-France,Hydraulique,6894.2,40344.1,99.1
PROD-ENEDIS-00573,Carcassonne,75 - Paris,Île-de-France,Éolien Terrestre,7053.9,64321.2,97.5
PROD-ENEDIS-00574,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,4855.4,31316.8,95.7
PROD-ENEDIS-00575,Paris,75 - Paris,Île-de-France,Hydraulique,7601.2,39583.0,90.8
PROD-ENEDIS-00576,Taillecourt,75 - Paris,Île-de-France,Solaire Photovoltaïque,1834.8,13709.7,91.9
PROD-ENEDIS-00577,Niort,75 - Paris,Île-de-France,Solaire Photovoltaïque,5562.6,44035.2,96.1
PROD-ENEDIS-00578,Chambéry,75 - Paris,Île-de-France,Biomasse / Biogaz,6276.6,54075.6,92.1
PROD-ENEDIS-00579,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,2873.4,21089.3,99.3
PROD-ENEDIS-00580,Paris,75 - Paris,Île-de-France,Hydraulique,3433.5,32984.3,91.7
PROD-ENEDIS-00581,La Bastide-de-Sérou,75 - Paris,Île-de-France,Biomasse / Biogaz,5693.5,38305.7,93.0
PROD-ENEDIS-00582,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,4113.0,37311.0,97.8
PROD-ENEDIS-00583,Sélestat,75 - Paris,Île-de-France,Hydraulique,2061.1,19104.1,99.7
PROD-ENEDIS-00584,Paris,75 - Paris,Île-de-France,Hydraulique,2988.3,28498.6,85.6
PROD-ENEDIS-00585,Paris,75 - Paris,Île-de-France,Hydraulique,637.0,3935.7,93.4
PROD-ENEDIS-00586,Cherbourg-en-Cotentin,75 - Paris,Île-de-France,Biomasse / Biogaz,1184.6,8928.9,90.8
PROD-ENEDIS-00587,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,1888.4,17775.6,92.3
PROD-ENEDIS-00588,Saint-Genis-Laval,75 - Paris,Île-de-France,Biomasse / Biogaz,8381.6,54295.4,88.7
PROD-ENEDIS-00589,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,5872.3,58141.3,89.2
PROD-ENEDIS-00590,Montceau-les-Mines,75 - Paris,Île-de-France,Biomasse / Biogaz,5061.5,50252.6,88.9
PROD-ENEDIS-00591,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,7430.9,72087.1,92.7
PROD-ENEDIS-00592,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6603.6,63149.2,86.5
PROD-ENEDIS-00593,Loupian,75 - Paris,Île-de-France,Hydraulique,6106.2,37507.8,91.0
PROD-ENEDIS-00594,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,2056.8,18530.9,98.6
PROD-ENEDIS-00595,Paris,75 - Paris,Île-de-France,Hydraulique,5683.1,22003.0,86.0
PROD-ENEDIS-00596,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,6787.6,56947.6,87.7
PROD-ENEDIS-00597,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4375.9,42691.3,95.9
PROD-ENEDIS-00598,Paris,75 - Paris,Île-de-France,Éolien Terrestre,3905.6,35527.4,95.9
PROD-ENEDIS-00599,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,4262.2,35008.0,87.6
PROD-ENEDIS-00600,Bourg-Achard,75 - Paris,Île-de-France,Biomasse / Biogaz,2961.7,24333.9,89.4
PROD-ENEDIS-00601,Marquette-lez-Lille,75 - Paris,Île-de-France,Biomasse / Biogaz,2750.2,16235.0,98.9
PROD-ENEDIS-00602,La Madeleine-de-Nonancourt,75 - Paris,Île-de-France,Éolien Terrestre,4938.9,34603.9,89.3
PROD-ENEDIS-00603,Paris,75 - Paris,Île-de-France,Éolien Terrestre,3523.0,22000.3,94.9
PROD-ENEDIS-00604,Nice,75 - Paris,Île-de-France,Biomasse / Biogaz,2605.6,21635.2,88.8
PROD-ENEDIS-00605,Sierentz,75 - Paris,Île-de-France,Biomasse / Biogaz,3145.7,22516.0,92.5
PROD-ENEDIS-00606,Pont-l'Abbé,75 - Paris,Île-de-France,Hydraulique,4074.8,34836.7,99.1
PROD-ENEDIS-00607,Saint-Grégoire,75 - Paris,Île-de-France,Biomasse / Biogaz,5146.7,40821.3,92.2
PROD-ENEDIS-00608,Saint-Pierre-d'Irube,75 - Paris,Île-de-France,Hydraulique,420.5,3239.5,90.2
PROD-ENEDIS-00609,Allonne,75 - Paris,Île-de-France,Éolien Terrestre,5544.8,27864.0,94.6
PROD-ENEDIS-00610,Cambrai,75 - Paris,Île-de-France,Biomasse / Biogaz,988.0,9732.6,87.7
PROD-ENEDIS-00611,Aragnouet,75 - Paris,Île-de-France,Éolien Terrestre,522.3,2197.2,99.1
PROD-ENEDIS-00612,Balaruc-le-Vieux,75 - Paris,Île-de-France,Éolien Terrestre,6574.9,32455.2,94.2
PROD-ENEDIS-00613,Paris,75 - Paris,Île-de-France,Hydraulique,350.7,1690.4,97.9
PROD-ENEDIS-00614,Bourges,75 - Paris,Île-de-France,Biomasse / Biogaz,324.5,1876.3,88.9
PROD-ENEDIS-00615,Die,75 - Paris,Île-de-France,Biomasse / Biogaz,7839.3,76736.5,87.3
PROD-ENEDIS-00616,Bitche,75 - Paris,Île-de-France,Solaire Photovoltaïque,3041.2,22352.0,87.6
PROD-ENEDIS-00617,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,3691.9,21012.3,97.0
PROD-ENEDIS-00618,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,3406.5,27713.2,92.3
PROD-ENEDIS-00619,Fleurbaix,75 - Paris,Île-de-France,Éolien Terrestre,7011.1,59373.3,86.3
PROD-ENEDIS-00620,Antibes,75 - Paris,Île-de-France,Éolien Terrestre,8287.3,39738.5,91.8
PROD-ENEDIS-00621,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,1893.9,12862.4,90.4
PROD-ENEDIS-00622,Courbevoie,75 - Paris,Île-de-France,Biomasse / Biogaz,5398.2,24370.0,97.7
PROD-ENEDIS-00623,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,640.9,5509.7,88.7
PROD-ENEDIS-00624,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,3005.5,12743.0,98.9
PROD-ENEDIS-00625,Villenave-d'Ornon,75 - Paris,Île-de-France,Solaire Photovoltaïque,988.4,6629.3,89.6
PROD-ENEDIS-00626,Paris,75 - Paris,Île-de-France,Hydraulique,4262.3,42474.3,98.6
PROD-ENEDIS-00627,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,7276.4,70934.2,90.8
PROD-ENEDIS-00628,Le Grand-Quevilly,75 - Paris,Île-de-France,Biomasse / Biogaz,809.8,7695.2,85.5
PROD-ENEDIS-00629,Arcueil,75 - Paris,Île-de-France,Biomasse / Biogaz,2140.0,18778.2,99.6
PROD-ENEDIS-00630,Paris,75 - Paris,Île-de-France,Hydraulique,4360.9,27083.6,95.3
PROD-ENEDIS-00631,Saint-Jean-de-Monts,75 - Paris,Île-de-France,Solaire Photovoltaïque,740.7,3243.5,90.9
PROD-ENEDIS-00632,Paris,75 - Paris,Île-de-France,Éolien Terrestre,3457.9,34204.9,92.6
PROD-ENEDIS-00633,Paris,75 - Paris,Île-de-France,Hydraulique,333.9,1971.3,90.2
PROD-ENEDIS-00634,Bazoches-sur-le-Betz,75 - Paris,Île-de-France,Éolien Terrestre,3987.7,38679.6,93.4
PROD-ENEDIS-00635,Haubourdin,75 - Paris,Île-de-France,Solaire Photovoltaïque,6558.0,41519.7,85.4
PROD-ENEDIS-00636,Saint-Brieuc,75 - Paris,Île-de-France,Biomasse / Biogaz,6330.3,53684.4,85.4
PROD-ENEDIS-00637,Le Creusot,75 - Paris,Île-de-France,Solaire Photovoltaïque,5995.4,39539.8,85.1
PROD-ENEDIS-00638,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,6151.1,55426.6,90.6
PROD-ENEDIS-00639,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,1464.9,11557.4,94.8
PROD-ENEDIS-00640,Toulon,75 - Paris,Île-de-France,Éolien Terrestre,1097.5,8276.3,99.0
PROD-ENEDIS-00641,Paris,75 - Paris,Île-de-France,Hydraulique,3917.4,21256.0,96.4
PROD-ENEDIS-00642,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,3420.3,18047.9,98.6
PROD-ENEDIS-00643,Lesquin,75 - Paris,Île-de-France,Biomasse / Biogaz,3167.9,29713.8,96.1
PROD-ENEDIS-00644,Paris,75 - Paris,Île-de-France,Hydraulique,7414.7,44708.3,90.9
PROD-ENEDIS-00645,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,808.7,6353.7,85.0
PROD-ENEDIS-00646,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,4613.6,44795.9,90.0
PROD-ENEDIS-00647,Paris,75 - Paris,Île-de-France,Éolien Terrestre,3369.5,26703.5,87.8
PROD-ENEDIS-00648,Paris,75 - Paris,Île-de-France,Hydraulique,7181.8,67398.0,94.9
PROD-ENEDIS-00649,Paris,75 - Paris,Île-de-France,Hydraulique,1559.8,9500.8,90.5
PROD-ENEDIS-00650,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,1532.0,11086.6,88.7
PROD-ENEDIS-00651,Arras,75 - Paris,Île-de-France,Biomasse / Biogaz,1525.1,6477.3,92.5
PROD-ENEDIS-00652,Auchy-les-Mines,75 - Paris,Île-de-France,Solaire Photovoltaïque,4865.1,19683.8,85.9
PROD-ENEDIS-00653,Paris,75 - Paris,Île-de-France,Éolien Terrestre,3835.4,34990.5,100.0
PROD-ENEDIS-00654,Bellerive-sur-Allier,75 - Paris,Île-de-France,Biomasse / Biogaz,4027.4,36528.2,88.1
PROD-ENEDIS-00655,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,803.0,5005.7,86.6
PROD-ENEDIS-00656,Paris,75 - Paris,Île-de-France,Hydraulique,170.4,670.8,98.9
PROD-ENEDIS-00657,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,8407.9,75218.2,92.6
PROD-ENEDIS-00658,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7383.1,58029.4,88.3
PROD-ENEDIS-00659,Les Essarts-le-Roi,75 - Paris,Île-de-France,Biomasse / Biogaz,4971.7,48808.2,89.0
PROD-ENEDIS-00660,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,8201.9,80081.4,93.3
PROD-ENEDIS-00661,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,660.7,2462.3,96.2
PROD-ENEDIS-00662,Paris,75 - Paris,Île-de-France,Hydraulique,511.4,2999.4,95.8
PROD-ENEDIS-00663,Paris,75 - Paris,Île-de-France,Éolien Terrestre,5632.6,50716.1,97.1
PROD-ENEDIS-00664,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,3230.6,16347.9,94.5
PROD-ENEDIS-00665,La Roque-d'Anthéron,75 - Paris,Île-de-France,Éolien Terrestre,7501.0,37709.3,86.4
PROD-ENEDIS-00666,La Baule-Escoublac,75 - Paris,Île-de-France,Éolien Terrestre,6983.6,52110.2,94.3
PROD-ENEDIS-00667,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,284.2,1114.1,94.4
PROD-ENEDIS-00668,Halluin,75 - Paris,Île-de-France,Éolien Terrestre,7718.0,35302.5,90.0
PROD-ENEDIS-00669,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,5818.3,46043.4,99.0
PROD-ENEDIS-00670,Bois-d'Arcy,75 - Paris,Île-de-France,Biomasse / Biogaz,5658.4,45646.2,94.9
PROD-ENEDIS-00671,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,1575.8,10511.7,93.9
PROD-ENEDIS-00672,Ballainvilliers,75 - Paris,Île-de-France,Hydraulique,3036.7,30357.1,90.1
PROD-ENEDIS-00673,Chartres,75 - Paris,Île-de-France,Solaire Photovoltaïque,1731.1,8813.6,93.4
PROD-ENEDIS-00674,Paris,75 - Paris,Île-de-France,Éolien Terrestre,8179.2,50411.7,96.2
PROD-ENEDIS-00675,Lure,75 - Paris,Île-de-France,Hydraulique,6494.9,29286.7,97.4
PROD-ENEDIS-00676,Paris,75 - Paris,Île-de-France,Éolien Terrestre,5000.5,37239.9,86.7
PROD-ENEDIS-00677,Paris,75 - Paris,Île-de-France,Éolien Terrestre,4521.4,27786.0,95.2
PROD-ENEDIS-00678,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,2897.9,19942.5,88.2
PROD-ENEDIS-00679,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,2170.7,10722.0,89.8
PROD-ENEDIS-00680,Courbevoie,75 - Paris,Île-de-France,Solaire Photovoltaïque,7703.9,56848.7,92.5
PROD-ENEDIS-00681,Azille,75 - Paris,Île-de-France,Hydraulique,7298.6,53646.6,94.6
PROD-ENEDIS-00682,Nîmes,75 - Paris,Île-de-France,Hydraulique,8476.6,64646.2,87.2
PROD-ENEDIS-00683,Roanne,75 - Paris,Île-de-France,Biomasse / Biogaz,6916.3,67795.9,86.2
PROD-ENEDIS-00684,Évian-les-Bains,75 - Paris,Île-de-France,Solaire Photovoltaïque,8214.7,39965.5,93.9
PROD-ENEDIS-00685,Vannes,75 - Paris,Île-de-France,Hydraulique,2641.4,19249.0,91.8
PROD-ENEDIS-00686,Joué-lès-Tours,75 - Paris,Île-de-France,Hydraulique,3298.6,16265.3,95.5
PROD-ENEDIS-00687,La Vraie-Croix,75 - Paris,Île-de-France,Biomasse / Biogaz,947.7,8684.4,89.8
PROD-ENEDIS-00688,Montauban,75 - Paris,Île-de-France,Biomasse / Biogaz,4720.7,27599.5,94.7
PROD-ENEDIS-00689,Paris,75 - Paris,Île-de-France,Hydraulique,1235.0,12047.0,88.4
PROD-ENEDIS-00690,Paris,75 - Paris,Île-de-France,Hydraulique,7509.9,74945.6,91.1
PROD-ENEDIS-00691,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,3121.0,29577.1,87.6
PROD-ENEDIS-00692,Mondeville,75 - Paris,Île-de-France,Biomasse / Biogaz,1041.5,5887.8,87.4
PROD-ENEDIS-00693,Blanzy,75 - Paris,Île-de-France,Biomasse / Biogaz,2384.2,19920.9,91.6
PROD-ENEDIS-00694,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,4236.6,28549.4,95.1
PROD-ENEDIS-00695,Domérat,75 - Paris,Île-de-France,Hydraulique,450.7,2959.2,87.7
PROD-ENEDIS-00696,Paris,75 - Paris,Île-de-France,Éolien Terrestre,1028.1,5621.7,95.4
PROD-ENEDIS-00697,Chécy,75 - Paris,Île-de-France,Hydraulique,8481.2,40706.5,85.5
PROD-ENEDIS-00698,Ajaccio,75 - Paris,Île-de-France,Biomasse / Biogaz,4103.1,26899.9,85.9
PROD-ENEDIS-00699,Le Mans,75 - Paris,Île-de-France,Éolien Terrestre,2367.7,14115.3,98.8
PROD-ENEDIS-00700,Bazas,75 - Paris,Île-de-France,Solaire Photovoltaïque,893.6,7535.0,99.3
PROD-ENEDIS-00701,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,1303.3,11734.8,99.4
PROD-ENEDIS-00702,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,480.6,4541.8,93.9
PROD-ENEDIS-00703,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,2400.8,18858.6,98.7
PROD-ENEDIS-00704,Saint-Jean-de-Luz,75 - Paris,Île-de-France,Éolien Terrestre,7699.3,47774.4,98.3
PROD-ENEDIS-00705,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,5987.5,32751.8,93.8
PROD-ENEDIS-00706,Paris,75 - Paris,Île-de-France,Éolien Terrestre,3791.9,31271.8,86.4
PROD-ENEDIS-00707,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,1423.7,7510.1,99.9
PROD-ENEDIS-00708,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,4128.7,26877.4,88.6
PROD-ENEDIS-00709,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,2251.5,18615.6,91.9
PROD-ENEDIS-00710,Paris,75 - Paris,Île-de-France,Hydraulique,5027.1,44275.5,97.1
PROD-ENEDIS-00711,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,6993.3,48735.9,88.9
PROD-ENEDIS-00712,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,7930.6,40749.5,87.5
PROD-ENEDIS-00713,Paris,75 - Paris,Île-de-France,Hydraulique,5144.1,37678.8,90.6
PROD-ENEDIS-00714,Allouville-Bellefosse,75 - Paris,Île-de-France,Éolien Terrestre,3352.4,31540.4,98.6
PROD-ENEDIS-00715,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,7375.1,62248.8,98.0
PROD-ENEDIS-00716,Miramas,75 - Paris,Île-de-France,Solaire Photovoltaïque,5518.7,23756.4,90.8
PROD-ENEDIS-00717,Carcassonne,75 - Paris,Île-de-France,Biomasse / Biogaz,7982.4,60790.5,93.2
PROD-ENEDIS-00718,Chartres,75 - Paris,Île-de-France,Solaire Photovoltaïque,2551.4,19673.6,86.3
PROD-ENEDIS-00719,Saint-Quentin-Fallavier,75 - Paris,Île-de-France,Solaire Photovoltaïque,1360.4,10981.6,91.2
PROD-ENEDIS-00720,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,2857.6,14947.8,89.2
PROD-ENEDIS-00721,Paris,75 - Paris,Île-de-France,Hydraulique,7950.9,41406.0,99.8
PROD-ENEDIS-00722,Wasquehal,75 - Paris,Île-de-France,Hydraulique,7747.1,73598.6,87.2
PROD-ENEDIS-00723,Arras,75 - Paris,Île-de-France,Solaire Photovoltaïque,6863.0,27537.9,96.4
PROD-ENEDIS-00724,Verrières-en-Anjou,75 - Paris,Île-de-France,Solaire Photovoltaïque,3216.0,27057.4,93.8
PROD-ENEDIS-00725,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,3612.0,27115.9,94.5
PROD-ENEDIS-00726,Abondance,75 - Paris,Île-de-France,Solaire Photovoltaïque,8251.5,65577.0,98.2
PROD-ENEDIS-00727,Paris,75 - Paris,Île-de-France,Hydraulique,847.9,6204.8,96.3
PROD-ENEDIS-00728,Saint-Max,75 - Paris,Île-de-France,Hydraulique,3166.8,14070.4,87.5
PROD-ENEDIS-00729,Paris,75 - Paris,Île-de-France,Éolien Terrestre,376.1,1997.5,85.8
PROD-ENEDIS-00730,Paris,75 - Paris,Île-de-France,Hydraulique,6339.0,28023.4,92.7
PROD-ENEDIS-00731,Aiguines,75 - Paris,Île-de-France,Solaire Photovoltaïque,6736.9,59477.0,94.2
PROD-ENEDIS-00732,La Chaussée-d'Ivry,75 - Paris,Île-de-France,Éolien Terrestre,6298.2,50650.8,95.3
PROD-ENEDIS-00733,Paris,75 - Paris,Île-de-France,Hydraulique,1888.6,10038.3,97.0
PROD-ENEDIS-00734,Sarcelles,75 - Paris,Île-de-France,Hydraulique,8028.5,48043.1,88.1
PROD-ENEDIS-00735,Paris,75 - Paris,Île-de-France,Solaire Photovoltaïque,260.8,2186.0,92.2
PROD-ENEDIS-00736,Paris,75 - Paris,Île-de-France,Biomasse / Biogaz,2003.5,12694.2,87.9
PROD-ENEDIS-00737,Orléans,75 - Paris,Île-de-France,Solaire Photovoltaïque,3727.6,17284.9,86.7
