id_releve,id_station_itinerance,commune,code_departement,nom_region,nom_transformateur_quartier,horodate_pas30min,consommation_totale_mwh,pic_consommation_kw,capacite_max_transformateur_kw,taux_charge_transformateur_pct,risque_tension_reseau
REL-01016,FRGSPP1000054877,La Rochelle,75 - Paris,Île-de-France,TR-ENEDIS-LA R-1016,2026-08-17 18:30:00 UTC,18.8,626.6,1500.0,41.8,Normal
REL-01017,FRELCPSGLCC,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1017,2026-08-17 18:30:00 UTC,28.2,940.1,1200.0,78.3,Sous Surveillance Forte
REL-01018,FRGLYPLYON209,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1018,2026-08-17 18:30:00 UTC,21.7,723.2,1500.0,48.2,Normal
REL-01019,FRLDLPLFR0603EVCP,Sevran,75 - Paris,Île-de-France,TR-ENEDIS-SEVR-1019,2026-08-17 18:30:00 UTC,42.24,1408.1,1500.0,93.9,Saturation / Disjonction Imminente 48h
REL-01020,FRBMPP646636P,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1020,2026-08-17 18:30:00 UTC,18.67,622.4,1000.0,62.2,Normal
REL-01021,FREBNP7953684893734138752,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1021,2026-08-17 18:30:00 UTC,7.31,243.7,500.0,48.7,Normal
REL-01022,FRQWTP731746,Poitiers,75 - Paris,Île-de-France,TR-ENEDIS-POIT-1022,2026-08-17 18:30:00 UTC,24.96,832.1,1000.0,83.2,Sous Surveillance Forte
REL-01023,FRGSPP91082102,La Teste-de-Buch,75 - Paris,Île-de-France,TR-ENEDIS-LA T-1023,2026-08-17 18:30:00 UTC,20.94,697.9,800.0,87.2,Sous Surveillance Forte
REL-01024,FRFR1P2385994116067375028,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1024,2026-08-17 18:30:00 UTC,25.63,854.4,1500.0,57.0,Normal
REL-01025,FRPKGP75101001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1025,2026-08-17 18:30:00 UTC,9.03,300.9,500.0,60.2,Normal
REL-01026,FREBNPBHUYN,Enchastrayes,75 - Paris,Île-de-France,TR-ENEDIS-ENCH-1026,2026-08-17 18:30:00 UTC,20.11,670.2,800.0,83.8,Sous Surveillance Forte
REL-01027,FRG10P69382FB,Lyon,75 - Paris,Île-de-France,TR-ENEDIS-LYON-1027,2026-08-17 18:30:00 UTC,18.81,627.0,1200.0,52.2,Normal
REL-01028,FRBMPP726439P500565088639800,Montigny-le-Bretonneux,75 - Paris,Île-de-France,TR-ENEDIS-MONT-1028,2026-08-17 18:30:00 UTC,16.0,533.2,800.0,66.7,Normal
REL-01029,FRELCPSDIDA,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1029,2026-08-17 18:30:00 UTC,22.2,740.0,1200.0,61.7,Normal
REL-01030,FRFR1P6625907908066584197,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1030,2026-08-17 18:30:00 UTC,18.86,628.8,1000.0,62.9,Normal
REL-01031,FRROSE717,Pissy-Pôville,75 - Paris,Île-de-France,TR-ENEDIS-PISS-1031,2026-08-17 18:30:00 UTC,16.07,535.7,1200.0,44.6,Normal
REL-01032,FRR3MP1031397,Luxeuil-les-Bains,75 - Paris,Île-de-France,TR-ENEDIS-LUXE-1032,2026-08-17 18:30:00 UTC,36.51,1217.0,1500.0,81.1,Sous Surveillance Forte
REL-01033,FRGSPP90171154,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1033,2026-08-17 18:30:00 UTC,35.7,1189.9,1500.0,79.3,Sous Surveillance Forte
REL-01034,FRQOV1100007,Carcassonne,75 - Paris,Île-de-France,TR-ENEDIS-CARC-1034,2026-08-17 18:30:00 UTC,9.95,331.8,800.0,41.5,Normal
REL-01035,FRPKGP78361001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1035,2026-08-17 18:30:00 UTC,16.33,544.2,1000.0,54.4,Normal
REL-01036,FRLDLPLFR3899EVCP,Vitrolles,75 - Paris,Île-de-France,TR-ENEDIS-VITR-1036,2026-08-17 18:30:00 UTC,34.86,1162.0,2000.0,58.1,Normal
REL-01037,FRR3MP1090408,Marquette-lez-Lille,75 - Paris,Île-de-France,TR-ENEDIS-MARQ-1037,2026-08-17 18:30:00 UTC,15.51,517.0,800.0,64.6,Normal
REL-01038,FRRVEP1817693125287389788,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1038,2026-08-17 18:30:00 UTC,20.5,683.4,1000.0,68.3,Normal
REL-01039,Non concerné,Bourg-en-Bresse,75 - Paris,Île-de-France,TR-ENEDIS-BOUR-1039,2026-08-17 18:30:00 UTC,15.04,501.3,1000.0,50.1,Normal
REL-01040,FRRVEPFRS46E460590011,Carlucet,75 - Paris,Île-de-France,TR-ENEDIS-CARL-1040,2026-08-17 18:30:00 UTC,17.18,572.7,1000.0,57.3,Normal
REL-01041,FREBNP3009595761924681973,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1041,2026-08-17 18:30:00 UTC,50.67,1688.9,2000.0,84.4,Sous Surveillance Forte
REL-01042,FRLDLPLFR3148EVCP,Saint-Cyr-l'École,75 - Paris,Île-de-France,TR-ENEDIS-SAIN-1042,2026-08-17 18:30:00 UTC,14.96,498.8,1000.0,49.9,Normal
REL-01043,FRLDLPLFR3983EVCP,Thonon-les-Bains,75 - Paris,Île-de-France,TR-ENEDIS-THON-1043,2026-08-17 18:30:00 UTC,22.79,759.5,1000.0,75.9,Sous Surveillance Forte
REL-01044,FRPKGP75117008,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1044,2026-08-17 18:30:00 UTC,14.48,482.6,1200.0,40.2,Normal
REL-01045,FRQWCEFFV7C,Landujan,75 - Paris,Île-de-France,TR-ENEDIS-LAND-1045,2026-08-17 18:30:00 UTC,8.99,299.7,500.0,59.9,Normal
REL-01046,FRFR1P6434775296230503156,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1046,2026-08-17 18:30:00 UTC,15.93,531.1,800.0,66.4,Normal
REL-01047,FRQWCP465599666491890084,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1047,2026-08-17 18:30:00 UTC,14.32,477.2,500.0,95.4,Saturation / Disjonction Imminente 48h
REL-01048,FRLDLPLFR3354EVCP,Saint-Martin-de-Ré,75 - Paris,Île-de-France,TR-ENEDIS-SAIN-1048,2026-08-17 18:30:00 UTC,27.32,910.8,1200.0,75.9,Sous Surveillance Forte
REL-01049,FRELCE5SVD,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1049,2026-08-17 18:30:00 UTC,33.84,1127.9,1200.0,94.0,Saturation / Disjonction Imminente 48h
REL-01050,FREVZPC0C57E104332408ABF10121CC4C16,Génelard,75 - Paris,Île-de-France,TR-ENEDIS-GÉNE-1050,2026-08-17 18:30:00 UTC,41.16,1372.1,2000.0,68.6,Normal
REL-01051,FRPKGP92062004,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1051,2026-08-17 18:30:00 UTC,6.01,200.3,500.0,40.1,Normal
REL-01052,FRLDLPLFR3999EVCP,Valréas,75 - Paris,Île-de-France,TR-ENEDIS-VALR-1052,2026-08-17 18:30:00 UTC,18.56,618.8,1000.0,61.9,Normal
REL-01053,FRGLYPLYON145,Bron,75 - Paris,Île-de-France,TR-ENEDIS-BRON-1053,2026-08-17 18:30:00 UTC,14.6,486.8,1200.0,40.6,Normal
REL-01054,FRFR1P371479994694609938,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1054,2026-08-17 18:30:00 UTC,13.66,455.2,500.0,91.0,Saturation / Disjonction Imminente 48h
REL-01055,FRPKGP77111001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1055,2026-08-17 18:30:00 UTC,26.78,892.6,1000.0,89.3,Saturation / Disjonction Imminente 48h
REL-01056,FRPKGP69389002,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1056,2026-08-17 18:30:00 UTC,8.15,271.8,500.0,54.4,Normal
REL-01057,FREBNPBMKCB,La Grave,75 - Paris,Île-de-France,TR-ENEDIS-LA G-1057,2026-08-17 18:30:00 UTC,13.99,466.3,1000.0,46.6,Normal
REL-01058,FRLDLPLFR1522EVCP,Toulouse,75 - Paris,Île-de-France,TR-ENEDIS-TOUL-1058,2026-08-17 18:30:00 UTC,9.34,311.2,500.0,62.2,Normal
REL-01059,FRLDLPLFR0780EVCP,Cholet,75 - Paris,Île-de-France,TR-ENEDIS-CHOL-1059,2026-08-17 18:30:00 UTC,11.54,384.5,800.0,48.1,Normal
REL-01060,FRFR1P6621318743224064274,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1060,2026-08-17 18:30:00 UTC,10.94,364.8,800.0,45.6,Normal
REL-01061,FRPKGP71278001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1061,2026-08-17 18:30:00 UTC,7.48,249.4,500.0,49.9,Normal
REL-01062,FRPKGP75101001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1062,2026-08-17 18:30:00 UTC,15.31,510.4,1000.0,51.0,Normal
REL-01063,FRELCPBSMJL,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1063,2026-08-17 18:30:00 UTC,25.79,859.5,1200.0,71.6,Normal
REL-01064,FREVZP3DD48C5568A2402D889A49B96B4DC,Houdemont,75 - Paris,Île-de-France,TR-ENEDIS-HOUD-1064,2026-08-17 18:30:00 UTC,27.98,932.6,2000.0,46.6,Normal
REL-01065,FRLDLPLFR3018EVCP,Bazoches-sur-le-Betz,75 - Paris,Île-de-France,TR-ENEDIS-BAZO-1065,2026-08-17 18:30:00 UTC,14.3,476.7,800.0,59.6,Normal
REL-01066,FRQPKEQPRK94111,Chambéry,75 - Paris,Île-de-France,TR-ENEDIS-CHAM-1066,2026-08-17 18:30:00 UTC,17.63,587.6,800.0,73.5,Normal
REL-01067,FRIZFPFAST347,Hagetmau,75 - Paris,Île-de-France,TR-ENEDIS-HAGE-1067,2026-08-17 18:30:00 UTC,16.76,558.6,800.0,69.8,Normal
REL-01068,FRELCEJQSL,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1068,2026-08-17 18:30:00 UTC,16.06,535.3,1000.0,53.5,Normal
REL-01069,FRROSE255,Prouvy,75 - Paris,Île-de-France,TR-ENEDIS-PROU-1069,2026-08-17 18:30:00 UTC,33.29,1109.7,1200.0,92.5,Saturation / Disjonction Imminente 48h
REL-01070,FRFR1P309745344845680352,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1070,2026-08-17 18:30:00 UTC,14.34,478.1,500.0,95.6,Saturation / Disjonction Imminente 48h
REL-01071,FRGLYPLYON132,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1071,2026-08-17 18:30:00 UTC,8.45,281.7,500.0,56.3,Normal
REL-01072,FRGLYPLYON175,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1072,2026-08-17 18:30:00 UTC,55.89,1862.9,2000.0,93.1,Saturation / Disjonction Imminente 48h
REL-01073,FRQVI6900023,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1073,2026-08-17 18:30:00 UTC,29.77,992.3,1500.0,66.2,Normal
REL-01074,FRGSPP89215286,Bordeaux,75 - Paris,Île-de-France,TR-ENEDIS-BORD-1074,2026-08-17 18:30:00 UTC,12.95,431.7,1000.0,43.2,Normal
REL-01075,FRLDLPLFR2580EVCP,Essarts-en-Bocage,75 - Paris,Île-de-France,TR-ENEDIS-ESSA-1075,2026-08-17 18:30:00 UTC,19.93,664.2,1000.0,66.4,Normal
REL-01076,FRFR1P8525108220871560494,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1076,2026-08-17 18:30:00 UTC,13.72,457.5,500.0,91.5,Saturation / Disjonction Imminente 48h
REL-01077,FRLDLPLFR3704EVCP,Plan-d'Orgon,75 - Paris,Île-de-France,TR-ENEDIS-PLAN-1077,2026-08-17 18:30:00 UTC,14.33,477.8,800.0,59.7,Normal
REL-01078,FRGOBPIES2024111385490004,Lamentin,75 - Paris,Île-de-France,TR-ENEDIS-LAME-1078,2026-08-17 18:30:00 UTC,24.06,801.9,1200.0,66.8,Normal
REL-01079,FRPKGP75117010,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1079,2026-08-17 18:30:00 UTC,18.79,626.3,1000.0,62.6,Normal
REL-01080,FRLDLPLFR3677EVCP,Ruffec,75 - Paris,Île-de-France,TR-ENEDIS-RUFF-1080,2026-08-17 18:30:00 UTC,7.41,246.9,500.0,49.4,Normal
REL-01081,FREBNPBKBML,Passy,75 - Paris,Île-de-France,TR-ENEDIS-PASS-1081,2026-08-17 18:30:00 UTC,44.46,1482.1,2000.0,74.1,Normal
REL-01082,FRELCP12953986,Saint-Martin-d'Hères,75 - Paris,Île-de-France,TR-ENEDIS-SAIN-1082,2026-08-17 18:30:00 UTC,15.64,521.3,1200.0,43.4,Normal
REL-01083,FRELCPSACNO,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1083,2026-08-17 18:30:00 UTC,25.52,850.5,2000.0,42.5,Normal
REL-01084,FRFR1P2226030701915428530,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1084,2026-08-17 18:30:00 UTC,13.66,455.2,800.0,56.9,Normal
REL-01085,FRFR1P8580176870795530022,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1085,2026-08-17 18:30:00 UTC,18.75,625.0,1500.0,41.7,Normal
REL-01086,FRLDLPLFR0569EVCP,Dijon,75 - Paris,Île-de-France,TR-ENEDIS-DIJO-1086,2026-08-17 18:30:00 UTC,26.74,891.2,1200.0,74.3,Normal
REL-01087,FRQWCP7062346245434217581,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1087,2026-08-17 18:30:00 UTC,26.71,890.5,1500.0,59.4,Normal
REL-01088,FRELCP12954756,Le Vaudreuil,75 - Paris,Île-de-France,TR-ENEDIS-LE V-1088,2026-08-17 18:30:00 UTC,31.64,1054.7,2000.0,52.7,Normal
REL-01089,FRFR1P2142892445717432899,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1089,2026-08-17 18:30:00 UTC,12.92,430.6,800.0,53.8,Normal
REL-01090,FRLDLPLFR3409EVCP,L'Haÿ-les-Roses,75 - Paris,Île-de-France,TR-ENEDIS-L'HA-1090,2026-08-17 18:30:00 UTC,31.98,1066.1,1500.0,71.1,Normal
REL-01091,FRFR1P6444751122851770980,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1091,2026-08-17 18:30:00 UTC,29.14,971.5,1000.0,97.2,Saturation / Disjonction Imminente 48h
REL-01092,FREFLP3137840201150024972,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1092,2026-08-17 18:30:00 UTC,21.3,710.0,1200.0,59.2,Normal
REL-01093,FRFZDP660000003,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1093,2026-08-17 18:30:00 UTC,23.15,771.8,1500.0,51.5,Normal
REL-01094,FRFR1P8164928375390486661,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1094,2026-08-17 18:30:00 UTC,14.56,485.3,800.0,60.7,Normal
REL-01095,FREVZP1496047586662434620,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1095,2026-08-17 18:30:00 UTC,29.8,993.3,1500.0,66.2,Normal
REL-01096,FRLDLPLFR3186EVCP,Caen,75 - Paris,Île-de-France,TR-ENEDIS-CAEN-1096,2026-08-17 18:30:00 UTC,23.16,772.1,800.0,96.5,Saturation / Disjonction Imminente 48h
REL-01097,FRFR1P8466738545704210203,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1097,2026-08-17 18:30:00 UTC,31.42,1047.5,1200.0,87.3,Sous Surveillance Forte
REL-01098,FRQOV7500062,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1098,2026-08-17 18:30:00 UTC,9.92,330.6,500.0,66.1,Normal
REL-01099,FRQPKEQPRK126191,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1099,2026-08-17 18:30:00 UTC,21.18,705.9,1000.0,70.6,Normal
REL-01100,FRFR1P7806673940451957606,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1100,2026-08-17 18:30:00 UTC,28.4,946.8,1500.0,63.1,Normal
REL-01101,FRQPKEQPRK99351,Courbevoie,75 - Paris,Île-de-France,TR-ENEDIS-COUR-1101,2026-08-17 18:30:00 UTC,40.57,1352.5,2000.0,67.6,Normal
REL-01102,FRGYMP735553,Lormont,75 - Paris,Île-de-France,TR-ENEDIS-LORM-1102,2026-08-17 18:30:00 UTC,12.34,411.4,1000.0,41.1,Normal
REL-01103,FRRVEP5788513016026066294,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1103,2026-08-17 18:30:00 UTC,18.37,612.3,1000.0,61.2,Normal
REL-01104,FRLDLPLFR2334EVCP,Vittel,75 - Paris,Île-de-France,TR-ENEDIS-VITT-1104,2026-08-17 18:30:00 UTC,42.15,1405.0,2000.0,70.2,Normal
REL-01105,FRGOBPMAEWAPETITPEROU,Les Abymes,75 - Paris,Île-de-France,TR-ENEDIS-LES -1105,2026-08-17 18:30:00 UTC,24.11,803.8,1500.0,53.6,Normal
REL-01106,FREBNP3593924710660484455,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1106,2026-08-17 18:30:00 UTC,42.36,1412.1,1500.0,94.1,Saturation / Disjonction Imminente 48h
REL-01107,FRBMPP633939P,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1107,2026-08-17 18:30:00 UTC,11.63,387.7,500.0,77.5,Sous Surveillance Forte
REL-01108,FRLDLPLFR2427EVCP,Sarreguemines,75 - Paris,Île-de-France,TR-ENEDIS-SARR-1108,2026-08-17 18:30:00 UTC,38.55,1284.9,2000.0,64.2,Normal
REL-01109,FRLDLPLFR2907EVCP,Vezin-le-Coquet,75 - Paris,Île-de-France,TR-ENEDIS-VEZI-1109,2026-08-17 18:30:00 UTC,14.4,480.0,800.0,60.0,Normal
REL-01110,FRELCP12954348,La Valette-du-Var,75 - Paris,Île-de-France,TR-ENEDIS-LA V-1110,2026-08-17 18:30:00 UTC,13.68,456.1,800.0,57.0,Normal
REL-01111,FREVZP06FCDB01E9514762871075667A869,Saint-Avold,75 - Paris,Île-de-France,TR-ENEDIS-SAIN-1111,2026-08-17 18:30:00 UTC,20.24,674.7,1500.0,45.0,Normal
REL-01112,FREBNP2178825980768378583,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1112,2026-08-17 18:30:00 UTC,53.01,1766.9,2000.0,88.3,Saturation / Disjonction Imminente 48h
REL-01113,FRPKGP75106001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1113,2026-08-17 18:30:00 UTC,11.1,369.9,500.0,74.0,Normal
REL-01114,FRPKGP95306001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1114,2026-08-17 18:30:00 UTC,21.5,716.7,800.0,89.6,Saturation / Disjonction Imminente 48h
REL-01115,FRPKGP77111001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1115,2026-08-17 18:30:00 UTC,35.6,1186.7,2000.0,59.3,Normal
REL-01116,FRQPKPQPRK95,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1116,2026-08-17 18:30:00 UTC,24.12,803.9,1000.0,80.4,Sous Surveillance Forte
REL-01117,FRLDLPLFR3741EVCP,Croissy-Beaubourg,75 - Paris,Île-de-France,TR-ENEDIS-CROI-1117,2026-08-17 18:30:00 UTC,23.62,787.4,1000.0,78.7,Sous Surveillance Forte
REL-01118,FRGOBPCAMGPETITPEROU,Les Abymes,75 - Paris,Île-de-France,TR-ENEDIS-LES -1118,2026-08-17 18:30:00 UTC,15.58,519.5,1200.0,43.3,Normal
REL-01119,FRLDLPLFR4184EVCP,Sevrier,75 - Paris,Île-de-France,TR-ENEDIS-SEVR-1119,2026-08-17 18:30:00 UTC,17.71,590.2,1200.0,49.2,Normal
REL-01120,FRLDLPLFR0780EVCP,Cholet,75 - Paris,Île-de-France,TR-ENEDIS-CHOL-1120,2026-08-17 18:30:00 UTC,12.31,410.5,500.0,82.1,Sous Surveillance Forte
REL-01121,FRFR1P964455791722551922,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1121,2026-08-17 18:30:00 UTC,55.88,1862.7,2000.0,93.1,Saturation / Disjonction Imminente 48h
REL-01122,FRQOV3400002,Mauguio,75 - Paris,Île-de-France,TR-ENEDIS-MAUG-1122,2026-08-17 18:30:00 UTC,39.48,1316.0,2000.0,65.8,Normal
REL-01123,FRELCP13025604,Nanterre,75 - Paris,Île-de-France,TR-ENEDIS-NANT-1123,2026-08-17 18:30:00 UTC,19.15,638.2,1200.0,53.2,Normal
REL-01124,FRPKGP56260001,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1124,2026-08-17 18:30:00 UTC,22.06,735.3,1500.0,49.0,Normal
REL-01125,FRDRVPCRFMKT421531,Riorges,75 - Paris,Île-de-France,TR-ENEDIS-RIOR-1125,2026-08-17 18:30:00 UTC,28.64,954.8,2000.0,47.7,Normal
REL-01126,FRLDLPLFR3754EVCP,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1126,2026-08-17 18:30:00 UTC,44.79,1493.0,2000.0,74.7,Normal
REL-01127,FRELCPLHVPC,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1127,2026-08-17 18:30:00 UTC,16.78,559.2,1000.0,55.9,Normal
REL-01128,FRFR1P3170568259713811898,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1128,2026-08-17 18:30:00 UTC,10.45,348.3,500.0,69.7,Normal
REL-01129,FRQVI4200005,Roche-la-Molière,75 - Paris,Île-de-France,TR-ENEDIS-ROCH-1129,2026-08-17 18:30:00 UTC,23.05,768.5,1000.0,76.8,Sous Surveillance Forte
REL-01130,FRFR1P9181693775628258700,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1130,2026-08-17 18:30:00 UTC,33.74,1124.7,2000.0,56.2,Normal
REL-01131,FRRVEPFRS46E461190011,Gigouzac,75 - Paris,Île-de-France,TR-ENEDIS-GIGO-1131,2026-08-17 18:30:00 UTC,18.73,624.2,800.0,78.0,Sous Surveillance Forte
REL-01132,FRFR1P819273619853546205,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1132,2026-08-17 18:30:00 UTC,20.94,698.0,1200.0,58.2,Normal
REL-01133,FRRVEPFRS66E66178001,Saint-Jean-Pla-de-Corts,75 - Paris,Île-de-France,TR-ENEDIS-SAIN-1133,2026-08-17 18:30:00 UTC,23.53,784.2,1200.0,65.4,Normal
REL-01134,FRPKGP75012043,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1134,2026-08-17 18:30:00 UTC,15.15,505.0,1200.0,42.1,Normal
REL-01135,FRELCP12954072,Le Grand-Quevilly,75 - Paris,Île-de-France,TR-ENEDIS-LE G-1135,2026-08-17 18:30:00 UTC,24.92,830.7,1200.0,69.2,Normal
REL-01136,FRLDLPLFR3740EVCP,Montech,75 - Paris,Île-de-France,TR-ENEDIS-MONT-1136,2026-08-17 18:30:00 UTC,43.11,1436.9,2000.0,71.8,Normal
REL-01137,FRECHP5888583703347633764,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1137,2026-08-17 18:30:00 UTC,25.77,859.0,1000.0,85.9,Sous Surveillance Forte
REL-01138,FRELCPAASPAO,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1138,2026-08-17 18:30:00 UTC,6.39,212.9,500.0,42.6,Normal
REL-01139,FREBNP6840504551475295683,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1139,2026-08-17 18:30:00 UTC,11.33,377.8,800.0,47.2,Normal
REL-01140,FRROSE312,Marquette-lez-Lille,75 - Paris,Île-de-France,TR-ENEDIS-MARQ-1140,2026-08-17 18:30:00 UTC,30.39,1013.1,1500.0,67.5,Normal
REL-01141,FRIZFPFAST531,Caussade,75 - Paris,Île-de-France,TR-ENEDIS-CAUS-1141,2026-08-17 18:30:00 UTC,32.94,1098.0,1200.0,91.5,Saturation / Disjonction Imminente 48h
REL-01142,FRLDLPLFR3113EVCP,Gisors,75 - Paris,Île-de-France,TR-ENEDIS-GISO-1142,2026-08-17 18:30:00 UTC,30.8,1026.7,1500.0,68.4,Normal
REL-01143,FRQWCP9038313559653689979,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1143,2026-08-17 18:30:00 UTC,35.16,1172.0,2000.0,58.6,Normal
REL-01144,FRIZFPFAST741,Mondeville,75 - Paris,Île-de-France,TR-ENEDIS-MOND-1144,2026-08-17 18:30:00 UTC,24.83,827.8,1000.0,82.8,Sous Surveillance Forte
REL-01145,FRLDLPLFR3548EVCP,Le Mans,75 - Paris,Île-de-France,TR-ENEDIS-LE M-1145,2026-08-17 18:30:00 UTC,25.96,865.5,1500.0,57.7,Normal
REL-01146,FRECHPCULMV,L'Isle-sur-la-Sorgue,75 - Paris,Île-de-France,TR-ENEDIS-L'IS-1146,2026-08-17 18:30:00 UTC,26.82,894.0,2000.0,44.7,Normal
REL-01147,FRELCPVEVCS,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1147,2026-08-17 18:30:00 UTC,17.05,568.3,800.0,71.0,Normal
REL-01148,FRFR1P7859793847593281015,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1148,2026-08-17 18:30:00 UTC,25.63,854.2,1200.0,71.2,Normal
REL-01149,FRELCP12954140,Valence,75 - Paris,Île-de-France,TR-ENEDIS-VALE-1149,2026-08-17 18:30:00 UTC,25.29,843.0,1500.0,56.2,Normal
REL-01150,FRELCP12954380,Juvignac,75 - Paris,Île-de-France,TR-ENEDIS-JUVI-1150,2026-08-17 18:30:00 UTC,41.01,1366.9,1500.0,91.1,Saturation / Disjonction Imminente 48h
REL-01151,FRGLYPLYON53,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1151,2026-08-17 18:30:00 UTC,10.9,363.3,500.0,72.7,Normal
REL-01152,FRELCPMONCA,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1152,2026-08-17 18:30:00 UTC,18.78,625.9,1000.0,62.6,Normal
REL-01153,FRLDLPLFR4169EVCP,Bessières,75 - Paris,Île-de-France,TR-ENEDIS-BESS-1153,2026-08-17 18:30:00 UTC,15.49,516.5,800.0,64.6,Normal
REL-01154,FRELCP12954034,L'Isle-Adam,75 - Paris,Île-de-France,TR-ENEDIS-L'IS-1154,2026-08-17 18:30:00 UTC,36.03,1201.1,1500.0,80.1,Sous Surveillance Forte
REL-01155,FRQWCP5158137483070433757,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1155,2026-08-17 18:30:00 UTC,9.96,332.1,500.0,66.4,Normal
REL-01156,FRFR1P312004757064400218,Paris,75 - Paris,Île-de-France,TR-ENEDIS-PARI-1156,2026-08-17 18:30:00 UTC,22.95,765.1,1200.0,63.8,Normal
REL-01157,FRLDLPLFR3668EVCP,Hendaye,75 - Paris,Île-de-France,TR-ENEDIS-HEND-1157,2026-08-17 18:30:00 UTC,35.92,1197.2,2000.0,59.9,Normal
REL-01158,FRIZFPFAST71,Argelès-sur-Mer,75 - Paris,Île-de-France,TR-ENEDIS-ARGE-1158,2026-08-17 18:30:00 UTC,50.92,1697.2,2000.0,84.9,Sous Surveillance Forte
