id_client_indus,raison_sociale,secteur_activite,commune,code_departement,nom_region,consommation_annuelle_mwh,puissance_souscrite_kva,empreinte_carbone_mwh_co2,optin_flexibilite_effacement
INDUS-00212,Industrie Paris #212,Agroalimentaire,Paris,75 - Paris,Île-de-France,35392.9,8426.9,15041.98,True
INDUS-00213,Industrie Le Mans #213,Agroalimentaire,Le Mans,75 - Paris,Île-de-France,4040.2,962.0,1911.01,True
INDUS-00214,Industrie Paris #214,Agroalimentaire,Paris,75 - Paris,Île-de-France,42922.9,10219.7,16654.09,False
INDUS-00215,Industrie Bordeaux #215,Agroalimentaire,Bordeaux,75 - Paris,Île-de-France,31002.2,7381.5,16493.17,True
INDUS-00216,Industrie Cholet #216,Chimie & Pharmacie,Cholet,75 - Paris,Île-de-France,33851.4,8059.9,12660.42,False
INDUS-00217,Industrie Lambres-lez-Douai #217,Chimie & Pharmacie,Lambres-lez-Douai,75 - Paris,Île-de-France,29897.1,7118.4,12467.09,False
INDUS-00218,Industrie Paris #218,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,3036.7,723.0,1117.51,True
INDUS-00219,Industrie Ifs #219,Data Centers,Ifs,75 - Paris,Île-de-France,34115.0,8122.6,15965.82,False
INDUS-00220,Industrie Paris #220,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,42248.5,10059.2,17490.88,True
INDUS-00221,Industrie Paris #221,Data Centers,Paris,75 - Paris,Île-de-France,37028.5,8816.3,20143.5,True
INDUS-00222,Industrie Paris #222,Automobile,Paris,75 - Paris,Île-de-France,34800.1,8285.7,10231.23,True
INDUS-00223,Industrie Paris #223,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,9805.7,2334.7,3981.11,True
INDUS-00224,Industrie Le Chesnay-Rocquencourt #224,Chimie & Pharmacie,Le Chesnay-Rocquencourt,75 - Paris,Île-de-France,32487.1,7735.0,12604.99,False
INDUS-00225,Industrie Labastide-d'Anjou #225,Automobile,Labastide-d'Anjou,75 - Paris,Île-de-France,41021.4,9767.0,18090.44,False
INDUS-00226,Industrie Paris #226,Automobile,Paris,75 - Paris,Île-de-France,2400.2,571.5,1036.89,False
INDUS-00227,Industrie Paris #227,Agroalimentaire,Paris,75 - Paris,Île-de-France,36483.6,8686.6,7223.75,False
INDUS-00228,Industrie Paris #228,Métallurgie,Paris,75 - Paris,Île-de-France,18034.0,4293.8,4256.02,False
INDUS-00229,Industrie Paris #229,Data Centers,Paris,75 - Paris,Île-de-France,24087.6,5735.1,3203.65,True
INDUS-00230,Industrie Trappes #230,Chimie & Pharmacie,Trappes,75 - Paris,Île-de-France,19663.4,4681.8,3460.76,True
INDUS-00231,Industrie Paris #231,Data Centers,Paris,75 - Paris,Île-de-France,20011.9,4764.7,4742.82,True
INDUS-00232,Industrie Paris #232,Automobile,Paris,75 - Paris,Île-de-France,15924.0,3791.4,8551.19,True
INDUS-00233,Industrie Villenave-d'Ornon #233,Automobile,Villenave-d'Ornon,75 - Paris,Île-de-France,34234.0,8151.0,8558.5,True
INDUS-00234,Industrie Biarritz #234,Automobile,Biarritz,75 - Paris,Île-de-France,7748.5,1844.9,1417.98,True
INDUS-00235,Industrie Vichy #235,Métallurgie,Vichy,75 - Paris,Île-de-France,3342.7,795.9,1925.4,False
INDUS-00236,Industrie Paris #236,Agroalimentaire,Paris,75 - Paris,Île-de-France,11495.9,2737.1,3713.18,False
INDUS-00237,Industrie Val-de-Reuil #237,Métallurgie,Val-de-Reuil,75 - Paris,Île-de-France,16589.9,3950.0,2953.0,False
INDUS-00238,Industrie Chambéry #238,Automobile,Chambéry,75 - Paris,Île-de-France,10531.3,2507.5,3285.77,False
INDUS-00239,Industrie Pia #239,Chimie & Pharmacie,Pia,75 - Paris,Île-de-France,16177.3,3851.7,3963.44,True
INDUS-00240,Industrie Tarbes #240,Métallurgie,Tarbes,75 - Paris,Île-de-France,1219.9,290.5,436.72,True
INDUS-00241,Industrie Paris #241,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,16662.4,3967.2,7281.47,False
INDUS-00242,Industrie Paris #242,Data Centers,Paris,75 - Paris,Île-de-France,37454.8,8917.8,9775.7,False
INDUS-00243,Industrie Paris #243,Agroalimentaire,Paris,75 - Paris,Île-de-France,30440.7,7247.8,5114.04,True
INDUS-00244,Industrie Paris #244,Agroalimentaire,Paris,75 - Paris,Île-de-France,38996.1,9284.8,19186.08,False
INDUS-00245,Industrie Ghisonaccia #245,Data Centers,Ghisonaccia,75 - Paris,Île-de-France,17124.9,4077.4,7843.2,False
INDUS-00246,Industrie Paris #246,Data Centers,Paris,75 - Paris,Île-de-France,31866.9,7587.4,8253.53,False
INDUS-00247,Industrie Trappes #247,Agroalimentaire,Trappes,75 - Paris,Île-de-France,16590.0,3950.0,6138.3,True
INDUS-00248,Industrie La Baule-Escoublac #248,Data Centers,La Baule-Escoublac,75 - Paris,Île-de-France,19050.2,4535.8,10744.31,True
INDUS-00249,Industrie Saint-Pierre-d'Irube #249,Chimie & Pharmacie,Saint-Pierre-d'Irube,75 - Paris,Île-de-France,14687.7,3497.1,7578.85,True
INDUS-00250,Industrie Rousset #250,Chimie & Pharmacie,Rousset,75 - Paris,Île-de-France,37729.8,8983.3,16714.3,False
INDUS-00251,Industrie Toulon #251,Agroalimentaire,Toulon,75 - Paris,Île-de-France,40328.9,9602.1,11534.07,False
INDUS-00252,Industrie Paris #252,Agroalimentaire,Paris,75 - Paris,Île-de-France,24941.9,5938.5,11922.23,False
INDUS-00253,Industrie Paris #253,Métallurgie,Paris,75 - Paris,Île-de-France,4990.8,1188.3,1387.44,True
INDUS-00254,Industrie Reims #254,Métallurgie,Reims,75 - Paris,Île-de-France,43178.3,10280.5,16666.82,True
INDUS-00255,Industrie Grez-Neuville #255,Métallurgie,Grez-Neuville,75 - Paris,Île-de-France,40899.8,9738.0,17627.81,False
INDUS-00256,Industrie Paris #256,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,28958.8,6895.0,4662.37,False
INDUS-00257,Industrie Paris #257,Automobile,Paris,75 - Paris,Île-de-France,2006.8,477.8,822.79,True
INDUS-00258,Industrie La Teste-de-Buch #258,Data Centers,La Teste-de-Buch,75 - Paris,Île-de-France,3953.2,941.2,2099.15,False
INDUS-00259,Industrie Paris #259,Automobile,Paris,75 - Paris,Île-de-France,19202.9,4572.1,6874.64,False
INDUS-00260,Industrie Boulogne-sur-Mer #260,Chimie & Pharmacie,Boulogne-sur-Mer,75 - Paris,Île-de-France,2843.5,677.0,804.71,True
INDUS-00261,Industrie Paris #261,Agroalimentaire,Paris,75 - Paris,Île-de-France,39172.3,9326.7,13749.48,True
INDUS-00262,Industrie Éloyes #262,Chimie & Pharmacie,Éloyes,75 - Paris,Île-de-France,36453.4,8679.4,6415.8,True
INDUS-00263,Industrie Paris #263,Agroalimentaire,Paris,75 - Paris,Île-de-France,5165.0,1229.8,723.1,False
INDUS-00264,Industrie Puteaux #264,Automobile,Puteaux,75 - Paris,Île-de-France,40830.2,9721.5,16372.91,True
INDUS-00265,Industrie Paris #265,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,15704.8,3739.2,5826.48,True
INDUS-00266,Industrie Paris #266,Automobile,Paris,75 - Paris,Île-de-France,34804.6,8286.8,5011.86,True
INDUS-00267,Industrie Campigneulles-les-Petites #267,Data Centers,Campigneulles-les-Petites,75 - Paris,Île-de-France,10843.8,2581.9,3459.17,True
INDUS-00268,Industrie L'Isle-Adam #268,Automobile,L'Isle-Adam,75 - Paris,Île-de-France,36599.9,8714.3,14054.36,True
INDUS-00269,Industrie Paris #269,Automobile,Paris,75 - Paris,Île-de-France,12622.6,3005.4,5427.72,True
INDUS-00270,Industrie Pornic #270,Automobile,Pornic,75 - Paris,Île-de-France,12706.8,3025.4,1855.19,True
INDUS-00271,Industrie Paris #271,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,19146.7,4558.7,9707.38,False
INDUS-00272,Industrie Paris #272,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,12176.9,2899.3,6648.59,True
INDUS-00273,Industrie Pierrelaye #273,Métallurgie,Pierrelaye,75 - Paris,Île-de-France,27203.7,6477.1,4134.96,True
INDUS-00274,Industrie Mours #274,Métallurgie,Mours,75 - Paris,Île-de-France,14370.9,3421.6,8335.12,True
INDUS-00275,Industrie Calais #275,Data Centers,Calais,75 - Paris,Île-de-France,20480.3,4876.3,9707.66,False
INDUS-00276,Industrie Paris #276,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,16648.9,3964.0,4445.26,True
INDUS-00277,Industrie Givors #277,Data Centers,Givors,75 - Paris,Île-de-France,30841.1,7343.1,13477.56,True
INDUS-00278,Industrie Saintes #278,Data Centers,Saintes,75 - Paris,Île-de-France,30549.5,7273.7,13380.68,True
INDUS-00279,Industrie Paris #279,Data Centers,Paris,75 - Paris,Île-de-France,27799.2,6618.9,3752.89,False
INDUS-00280,Industrie Paris #280,Agroalimentaire,Paris,75 - Paris,Île-de-France,42982.1,10233.8,22178.76,False
INDUS-00281,Industrie Bondy #281,Data Centers,Bondy,75 - Paris,Île-de-France,2736.1,651.5,736.01,False
INDUS-00282,Industrie Artigues-près-Bordeaux #282,Automobile,Artigues-près-Bordeaux,75 - Paris,Île-de-France,8229.6,1959.4,4024.27,True
INDUS-00283,Industrie Grenoble #283,Automobile,Grenoble,75 - Paris,Île-de-France,40070.2,9540.5,14224.92,False
INDUS-00284,Industrie Biard #284,Chimie & Pharmacie,Biard,75 - Paris,Île-de-France,27765.3,6610.8,11966.84,True
INDUS-00285,Industrie La Roche-sur-Foron #285,Automobile,La Roche-sur-Foron,75 - Paris,Île-de-France,17797.2,4237.4,6211.22,True
INDUS-00286,Industrie Paris #286,Agroalimentaire,Paris,75 - Paris,Île-de-France,24093.6,5736.6,3204.45,False
INDUS-00287,Industrie Paris #287,Data Centers,Paris,75 - Paris,Île-de-France,5643.7,1343.7,3239.48,False
INDUS-00288,Industrie Paris #288,Data Centers,Paris,75 - Paris,Île-de-France,2040.3,485.8,312.17,True
INDUS-00289,Industrie Paris #289,Automobile,Paris,75 - Paris,Île-de-France,22544.2,5367.7,4689.19,True
INDUS-00290,Industrie Les Pennes-Mirabeau #290,Agroalimentaire,Les Pennes-Mirabeau,75 - Paris,Île-de-France,18944.3,4510.5,4792.91,True
INDUS-00291,Industrie Paris #291,Agroalimentaire,Paris,75 - Paris,Île-de-France,27324.1,6505.7,7486.8,True
INDUS-00292,Industrie Blagnac #292,Automobile,Blagnac,75 - Paris,Île-de-France,5979.5,1423.7,2798.41,False
INDUS-00293,Industrie Leers #293,Chimie & Pharmacie,Leers,75 - Paris,Île-de-France,35027.0,8339.8,16532.74,True
INDUS-00294,Industrie Seichamps #294,Automobile,Seichamps,75 - Paris,Île-de-France,1502.6,357.8,480.83,False
INDUS-00295,Industrie Paris #295,Agroalimentaire,Paris,75 - Paris,Île-de-France,12149.8,2892.8,5236.56,False
INDUS-00296,Industrie Paris #296,Agroalimentaire,Paris,75 - Paris,Île-de-France,34792.6,8284.0,16456.9,True
INDUS-00297,Industrie Paris #297,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,22035.7,5246.6,3129.07,False
INDUS-00298,Industrie Paris #298,Automobile,Paris,75 - Paris,Île-de-France,18114.1,4312.9,4908.92,True
INDUS-00299,Industrie Paris #299,Agroalimentaire,Paris,75 - Paris,Île-de-France,39627.9,9435.2,6538.6,False
INDUS-00300,Industrie Paris #300,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,34175.2,8137.0,11243.64,True
INDUS-00301,Industrie Paris #301,Métallurgie,Paris,75 - Paris,Île-de-France,5781.0,1376.4,1757.42,False
INDUS-00302,Industrie Paris #302,Automobile,Paris,75 - Paris,Île-de-France,27109.2,6454.6,4581.45,True
INDUS-00303,Industrie Saint-Grégoire #303,Agroalimentaire,Saint-Grégoire,75 - Paris,Île-de-France,19804.7,4715.4,3049.92,True
INDUS-00304,Industrie Paris #304,Métallurgie,Paris,75 - Paris,Île-de-France,13113.2,3122.2,4865.0,True
INDUS-00305,Industrie Paris #305,Data Centers,Paris,75 - Paris,Île-de-France,24431.0,5816.9,9601.38,True
INDUS-00306,Industrie Hersin-Coupigny #306,Métallurgie,Hersin-Coupigny,75 - Paris,Île-de-France,3436.3,818.2,1116.8,False
INDUS-00307,Industrie Paris #307,Métallurgie,Paris,75 - Paris,Île-de-France,13044.0,3105.7,5100.2,True
INDUS-00308,Industrie Sommières #308,Métallurgie,Sommières,75 - Paris,Île-de-France,7836.2,1865.8,2609.45,False
INDUS-00309,Industrie Paris #309,Agroalimentaire,Paris,75 - Paris,Île-de-France,28641.3,6819.4,10511.36,True
INDUS-00310,Industrie Challuy #310,Chimie & Pharmacie,Challuy,75 - Paris,Île-de-France,31251.5,7440.8,12625.61,True
INDUS-00311,Industrie Paris #311,Métallurgie,Paris,75 - Paris,Île-de-France,22615.2,5384.6,3573.2,True
INDUS-00312,Industrie Paris #312,Automobile,Paris,75 - Paris,Île-de-France,5034.5,1198.7,609.17,False
INDUS-00313,Industrie Saint-Aignan #313,Data Centers,Saint-Aignan,75 - Paris,Île-de-France,10175.1,2422.6,2574.3,False
INDUS-00314,Industrie Cornebarrieu #314,Métallurgie,Cornebarrieu,75 - Paris,Île-de-France,32215.8,7670.4,5315.61,True
INDUS-00315,Industrie Lieuran-lès-Béziers #315,Agroalimentaire,Lieuran-lès-Béziers,75 - Paris,Île-de-France,24009.8,5716.6,8691.55,False
INDUS-00316,Industrie Portes-lès-Valence #316,Automobile,Portes-lès-Valence,75 - Paris,Île-de-France,23321.3,5552.7,11940.51,False
INDUS-00317,Industrie Estancarbon #317,Chimie & Pharmacie,Estancarbon,75 - Paris,Île-de-France,16384.9,3901.2,8339.91,True
INDUS-00318,Industrie Mulhouse #318,Data Centers,Mulhouse,75 - Paris,Île-de-France,37205.8,8858.5,11533.8,True
INDUS-00319,Industrie Arcueil #319,Automobile,Arcueil,75 - Paris,Île-de-France,29494.8,7022.6,4630.68,True
INDUS-00320,Industrie Montoire-sur-le-Loir #320,Chimie & Pharmacie,Montoire-sur-le-Loir,75 - Paris,Île-de-France,27317.5,6504.2,7867.44,False
INDUS-00321,Industrie Fonsorbes #321,Chimie & Pharmacie,Fonsorbes,75 - Paris,Île-de-France,12111.1,2883.6,3742.33,False
INDUS-00322,Industrie Breteau #322,Métallurgie,Breteau,75 - Paris,Île-de-France,38204.8,9096.4,8787.1,True
INDUS-00323,Industrie Paris #323,Automobile,Paris,75 - Paris,Île-de-France,34732.3,8269.6,5487.7,True
INDUS-00324,Industrie Sarcelles #324,Automobile,Sarcelles,75 - Paris,Île-de-France,34856.5,8299.2,15197.43,True
INDUS-00325,Industrie Chassieu #325,Automobile,Chassieu,75 - Paris,Île-de-France,26854.1,6393.8,11010.18,True
INDUS-00326,Industrie Arras #326,Agroalimentaire,Arras,75 - Paris,Île-de-France,9297.2,2213.6,2454.46,True
INDUS-00327,Industrie Paris #327,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,17566.9,4182.6,8186.18,True
INDUS-00328,Industrie Paris #328,Agroalimentaire,Paris,75 - Paris,Île-de-France,15977.7,3804.2,1965.26,False
INDUS-00329,Industrie Paris #329,Agroalimentaire,Paris,75 - Paris,Île-de-France,13724.2,3267.7,7438.52,False
INDUS-00330,Industrie Paris #330,Agroalimentaire,Paris,75 - Paris,Île-de-France,29068.9,6921.2,10958.98,True
INDUS-00331,Industrie Saint-Sernin-du-Bois #331,Chimie & Pharmacie,Saint-Sernin-du-Bois,75 - Paris,Île-de-France,25991.3,6188.4,3898.69,False
INDUS-00332,Industrie Paris #332,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,38431.3,9150.3,13643.11,False
INDUS-00333,Industrie Limonest #333,Automobile,Limonest,75 - Paris,Île-de-France,15004.5,3572.5,7517.25,True
INDUS-00334,Industrie Paris #334,Métallurgie,Paris,75 - Paris,Île-de-France,18673.1,4446.0,5788.66,False
INDUS-00335,Industrie Paris #335,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,24322.3,5791.0,6858.89,True
INDUS-00336,Industrie Décines-Charpieu #336,Métallurgie,Décines-Charpieu,75 - Paris,Île-de-France,32194.8,7665.4,9529.66,False
INDUS-00337,Industrie Maffliers #337,Automobile,Maffliers,75 - Paris,Île-de-France,4422.0,1052.9,1423.88,True
INDUS-00338,Industrie Commelle-Vernay #338,Agroalimentaire,Commelle-Vernay,75 - Paris,Île-de-France,32799.4,7809.4,9347.83,False
INDUS-00339,Industrie Paris #339,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,1237.9,294.7,272.34,True
INDUS-00340,Industrie Dreux #340,Chimie & Pharmacie,Dreux,75 - Paris,Île-de-France,1564.8,372.6,732.33,False
INDUS-00341,Industrie Paris #341,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,10934.8,2603.5,5237.77,True
INDUS-00342,Industrie La Londe-les-Maures #342,Chimie & Pharmacie,La Londe-les-Maures,75 - Paris,Île-de-France,19980.5,4757.3,5994.15,False
INDUS-00343,Industrie Venthon #343,Data Centers,Venthon,75 - Paris,Île-de-France,19312.5,4598.2,8227.12,True
INDUS-00344,Industrie Paris #344,Métallurgie,Paris,75 - Paris,Île-de-France,14076.5,3351.5,7981.38,True
INDUS-00345,Industrie Paris #345,Automobile,Paris,75 - Paris,Île-de-France,12566.6,2992.0,6534.63,True
INDUS-00346,Industrie Paris #346,Data Centers,Paris,75 - Paris,Île-de-France,10729.6,2554.7,2049.35,False
INDUS-00347,Industrie Bois-d'Arcy #347,Chimie & Pharmacie,Bois-d'Arcy,75 - Paris,Île-de-France,3267.4,778.0,1195.87,True
INDUS-00348,Industrie Gennevilliers #348,Agroalimentaire,Gennevilliers,75 - Paris,Île-de-France,18296.8,4356.4,4263.15,True
INDUS-00349,Industrie Paris #349,Data Centers,Paris,75 - Paris,Île-de-France,16738.4,3985.3,4887.61,False
INDUS-00350,Industrie Paris #350,Agroalimentaire,Paris,75 - Paris,Île-de-France,32431.5,7721.8,8756.51,False
INDUS-00351,Industrie Paris #351,Automobile,Paris,75 - Paris,Île-de-France,12875.3,3065.5,6077.14,True
INDUS-00352,Industrie Paris #352,Agroalimentaire,Paris,75 - Paris,Île-de-France,35017.4,8337.5,14112.01,False
INDUS-00353,Industrie Décines-Charpieu #353,Automobile,Décines-Charpieu,75 - Paris,Île-de-France,31117.4,7408.9,7032.53,False
INDUS-00354,Industrie Paris #354,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,5004.8,1191.6,1111.07,False
INDUS-00355,Industrie Paris #355,Agroalimentaire,Paris,75 - Paris,Île-de-France,37353.2,8893.6,13858.04,False
INDUS-00356,Industrie Saint-Ours #356,Agroalimentaire,Saint-Ours,75 - Paris,Île-de-France,20804.2,4953.4,9611.54,False
INDUS-00357,Industrie Paris #357,Agroalimentaire,Paris,75 - Paris,Île-de-France,40057.5,9537.5,7330.52,True
INDUS-00358,Industrie Paris #358,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,20986.7,4996.8,4680.03,True
INDUS-00359,Industrie Perpignan #359,Agroalimentaire,Perpignan,75 - Paris,Île-de-France,11886.3,2830.1,4374.16,False
INDUS-00360,Industrie Ayguesvives #360,Chimie & Pharmacie,Ayguesvives,75 - Paris,Île-de-France,36573.6,8708.0,12617.89,True
INDUS-00361,Industrie Paris #361,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,10072.1,2398.1,5731.02,False
INDUS-00362,Industrie Saint-Pol-de-Léon #362,Agroalimentaire,Saint-Pol-de-Léon,75 - Paris,Île-de-France,35534.4,8460.6,12579.18,True
INDUS-00363,Industrie Paris #363,Automobile,Paris,75 - Paris,Île-de-France,21251.8,5060.0,9414.55,True
INDUS-00364,Industrie Paris #364,Métallurgie,Paris,75 - Paris,Île-de-France,18866.6,4492.0,8565.44,True
INDUS-00365,Industrie Ruvigny #365,Métallurgie,Ruvigny,75 - Paris,Île-de-France,3155.7,751.4,1451.62,True
INDUS-00366,Industrie Saint-Germain-lès-Arpajon #366,Agroalimentaire,Saint-Germain-lès-Arpajon,75 - Paris,Île-de-France,14550.9,3464.5,7319.1,True
INDUS-00367,Industrie Beuzeville #367,Data Centers,Beuzeville,75 - Paris,Île-de-France,13129.2,3126.0,5488.01,False
INDUS-00368,Industrie Paris #368,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,36007.2,8573.1,16743.35,True
INDUS-00369,Industrie Paris #369,Agroalimentaire,Paris,75 - Paris,Île-de-France,5936.8,1413.5,2576.57,False
INDUS-00370,Industrie Leers #370,Data Centers,Leers,75 - Paris,Île-de-France,25942.4,6176.8,7056.33,False
INDUS-00371,Industrie Balaruc-le-Vieux #371,Métallurgie,Balaruc-le-Vieux,75 - Paris,Île-de-France,29369.7,6992.8,4875.37,True
INDUS-00372,Industrie Paris #372,Agroalimentaire,Paris,75 - Paris,Île-de-France,11985.0,2853.6,2972.28,True
INDUS-00373,Industrie Paris #373,Métallurgie,Paris,75 - Paris,Île-de-France,25085.2,5972.7,13420.58,False
INDUS-00374,Industrie Sainte-Ruffine #374,Agroalimentaire,Sainte-Ruffine,75 - Paris,Île-de-France,25448.5,6059.2,13462.26,False
INDUS-00375,Industrie Paris #375,Automobile,Paris,75 - Paris,Île-de-France,40372.8,9612.6,12555.94,False
INDUS-00376,Industrie Chartres #376,Agroalimentaire,Chartres,75 - Paris,Île-de-France,13869.1,3302.2,1997.15,True
INDUS-00377,Industrie La Teste-de-Buch #377,Data Centers,La Teste-de-Buch,75 - Paris,Île-de-France,7362.1,1752.9,1936.23,False
INDUS-00378,Industrie Toutry #378,Chimie & Pharmacie,Toutry,75 - Paris,Île-de-France,39602.4,9429.1,14336.07,False
INDUS-00379,Industrie Saint-Germain-en-Laye #379,Agroalimentaire,Saint-Germain-en-Laye,75 - Paris,Île-de-France,30988.1,7378.1,4679.2,True
INDUS-00380,Industrie Paris #380,Data Centers,Paris,75 - Paris,Île-de-France,19089.2,4545.0,2882.47,False
INDUS-00381,Industrie La Teste-de-Buch #381,Métallurgie,La Teste-de-Buch,75 - Paris,Île-de-France,28417.5,6766.1,5939.26,True
INDUS-00382,Industrie Paris #382,Automobile,Paris,75 - Paris,Île-de-France,26591.4,6331.3,4706.68,False
INDUS-00383,Industrie Loubeyrat #383,Data Centers,Loubeyrat,75 - Paris,Île-de-France,5496.0,1308.6,1489.42,True
INDUS-00384,Industrie Paris #384,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,15949.4,3797.5,2663.55,True
INDUS-00385,Industrie Paris #385,Automobile,Paris,75 - Paris,Île-de-France,27321.7,6505.2,14671.75,False
INDUS-00386,Industrie Paris #386,Agroalimentaire,Paris,75 - Paris,Île-de-France,35998.3,8571.0,7343.65,False
INDUS-00387,Industrie Paris #387,Data Centers,Paris,75 - Paris,Île-de-France,40314.0,9598.6,18504.13,True
INDUS-00388,Industrie Paris #388,Data Centers,Paris,75 - Paris,Île-de-France,22980.1,5471.5,6503.37,True
INDUS-00389,Industrie Issoudun #389,Agroalimentaire,Issoudun,75 - Paris,Île-de-France,31740.7,7557.3,6887.73,True
INDUS-00390,Industrie Paris #390,Data Centers,Paris,75 - Paris,Île-de-France,25955.9,6180.0,10356.4,True
INDUS-00391,Industrie Lattes #391,Agroalimentaire,Lattes,75 - Paris,Île-de-France,20462.2,4872.0,6650.22,False
INDUS-00392,Industrie Baie-Mahault #392,Chimie & Pharmacie,Baie-Mahault,75 - Paris,Île-de-France,9954.7,2370.2,4549.3,False
INDUS-00393,Industrie Paris #393,Agroalimentaire,Paris,75 - Paris,Île-de-France,15095.5,3594.2,3260.63,True
INDUS-00394,Industrie Évry-Courcouronnes #394,Automobile,Évry-Courcouronnes,75 - Paris,Île-de-France,38273.4,9112.7,14008.06,True
INDUS-00395,Industrie Bussy-Saint-Georges #395,Métallurgie,Bussy-Saint-Georges,75 - Paris,Île-de-France,14890.1,3545.3,6298.51,False
INDUS-00396,Industrie Paris #396,Agroalimentaire,Paris,75 - Paris,Île-de-France,30281.7,7209.9,7782.4,True
INDUS-00397,Industrie Paris #397,Automobile,Paris,75 - Paris,Île-de-France,20722.8,4934.0,11273.2,True
INDUS-00398,Industrie Paris #398,Métallurgie,Paris,75 - Paris,Île-de-France,25078.5,5971.1,10156.79,False
INDUS-00399,Industrie Bondy #399,Agroalimentaire,Bondy,75 - Paris,Île-de-France,7691.1,1831.2,2753.41,False
INDUS-00400,Industrie Paris #400,Métallurgie,Paris,75 - Paris,Île-de-France,17180.3,4090.5,3882.75,False
INDUS-00401,Industrie Gigouzac #401,Métallurgie,Gigouzac,75 - Paris,Île-de-France,44906.3,10692.0,21510.12,False
INDUS-00402,Industrie Paris #402,Métallurgie,Paris,75 - Paris,Île-de-France,41499.2,9880.8,9752.31,True
INDUS-00403,Industrie Paris #403,Automobile,Paris,75 - Paris,Île-de-France,16070.0,3826.2,2972.95,False
INDUS-00404,Industrie Paris #404,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,26206.9,6239.7,6682.76,False
INDUS-00405,Industrie Boulogne-sur-Mer #405,Chimie & Pharmacie,Boulogne-sur-Mer,75 - Paris,Île-de-France,6686.5,1592.0,3570.59,True
INDUS-00406,Industrie Paris #406,Métallurgie,Paris,75 - Paris,Île-de-France,31977.5,7613.7,3997.19,False
INDUS-00407,Industrie Paris #407,Automobile,Paris,75 - Paris,Île-de-France,33269.5,7921.3,12143.37,True
INDUS-00408,Industrie Chevigny-Saint-Sauveur #408,Automobile,Chevigny-Saint-Sauveur,75 - Paris,Île-de-France,27372.2,6517.2,6322.98,False
INDUS-00409,Industrie Paris #409,Agroalimentaire,Paris,75 - Paris,Île-de-France,22798.9,5428.3,3989.81,False
INDUS-00410,Industrie Paris #410,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,10269.5,2445.1,1232.34,True
INDUS-00411,Industrie Marseille #411,Data Centers,Marseille,75 - Paris,Île-de-France,33135.2,7889.3,13320.35,True
INDUS-00412,Industrie La Crau #412,Chimie & Pharmacie,La Crau,75 - Paris,Île-de-France,21072.0,5017.1,4193.33,False
INDUS-00413,Industrie Arcueil #413,Chimie & Pharmacie,Arcueil,75 - Paris,Île-de-France,6106.1,1453.8,1679.18,False
INDUS-00414,Industrie Paris #414,Automobile,Paris,75 - Paris,Île-de-France,16469.9,3921.4,2388.14,True
INDUS-00415,Industrie Paris #415,Data Centers,Paris,75 - Paris,Île-de-France,16700.8,3976.4,6396.41,False
INDUS-00416,Industrie Paris #416,Agroalimentaire,Paris,75 - Paris,Île-de-France,41217.1,9813.6,23576.18,True
INDUS-00417,Industrie Paris #417,Data Centers,Paris,75 - Paris,Île-de-France,40505.1,9644.1,22439.83,True
INDUS-00418,Industrie Les Pennes-Mirabeau #418,Automobile,Les Pennes-Mirabeau,75 - Paris,Île-de-France,16138.8,3842.6,7601.37,True
INDUS-00419,Industrie Saint-Nicolas #419,Automobile,Saint-Nicolas,75 - Paris,Île-de-France,42595.7,10141.8,12352.75,False
INDUS-00420,Industrie Perpignan #420,Agroalimentaire,Perpignan,75 - Paris,Île-de-France,40725.8,9696.6,15638.71,True
INDUS-00421,Industrie Antibes #421,Chimie & Pharmacie,Antibes,75 - Paris,Île-de-France,8079.0,1923.6,2843.81,True
INDUS-00422,Industrie Paris #422,Data Centers,Paris,75 - Paris,Île-de-France,44298.1,10547.2,6644.71,False
INDUS-00423,Industrie Saint-Brieuc #423,Agroalimentaire,Saint-Brieuc,75 - Paris,Île-de-France,27091.4,6450.3,10430.19,True
INDUS-00424,Industrie Paris #424,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,31483.1,7496.0,9917.18,True
