aide_id,demandeur_id,siret,nom_aide_dispositif,montant_aide_accordee_eur,date_debut_aide,date_expiration_aide,statut_aide,organisme_financeur
AIDE-00495,DEM-0185,49964534329344,Compte Personnel de Formation (CPF Co-financé),6821.2,2025-04-05,2025-12-01,En cours de versement,Région
AIDE-00496,DEM-0413,42793006021260,AFPR (Action de Formation Préalable à l'Emploi),12154.52,2025-04-23,2026-01-04,Accordée,Opco AKTO
AIDE-00497,DEM-0268,41778040239448,AFPR (Action de Formation Préalable à l'Emploi),12226.58,2025-02-27,2025-09-21,Accordée,Agefiph
AIDE-00498,DEM-0333,45853823653802,Compte Personnel de Formation (CPF Co-financé),10328.39,2025-03-11,2025-11-04,En cours de versement,France Travail
AIDE-00499,DEM-0438,41533423371521,Compte Personnel de Formation (CPF Co-financé),9921.13,2025-04-03,2026-03-21,Clôturée,Opco AKTO
AIDE-00500,DEM-0128,49612132715186,PMSMP (Immersion en Entreprise 15j),11996.95,2025-03-30,2026-01-16,En cours de versement,Opco AKTO
AIDE-00501,DEM-0479,41012347279017,Prime Reprise d'Activité AGEFIPH (Handicap),9915.72,2025-03-21,2025-10-23,Clôturée,France Travail
AIDE-00502,DEM-0105,47823693344891,Aid'Emploi ZFU / QPV Recrutement,11984.78,2025-04-25,2026-03-24,Accordée,Opco AKTO
AIDE-00503,DEM-0179,47596298176290,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11900.25,2025-01-28,2025-09-24,Accordée,France Travail
AIDE-00504,DEM-0181,41670962856610,Compte Personnel de Formation (CPF Co-financé),11018.02,2025-04-02,2026-03-11,Clôturée,Agefiph
AIDE-00505,DEM-0234,48022938628679,AFPR (Action de Formation Préalable à l'Emploi),5174.29,2025-04-04,2025-12-22,En cours de versement,Opco Atlas
AIDE-00506,DEM-0152,43158780291828,Aid'Emploi ZFU / QPV Recrutement,4853.2,2025-02-14,2025-05-27,Clôturée,France Travail
AIDE-00507,DEM-0080,46969092452320,Compte Personnel de Formation (CPF Co-financé),6258.0,2025-05-10,2026-02-25,En cours de versement,Opco Atlas
AIDE-00508,DEM-0272,45079226939034,Aid'Emploi ZFU / QPV Recrutement,6071.3,2025-04-11,2025-12-26,En cours de versement,Opco Atlas
AIDE-00509,DEM-0369,46391153991359,POEI (Préparation Opérationnelle à l'Emploi Individuelle),4370.68,2025-02-10,2025-11-07,Accordée,Agefiph
AIDE-00510,DEM-0446,42671020038669,AFPR (Action de Formation Préalable à l'Emploi),13607.43,2025-02-04,2025-12-31,Clôturée,Région
AIDE-00511,DEM-0318,42430279174325,Prime Reprise d'Activité AGEFIPH (Handicap),2482.17,2025-04-20,2025-07-07,En cours de versement,Opco Atlas
AIDE-00512,DEM-0131,47691385741719,POEI (Préparation Opérationnelle à l'Emploi Individuelle),2517.94,2025-03-11,2026-03-02,Accordée,Opco AKTO
AIDE-00513,DEM-0404,45216142310337,Aid'Emploi ZFU / QPV Recrutement,6121.44,2025-04-15,2025-11-02,Accordée,Opco Atlas
AIDE-00514,DEM-0274,41508021194515,AFPR (Action de Formation Préalable à l'Emploi),9580.54,2025-05-02,2025-12-27,Clôturée,Opco Atlas
AIDE-00515,DEM-0029,44735626706345,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10814.28,2025-05-15,2026-03-24,Clôturée,Opco Atlas
AIDE-00516,DEM-0308,47282587259632,Compte Personnel de Formation (CPF Co-financé),13031.09,2025-04-17,2025-08-21,Accordée,Opco AKTO
AIDE-00517,DEM-0363,44519678985696,AFPR (Action de Formation Préalable à l'Emploi),2125.03,2025-03-14,2025-08-11,En cours de versement,Opco AKTO
AIDE-00518,DEM-0054,48932225164956,PMSMP (Immersion en Entreprise 15j),6067.03,2025-05-01,2025-12-13,En cours de versement,Opco Atlas
AIDE-00519,DEM-0090,46360557557960,AFPR (Action de Formation Préalable à l'Emploi),10933.57,2025-04-14,2025-11-17,Clôturée,France Travail
AIDE-00520,DEM-0232,46061215785082,Prime Reprise d'Activité AGEFIPH (Handicap),10125.66,2025-01-21,2025-09-24,En cours de versement,France Travail
AIDE-00521,DEM-0473,45058820744505,Aid'Emploi ZFU / QPV Recrutement,6515.25,2025-04-28,2026-03-15,En cours de versement,Région
AIDE-00522,DEM-0200,45489489304627,POEI (Préparation Opérationnelle à l'Emploi Individuelle),13994.15,2025-04-29,2025-07-26,Clôturée,Agefiph
AIDE-00523,DEM-0225,49446367691026,Compte Personnel de Formation (CPF Co-financé),11074.19,2025-01-22,2025-09-11,Accordée,Agefiph
AIDE-00524,FT-99720068,48218686687198,AFPR (Action de Formation Préalable à l'Emploi),2049.57,2025-02-12,2025-08-02,Clôturée,Région
AIDE-00525,DEM-0465,46364301630586,AFPR (Action de Formation Préalable à l'Emploi),8495.5,2025-05-11,2025-07-27,Accordée,France Travail
AIDE-00526,DEM-0465,43870235646638,PMSMP (Immersion en Entreprise 15j),5314.52,2025-05-11,2025-10-24,Clôturée,France Travail
AIDE-00527,DEM-0362,43314976888891,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5820.56,2025-04-09,2025-08-07,En cours de versement,France Travail
AIDE-00528,DEM-0348,48525688186692,PMSMP (Immersion en Entreprise 15j),7466.42,2025-05-04,2025-09-02,Accordée,Région
AIDE-00529,DEM-0398,47082928146003,Prime Reprise d'Activité AGEFIPH (Handicap),7640.38,2025-01-20,2025-12-05,En cours de versement,Opco Atlas
AIDE-00530,DEM-0106,46984011587428,Compte Personnel de Formation (CPF Co-financé),10623.49,2025-03-04,2025-10-08,Accordée,Agefiph
AIDE-00531,DEM-0235,46515337879443,Prime Reprise d'Activité AGEFIPH (Handicap),10427.99,2025-04-19,2026-02-12,Clôturée,Opco Atlas
AIDE-00532,DEM-0317,49316247846111,AFPR (Action de Formation Préalable à l'Emploi),10518.44,2025-05-04,2026-03-04,En cours de versement,France Travail
AIDE-00533,DEM-0126,41380046040097,Compte Personnel de Formation (CPF Co-financé),1822.29,2025-03-28,2025-11-16,Clôturée,Région
AIDE-00534,DEM-0392,48004915744119,Prime Reprise d'Activité AGEFIPH (Handicap),11739.8,2025-04-13,2025-10-11,En cours de versement,France Travail
AIDE-00535,DEM-0140,49946965078687,Aid'Emploi ZFU / QPV Recrutement,7575.96,2025-05-02,2026-02-12,En cours de versement,France Travail
AIDE-00536,DEM-0103,42516911038014,Compte Personnel de Formation (CPF Co-financé),7336.04,2025-02-25,2025-09-08,Clôturée,Région
AIDE-00537,DEM-0162,46920664827323,AFPR (Action de Formation Préalable à l'Emploi),12821.1,2025-01-27,2025-09-07,Clôturée,France Travail
AIDE-00538,DEM-0157,47796070125822,PMSMP (Immersion en Entreprise 15j),14259.14,2025-01-24,2025-06-26,Accordée,Région
AIDE-00539,DEM-0355,49120437723718,Aid'Emploi ZFU / QPV Recrutement,13709.81,2025-03-13,2026-01-22,En cours de versement,Agefiph
AIDE-00540,DEM-0201,44647617364808,Prime Reprise d'Activité AGEFIPH (Handicap),3025.72,2025-04-27,2025-09-29,Accordée,Opco AKTO
AIDE-00541,DEM-0365,48502128315340,AFPR (Action de Formation Préalable à l'Emploi),6579.91,2025-03-28,2026-03-09,Clôturée,Agefiph
AIDE-00542,DEM-0035,48702245878615,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8430.07,2025-04-28,2026-03-30,Accordée,Agefiph
AIDE-00543,DEM-0053,44384464489292,AFPR (Action de Formation Préalable à l'Emploi),11558.52,2025-01-21,2025-07-06,En cours de versement,Région
AIDE-00544,DEM-0340,49970584842026,AFPR (Action de Formation Préalable à l'Emploi),9605.77,2025-02-20,2026-01-11,En cours de versement,Opco Atlas
AIDE-00545,DEM-0247,48711473037143,Compte Personnel de Formation (CPF Co-financé),3998.11,2025-04-29,2025-09-20,En cours de versement,Région
AIDE-00546,DEM-0139,44422180527275,Compte Personnel de Formation (CPF Co-financé),4742.19,2025-03-06,2026-01-29,Clôturée,Opco AKTO
AIDE-00547,DEM-0303,48718996907994,PMSMP (Immersion en Entreprise 15j),12139.93,2025-05-09,2026-05-01,Accordée,Opco Atlas
AIDE-00548,DEM-0079,43955206903684,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11094.07,2025-03-19,2025-06-29,Clôturée,Agefiph
AIDE-00549,DEM-0027,41212442157464,POEI (Préparation Opérationnelle à l'Emploi Individuelle),7979.66,2025-02-07,2025-04-29,Accordée,France Travail
AIDE-00550,DEM-0350,48410374142747,Prime Reprise d'Activité AGEFIPH (Handicap),4268.83,2025-02-05,2025-12-04,Clôturée,Agefiph
AIDE-00551,DEM-0437,48611792333725,Compte Personnel de Formation (CPF Co-financé),8347.46,2025-02-27,2025-09-17,En cours de versement,France Travail
AIDE-00552,DEM-0233,48277957509097,PMSMP (Immersion en Entreprise 15j),12393.05,2025-02-08,2025-11-17,Clôturée,Région
AIDE-00553,DEM-0424,49372471882380,AFPR (Action de Formation Préalable à l'Emploi),10573.72,2025-04-29,2025-10-18,En cours de versement,Opco AKTO
AIDE-00554,DEM-0231,45101990046860,AFPR (Action de Formation Préalable à l'Emploi),7658.11,2025-05-11,2025-11-18,Clôturée,Opco AKTO
AIDE-00555,DEM-0394,43059888413701,PMSMP (Immersion en Entreprise 15j),12275.55,2025-04-02,2025-12-10,En cours de versement,Opco Atlas
AIDE-00556,DEM-0406,44342600856042,Aid'Emploi ZFU / QPV Recrutement,13068.12,2025-05-12,2026-02-21,Accordée,Opco AKTO
AIDE-00557,DEM-0250,46899934897280,PMSMP (Immersion en Entreprise 15j),14440.9,2025-02-06,2025-05-29,Clôturée,Région
AIDE-00558,DEM-0047,44936049801376,Compte Personnel de Formation (CPF Co-financé),7198.95,2025-04-04,2025-10-11,Accordée,Agefiph
AIDE-00559,DEM-0044,41130581332162,Compte Personnel de Formation (CPF Co-financé),3101.95,2025-05-05,2026-04-25,En cours de versement,Opco Atlas
AIDE-00560,DEM-0038,48112218744493,Compte Personnel de Formation (CPF Co-financé),1666.04,2025-02-06,2025-08-12,Accordée,Opco AKTO
AIDE-00561,DEM-0121,41609401027332,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8463.54,2025-05-09,2026-01-04,Clôturée,Région
AIDE-00562,DEM-0386,41480631209324,PMSMP (Immersion en Entreprise 15j),6812.68,2025-04-01,2025-08-22,Accordée,Opco AKTO
AIDE-00563,DEM-0458,42019078643357,AFPR (Action de Formation Préalable à l'Emploi),4630.96,2025-01-18,2025-10-03,Accordée,Agefiph
AIDE-00564,DEM-0324,47190915991719,AFPR (Action de Formation Préalable à l'Emploi),5577.47,2025-03-03,2025-05-09,Clôturée,France Travail
AIDE-00565,DEM-0341,45920213301320,PMSMP (Immersion en Entreprise 15j),3165.96,2025-02-08,2026-01-29,Clôturée,Opco AKTO
AIDE-00566,DEM-0271,45777580973967,AFPR (Action de Formation Préalable à l'Emploi),4959.38,2025-05-15,2025-09-28,Clôturée,Agefiph
AIDE-00567,DEM-0110,47329291168142,Aid'Emploi ZFU / QPV Recrutement,1859.82,2025-03-12,2025-09-06,Accordée,France Travail
AIDE-00568,DEM-0096,48119488090851,AFPR (Action de Formation Préalable à l'Emploi),13113.12,2025-03-28,2025-12-31,Clôturée,Région
AIDE-00569,DEM-0372,47538395659534,Aid'Emploi ZFU / QPV Recrutement,6432.16,2025-01-19,2025-08-27,Clôturée,Région
AIDE-00570,DEM-0348,42139723522197,Aid'Emploi ZFU / QPV Recrutement,2778.81,2025-05-12,2025-10-03,En cours de versement,France Travail
AIDE-00571,DEM-0096,46675127113215,PMSMP (Immersion en Entreprise 15j),11663.72,2025-02-07,2025-12-09,En cours de versement,France Travail
AIDE-00572,DEM-0124,43510533184936,PMSMP (Immersion en Entreprise 15j),5858.09,2025-01-23,2025-12-08,En cours de versement,Opco Atlas
AIDE-00573,DEM-0500,42430279174325,Compte Personnel de Formation (CPF Co-financé),9730.43,2025-03-29,2025-11-19,En cours de versement,Opco AKTO
AIDE-00574,DEM-0243,46852770680800,Prime Reprise d'Activité AGEFIPH (Handicap),7036.78,2025-03-29,2025-11-24,Accordée,Région
AIDE-00575,DEM-0184,47268860146388,POEI (Préparation Opérationnelle à l'Emploi Individuelle),4536.73,2025-04-30,2026-04-21,Clôturée,Agefiph
AIDE-00576,DEM-0467,43331719619417,PMSMP (Immersion en Entreprise 15j),1608.49,2025-01-18,2025-11-30,En cours de versement,Opco AKTO
AIDE-00577,DEM-0466,44802986267870,Aid'Emploi ZFU / QPV Recrutement,14476.46,2025-02-04,2026-01-16,Clôturée,Opco Atlas
AIDE-00578,DEM-0264,46485619899436,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3184.59,2025-05-06,2025-07-10,En cours de versement,Opco Atlas
AIDE-00579,DEM-0412,49676394877502,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8127.27,2025-04-14,2025-06-24,Clôturée,Région
AIDE-00580,DEM-0232,43767457906057,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11480.96,2025-05-03,2026-03-22,Accordée,France Travail
AIDE-00581,DEM-0208,45222482952900,Compte Personnel de Formation (CPF Co-financé),14406.56,2025-03-10,2025-12-30,Accordée,France Travail
AIDE-00582,DEM-0042,46181409842940,AFPR (Action de Formation Préalable à l'Emploi),5091.36,2025-05-12,2025-08-31,Clôturée,Opco AKTO
AIDE-00583,DEM-0142,41236632450311,AFPR (Action de Formation Préalable à l'Emploi),11177.04,2025-03-06,2025-05-09,Clôturée,Agefiph
AIDE-00584,DEM-0025,42563506009105,Prime Reprise d'Activité AGEFIPH (Handicap),8031.79,2025-04-29,2026-02-01,Clôturée,Opco Atlas
AIDE-00585,DEM-0058,45149687017777,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5627.03,2025-03-04,2025-11-12,Clôturée,Région
AIDE-00586,DEM-0265,49181038433984,Aid'Emploi ZFU / QPV Recrutement,6734.14,2025-01-29,2025-12-15,En cours de versement,Agefiph
AIDE-00587,DEM-0102,45288723993362,PMSMP (Immersion en Entreprise 15j),7278.7,2025-02-10,2026-01-13,Clôturée,Opco Atlas
AIDE-00588,DEM-0170,47868485524002,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10957.39,2025-03-25,2025-07-29,Clôturée,France Travail
AIDE-00589,DEM-0185,43276935552110,Aid'Emploi ZFU / QPV Recrutement,4562.48,2025-04-26,2026-03-29,En cours de versement,Opco AKTO
AIDE-00590,DEM-0467,43218305992376,Aid'Emploi ZFU / QPV Recrutement,6403.98,2025-02-03,2025-12-23,Clôturée,Opco AKTO
AIDE-00591,DEM-0052,45767519843324,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11696.63,2025-01-22,2025-08-08,Clôturée,Opco AKTO
AIDE-00592,DEM-0378,49460085697813,Aid'Emploi ZFU / QPV Recrutement,11701.91,2025-01-27,2025-06-28,En cours de versement,Agefiph
AIDE-00593,DEM-0081,41103297582143,Prime Reprise d'Activité AGEFIPH (Handicap),5448.05,2025-04-14,2025-08-27,En cours de versement,France Travail
AIDE-00594,DEM-0184,41864050594204,Compte Personnel de Formation (CPF Co-financé),1605.58,2025-05-06,2025-10-03,Accordée,Région
AIDE-00595,DEM-0409,49010618150481,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3666.08,2025-04-29,2026-03-10,Clôturée,Région
AIDE-00596,DEM-0442,47847562944182,Aid'Emploi ZFU / QPV Recrutement,3861.64,2025-04-10,2025-11-10,En cours de versement,Région
AIDE-00597,DEM-0006,47125684901879,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10183.47,2025-02-04,2026-02-01,En cours de versement,France Travail
AIDE-00598,DEM-0381,42430279174325,PMSMP (Immersion en Entreprise 15j),7833.26,2025-03-06,2025-10-17,Accordée,Agefiph
AIDE-00599,DEM-0132,44246178887345,Aid'Emploi ZFU / QPV Recrutement,8039.4,2025-04-24,2025-06-30,Clôturée,France Travail
AIDE-00600,DEM-0424,41339237510659,PMSMP (Immersion en Entreprise 15j),1842.44,2025-05-02,2025-12-12,Accordée,France Travail
AIDE-00601,DEM-0302,47922848323800,Compte Personnel de Formation (CPF Co-financé),13093.65,2025-05-07,2025-07-28,Clôturée,Agefiph
AIDE-00602,DEM-0311,43981896503225,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8449.84,2025-01-19,2025-09-13,Clôturée,Région
AIDE-00603,DEM-0418,48083660025276,Compte Personnel de Formation (CPF Co-financé),4510.16,2025-03-10,2025-12-02,Accordée,Opco Atlas
AIDE-00604,DEM-0106,42544304531788,Prime Reprise d'Activité AGEFIPH (Handicap),7947.65,2025-04-03,2025-08-28,Accordée,Opco AKTO
AIDE-00605,DEM-0440,47282330302579,Compte Personnel de Formation (CPF Co-financé),13470.24,2025-04-08,2025-12-19,Clôturée,Région
AIDE-00606,DEM-0386,46771481631822,Prime Reprise d'Activité AGEFIPH (Handicap),13939.16,2025-04-18,2026-01-04,Accordée,France Travail
AIDE-00607,DEM-0161,43236352741681,PMSMP (Immersion en Entreprise 15j),14347.55,2025-02-19,2025-11-19,En cours de versement,Opco AKTO
AIDE-00608,DEM-0456,47962706030289,AFPR (Action de Formation Préalable à l'Emploi),9449.25,2025-05-14,2026-04-02,Accordée,France Travail
AIDE-00609,DEM-0385,45500268305514,Compte Personnel de Formation (CPF Co-financé),2750.93,2025-04-14,2025-09-22,En cours de versement,Opco Atlas
AIDE-00610,DEM-0007,45601207202279,Prime Reprise d'Activité AGEFIPH (Handicap),12395.68,2025-02-21,2025-09-19,Clôturée,Opco Atlas
AIDE-00611,DEM-0388,42988406491336,PMSMP (Immersion en Entreprise 15j),14172.72,2025-04-16,2026-02-21,En cours de versement,Opco Atlas
AIDE-00612,DEM-0386,48907464855511,PMSMP (Immersion en Entreprise 15j),7068.11,2025-02-26,2025-07-25,Accordée,Agefiph
AIDE-00613,DEM-0401,43105643903047,POEI (Préparation Opérationnelle à l'Emploi Individuelle),13868.92,2025-01-28,2025-11-14,Clôturée,Opco AKTO
AIDE-00614,DEM-0023,47389398148260,Aid'Emploi ZFU / QPV Recrutement,13264.49,2025-03-25,2026-03-07,En cours de versement,Région
AIDE-00615,DEM-0447,46260792949070,Prime Reprise d'Activité AGEFIPH (Handicap),14123.21,2025-03-22,2025-06-23,Clôturée,France Travail
AIDE-00616,DEM-0457,42723896252976,AFPR (Action de Formation Préalable à l'Emploi),11243.41,2025-03-19,2025-07-06,Clôturée,Opco Atlas
AIDE-00617,DEM-0146,46354367895230,Prime Reprise d'Activité AGEFIPH (Handicap),1630.33,2025-03-17,2025-07-14,Accordée,Opco AKTO
AIDE-00618,DEM-0454,48472574040205,Compte Personnel de Formation (CPF Co-financé),12743.13,2025-02-01,2025-07-15,Accordée,Opco AKTO
AIDE-00619,DEM-0047,43579994609437,Prime Reprise d'Activité AGEFIPH (Handicap),14252.14,2025-04-29,2026-03-26,En cours de versement,Agefiph
AIDE-00620,DEM-0171,44920947494629,Prime Reprise d'Activité AGEFIPH (Handicap),11215.73,2025-01-28,2025-08-20,En cours de versement,France Travail
AIDE-00621,DEM-0168,41218171068828,Aid'Emploi ZFU / QPV Recrutement,9266.82,2025-02-03,2025-09-10,En cours de versement,Opco Atlas
AIDE-00622,DEM-0227,41417648276345,Compte Personnel de Formation (CPF Co-financé),2104.9,2025-01-18,2025-08-13,Clôturée,Opco AKTO
AIDE-00623,DEM-0102,47855177304215,Prime Reprise d'Activité AGEFIPH (Handicap),8688.72,2025-02-09,2025-04-30,Accordée,Région
AIDE-00624,DEM-0156,47917143512832,PMSMP (Immersion en Entreprise 15j),10627.64,2025-04-28,2025-08-03,Clôturée,France Travail
AIDE-00625,DEM-0500,43636174688433,AFPR (Action de Formation Préalable à l'Emploi),12831.24,2025-02-23,2025-07-04,Accordée,France Travail
AIDE-00626,DEM-0212,47119759027918,Compte Personnel de Formation (CPF Co-financé),12087.39,2025-02-19,2026-02-07,Clôturée,Opco Atlas
AIDE-00627,DEM-0123,41816661179424,Compte Personnel de Formation (CPF Co-financé),10552.71,2025-05-14,2025-10-19,Clôturée,Opco Atlas
AIDE-00628,DEM-0291,41470917887752,Prime Reprise d'Activité AGEFIPH (Handicap),4697.63,2025-05-03,2025-09-08,Clôturée,Opco Atlas
AIDE-00629,DEM-0395,42296966209398,POEI (Préparation Opérationnelle à l'Emploi Individuelle),6635.9,2025-02-01,2025-07-04,Clôturée,Opco Atlas
AIDE-00630,DEM-0084,43099066115587,AFPR (Action de Formation Préalable à l'Emploi),4341.84,2025-02-21,2025-09-10,Clôturée,France Travail
AIDE-00631,DEM-0078,47974240331793,POEI (Préparation Opérationnelle à l'Emploi Individuelle),13929.93,2025-03-25,2026-03-05,Accordée,Opco Atlas
AIDE-00632,DEM-0384,45256097942790,Prime Reprise d'Activité AGEFIPH (Handicap),2555.35,2025-04-27,2026-02-07,En cours de versement,Région
AIDE-00633,DEM-0031,48814420659841,Prime Reprise d'Activité AGEFIPH (Handicap),8359.55,2025-03-12,2026-02-01,En cours de versement,Opco AKTO
AIDE-00634,DEM-0171,41522634086608,Prime Reprise d'Activité AGEFIPH (Handicap),7355.68,2025-04-03,2026-01-13,Clôturée,Agefiph
AIDE-00635,DEM-0049,43579994609437,AFPR (Action de Formation Préalable à l'Emploi),4337.82,2025-04-28,2026-02-13,Clôturée,Région
AIDE-00636,DEM-0296,45545155845058,AFPR (Action de Formation Préalable à l'Emploi),13489.66,2025-02-06,2025-08-20,Clôturée,France Travail
AIDE-00637,DEM-0378,41261855543745,AFPR (Action de Formation Préalable à l'Emploi),1828.44,2025-01-29,2025-04-01,Accordée,Opco AKTO
AIDE-00638,DEM-0478,42945811074393,PMSMP (Immersion en Entreprise 15j),7518.15,2025-03-31,2025-10-19,En cours de versement,Agefiph
AIDE-00639,DEM-0450,44500554994251,PMSMP (Immersion en Entreprise 15j),13500.51,2025-04-18,2025-07-17,Accordée,Région
AIDE-00640,DEM-0441,43705705399628,PMSMP (Immersion en Entreprise 15j),14040.23,2025-02-08,2025-05-08,Clôturée,Opco AKTO
AIDE-00641,DEM-0418,43109713950403,PMSMP (Immersion en Entreprise 15j),12351.04,2025-03-18,2025-11-23,Clôturée,Opco Atlas
AIDE-00642,DEM-0473,43783318479514,Compte Personnel de Formation (CPF Co-financé),3303.36,2025-04-19,2026-03-15,En cours de versement,Opco Atlas
AIDE-00643,DEM-0362,48652870664626,Compte Personnel de Formation (CPF Co-financé),9205.59,2025-02-12,2025-05-17,En cours de versement,Région
AIDE-00644,DEM-0308,42023269335397,Prime Reprise d'Activité AGEFIPH (Handicap),11810.62,2025-04-01,2026-02-02,En cours de versement,Région
AIDE-00645,DEM-0041,49829658738619,Aid'Emploi ZFU / QPV Recrutement,8234.35,2025-01-23,2025-11-10,Clôturée,Opco Atlas
AIDE-00646,DEM-0378,45070006272302,Aid'Emploi ZFU / QPV Recrutement,4022.29,2025-03-17,2025-07-22,Clôturée,Région
AIDE-00647,DEM-0244,45261634055523,AFPR (Action de Formation Préalable à l'Emploi),13352.5,2025-03-15,2025-07-11,Clôturée,Opco Atlas
AIDE-00648,DEM-0160,43229770197964,Compte Personnel de Formation (CPF Co-financé),2540.3,2025-04-09,2026-01-04,Clôturée,Opco AKTO
AIDE-00649,DEM-0475,44938590127137,Prime Reprise d'Activité AGEFIPH (Handicap),7589.84,2025-04-17,2025-10-09,Accordée,Agefiph
AIDE-00650,DEM-0291,45897255679986,Compte Personnel de Formation (CPF Co-financé),9722.54,2025-01-23,2025-05-10,Accordée,Opco Atlas
AIDE-00651,DEM-0033,49301014065534,Aid'Emploi ZFU / QPV Recrutement,4322.41,2025-03-31,2025-11-24,En cours de versement,Région
AIDE-00652,DEM-0233,47259083806083,AFPR (Action de Formation Préalable à l'Emploi),10615.61,2025-05-14,2026-01-14,Accordée,Opco AKTO
AIDE-00653,DEM-0131,42465870575571,PMSMP (Immersion en Entreprise 15j),9092.96,2025-02-25,2025-08-17,Clôturée,France Travail
AIDE-00654,DEM-0313,41831514052617,POEI (Préparation Opérationnelle à l'Emploi Individuelle),7754.21,2025-04-11,2026-02-22,Clôturée,Opco Atlas
AIDE-00655,DEM-0354,43316425978065,PMSMP (Immersion en Entreprise 15j),9608.75,2025-04-04,2025-08-19,Clôturée,Opco AKTO
AIDE-00656,DEM-0281,45444165510248,Prime Reprise d'Activité AGEFIPH (Handicap),8898.63,2025-02-03,2025-06-11,En cours de versement,Opco AKTO
AIDE-00657,DEM-0228,49455909152173,AFPR (Action de Formation Préalable à l'Emploi),5739.15,2025-02-10,2025-09-30,En cours de versement,Opco Atlas
AIDE-00658,DEM-0170,47269389847844,Compte Personnel de Formation (CPF Co-financé),14464.14,2025-03-14,2025-06-11,Accordée,Opco Atlas
AIDE-00659,DEM-0245,44160610553900,AFPR (Action de Formation Préalable à l'Emploi),8945.66,2025-02-16,2025-11-20,Clôturée,France Travail
AIDE-00660,DEM-0223,44138460026356,POEI (Préparation Opérationnelle à l'Emploi Individuelle),4937.8,2025-03-23,2026-02-05,En cours de versement,France Travail
AIDE-00661,DEM-0043,41793152656612,Aid'Emploi ZFU / QPV Recrutement,13471.23,2025-05-06,2026-03-30,Accordée,Région
AIDE-00662,DEM-0104,41306232387954,AFPR (Action de Formation Préalable à l'Emploi),8366.05,2025-01-31,2025-12-07,Clôturée,Opco Atlas
AIDE-00663,DEM-0068,44499797842952,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8682.55,2025-03-21,2025-07-22,En cours de versement,Région
AIDE-00664,DEM-0319,41347685160913,AFPR (Action de Formation Préalable à l'Emploi),5253.71,2025-03-06,2025-10-31,Clôturée,Opco Atlas
AIDE-00665,DEM-0333,49530253477787,Prime Reprise d'Activité AGEFIPH (Handicap),3430.01,2025-04-15,2026-03-27,En cours de versement,Opco Atlas
AIDE-00666,DEM-0357,41475035096128,Aid'Emploi ZFU / QPV Recrutement,6397.89,2025-03-05,2025-11-19,Accordée,Opco AKTO
AIDE-00667,DEM-0127,49559047107261,PMSMP (Immersion en Entreprise 15j),6782.44,2025-01-23,2025-04-29,En cours de versement,Opco Atlas
AIDE-00668,DEM-0473,46124863680717,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8071.39,2025-05-05,2025-10-25,En cours de versement,Opco AKTO
AIDE-00669,DEM-0057,42859047350407,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8785.4,2025-04-18,2026-03-25,En cours de versement,Agefiph
AIDE-00670,DEM-0235,41011779244120,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8481.94,2025-03-08,2026-02-04,Accordée,Région
AIDE-00671,DEM-0225,42937556456083,Compte Personnel de Formation (CPF Co-financé),3808.69,2025-03-14,2025-06-18,En cours de versement,Opco AKTO
AIDE-00672,DEM-0332,41487468224578,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10486.88,2025-03-01,2025-07-11,Accordée,Agefiph
AIDE-00673,DEM-0019,45492098320301,AFPR (Action de Formation Préalable à l'Emploi),3479.67,2025-03-25,2026-03-19,Clôturée,Région
AIDE-00674,DEM-0122,46249653467491,PMSMP (Immersion en Entreprise 15j),9937.9,2025-03-25,2025-08-26,En cours de versement,France Travail
AIDE-00675,DEM-0146,48608008809651,Prime Reprise d'Activité AGEFIPH (Handicap),2098.14,2025-02-09,2025-07-12,Clôturée,France Travail
AIDE-00676,DEM-0117,48574302310039,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3978.93,2025-03-23,2026-02-02,Accordée,Région
AIDE-00677,DEM-0260,45545155845058,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10935.35,2025-01-17,2025-09-15,Accordée,Région
AIDE-00678,DEM-0126,49714727943002,PMSMP (Immersion en Entreprise 15j),11890.01,2025-03-24,2026-03-18,Clôturée,France Travail
AIDE-00679,DEM-0396,45777580973967,Aid'Emploi ZFU / QPV Recrutement,9338.68,2025-05-04,2025-11-20,Accordée,Opco AKTO
