code_rome,intitule_rome_appellation,grand_domaine_code,grand_domaine_libelle,domaine_prof_code,domaine_prof_libelle,code_ogr
D1404,Vendeur / Vendeuse de motocycles,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20528
D1404,Vendeur / Vendeuse de véhicules neufs,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20535
D1404,Vendeur / Vendeuse en véhicules anciens,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20631
D1404,Vendeur / Vendeuse en véhicules d'occasion,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20633
D1404,Vendeur / Vendeuse en véhicules de collection,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20632
D1404,Vendeur / Vendeuse en véhicules industriels,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20634
D1404,Vendeur / Vendeuse secteur véhicules d'occasion,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20647
D1404,Vendeur / Vendeuse secteur véhicules neufs,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20648
D1405,Délégué médical / Déléguée médicale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,106
D1405,Attaché / Attachée à l'information médicale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,11367
D1405,Conseiller / Conseillère en information médicale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13434
D1405,Conseiller / Conseillère en information pharmaceutique,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13435
D1405,Délégué / Déléguée à l'information médicale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13929
D1405,Délégué / Déléguée dentaire,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13937
D1405,Délégué / Déléguée médicopharmaceutique,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13940
D1405,Délégué / Déléguée pharmaceutique,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13941
D1405,Délégué / Déléguée vétérinaire,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13944
D1405,Délégué médical / Déléguée médicale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13938
D1405,Délégué médical hospitalier / Déléguée médicale hospitalière,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13939
D1405,Visiteur / Visiteuse pharmaceutique,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20706
D1405,Visiteur médical / Visiteuse médicale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20704
D1405,Visiteur médical hospitalier / Visiteuse médicale hospitalière,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20705
D1406,Chef / Cheffe des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,107
D1406,Chargé / Chargée d'expansion commerciale d'enseigne,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,11925
D1406,Chef / Cheffe des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,404421
D1406,Chef de secteur des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,12319
D1406,Chef des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,12499
D1406,Délégué régional / Déléguée régionale des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13942
D1406,Directeur / Directrice des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,14389
D1406,Directeur / Directrice des ventes internationales,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,14390
D1406,Directeur national / Directrice nationale des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,14464
D1406,Directeur régional / Directrice régionale des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,14470
D1406,Directeur régional / Directrice régionale des ventes export,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,14471
D1406,Inspecteur / Inspectrice des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,15964
D1406,Inspecteur / Inspectrice du cadre en assurances,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,15970
D1406,Inspecteur commercial / Inspectrice commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,15919
D1406,Manager commercial des forces de vente,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,38573
D1406,Manager commercial junior des forces de vente,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,38574
D1406,Responsable animateur / animatrice des forces de vente,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,18579
D1406,Responsable animateur / animatrice des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,18580
D1406,Responsable de la force de vente,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,18727
D1406,Responsable des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,18950
D1406,Responsable des ventes comptes-clés,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,18951
D1406,Responsable des ventes zone export,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,18953
D1406,Responsable régional / régionale des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,19167
D1406,Responsable ventes indirectes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,19210
D1407,Technico-commercial / Technico-commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,108
D1407,Attaché technico-commercial / Attachée technico-commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,11402
D1407,Cadre technico-commercial / technico-commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,11636
D1407,Chargé / Chargée de comptes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403664
D1407,Chargé d'affaires technico-commercial / Chargée d'affaires technico-commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403661
D1407,Commercial / Commerciale technique,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403663
D1407,Courtier / Courtière en vins,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13805
D1407,Ingénieur commercial / Ingénieure commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,15614
D1407,Ingénieur technico-commercial / Ingénieure technico-commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,15898
D1407,Ingénieur technico-commercial / Ingénieure technico-commerciale en informatique,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,15900
D1407,Négociant / Négociante en bois,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,16958
D1407,Responsable technico-commercial / technico-commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,19198
D1407,Technico-commercial / Technico-commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20291
D1407,Technico-commercial / Technico-commerciale grands comptes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403662
D1407,Technico-commercial deviseur / Technico-commerciale deviseuse,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,38816
D1408,Téléconseiller / Téléconseillère,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,109
D1408,Assistant / Assistante de régulation médicale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,200020
D1408,Chargé / Chargée d'assistance,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,38082
D1408,Conseiller / Conseillère clientèle à distance,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13353
D1408,Permanencier / Permanencière auxiliaire de régulation médicale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,38631
D1408,Responsable de centre d'appels,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,18675
D1408,Responsable de plateau de centre d'appels,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,18806
D1408,Superviseur / Superviseuse de centre d'appels,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,19557
D1408,Technicien / Technicienne de la vente à distance,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,19784
D1408,Téléacteur / Téléactrice,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20298
D1408,Téléconseiller / Téléconseillère,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20299
D1408,Téléopérateur / Téléopératrice,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20302
D1408,Téléprospecteur / Téléprospectrice,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20303
D1408,Télévendeur / Télévendeuse,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,20306
D1409,Assistant / Assistante administration des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403074
D1409,Assistant / Assistante achat,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,11181
D1409,Assistant / Assistante administration des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,11188
D1409,Assistant / Assistante administration des ventes export,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,38959
D1409,Assistant / Assistante commerce international,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,38961
D1409,Assistant / Assistante des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,11266
D1409,Assistant / Assistante export,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,11286
D1409,Assistant / Assistante import,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,11294
D1409,Assistant / Assistante import-export,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,38960
D1409,Assistant / Assistante service clients,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,38958
D1409,Collaborateur commercial / Collaboratrice commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,12700
D1409,Conseiller commercial / Conseillère commerciale sédentaire,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13380
D1409,Employé commercial / Employée commerciale sédentaire,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,14753
D1409,Technicien / Technicienne administration des ventes,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,19649
D1409,Technicien / Technicienne de la vente par correspondance,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,19787
D1410,Attaché commercial / Attachée commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403086
D1410,Attaché commercial / Attachée commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403651
D1410,Attaché commercial / Attachée commerciale sédentaire,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,11389
D1410,Commercial / Commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403654
D1410,Commercial / Commerciale sédentaire,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,12748
D1410,Délégué commercial / Déléguée commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403652
D1410,Délégué commercial / Déléguée commerciale sédentaire,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,13936
D1410,Représentant commercial / Représentante commerciale,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403650
D1410,Responsable grand compte,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403653
D1410,VRP,D,"Commerce, Vente et Grande distribution",D14,Domaine D14,403655
D1410,Grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,
D1501,Animateur / Animatrice des ventes,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,110
D1501,Agent / Agente de promotion des ventes,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,10569
D1501,Animateur / Animatrice de réseau,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,403666
D1501,Animateur / Animatrice des ventes,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,403665
D1501,Animateur / Animatrice de vente,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,11035
D1501,Animateur commercial / Animatrice commerciale,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,10974
D1501,Animateur-démonstrateur / Animatrice-démonstratrice,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,11072
D1501,Démonstrateur / Démonstratrice,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,13956
D1502,Chef / Cheffe de rayon alimentaire,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,111
D1502,Adjoint / Adjointe au chef de rayon produits alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,10269
D1502,Adjoint / Adjointe au responsable de rayon produits alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,10279
D1502,Chef / Cheffe de rayon alimentaire,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,404422
D1502,Chef de rayon boucherie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12276
D1502,Chef de rayon boucherie/charcuterie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12277
D1502,Chef de rayon boulangerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12278
D1502,Chef de rayon boulangerie/pâtisserie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12279
D1502,Chef de rayon charcuterie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12281
D1502,Chef de rayon crèmerie fromagerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12282
D1502,Chef de rayon épicerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12284
D1502,Chef de rayon fruits et légumes,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12287
D1502,Chef de rayon liquides,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12293
D1502,Chef de rayon pâtisserie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12294
D1502,Chef de rayon poissonnerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12296
D1502,Chef de rayon produits alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12297
D1502,Chef de rayon produits alimentaires hors produits frais,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12298
D1502,Chef de rayon produits frais,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12300
D1502,Chef de rayon produits traiteur,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12302
D1502,Chef de rayon surgelés,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12305
D1502,Manager de rayon alimentaire hors produits frais,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,16333
D1502,Manager produits frais,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,16337
D1502,Manager rayon alimentaire,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,16338
D1502,Responsable de rayon alimentaire hors produits frais,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18837
D1502,Responsable de rayon produits alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18838
D1502,Responsable de rayon produits frais,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18839
D1503,Chef / Cheffe de rayon de produits non alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,112
D1503,Adjoint / Adjointe au chef de rayon produits non alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,10270
D1503,Adjoint / Adjointe au responsable de rayon produits non alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,10280
D1503,Chef / Cheffe de rayon de produits non alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12301
D1503,Chef de rayon bazar,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12275
D1503,Chef de rayon bricolage,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12280
D1503,Chef de rayon électroménager,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12283
D1503,Chef de rayon équipement de la maison,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12285
D1503,Chef de rayon équipement de la personne,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12286
D1503,Chef de rayon hygiène et parfumerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12288
D1503,Chef de rayon informatique,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12289
D1503,Chef de rayon jardinerie et animalerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12290
D1503,Chef de rayon jouets,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12291
D1503,Chef de rayon librairie papeterie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12292
D1503,Chef de rayon photo image et son,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12295
D1503,Chef de rayon produits culturels,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12299
D1503,Chef de rayon puériculture,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12303
D1503,Chef de rayon sport,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12304
D1503,Chef de rayon téléphonie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12306
D1503,Chef de rayon textile,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12307
D1503,Manager de rayon produits non alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,16334
D1503,Responsable de rayon produits non alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18840
D1504,Directeur / Directrice de magasin,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,113
D1504,Directeur / Directrice d'enseigne de la grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14352
D1504,Directeur / Directrice d'hypermarché,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14420
D1504,Directeur / Directrice de grande surface,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14260
D1504,Directeur / Directrice de Grande Surface de Bricolage -GSB-,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14261
D1504,Directeur / Directrice de Grande Surface Spécialisée -GSS-,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14262
D1504,Directeur / Directrice de grand magasin,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14259
D1504,Directeur / Directrice de magasin,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,404424
D1504,Directeur / Directrice de magasin à grande surface,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14288
D1504,Directeur / Directrice de magasin de grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14290
D1504,Directeur / Directrice de réseau de la distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14321
D1504,Directeur / Directrice de supermarché,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14332
D1504,Directeur / Directrice de zone de la distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14338
D1504,Directeur adjoint / Directrice adjointe d'hypermarché,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14182
D1504,Directeur régional / Directrice régionale d'hypermarché,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14473
D1504,Directeur régional / Directrice régionale d'hyper ou de supermarché,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14472
D1504,Directeur régional / Directrice régionale de supermarché,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14467
D1504,Responsable adjoint / adjointe de magasin de grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18568
D1504,Responsable de réseau de la distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18843
D1504,Responsable ventes de la distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,19209
D1504,Superviseur / Superviseuse d'hypermarché ou de supermarché,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,19565
D1505,Caissier / Caissière,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,114
D1505,Caissier / Caissière,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,11640
D1505,Caissier / Caissière de parking,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,11643
D1505,Caissier / Caissière de station-service,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,11644
D1505,Caissier / Caissière en libre-service,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,11645
D1505,Caissier / Caissière en restauration,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38575
D1505,Caissier / Caissière pompiste,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,11646
D1505,Caissier / Caissière roller,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,11647
D1505,Caissier / Caissière spectacle,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,11648
D1505,Hôte / Hôtesse de caisse,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,15487
D1505,Hôte / Hôtesse de caisse services clients,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38655
D1505,Péager / Péagère,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,17598
D1505,Péagiste,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,17599
D1506,Marchandiseur / Marchandiseuse,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,115
D1506,E-merchandiser,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38995
D1506,Marchandiseur / Marchandiseuse,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,16389
D1506,Optimisateur / Optimisatrice de linéaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,17355
D1506,Promoteur / Promotrice de linéaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18202
D1506,Responsable de service marchandisage,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18866
D1506,Responsable de service merchandising,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18867
D1506,Responsable merchandising,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,19130
D1506,Technicien / Technicienne en marchandisage,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,20085
D1506,Technicien / Technicienne en merchandising,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,20088
D1507,Employé / Employée de libre-service,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,116
D1507,Employé / Employée de libre-service,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14769
D1507,Employé / Employée de rayon,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14778
D1507,Employé / Employée de rayon bazar,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38100
D1507,Employé / Employée de rayon boucherie/charcuterie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38118
D1507,Employé / Employée de rayon boulangerie/pâtisserie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38120
D1507,Employé / Employée de rayon bricolage,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38102
D1507,Employé / Employée de rayon crèmerie fromagerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38122
D1507,Employé / Employée de rayon électroménager,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38103
D1507,Employé / Employée de rayon épicerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38123
D1507,Employé / Employée de rayon équipement de la maison,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38105
D1507,Employé / Employée de rayon équipement de la personne,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38107
D1507,Employé / Employée de rayon fruits et légumes,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38124
D1507,Employé / Employée de rayon hygiène et parfumerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38109
D1507,Employé / Employée de rayon informatique,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38111
D1507,Employé / Employée de rayon jardinerie et animalerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38112
D1507,Employé / Employée de rayon jouets,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38113
D1507,Employé / Employée de rayon librairie papeterie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38098
D1507,Employé / Employée de rayon libre-service,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14779
D1507,Employé / Employée de rayon liquides,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38125
D1507,Employé / Employée de rayon photo image et son,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38099
D1507,Employé / Employée de rayon poissonnerie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38117
D1507,Employé / Employée de rayon produits alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38114
D1507,Employé / Employée de rayon produits alimentaires hors produits frais,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38115
D1507,Employé / Employée de rayon produits culturels,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38101
D1507,Employé / Employée de rayon produits frais,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38116
D1507,Employé / Employée de rayon produits non alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38097
D1507,Employé / Employée de rayon produits traiteur,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38119
D1507,Employé / Employée de rayon puériculture,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38104
D1507,Employé / Employée de rayon sport,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38106
D1507,Employé / Employée de rayon surgelés,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38121
D1507,Employé / Employée de rayon téléphonie,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38108
D1507,Employé / Employée de rayon textile,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38110
D1507,Employé / Employée en approvisionnement de rayon,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14802
D1507,Employé polyvalent / Employée polyvalente de libre-service,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14811
D1508,Responsable de caisses,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,117
D1508,Adjoint / Adjointe chef de caisses,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,10285
D1508,Chef de caisses,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12077
D1508,Chef de département caisses,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12124
D1508,Chef de secteur caisses,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12315
D1508,Manager de caisses,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,16332
D1508,Responsable de caisses,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18674
D1508,Responsable de ligne de caisses,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18770
D1509,Responsable de département en grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,118
D1509,Adjoint / Adjointe au responsable drive en grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38673
D1509,Chef de département alimentaire,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12122
D1509,Chef de département en grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12126
D1509,Chef de département produits culturels,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12130
D1509,Chef de département produits frais,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12132
D1509,Chef de département produits non alimentaires,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12133
D1509,Chef de département textile,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12135
D1509,Chef de groupe en grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12164
D1509,Chef de secteur Produits de Grande Consommation -PGC-,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12327
D1509,Directeur / Directrice de divisions d'hypermarché,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,14253
D1509,Responsable de branche d'hypermarché,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18666
D1509,Responsable de département en grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,18702
D1509,Responsable drive en grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,38674
D1509,Responsable espace culturel en grande distribution,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,19072
D1509,Responsable univers,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,19206
D1510,Chef / Cheffe de secteur commercial,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,403087
D1510,Chef / Cheffe de département bazar,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12123
D1510,Chef / Cheffe de département Produits de Grande Consommation - PGC-,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12131
D1510,Chef / Cheffe de secteur bazar,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12314
D1510,Chef / Cheffe de secteur commerce,D,"Commerce, Vente et Grande distribution",D15,Domaine D15,12316
