id_incident,nom_operateur,commune,code_departement,nom_region,type_equipement,severite_incident,nombre_abonnes_impactes,statut_resolution
INC-00190,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Routeur Cœur IP,Mineur,115,RESOLU
INC-00191,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,Antenne 5G 3.5GHz,Majeur - Rupture 48h,13494,RESOLU
INC-00192,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Mineur,272,EN_COURS
INC-00193,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,801,INTERVENTION_EQUIPE
INC-00194,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,Antenne 5G 3.5GHz,Mineur,289,INTERVENTION_EQUIPE
INC-00195,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Moyen - Dégradation débit,759,EN_COURS
INC-00196,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,NRO Central Enedis/SFR,Moyen - Dégradation débit,304,RESOLU
INC-00197,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Moyen - Dégradation débit,848,EN_COURS
INC-00198,SFR,Montpellier,34 - Hérault,Occitanie,Antenne 4G LTE,Moyen - Dégradation débit,439,EN_COURS
INC-00199,Orange,Montpellier,34 - Hérault,Occitanie,Routeur Cœur IP,Moyen - Dégradation débit,694,RESOLU
INC-00200,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Mineur,714,EN_COURS
INC-00201,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Moyen - Dégradation débit,157,RESOLU
INC-00202,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,830,INTERVENTION_EQUIPE
INC-00203,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,12086,RESOLU
INC-00204,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Mineur,591,EN_COURS
INC-00205,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,554,EN_COURS
INC-00206,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Moyen - Dégradation débit,477,EN_COURS
INC-00207,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,9841,INTERVENTION_EQUIPE
INC-00208,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Moyen - Dégradation débit,737,RESOLU
INC-00209,SFR,Montpellier,34 - Hérault,Occitanie,Routeur Cœur IP,Mineur,546,RESOLU
INC-00210,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,PBO Fibre Optique,Moyen - Dégradation débit,474,EN_COURS
INC-00211,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Majeur - Rupture 48h,11115,RESOLU
INC-00212,Bouygues Telecom,Paris,75 - Paris,Île-de-France,Antenne 4G LTE,Majeur - Rupture 48h,5798,INTERVENTION_EQUIPE
INC-00213,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Mineur,440,INTERVENTION_EQUIPE
INC-00214,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Mineur,344,INTERVENTION_EQUIPE
INC-00215,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Majeur - Rupture 48h,3092,INTERVENTION_EQUIPE
INC-00216,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Mineur,761,EN_COURS
INC-00217,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,275,INTERVENTION_EQUIPE
INC-00218,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,524,RESOLU
INC-00219,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 4G LTE,Majeur - Rupture 48h,2016,INTERVENTION_EQUIPE
INC-00220,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Moyen - Dégradation débit,571,RESOLU
INC-00221,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,48,EN_COURS
INC-00222,Free Mobile,Paris,75 - Paris,Île-de-France,PBO Fibre Optique,Majeur - Rupture 48h,3226,EN_COURS
INC-00223,SFR,Paris,75 - Paris,Île-de-France,Antenne 4G LTE,Mineur,591,INTERVENTION_EQUIPE
INC-00224,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,3287,INTERVENTION_EQUIPE
INC-00225,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Mineur,551,RESOLU
INC-00226,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,790,RESOLU
INC-00227,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,495,INTERVENTION_EQUIPE
INC-00228,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Mineur,666,INTERVENTION_EQUIPE
INC-00229,SFR,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Majeur - Rupture 48h,10072,INTERVENTION_EQUIPE
INC-00230,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,5670,EN_COURS
INC-00231,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Mineur,801,RESOLU
INC-00232,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Moyen - Dégradation débit,400,RESOLU
INC-00233,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,Antenne 5G 3.5GHz,Mineur,294,EN_COURS
INC-00234,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,11099,RESOLU
INC-00235,SFR,Montpellier,34 - Hérault,Occitanie,NRO Central Enedis/SFR,Moyen - Dégradation débit,844,RESOLU
INC-00236,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 5G 3.5GHz,Mineur,628,RESOLU
INC-00237,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 5G 3.5GHz,Moyen - Dégradation débit,294,INTERVENTION_EQUIPE
INC-00238,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,6035,EN_COURS
INC-00239,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,NRO Central Enedis/SFR,Majeur - Rupture 48h,9850,EN_COURS
INC-00240,Free Mobile,Montpellier,34 - Hérault,Occitanie,Antenne 4G LTE,Moyen - Dégradation débit,839,INTERVENTION_EQUIPE
INC-00241,Orange,Toulouse,31 - Haute-Garonne,Occitanie,Routeur Cœur IP,Moyen - Dégradation débit,87,EN_COURS
INC-00242,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Moyen - Dégradation débit,127,RESOLU
INC-00243,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Majeur - Rupture 48h,8070,EN_COURS
INC-00244,Orange,Paris,75 - Paris,Île-de-France,Routeur Cœur IP,Mineur,190,INTERVENTION_EQUIPE
INC-00245,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Majeur - Rupture 48h,6215,INTERVENTION_EQUIPE
INC-00246,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,75,RESOLU
INC-00247,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Routeur Cœur IP,Moyen - Dégradation débit,522,RESOLU
INC-00248,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Majeur - Rupture 48h,3266,INTERVENTION_EQUIPE
INC-00249,SFR,Toulouse,31 - Haute-Garonne,Occitanie,Routeur Cœur IP,Majeur - Rupture 48h,4223,EN_COURS
INC-00250,Orange,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Majeur - Rupture 48h,8184,RESOLU
INC-00251,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Majeur - Rupture 48h,13910,RESOLU
INC-00252,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,2125,INTERVENTION_EQUIPE
INC-00253,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 5G 3.5GHz,Majeur - Rupture 48h,9983,EN_COURS
INC-00254,SFR,Montpellier,34 - Hérault,Occitanie,Routeur Cœur IP,Moyen - Dégradation débit,261,RESOLU
INC-00255,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,PBO Fibre Optique,Majeur - Rupture 48h,12941,INTERVENTION_EQUIPE
INC-00256,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 5G 3.5GHz,Majeur - Rupture 48h,1367,EN_COURS
INC-00257,SFR,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Moyen - Dégradation débit,803,INTERVENTION_EQUIPE
INC-00258,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Mineur,80,EN_COURS
INC-00259,SFR,Paris,75 - Paris,Île-de-France,Routeur Cœur IP,Mineur,300,EN_COURS
INC-00260,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 4G LTE,Moyen - Dégradation débit,368,RESOLU
INC-00261,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Moyen - Dégradation débit,641,RESOLU
INC-00262,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Moyen - Dégradation débit,589,RESOLU
INC-00263,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 5G 3.5GHz,Mineur,97,RESOLU
INC-00264,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 4G LTE,Majeur - Rupture 48h,2552,EN_COURS
INC-00265,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 4G LTE,Mineur,670,INTERVENTION_EQUIPE
INC-00266,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Majeur - Rupture 48h,8954,INTERVENTION_EQUIPE
INC-00267,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,10626,RESOLU
INC-00268,Orange,Toulouse,31 - Haute-Garonne,Occitanie,PBO Fibre Optique,Moyen - Dégradation débit,700,INTERVENTION_EQUIPE
INC-00269,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,723,INTERVENTION_EQUIPE
INC-00270,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Mineur,415,RESOLU
INC-00271,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,PBO Fibre Optique,Majeur - Rupture 48h,4041,EN_COURS
INC-00272,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Mineur,49,RESOLU
INC-00273,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Moyen - Dégradation débit,128,EN_COURS
INC-00274,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Moyen - Dégradation débit,787,RESOLU
INC-00275,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Mineur,331,EN_COURS
INC-00276,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Mineur,598,RESOLU
INC-00277,SFR,Montpellier,34 - Hérault,Occitanie,Antenne 4G LTE,Majeur - Rupture 48h,456,EN_COURS
INC-00278,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,7838,INTERVENTION_EQUIPE
INC-00279,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Majeur - Rupture 48h,4508,RESOLU
INC-00280,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Mineur,609,EN_COURS
INC-00281,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Majeur - Rupture 48h,13718,INTERVENTION_EQUIPE
INC-00282,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Majeur - Rupture 48h,8589,EN_COURS
INC-00283,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,309,RESOLU
INC-00284,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Majeur - Rupture 48h,2223,INTERVENTION_EQUIPE
INC-00285,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Majeur - Rupture 48h,9892,EN_COURS
INC-00286,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Majeur - Rupture 48h,12218,EN_COURS
INC-00287,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Majeur - Rupture 48h,12742,EN_COURS
INC-00288,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,709,RESOLU
INC-00289,Free Mobile,Montpellier,34 - Hérault,Occitanie,Antenne 4G LTE,Moyen - Dégradation débit,86,INTERVENTION_EQUIPE
INC-00290,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,Antenne 5G 3.5GHz,Moyen - Dégradation débit,200,EN_COURS
INC-00291,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Moyen - Dégradation débit,235,INTERVENTION_EQUIPE
INC-00292,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Moyen - Dégradation débit,119,EN_COURS
INC-00293,Bouygues Telecom,Paris,75 - Paris,Île-de-France,Antenne 5G 3.5GHz,Moyen - Dégradation débit,209,EN_COURS
INC-00294,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,1805,RESOLU
INC-00295,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Mineur,143,INTERVENTION_EQUIPE
INC-00296,Orange,Montpellier,34 - Hérault,Occitanie,Routeur Cœur IP,Moyen - Dégradation débit,386,INTERVENTION_EQUIPE
INC-00297,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Moyen - Dégradation débit,561,INTERVENTION_EQUIPE
INC-00298,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Mineur,254,EN_COURS
INC-00299,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,NRO Central Enedis/SFR,Majeur - Rupture 48h,8389,RESOLU
INC-00300,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,PBO Fibre Optique,Moyen - Dégradation débit,23,RESOLU
INC-00301,Free Mobile,Lille,59 - Nord,Hauts-de-France,Antenne 4G LTE,Mineur,34,INTERVENTION_EQUIPE
INC-00302,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Majeur - Rupture 48h,13127,RESOLU
INC-00303,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Moyen - Dégradation débit,761,EN_COURS
INC-00304,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Moyen - Dégradation débit,766,RESOLU
INC-00305,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Mineur,759,RESOLU
INC-00306,Orange,Lille,59 - Nord,Hauts-de-France,Antenne 5G 3.5GHz,Moyen - Dégradation débit,788,EN_COURS
INC-00307,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,PBO Fibre Optique,Mineur,378,EN_COURS
INC-00308,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,8920,INTERVENTION_EQUIPE
INC-00309,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Mineur,217,EN_COURS
INC-00310,SFR,Montpellier,34 - Hérault,Occitanie,Routeur Cœur IP,Majeur - Rupture 48h,447,RESOLU
INC-00311,Free Mobile,Montpellier,34 - Hérault,Occitanie,Antenne 4G LTE,Moyen - Dégradation débit,481,RESOLU
INC-00312,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Mineur,557,RESOLU
INC-00313,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,PBO Fibre Optique,Majeur - Rupture 48h,2292,EN_COURS
INC-00314,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,NRO Central Enedis/SFR,Mineur,564,RESOLU
INC-00315,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Mineur,780,RESOLU
INC-00316,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Majeur - Rupture 48h,2608,RESOLU
INC-00317,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Majeur - Rupture 48h,7091,EN_COURS
INC-00318,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Majeur - Rupture 48h,6603,EN_COURS
INC-00319,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,PBO Fibre Optique,Majeur - Rupture 48h,2608,INTERVENTION_EQUIPE
INC-00320,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,PBO Fibre Optique,Majeur - Rupture 48h,11863,RESOLU
INC-00321,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Routeur Cœur IP,Moyen - Dégradation débit,521,EN_COURS
INC-00322,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,1315,RESOLU
INC-00323,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Majeur - Rupture 48h,12674,INTERVENTION_EQUIPE
INC-00324,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 4G LTE,Majeur - Rupture 48h,5223,INTERVENTION_EQUIPE
INC-00325,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Moyen - Dégradation débit,105,EN_COURS
INC-00326,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Majeur - Rupture 48h,11637,EN_COURS
INC-00327,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,50,RESOLU
INC-00328,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Majeur - Rupture 48h,11435,EN_COURS
INC-00329,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 4G LTE,Moyen - Dégradation débit,835,RESOLU
INC-00330,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,NRO Central Enedis/SFR,Majeur - Rupture 48h,715,RESOLU
INC-00331,Orange,Montpellier,34 - Hérault,Occitanie,Antenne 4G LTE,Majeur - Rupture 48h,14158,RESOLU
INC-00332,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 4G LTE,Mineur,199,RESOLU
INC-00333,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,838,RESOLU
INC-00334,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Majeur - Rupture 48h,8433,EN_COURS
INC-00335,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,Antenne 4G LTE,Moyen - Dégradation débit,825,RESOLU
INC-00336,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Mineur,750,RESOLU
INC-00337,SFR,Paris,75 - Paris,Île-de-France,Antenne 4G LTE,Moyen - Dégradation débit,611,INTERVENTION_EQUIPE
INC-00338,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Routeur Cœur IP,Moyen - Dégradation débit,566,RESOLU
INC-00339,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 4G LTE,Majeur - Rupture 48h,2943,RESOLU
INC-00340,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Mineur,673,RESOLU
INC-00341,Orange,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 4G LTE,Majeur - Rupture 48h,14434,RESOLU
INC-00342,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PBO Fibre Optique,Majeur - Rupture 48h,5833,EN_COURS
INC-00343,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Routeur Cœur IP,Mineur,344,RESOLU
INC-00344,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,NRO Central Enedis/SFR,Moyen - Dégradation débit,360,EN_COURS
INC-00345,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,PBO Fibre Optique,Mineur,778,RESOLU
INC-00346,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Moyen - Dégradation débit,170,EN_COURS
INC-00347,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 5G 3.5GHz,Majeur - Rupture 48h,6955,EN_COURS
INC-00348,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antenne 4G LTE,Majeur - Rupture 48h,2778,EN_COURS
INC-00349,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Moyen - Dégradation débit,170,RESOLU
INC-00350,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,NRO Central Enedis/SFR,Mineur,275,INTERVENTION_EQUIPE
INC-00351,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,NRO Central Enedis/SFR,Majeur - Rupture 48h,8234,EN_COURS
INC-00352,Free Mobile,Paris,75 - Paris,Île-de-France,Antenne 4G LTE,Mineur,190,EN_COURS
INC-00353,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,Antenne 5G 3.5GHz,Majeur - Rupture 48h,4039,INTERVENTION_EQUIPE
INC-00354,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,Routeur Cœur IP,Moyen - Dégradation débit,281,RESOLU
INC-00355,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,NRO Central Enedis/SFR,Mineur,466,RESOLU
INC-00356,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 4G LTE,Moyen - Dégradation débit,666,INTERVENTION_EQUIPE
INC-00357,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 5G 3.5GHz,Moyen - Dégradation débit,339,INTERVENTION_EQUIPE
INC-00358,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,PBO Fibre Optique,Moyen - Dégradation débit,151,INTERVENTION_EQUIPE
INC-00359,Orange,Lille,59 - Nord,Hauts-de-France,PBO Fibre Optique,Mineur,148,EN_COURS
INC-00360,SFR,Montpellier,34 - Hérault,Occitanie,Antenne 5G 3.5GHz,Majeur - Rupture 48h,8918,RESOLU
INC-00361,Free Mobile,Lille,59 - Nord,Hauts-de-France,Antenne 4G LTE,Moyen - Dégradation débit,509,EN_COURS
INC-00362,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,Antenne 5G 3.5GHz,Moyen - Dégradation débit,608,INTERVENTION_EQUIPE
INC-00363,SFR,Toulouse,31 - Haute-Garonne,Occitanie,Antenne 5G 3.5GHz,Moyen - Dégradation débit,764,EN_COURS
INC-00364,Orange,Paris,75 - Paris,Île-de-France,Antenne 5G 3.5GHz,Moyen - Dégradation débit,172,EN_COURS
INC-00365,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,1349,INTERVENTION_EQUIPE
INC-00366,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,PBO Fibre Optique,Majeur - Rupture 48h,10559,INTERVENTION_EQUIPE
INC-00367,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,Routeur Cœur IP,Mineur,301,RESOLU
INC-00368,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Majeur - Rupture 48h,2847,INTERVENTION_EQUIPE
INC-00369,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 5G 3.5GHz,Moyen - Dégradation débit,435,INTERVENTION_EQUIPE
INC-00370,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,Routeur Cœur IP,Mineur,78,EN_COURS
INC-00371,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,NRO Central Enedis/SFR,Majeur - Rupture 48h,4896,RESOLU
INC-00372,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Antenne 4G LTE,Majeur - Rupture 48h,6247,INTERVENTION_EQUIPE
INC-00373,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Antenne 4G LTE,Majeur - Rupture 48h,9550,EN_COURS
INC-00374,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,Routeur Cœur IP,Moyen - Dégradation débit,74,EN_COURS
INC-00375,SFR,Toulouse,31 - Haute-Garonne,Occitanie,PBO Fibre Optique,Majeur - Rupture 48h,193,INTERVENTION_EQUIPE
INC-00376,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,NRO Central Enedis/SFR,Mineur,224,EN_COURS
