flow_id,imei,antenna_id,timestamp,application_name,traffic_type,volume_mb_uplink,volume_mb_downlink,user_location,latency_ms,postal_code
FLOW-00314-1,359536051017257,0852290152,2025-03-03 14:54:00,TikTok,Réseaux Sociaux,102.31,140.74,POINT(-0.5974 44.8374),65,33000
FLOW-00314-2,359536051017257,0642290143,2025-03-24 11:02:00,TikTok,Réseaux Sociaux,119.9,707.16,POINT(-0.5652 44.8254),46,33000
FLOW-00315-1,354435034152649,02A2290089,2025-03-14 22:52:00,Netflix,Streaming 4K Video,120.7,414.78,POINT(2.3433 48.8405),28,75001
FLOW-00315-2,354435034152649,0352290194,2025-03-15 13:22:00,TikTok,Réseaux Sociaux,105.88,1292.54,POINT(2.3626 48.8724),33,75001
FLOW-00316-1,352121434698772,0062290363,2025-03-28 19:38:00,Netflix,Streaming 4K Video,98.86,1758.48,POINT(5.7241 45.1927),45,38000
FLOW-00316-2,352121434698772,0162290021,2025-03-12 12:02:00,Netflix,Streaming 4K Video,149.32,395.56,POINT(5.7411 45.2055),51,38000
FLOW-00317-1,354092518488176,0352290077,2025-03-03 14:02:00,Google Cloud Drive,Cloud Storage,25.06,109.26,POINT(1.4589 43.5993),49,31000
FLOW-00317-2,354092518488176,0942290005,2025-03-22 08:07:00,Netflix,Streaming 4K Video,97.95,667.12,POINT(1.4618 43.6239),43,31000
FLOW-00318-1,351117263536194,0782290232,2025-03-14 14:51:00,Netflix,Streaming 4K Video,76.45,174.14,POINT(3.8814 43.6104),62,34000
FLOW-00318-2,351117263536194,0932290156,2025-03-04 08:01:00,YouTube 4K,Streaming 4K Video,55.14,1656.44,POINT(3.8797 43.5981),41,34000
FLOW-00319-1,354483839287045,0582290121,2025-03-02 09:05:00,Google Cloud Drive,Cloud Storage,54.2,136.36,POINT(3.0402 50.6454),21,59000
FLOW-00319-2,354483839287045,0132290116,2025-03-27 14:16:00,Netflix,Streaming 4K Video,121.64,1780.08,POINT(3.0561 50.6245),16,59000
FLOW-00320-1,357114666985011,0712290219,2025-03-18 17:34:00,Google Cloud Drive,Cloud Storage,5.47,1696.81,POINT(3.0619 50.6157),38,59000
FLOW-00320-2,357114666985011,0632290134,2025-03-11 22:35:00,Netflix,Streaming 4K Video,68.5,1101.84,POINT(3.0559 50.6149),28,59000
FLOW-00321-1,358092221565702,0722290051,2025-03-17 21:10:00,Microsoft Teams,Visio Pro,81.78,478.64,POINT(3.0667 50.6202),15,59000
FLOW-00321-2,358092221565702,0932290015,2025-03-13 18:40:00,Microsoft Teams,Visio Pro,8.78,860.66,POINT(3.0466 50.6377),17,59000
FLOW-00322-1,354538198544198,0752290426,2025-03-21 10:52:00,Google Meet,Visio Pro,15.44,41.68,POINT(5.3549 43.2800),47,13001
FLOW-00322-2,354538198544198,0592290266,2025-03-04 17:10:00,Google Cloud Drive,Cloud Storage,81.67,1541.71,POINT(5.3765 43.3078),25,13001
FLOW-00323-1,358814644876528,0802290052,2025-03-23 15:27:00,Instagram,Réseaux Sociaux,105.26,1240.26,POINT(7.2587 43.6958),28,06000
FLOW-00323-2,358814644876528,0622290168,2025-03-16 20:10:00,Netflix,Streaming 4K Video,140.5,1070.38,POINT(7.2767 43.7203),31,06000
FLOW-00324-1,357133614025242,0812290154,2025-03-03 11:00:00,YouTube 4K,Streaming 4K Video,125.63,943.24,POINT(4.8221 45.7621),47,69001
FLOW-00324-2,357133614025242,0562290182,2025-03-26 14:29:00,Microsoft Teams,Visio Pro,49.47,305.75,POINT(4.8329 45.7630),47,69001
FLOW-00325-1,357610352331085,0222290046,2025-03-01 15:19:00,Fortnite Mobile,Gaming en Ligne,116.55,1731.87,POINT(7.7524 48.5632),33,67000
FLOW-00325-2,357610352331085,0522290050,2025-03-28 19:56:00,YouTube 4K,Streaming 4K Video,65.36,1135.31,POINT(7.7685 48.5560),63,67000
FLOW-00326-1,358280130835818,0872290015,2025-03-25 21:37:00,Fortnite Mobile,Gaming en Ligne,79.7,940.65,POINT(6.1312 45.9064),55,74000
FLOW-00326-2,358280130835818,0172290133,2025-03-02 17:44:00,Google Cloud Drive,Cloud Storage,97.3,329.48,POINT(6.1334 45.8812),22,74000
FLOW-00327-1,359875512536882,0852290075,2025-03-06 14:16:00,Instagram,Réseaux Sociaux,10.24,458.69,POINT(3.8897 43.6022),27,34000
FLOW-00327-2,359875512536882,0422290090,2025-03-12 13:11:00,YouTube 4K,Streaming 4K Video,133.72,889.22,POINT(3.8669 43.6199),54,34000
FLOW-00328-1,351167154919124,0942290138,2025-03-26 22:47:00,YouTube 4K,Streaming 4K Video,134.38,1289.85,POINT(1.4529 43.6230),27,31000
FLOW-00328-2,351167154919124,0242290226,2025-03-17 18:40:00,Instagram,Réseaux Sociaux,72.82,666.57,POINT(1.4587 43.5909),30,31000
FLOW-00329-1,356240132963841,0072290048,2025-03-24 11:46:00,Instagram,Réseaux Sociaux,99.53,790.18,POINT(3.0683 50.6403),49,59000
FLOW-00329-2,356240132963841,0442290113,2025-03-01 11:37:00,TikTok,Réseaux Sociaux,43.36,1660.1,POINT(3.0772 50.6175),18,59000
FLOW-00330-1,355005619783121,0112290017,2025-03-20 22:26:00,YouTube 4K,Streaming 4K Video,120.46,1607.22,POINT(6.1238 45.8806),50,74000
FLOW-00330-2,355005619783121,0332290451,2025-03-07 09:39:00,Microsoft Teams,Visio Pro,70.3,1806.08,POINT(6.1474 45.8855),27,74000
FLOW-00331-1,353642953148835,0772290152,2025-03-14 10:23:00,TikTok,Réseaux Sociaux,116.11,1802.21,POINT(5.7155 45.2012),38,38000
FLOW-00331-2,353642953148835,0352290120,2025-03-08 22:30:00,Fortnite Mobile,Gaming en Ligne,129.32,1789.39,POINT(5.7055 45.2047),40,38000
FLOW-00332-1,359580013845700,0132290620,2025-03-14 17:58:00,Instagram,Réseaux Sociaux,76.94,1186.07,POINT(7.7663 48.5568),18,67000
FLOW-00332-2,359580013845700,0452290108,2025-03-25 15:59:00,Netflix,Streaming 4K Video,101.77,374.41,POINT(7.7358 48.5889),13,67000
FLOW-00333-1,352119793510708,0862290055,2025-03-08 22:25:00,Fortnite Mobile,Gaming en Ligne,145.54,1093.61,POINT(-1.6936 48.1224),35,35000
FLOW-00333-2,352119793510708,0522290098,2025-03-01 15:39:00,Instagram,Réseaux Sociaux,15.58,88.81,POINT(-1.6622 48.1175),56,35000
FLOW-00334-1,357976098694294,0812290006,2025-03-08 22:32:00,Instagram,Réseaux Sociaux,47.45,752.98,POINT(6.1324 45.8888),37,74000
FLOW-00334-2,357976098694294,0162290066,2025-03-26 12:04:00,Google Meet,Visio Pro,35.16,551.86,POINT(6.1145 45.8936),16,74000
FLOW-00335-1,355314950920158,0132290941,2025-03-10 20:01:00,Microsoft Teams,Visio Pro,30.06,1297.35,POINT(4.8463 45.7493),56,69001
FLOW-00335-2,355314950920158,0132290640,2025-03-01 17:49:00,Google Meet,Visio Pro,45.73,507.44,POINT(4.8410 45.7527),54,69001
FLOW-00336-1,353302333481390,0262290177,2025-03-06 12:33:00,Instagram,Réseaux Sociaux,88.53,731.45,POINT(5.3501 43.2934),25,13001
FLOW-00336-2,353302333481390,0062290298,2025-03-17 16:53:00,Fortnite Mobile,Gaming en Ligne,48.21,1845.14,POINT(5.3537 43.3099),49,13001
FLOW-00337-1,359209606166955,0752290358,2025-03-07 12:06:00,Fortnite Mobile,Gaming en Ligne,73.43,1024.83,POINT(6.1472 45.9178),19,74000
FLOW-00337-2,359209606166955,0272290060,2025-03-21 09:36:00,Google Meet,Visio Pro,86.12,179.53,POINT(6.1278 45.8826),21,74000
FLOW-00338-1,359545556294915,0782290185,2025-03-05 20:48:00,TikTok,Réseaux Sociaux,40.09,409.17,POINT(3.0382 50.6101),53,59000
FLOW-00338-2,359545556294915,0772290149,2025-03-13 18:05:00,Google Meet,Visio Pro,32.42,57.36,POINT(3.0557 50.6295),48,59000
FLOW-00339-1,358242577176313,0502290004,2025-03-20 20:22:00,YouTube 4K,Streaming 4K Video,79.98,1358.76,POINT(7.7472 48.5549),34,67000
FLOW-00339-2,358242577176313,0942290461,2025-03-26 10:16:00,Fortnite Mobile,Gaming en Ligne,62.94,1412.56,POINT(7.7619 48.5734),50,67000
FLOW-00340-1,351660952388271,0342290129,2025-03-01 08:16:00,Instagram,Réseaux Sociaux,139.03,1681.2,POINT(4.8254 45.7563),48,69001
FLOW-00340-2,351660952388271,0542290189,2025-03-17 21:34:00,TikTok,Réseaux Sociaux,94.91,799.87,POINT(4.8533 45.7707),26,69001
FLOW-00341-1,355507347336587,02B2290133,2025-03-27 15:40:00,Microsoft Teams,Visio Pro,140.03,1600.98,POINT(2.3338 48.8421),43,75001
FLOW-00341-2,355507347336587,0132290012,2025-03-05 16:23:00,Instagram,Réseaux Sociaux,71.31,125.51,POINT(2.3621 48.8497),32,75001
FLOW-00342-1,354456382198052,0022290055,2025-03-27 14:54:00,Netflix,Streaming 4K Video,124.92,1027.17,POINT(6.1111 45.9028),64,74000
FLOW-00342-2,354456382198052,0022290226,2025-03-12 18:16:00,Netflix,Streaming 4K Video,149.54,1231.3,POINT(6.1343 45.8932),55,74000
FLOW-00343-1,357035785698842,0782290193,2025-03-13 14:17:00,Instagram,Réseaux Sociaux,60.37,1786.8,POINT(1.4579 43.6068),36,31000
FLOW-00343-2,357035785698842,0042290044,2025-03-22 20:41:00,Fortnite Mobile,Gaming en Ligne,106.79,505.81,POINT(1.4514 43.6013),31,31000
FLOW-00344-1,355004159599813,0172290084,2025-03-02 10:30:00,Netflix,Streaming 4K Video,39.33,79.68,POINT(-0.5862 44.8448),26,33000
FLOW-00344-2,355004159599813,0632290183,2025-03-27 14:31:00,Google Cloud Drive,Cloud Storage,123.97,322.01,POINT(-0.5874 44.8564),42,33000
FLOW-00345-1,351678495527780,0162290023,2025-03-01 11:18:00,TikTok,Réseaux Sociaux,48.89,966.85,POINT(-1.6695 48.1272),35,35000
FLOW-00345-2,351678495527780,0062290259,2025-03-21 14:48:00,Microsoft Teams,Visio Pro,88.5,644.58,POINT(-1.6670 48.1145),63,35000
FLOW-00346-1,352380526376073,0452290144,2025-03-14 22:07:00,Fortnite Mobile,Gaming en Ligne,109.21,385.99,POINT(3.0457 50.6374),54,59000
FLOW-00346-2,352380526376073,0062290304,2025-03-27 09:17:00,YouTube 4K,Streaming 4K Video,31.66,482.34,POINT(3.0464 50.6246),29,59000
FLOW-00347-1,356358552445900,0212290126,2025-03-01 13:08:00,YouTube 4K,Streaming 4K Video,95.34,1540.52,POINT(6.1287 45.9176),41,74000
FLOW-00347-2,356358552445900,0882290090,2025-03-14 20:43:00,Google Cloud Drive,Cloud Storage,18.9,400.05,POINT(6.1269 45.9090),20,74000
FLOW-00348-1,354436423357582,0592290324,2025-03-16 18:31:00,YouTube 4K,Streaming 4K Video,84.5,1553.57,POINT(-0.5828 44.8471),31,33000
FLOW-00348-2,354436423357582,0472290020,2025-03-17 19:49:00,Google Meet,Visio Pro,131.68,473.46,POINT(-0.5798 44.8356),22,33000
FLOW-00349-1,356084512268671,0922290109,2025-03-08 11:22:00,Instagram,Réseaux Sociaux,125.99,25.63,POINT(7.7641 48.5686),22,67000
FLOW-00349-2,356084512268671,0492290149,2025-03-08 16:38:00,Google Cloud Drive,Cloud Storage,74.59,778.84,POINT(7.7545 48.5544),42,67000
FLOW-00350-1,357935018262126,0912290449,2025-03-10 15:50:00,Google Meet,Visio Pro,72.88,703.71,POINT(7.7689 48.5914),19,67000
FLOW-00350-2,357935018262126,0152290006,2025-03-03 08:36:00,TikTok,Réseaux Sociaux,50.14,174.25,POINT(7.7419 48.5537),40,67000
FLOW-00351-1,359583847699642,0322290011,2025-03-16 22:10:00,Google Meet,Visio Pro,33.48,1533.56,POINT(5.3837 43.2785),36,13001
FLOW-00351-2,359583847699642,0032290048,2025-03-21 11:56:00,TikTok,Réseaux Sociaux,56.61,1451.46,POINT(5.3545 43.2827),38,13001
FLOW-00352-1,358548382346011,0212290128,2025-03-27 18:26:00,Fortnite Mobile,Gaming en Ligne,46.15,645.83,POINT(4.8509 45.7671),47,69001
FLOW-00352-2,358548382346011,0642290130,2025-03-15 09:45:00,TikTok,Réseaux Sociaux,42.87,1597.34,POINT(4.8189 45.7596),61,69001
FLOW-00353-1,354478558503293,0132290033,2025-03-14 20:56:00,Netflix,Streaming 4K Video,82.06,1559.62,POINT(5.3676 43.2823),46,13001
FLOW-00353-2,354478558503293,0952290070,2025-03-10 15:41:00,Instagram,Réseaux Sociaux,146.53,571.16,POINT(5.3705 43.2885),64,13001
FLOW-00354-1,358170695926103,0762290049,2025-03-06 14:42:00,Microsoft Teams,Visio Pro,21.53,1670.77,POINT(5.3829 43.3019),21,13001
FLOW-00354-2,358170695926103,0692290137,2025-03-10 18:13:00,Microsoft Teams,Visio Pro,39.48,479.69,POINT(5.3878 43.2783),13,13001
FLOW-00355-1,358312398158738,0752290444,2025-03-25 20:43:00,TikTok,Réseaux Sociaux,23.68,975.15,POINT(3.8576 43.5984),34,34000
FLOW-00355-2,358312398158738,0062290187,2025-03-11 15:41:00,TikTok,Réseaux Sociaux,63.09,558.37,POINT(3.8706 43.6141),48,34000
FLOW-00356-1,352371089828651,0592290204,2025-03-10 20:34:00,Instagram,Réseaux Sociaux,104.07,1756.26,POINT(5.3533 43.3165),62,13001
FLOW-00356-2,352371089828651,0802290021,2025-03-28 15:18:00,TikTok,Réseaux Sociaux,84.67,1797.4,POINT(5.3685 43.2888),34,13001
FLOW-00357-1,356213911460277,0572290124,2025-03-24 13:06:00,Google Meet,Visio Pro,97.0,371.38,POINT(6.1276 45.8915),32,74000
FLOW-00357-2,356213911460277,0702290034,2025-03-25 22:27:00,Google Cloud Drive,Cloud Storage,126.17,502.48,POINT(6.1345 45.8882),64,74000
FLOW-00358-1,353425244817964,0632290098,2025-03-21 11:41:00,Fortnite Mobile,Gaming en Ligne,9.5,615.79,POINT(3.8592 43.6283),59,34000
FLOW-00358-2,353425244817964,0562290043,2025-03-03 15:31:00,Google Cloud Drive,Cloud Storage,148.81,1456.8,POINT(3.8946 43.6220),12,34000
FLOW-00359-1,353086540462250,0322290049,2025-03-08 16:59:00,YouTube 4K,Streaming 4K Video,59.76,243.15,POINT(5.7259 45.2008),38,38000
FLOW-00359-2,353086540462250,0212290046,2025-03-15 08:09:00,Microsoft Teams,Visio Pro,106.54,1669.77,POINT(5.7187 45.1955),12,38000
FLOW-00360-1,358578689796551,0592290157,2025-03-22 20:01:00,Google Meet,Visio Pro,40.08,191.67,POINT(-1.5603 47.2027),24,44000
FLOW-00360-2,358578689796551,0622290381,2025-03-09 22:35:00,Instagram,Réseaux Sociaux,9.07,1637.4,POINT(-1.5657 47.2384),31,44000
FLOW-00361-1,351708850865681,0512290198,2025-03-07 19:30:00,Fortnite Mobile,Gaming en Ligne,135.4,860.62,POINT(3.8725 43.6024),51,34000
FLOW-00361-2,351708850865681,0382290417,2025-03-13 15:07:00,Google Meet,Visio Pro,105.48,1076.72,POINT(3.8632 43.6256),42,34000
FLOW-00362-1,359943399513346,0382290153,2025-03-02 14:47:00,Netflix,Streaming 4K Video,4.19,572.29,POINT(5.7345 45.1971),50,38000
FLOW-00362-2,359943399513346,0342290237,2025-03-03 08:18:00,Google Cloud Drive,Cloud Storage,98.92,334.52,POINT(5.7358 45.1967),21,38000
FLOW-00363-1,355386129895879,02A2290145,2025-03-25 08:17:00,Fortnite Mobile,Gaming en Ligne,29.98,1369.65,POINT(6.1194 45.9014),36,74000
FLOW-00363-2,355386129895879,0332290429,2025-03-22 13:00:00,Fortnite Mobile,Gaming en Ligne,149.61,299.74,POINT(6.1419 45.8926),44,74000
FLOW-00364-1,358830896329336,0262290075,2025-03-19 10:24:00,Google Meet,Visio Pro,26.88,250.49,POINT(7.7408 48.5923),29,67000
FLOW-00364-2,358830896329336,0502290147,2025-03-24 22:39:00,Fortnite Mobile,Gaming en Ligne,111.66,1270.98,POINT(7.7399 48.5644),50,67000
FLOW-00365-1,359213981517894,0722290028,2025-03-14 15:39:00,Instagram,Réseaux Sociaux,101.7,768.81,POINT(7.7565 48.5751),52,67000
FLOW-00365-2,359213981517894,0592290295,2025-03-06 18:33:00,Netflix,Streaming 4K Video,95.08,750.75,POINT(7.7700 48.5913),49,67000
FLOW-00366-1,354125746257146,0292290038,2025-03-14 16:49:00,Instagram,Réseaux Sociaux,87.17,71.34,POINT(7.2802 43.7184),25,06000
FLOW-00366-2,354125746257146,0382290169,2025-03-03 17:06:00,Google Cloud Drive,Cloud Storage,3.08,1265.3,POINT(7.2690 43.6958),20,06000
FLOW-00367-1,353960174482449,0682290067,2025-03-08 22:50:00,TikTok,Réseaux Sociaux,126.0,1649.6,POINT(-0.5923 44.8385),57,33000
FLOW-00367-2,353960174482449,0672290368,2025-03-19 22:49:00,Google Cloud Drive,Cloud Storage,53.77,236.7,POINT(-0.5733 44.8548),41,33000
FLOW-00368-1,353089567959335,0832290221,2025-03-06 21:27:00,Netflix,Streaming 4K Video,96.58,664.07,POINT(-0.5619 44.8447),57,33000
FLOW-00368-2,353089567959335,0252290051,2025-03-27 09:32:00,TikTok,Réseaux Sociaux,72.6,1700.21,POINT(-0.5640 44.8238),42,33000
FLOW-00369-1,351523048585253,0062290443,2025-03-09 08:46:00,Netflix,Streaming 4K Video,8.33,239.56,POINT(7.2669 43.7157),25,06000
FLOW-00369-2,351523048585253,0932290137,2025-03-27 10:30:00,Fortnite Mobile,Gaming en Ligne,16.73,744.77,POINT(7.2432 43.7154),50,06000
FLOW-00370-1,353776853515114,0832290373,2025-03-20 22:21:00,Google Meet,Visio Pro,120.78,202.65,POINT(-1.6692 48.1196),12,35000
FLOW-00370-2,353776853515114,0492290079,2025-03-04 22:49:00,Microsoft Teams,Visio Pro,145.77,559.82,POINT(-1.6746 48.1148),23,35000
FLOW-00371-1,355730094074030,0682290007,2025-03-21 10:43:00,YouTube 4K,Streaming 4K Video,139.38,1552.68,POINT(-1.6798 48.1243),53,35000
FLOW-00371-2,355730094074030,0832290385,2025-03-27 22:23:00,Fortnite Mobile,Gaming en Ligne,18.74,1282.29,POINT(-1.6694 48.1033),22,35000
FLOW-00372-1,355531307398738,0402290011,2025-03-28 09:41:00,Microsoft Teams,Visio Pro,28.49,1083.76,POINT(-0.5881 44.8365),59,33000
FLOW-00372-2,355531307398738,0332290191,2025-03-15 20:06:00,Google Meet,Visio Pro,71.57,896.65,POINT(-0.5609 44.8275),32,33000
FLOW-00373-1,352165686912815,0602290019,2025-03-03 19:03:00,Instagram,Réseaux Sociaux,92.76,335.11,POINT(7.2637 43.7060),34,06000
FLOW-00373-2,352165686912815,0532290017,2025-03-02 19:40:00,Microsoft Teams,Visio Pro,46.82,592.18,POINT(7.2658 43.6939),30,06000
FLOW-00374-1,351427246449460,0772290208,2025-03-17 12:27:00,TikTok,Réseaux Sociaux,51.75,748.82,POINT(6.1297 45.8796),36,74000
FLOW-00374-2,351427246449460,0742290011,2025-03-17 12:24:00,Fortnite Mobile,Gaming en Ligne,125.5,84.8,POINT(6.1354 45.9017),55,74000
FLOW-00375-1,353936481146095,0512290086,2025-03-09 12:52:00,Google Meet,Visio Pro,104.08,1728.84,POINT(-1.6791 48.1123),60,35000
FLOW-00375-2,353936481146095,0132291078,2025-03-14 10:07:00,TikTok,Réseaux Sociaux,39.14,1059.48,POINT(-1.6691 48.1012),42,35000
FLOW-00376-1,352158220340697,0122290076,2025-03-26 13:58:00,Google Meet,Visio Pro,146.74,589.1,POINT(-0.5911 44.8459),46,33000
FLOW-00376-2,352158220340697,0732290107,2025-03-11 12:39:00,YouTube 4K,Streaming 4K Video,110.37,488.26,POINT(-0.5627 44.8249),65,33000
FLOW-00377-1,357434777553172,0682290205,2025-03-22 20:14:00,Google Cloud Drive,Cloud Storage,138.17,656.06,POINT(6.1157 45.8811),64,74000
FLOW-00377-2,357434777553172,0422290046,2025-03-05 21:14:00,Microsoft Teams,Visio Pro,51.39,875.46,POINT(6.1436 45.8859),23,74000
FLOW-00378-1,355764944148166,0752290239,2025-03-13 22:35:00,Netflix,Streaming 4K Video,38.99,468.61,POINT(5.3814 43.3126),47,13001
FLOW-00378-2,355764944148166,0582290032,2025-03-28 09:19:00,Google Cloud Drive,Cloud Storage,6.82,1556.57,POINT(5.3891 43.2912),23,13001
FLOW-00379-1,352367037786575,0572290017,2025-03-08 09:35:00,Fortnite Mobile,Gaming en Ligne,146.79,691.55,POINT(2.3712 48.8584),61,75001
FLOW-00379-2,352367037786575,0052290002,2025-03-16 20:24:00,Instagram,Réseaux Sociaux,20.0,1571.38,POINT(2.3573 48.8677),63,75001
FLOW-00380-1,355853648963118,0142290023,2025-03-20 11:07:00,Google Meet,Visio Pro,17.59,1348.5,POINT(-0.5759 44.8571),19,33000
FLOW-00380-2,355853648963118,0632290269,2025-03-17 09:30:00,Google Meet,Visio Pro,34.78,55.46,POINT(-0.5840 44.8532),63,33000
FLOW-00381-1,357171429676800,0642290036,2025-03-22 18:02:00,Google Cloud Drive,Cloud Storage,82.27,1825.96,POINT(-0.5643 44.8555),53,33000
FLOW-00381-2,357171429676800,0952290150,2025-03-24 18:53:00,Microsoft Teams,Visio Pro,78.76,1686.1,POINT(-0.5920 44.8350),46,33000
FLOW-00382-1,353558116356605,0562290004,2025-03-28 16:36:00,Microsoft Teams,Visio Pro,119.32,1114.39,POINT(7.2628 43.7204),36,06000
FLOW-00382-2,353558116356605,0592290138,2025-03-08 17:43:00,Google Cloud Drive,Cloud Storage,68.42,854.61,POINT(7.2629 43.7043),60,06000
FLOW-00383-1,358411362305560,0832290324,2025-03-26 18:18:00,Google Cloud Drive,Cloud Storage,46.68,788.19,POINT(2.3699 48.8603),61,75001
FLOW-00383-2,358411362305560,0832290221,2025-03-21 20:36:00,Netflix,Streaming 4K Video,132.82,338.02,POINT(2.3709 48.8371),16,75001
FLOW-00384-1,357182753425419,0302290018,2025-03-27 13:15:00,Fortnite Mobile,Gaming en Ligne,92.86,809.06,POINT(-1.5569 47.2227),53,44000
FLOW-00384-2,357182753425419,0222290085,2025-03-08 21:36:00,YouTube 4K,Streaming 4K Video,96.24,1573.75,POINT(-1.5627 47.2197),30,44000
FLOW-00385-1,356890135064298,0642290261,2025-03-12 21:11:00,Microsoft Teams,Visio Pro,107.58,625.85,POINT(6.1246 45.8852),53,74000
FLOW-00385-2,356890135064298,0402290097,2025-03-21 13:08:00,YouTube 4K,Streaming 4K Video,135.41,111.18,POINT(6.1467 45.9015),59,74000
FLOW-00386-1,354406099710700,0452290099,2025-03-07 12:36:00,Microsoft Teams,Visio Pro,31.59,1840.81,POINT(5.3628 43.3036),48,13001
FLOW-00386-2,354406099710700,0572290125,2025-03-02 22:43:00,YouTube 4K,Streaming 4K Video,11.39,583.06,POINT(5.3815 43.2899),25,13001
FLOW-00387-1,357172046015812,0642290134,2025-03-05 22:23:00,Instagram,Réseaux Sociaux,143.95,975.45,POINT(1.4566 43.5925),17,31000
FLOW-00387-2,357172046015812,0602290062,2025-03-03 12:39:00,Microsoft Teams,Visio Pro,45.11,488.13,POINT(1.4536 43.5875),56,31000
FLOW-00388-1,355061340630765,0332290134,2025-03-11 08:15:00,Fortnite Mobile,Gaming en Ligne,139.71,235.17,POINT(1.4472 43.6043),45,31000
FLOW-00388-2,355061340630765,0672290192,2025-03-19 22:32:00,YouTube 4K,Streaming 4K Video,72.22,1139.53,POINT(1.4416 43.6234),50,31000
FLOW-00389-1,352113449999264,0132290617,2025-03-24 16:14:00,TikTok,Réseaux Sociaux,22.46,1290.09,POINT(-1.5493 47.1990),35,44000
FLOW-00389-2,352113449999264,0752290029,2025-03-19 13:23:00,Google Meet,Visio Pro,23.54,1509.38,POINT(-1.5434 47.2018),45,44000
FLOW-00390-1,355734657632997,0412290003,2025-03-01 12:40:00,Google Meet,Visio Pro,108.0,165.93,POINT(1.4563 43.5937),53,31000
FLOW-00390-2,355734657632997,0772290053,2025-03-27 18:26:00,Microsoft Teams,Visio Pro,117.3,1758.62,POINT(1.4525 43.5942),40,31000
FLOW-00391-1,359793112334584,0262290065,2025-03-13 10:37:00,YouTube 4K,Streaming 4K Video,4.34,836.22,POINT(7.7401 48.5596),41,67000
FLOW-00391-2,359793112334584,0152290054,2025-03-10 08:21:00,Microsoft Teams,Visio Pro,110.62,1437.35,POINT(7.7601 48.5896),36,67000
FLOW-00392-1,353725522705724,0722290067,2025-03-09 19:13:00,Google Meet,Visio Pro,115.88,186.51,POINT(7.2643 43.7081),19,06000
FLOW-00392-2,353725522705724,0412290038,2025-03-03 09:55:00,TikTok,Réseaux Sociaux,84.97,1718.58,POINT(7.2516 43.7201),39,06000
FLOW-00393-1,356188775699676,0522290056,2025-03-03 15:23:00,TikTok,Réseaux Sociaux,14.59,1373.69,POINT(7.7418 48.5684),17,67000
FLOW-00393-2,356188775699676,0672290007,2025-03-19 08:03:00,Google Meet,Visio Pro,6.15,1757.09,POINT(7.7435 48.5559),48,67000
FLOW-00394-1,358369201433153,0872290092,2025-03-03 20:08:00,Netflix,Streaming 4K Video,99.17,761.14,POINT(7.7437 48.5877),16,67000
FLOW-00394-2,358369201433153,0692290506,2025-03-20 13:05:00,YouTube 4K,Streaming 4K Video,30.16,553.08,POINT(7.7696 48.5601),49,67000
FLOW-00395-1,353735745054058,0732290133,2025-03-22 08:10:00,Google Cloud Drive,Cloud Storage,46.79,306.82,POINT(7.2569 43.7231),60,06000
FLOW-00395-2,353735745054058,0162290011,2025-03-13 22:08:00,YouTube 4K,Streaming 4K Video,9.43,94.14,POINT(7.2792 43.6973),45,06000
FLOW-00396-1,357714537898223,0572290069,2025-03-03 08:23:00,Microsoft Teams,Visio Pro,9.98,1017.18,POINT(-0.5771 44.8416),28,33000
FLOW-00396-2,357714537898223,0572290124,2025-03-04 14:01:00,Netflix,Streaming 4K Video,16.56,1756.3,POINT(-0.5931 44.8287),14,33000
FLOW-00397-1,353869122916615,0492290101,2025-03-09 13:48:00,TikTok,Réseaux Sociaux,71.14,1719.61,POINT(-1.6605 48.1220),36,35000
FLOW-00397-2,353869122916615,0282290036,2025-03-06 15:04:00,TikTok,Réseaux Sociaux,121.65,1000.57,POINT(-1.6870 48.1328),15,35000
FLOW-00398-1,357149603291434,0142290219,2025-03-12 18:14:00,Google Meet,Visio Pro,55.91,790.89,POINT(4.8390 45.7566),35,69001
FLOW-00398-2,357149603291434,0702290001,2025-03-08 09:54:00,TikTok,Réseaux Sociaux,23.49,541.33,POINT(4.8215 45.7553),27,69001
FLOW-00399-1,358372325402792,0322290050,2025-03-05 09:59:00,Microsoft Teams,Visio Pro,126.57,73.53,POINT(5.7047 45.1817),63,38000
FLOW-00399-2,358372325402792,0302290013,2025-03-14 18:40:00,Google Cloud Drive,Cloud Storage,53.93,1104.75,POINT(5.7389 45.1904),38,38000
FLOW-00400-1,356008065887734,0342290142,2025-03-11 21:29:00,Google Meet,Visio Pro,31.53,1370.85,POINT(1.4333 43.6099),32,31000
FLOW-00400-2,356008065887734,0332290223,2025-03-06 12:33:00,Google Meet,Visio Pro,67.14,1716.69,POINT(1.4523 43.6098),53,31000
FLOW-00401-1,357965733592584,0452290043,2025-03-17 14:53:00,Fortnite Mobile,Gaming en Ligne,64.13,1571.14,POINT(2.3592 48.8387),39,75001
FLOW-00401-2,357965733592584,0512290006,2025-03-26 08:01:00,TikTok,Réseaux Sociaux,98.62,1715.93,POINT(2.3506 48.8489),37,75001
FLOW-00402-1,359030428026323,0512290072,2025-03-13 17:12:00,Microsoft Teams,Visio Pro,12.13,989.15,POINT(-0.5823 44.8400),55,33000
FLOW-00402-2,359030428026323,0672290160,2025-03-19 20:26:00,TikTok,Réseaux Sociaux,24.23,927.69,POINT(-0.5668 44.8351),47,33000
