id_station_anfr,num_site,nom_operateur,commune,code_insee_commune,code_departement,nom_region,latitude,longitude,site_2g,site_3g,site_4g,site_5g,site_5g_3500mhz,site_zone_blanche_dcc
02A2290018,00000015V1,Orange,Ajaccio,2A004,Corse-du-Sud,Corse,41.92055,8.73639,True,True,True,True,True,False
0952290007,00000015W1,Orange,Le Plessis-Bouchard,95491,Val-d'Oise,Île-de-France,49.00389,2.23,True,True,True,True,True,False
0912290019,00000015W2,Orange,Yerres,91691,Essonne,Île-de-France,48.72166,2.50055,True,True,True,True,True,False
0772290013,00000015W3,Orange,Coulommiers,77131,Seine-et-Marne,Île-de-France,48.8225,3.09639,True,True,True,True,True,False
0502290007,00000015Z1,Orange,Saint-Senier-sous-Avranches,50554,Manche,Normandie,48.6875,-1.3475,True,True,True,True,True,False
0602290020,00000016A1,Orange,Froissy,60265,Oise,Hauts-de-France,49.5725,2.23028,True,True,True,False,False,False
0402290014,00000016B1,Orange,Onesse-Laharie,40210,Landes,Nouvelle-Aquitaine,44.05583,-1.03833,True,True,True,True,False,False
0332290032,00000016B2,Orange,Lanton,33229,Gironde,Nouvelle-Aquitaine,44.78583,-0.91195,True,True,True,True,False,False
0242290123,00000016B3,Orange,La Coquille,24133,Dordogne,Nouvelle-Aquitaine,45.53777,0.97528,True,True,True,True,False,False
0512290155,00000016C1,Orange,Montépreux,51377,Marne,Grand Est,48.71195,4.11611,True,True,True,False,False,False
0032290094,00000016D1,Orange,Le Vernet,03306,Allier,Auvergne-Rhône-Alpes,46.10444,3.45333,True,True,True,True,True,False
0212290008,00000016E1,Orange,Tart,21623,Côte-d'Or,Bourgogne-Franche-Comté,47.19528,5.20472,True,True,True,True,True,False
0592290080,00000016F3,Orange,Lieu-Saint-Amand,59348,Nord,Hauts-de-France,50.27555,3.35334,True,True,True,True,True,False
0872290009,00000016G1,Orange,Saint-Junien,87154,Haute-Vienne,Nouvelle-Aquitaine,45.89667,0.9175,True,True,True,True,True,False
0742290278,00000016H1,Orange,Valleiry,74288,Haute-Savoie,Auvergne-Rhône-Alpes,46.10944,5.96889,True,True,True,True,True,False
0692290334,00000016H3,Orange,Sainte-Foy-lès-Lyon,69202,Rhône,Auvergne-Rhône-Alpes,45.74528,4.79111,True,True,True,False,False,False
0132290035,00000016J1,Orange,Marseille,13055,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.28889,5.49972,False,False,True,True,True,False
0062290031,00000016J2,Orange,Nice,06088,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.69556,7.25167,True,True,True,True,True,False
0132290607,00000016J4,Orange,Saint-Rémy-de-Provence,13100,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.79111,4.83139,True,True,True,True,True,False
0832290009,00000016J5,Orange,Gonfaron,83067,Var,Provence-Alpes-Côte d'Azur,43.28139,6.29417,True,True,True,True,True,False
0662290260,00000016K1,Orange,Eyne,66075,Pyrénées-Orientales,Occitanie,42.47667,2.10389,True,True,True,True,True,False
0342290013,00000016K2,Orange,Castelnau-le-Lez,34057,Hérault,Occitanie,43.63778,3.89723,True,True,True,True,True,False
0882290013,00000016L1,Orange,Saint-Nabord,88429,Vosges,Grand Est,48.04277,6.56917,True,True,True,True,True,False
0442290021,00000016M1,Orange,Saint-Philbert-de-Grand-Lieu,44188,Loire-Atlantique,Pays de la Loire,47.02361,-1.64528,True,True,True,True,True,False
0722290015,00000016M2,Orange,Bonnétable,72039,Sarthe,Pays de la Loire,48.18833,0.43639,True,True,True,False,False,False
0362290010,00000016N1,Orange,Parnac,36150,Indre,Centre-Val de Loire,46.425,1.44806,True,True,True,False,False,False
0182290006,00000016N2,Orange,Bourges,18033,Cher,Centre-Val de Loire,47.0825,2.35833,False,True,True,True,True,False
0172290017,00000016P1,Orange,Surgères,17434,Charente-Maritime,Nouvelle-Aquitaine,46.10945,-0.78,True,True,True,True,True,False
0562290015,00000016Q1,Orange,Vannes,56260,Morbihan,Bretagne,47.665,-2.7325,True,True,True,True,True,False
0562290012,00000016Q2,Orange,Nivillac,56147,Morbihan,Bretagne,47.5225,-2.30055,True,True,True,True,True,False
0762290029,00000016R1,Orange,Aumale,76035,Seine-Maritime,Normandie,49.76972,1.73639,True,True,True,True,False,False
0822290086,00000016T2,Orange,Saint-Porquier,82171,Tarn-et-Garonne,Occitanie,44.02028,1.18611,True,True,True,True,True,False
0652290015,00000016T3,Orange,Bagnères-de-Bigorre,65059,Hautes-Pyrénées,Occitanie,43.07,0.14694,True,True,True,True,True,False
0922290414,00000016U1,Orange,Boulogne-Billancourt,92012,Hauts-de-Seine,Île-de-France,48.84278,2.23166,True,True,True,True,True,False
0932290023,00000016U2,Orange,Noisy-le-Grand,93051,Seine-Saint-Denis,Île-de-France,48.83555,2.54806,True,True,True,True,True,False
0912290258,00000016U6,Orange,Paray-Vieille-Poste,91479,Essonne,Île-de-France,48.73416,2.36778,True,True,True,True,True,False
0752290470,00000016U8,Orange,Paris,75056,75 - Paris,Île-de-France,48.87306,2.34444,True,True,True,True,True,False
02B2290167,00000016V1,Orange,L'Île-Rousse,2B134,Haute-Corse,Corse,42.63194,8.925,True,True,True,True,True,False
0952290023,00000016W1,Orange,Cormeilles-en-Parisis,95176,Val-d'Oise,Île-de-France,48.96278,2.19528,True,True,True,True,True,False
0912290014,00000016W2,Orange,Épinay-sous-Sénart,91215,Essonne,Île-de-France,48.6875,2.51249,True,True,True,False,False,False
0772290313,00000016W3,Orange,La Ferté-Gaucher,77182,Seine-et-Marne,Île-de-France,48.77555,3.29028,True,True,True,True,True,False
0782290214,00000016W4,Orange,Guyancourt,78297,Yvelines,Île-de-France,48.78139,2.04611,True,True,True,True,True,False
0502290004,00000016Z1,Orange,Saint-Georges-Montcocq,50475,Manche,Normandie,49.13472,-1.09583,True,True,True,True,True,False
0602290022,00000017A1,Orange,Beauvais,60057,Oise,Hauts-de-France,49.43695,2.09916,True,True,True,True,True,False
0402290140,00000017B1,Orange,Labouheyre,40134,Landes,Nouvelle-Aquitaine,44.21139,-0.90944,True,True,True,True,True,False
0332290018,00000017B2,Orange,Saint-Savin,33473,Gironde,Nouvelle-Aquitaine,45.14222,-0.44722,True,True,True,True,True,False
0472290007,00000017B3,Orange,Clermont-Soubiran,47067,Lot-et-Garonne,Nouvelle-Aquitaine,44.13833,0.86916,True,True,True,True,True,False
0512290002,00000017C1,Orange,Berru,51052,Marne,Grand Est,49.25806,4.14667,True,True,True,True,False,False
0032290010,00000017D1,Orange,Dompierre-sur-Besbre,03102,Allier,Auvergne-Rhône-Alpes,46.50334,3.69639,True,True,True,True,True,False
0212290013,00000017E1,Orange,Saint-Julien,21555,Côte-d'Or,Bourgogne-Franche-Comté,47.41778,5.15472,True,True,True,False,False,False
0592290073,00000017F3,Orange,Aulnoye-Aymeries,59033,Nord,Hauts-de-France,50.20444,3.83778,True,True,True,True,True,False
0592290476,00000017F4,Orange,Saint-Sylvestre-Cappel,59546,Nord,Hauts-de-France,50.77528,2.56389,True,True,True,False,False,False
0622290026,00000017F5,Orange,Haute-Avesnes,62415,Pas-de-Calais,Hauts-de-France,50.32861,2.63667,True,True,True,False,False,False
0872290104,00000017G1,Orange,Nantiat,87103,Haute-Vienne,Nouvelle-Aquitaine,46.00416,1.19139,True,True,True,True,False,False
0012290237,00000017H1,Orange,Valserhône,01033,Ain,Auvergne-Rhône-Alpes,46.13472,5.85889,True,True,True,True,True,False
0692290313,00000017H3,Orange,Lyon,69123,69 - Rhône,Auvergne-Rhône-Alpes,45.76723,4.8025,True,True,True,True,True,False
0382290130,00000017H5,Orange,La Balme-les-Grottes,38026,Isère,Auvergne-Rhône-Alpes,45.85389,5.33445,True,True,True,True,True,False
0262290015,00000017H7,Orange,Chantemerle-les-Blés,26072,Drôme,Auvergne-Rhône-Alpes,45.11583,4.87778,True,True,True,True,True,False
0132290032,00000017J1,Orange,La Penne-sur-Huveaune,13070,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.28083,5.52472,True,True,True,True,True,False
0062290028,00000017J2,Orange,Nice,06088,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.71722,7.25611,True,True,True,True,True,False
0842290004,00000017J4,Orange,Carpentras,84031,Vaucluse,Provence-Alpes-Côte d'Azur,44.0525,5.04389,True,True,True,True,True,False
0832290023,00000017J5,Orange,Hyères,83069,Var,Provence-Alpes-Côte d'Azur,43.11917,6.12916,True,True,True,True,True,False
0662290136,00000017K1,Orange,Port-Vendres,66148,Pyrénées-Orientales,Occitanie,42.51528,3.12416,True,True,True,True,True,False
0302290012,00000017K2,Orange,Vézénobres,30348,Gard,Occitanie,44.05555,4.13749,True,True,True,True,True,False
0552290080,00000017L1,Orange,Méligny-le-Grand,55330,Meuse,Grand Est,48.68083,5.51167,True,True,True,False,False,False
0572290272,00000017L2,Orange,Thionville,57672,Moselle,Grand Est,49.36834,6.1289,True,True,True,True,True,False
0722290016,00000017M2,Orange,Beaumont-sur-Sarthe,72029,Sarthe,Pays de la Loire,48.22889,0.13167,True,True,True,False,False,False
0412290003,00000017N1,Orange,Vendôme,41269,Loir-et-Cher,Centre-Val de Loire,47.8125,1.05222,True,True,True,True,True,False
0792290007,00000017P1,Orange,Bressuire,79049,Deux-Sèvres,Nouvelle-Aquitaine,46.83417,-0.47417,True,True,True,True,True,False
0562290269,00000017Q1,Orange,Ambon,56002,Morbihan,Bretagne,47.55639,-2.49861,True,True,True,True,True,False
0222290014,00000017Q2,Orange,Lanfains,22099,Côtes-d'Armor,Bretagne,48.36334,-2.91806,True,True,True,False,False,False
0762290027,00000017R1,Orange,Barentin,76057,Seine-Maritime,Normandie,49.54361,0.94333,True,True,True,True,True,False
0672290026,00000017S1,Orange,Eckbolsheim,67118,Bas-Rhin,Grand Est,48.58917,7.68417,True,True,True,True,True,False
0312290027,00000017T1,Orange,Auterive,31033,Haute-Garonne,Occitanie,43.35972,1.46361,True,True,True,False,False,False
0822290006,00000017T2,Orange,Montauban,82121,Tarn-et-Garonne,Occitanie,44.01861,1.36749,True,True,True,True,True,False
0652290014,00000017T3,Orange,Ger,65197,Hautes-Pyrénées,Occitanie,43.055,-0.035,True,True,True,True,False,False
0922290015,00000017U1,Orange,La Garenne-Colombes,92035,Hauts-de-Seine,Île-de-France,48.90861,2.255,True,True,True,True,True,False
02B2290021,00000017V1,Orange,Calvi,2B050,Haute-Corse,Corse,42.56639,8.75611,True,True,True,True,True,False
0912290035,00000017W2,Orange,Montlhéry,91425,Essonne,Île-de-France,48.64722,2.27,True,True,True,True,True,False
0772290027,00000017W3,Orange,Saint-Germain-Laval,77409,Seine-et-Marne,Île-de-France,48.4025,3.025,True,True,True,True,True,False
0782290020,00000017W4,Orange,Bougival,78092,Yvelines,Île-de-France,48.85778,2.12889,True,True,True,True,True,False
0252290015,00000017X1,Orange,Le Moutherot,25414,Doubs,Bourgogne-Franche-Comté,47.24277,5.73334,True,True,True,False,False,False
0142290170,00000017Z1,Orange,Falaise,14258,Calvados,Normandie,48.88694,-0.18667,True,True,True,True,True,False
0602290019,00000018A1,Orange,Ully-Saint-Georges,60651,Oise,Hauts-de-France,49.26,2.26305,True,True,True,True,False,False
0402290016,00000018B1,Orange,Saugnac-et-Muret,40295,Landes,Nouvelle-Aquitaine,44.39083,-0.81306,True,True,True,False,False,False
0332290034,00000018B2,Orange,Saint-Ciers-sur-Gironde,33389,Gironde,Nouvelle-Aquitaine,45.28167,-0.60556,True,True,True,True,True,False
0472290001,00000018B3,Orange,Pont-du-Casse,47209,Lot-et-Garonne,Nouvelle-Aquitaine,44.25555,0.65945,True,True,True,True,True,False
0082290007,00000018C1,Orange,Mazerny,08283,Ardennes,Grand Est,49.63,4.61834,True,True,True,True,False,False
0632290013,00000018D1,Orange,Gelles,63163,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.78889,2.78361,True,True,True,True,False,False
0212290156,00000018E1,Orange,Til-Châtel,21638,Côte-d'Or,Bourgogne-Franche-Comté,47.52639,5.19695,True,True,True,True,False,False
0592290119,00000018F3,Orange,La Longueville,59357,Nord,Hauts-de-France,50.28305,3.84028,True,True,True,True,True,False
0592290499,00000018F4,Orange,Coudekerque-Branche,59155,Nord,Hauts-de-France,51.03,2.40694,True,True,True,True,True,False
0592290170,00000018F5,Orange,Holque,59307,Nord,Hauts-de-France,50.8375,2.20945,False,True,True,True,True,False
0732290024,00000018H1,Orange,Albertville,73011,Savoie,Auvergne-Rhône-Alpes,45.67416,6.41833,True,True,True,True,True,False
0382290319,00000018H5,Orange,Châbons,38065,Isère,Auvergne-Rhône-Alpes,45.44611,5.39972,True,True,True,True,True,False
0262290016,00000018H7,Orange,Malataverne,26169,Drôme,Auvergne-Rhône-Alpes,44.47444,4.75723,True,True,True,False,False,False
0132290030,00000018J1,Orange,Aubagne,13005,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.29667,5.58612,False,False,True,True,True,False
0052290010,00000018J4,Orange,Montmaur,05087,Hautes-Alpes,Provence-Alpes-Côte d'Azur,44.56472,5.89667,True,True,True,False,False,False
0832290022,00000018J5,Orange,Draguignan,83050,Var,Provence-Alpes-Côte d'Azur,43.53861,6.45889,True,True,True,True,True,False
0572290017,00000018L2,Orange,Hagondange,57283,Moselle,Grand Est,49.24944,6.17528,True,True,True,True,True,False
0852290007,00000018M1,Orange,Les Sables-d'Olonne,85194,Vendée,Pays de la Loire,46.49111,-1.73639,True,True,True,True,True,False
0722290018,00000018M2,Orange,Sillé-le-Guillaume,72334,Sarthe,Pays de la Loire,48.19445,-0.12,True,True,True,False,False,False
0412290005,00000018N1,Orange,Lamotte-Beuvron,41106,Loir-et-Cher,Centre-Val de Loire,47.61361,2.05167,True,True,True,True,False,False
0182290108,00000018N2,Orange,Saint-Amand-Montrond,18197,Cher,Centre-Val de Loire,46.74166,2.53528,True,True,True,True,True,False
0862290003,00000018P1,Orange,Loudun,86137,Vienne,Nouvelle-Aquitaine,47.01305,0.10278,True,True,True,True,True,False
0292290031,00000018Q1,Orange,Ploudiry,29180,Finistère,Bretagne,48.44972,-4.10361,True,True,True,True,False,False
0222290013,00000018Q2,Orange,Guerlédan,22158,Côtes-d'Armor,Bretagne,48.21778,-2.99722,True,True,True,False,False,False
0762290034,00000018R1,Orange,Hautot-sur-Mer,76349,Seine-Maritime,Normandie,49.90723,1.06,True,True,True,True,True,False
0672290011,00000018S1,Orange,Schirmeck,67448,Bas-Rhin,Grand Est,48.49833,7.20667,False,True,True,True,False,False
0092290054,00000018T1,Orange,Pamiers,09225,Ariège,Occitanie,43.09611,1.60556,True,True,True,True,True,False
0462290007,00000018T2,Orange,Cressensac-Sarrazac,46083,Lot,Occitanie,45.00999,1.53054,True,True,True,False,False,True
0652290013,00000018T3,Orange,Boô-Silhen,65098,Hautes-Pyrénées,Occitanie,43.01722,-0.07916,True,True,True,True,True,False
0932290010,00000018U2,Orange,Gagny,93032,Seine-Saint-Denis,Île-de-France,48.88972,2.545,True,True,True,True,True,False
0942290050,00000018U6,Orange,Alfortville,94002,Val-de-Marne,Île-de-France,48.80806,2.42166,True,True,True,True,True,False
0752290437,00000018U7,Orange,Paris,75056,75 - Paris,Île-de-France,48.82167,2.32917,True,True,True,True,False,False
0752290349,00000018U8,Orange,Paris,75056,75 - Paris,Île-de-France,48.88139,2.3775,False,False,True,True,True,False
02A2290061,00000018V1,Orange,Ajaccio,2A004,Corse-du-Sud,Corse,41.92111,8.73055,True,True,True,True,True,False
0952290022,00000018W1,Orange,Ézanville,95229,Val-d'Oise,Île-de-France,49.03223,2.36222,True,True,True,True,True,False
0772290014,00000018W3,Orange,Fontainebleau,77186,Seine-et-Marne,Île-de-France,48.42667,2.71084,False,True,True,True,True,False
0702290002,00000018X1,Orange,Bouhans-et-Feurg,70080,Haute-Saône,Bourgogne-Franche-Comté,47.48528,5.51999,True,True,True,True,False,False
0612290119,00000018Z1,Orange,Sévigny,61472,Orne,Normandie,48.76667,-0.01861,True,True,True,False,False,False
0602290336,00000019A1,Orange,Clermont,60157,Oise,Hauts-de-France,49.37472,2.4025,True,True,True,True,True,False
0642290015,00000019B1,Orange,Saint-Vincent,64498,Pyrénées-Atlantiques,Nouvelle-Aquitaine,43.18084,-0.16416,True,True,True,False,False,False
0332290464,00000019B2,Orange,Blaye,33058,Gironde,Nouvelle-Aquitaine,45.12805,-0.65111,True,True,True,True,True,False
0242290020,00000019B3,Orange,Coulounieix-Chamiers,24138,Dordogne,Nouvelle-Aquitaine,45.17473,0.70722,True,True,True,True,True,False
0212290010,00000019E1,Orange,Ancey,21013,Côte-d'Or,Bourgogne-Franche-Comté,47.335,4.81028,True,True,True,False,False,False
0592290075,00000019F3,Orange,Rousies,59514,Nord,Hauts-de-France,50.27195,3.99001,True,True,True,True,True,False
0592290154,00000019F4,Orange,Blaringhem,59084,Nord,Hauts-de-France,50.70167,2.41361,True,True,True,False,False,False
0622290379,00000019F5,Orange,Sempy,62787,Pas-de-Calais,Hauts-de-France,50.49528,1.86555,True,True,True,False,False,False
0872290011,00000019G1,Orange,Bellac,87011,Haute-Vienne,Nouvelle-Aquitaine,46.1225,1.06527,True,True,True,True,True,False
0732290002,00000019H1,Orange,Salins-Fontaine,73284,Savoie,Auvergne-Rhône-Alpes,45.48028,6.51001,True,True,True,True,True,False
0692290308,00000019H3,Orange,Lyon,69123,69 - Rhône,Auvergne-Rhône-Alpes,45.78722,4.80639,False,True,True,True,True,False
0382290020,00000019H5,Orange,Voreppe,38565,Isère,Auvergne-Rhône-Alpes,45.30139,5.63,True,True,True,True,True,False
0422290028,00000019H6,Orange,La Fouillouse,42097,Loire,Auvergne-Rhône-Alpes,45.49444,4.30555,True,True,True,False,False,False
0262290014,00000019H7,Orange,Eymeux,26129,Drôme,Auvergne-Rhône-Alpes,45.07861,5.20417,True,True,True,False,False,False
0062290026,00000019J2,Orange,Nice,06088,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.70417,7.28527,True,True,True,True,True,False
0842290008,00000019J4,Orange,Avignon,84007,Vaucluse,Provence-Alpes-Côte d'Azur,43.94472,4.82805,True,True,True,True,True,False
0832290024,00000019J5,Orange,Six-Fours-les-Plages,83129,Var,Provence-Alpes-Côte d'Azur,43.11917,5.84833,True,True,True,True,True,False
0342290301,00000019K2,Orange,Agde,34003,Hérault,Occitanie,43.29889,3.50139,True,True,True,True,True,False
0542290201,00000019L2,Orange,Val de Briey,54099,Meurthe-et-Moselle,Grand Est,49.25027,5.94695,True,True,True,True,True,False
0852290141,00000019M1,Orange,La Roche-sur-Yon,85191,Vendée,Pays de la Loire,46.66195,-1.38083,True,True,True,True,True,False
0532290066,00000019M2,Orange,Sainte-Gemmes-le-Robert,53218,Mayenne,Pays de la Loire,48.21972,-0.35306,True,True,True,False,False,False
0362290012,00000019N1,Orange,Saint-Lactencin,36198,Indre,Centre-Val de Loire,46.88056,1.44945,True,True,True,False,False,False
0282290185,00000019N2,Orange,Montboissier,28259,Eure-et-Loir,Centre-Val de Loire,48.23806,1.41861,True,True,True,False,False,False
0562290016,00000019Q1,Orange,Saint-Allouestre,56204,Morbihan,Bretagne,47.91389,-2.74473,True,True,True,False,False,False
0222290191,00000019Q2,Orange,Rostrenen,22266,Côtes-d'Armor,Bretagne,48.23222,-3.30778,True,True,True,True,True,False
0762290036,00000019R1,Orange,Fontaine-le-Bourg,76271,Seine-Maritime,Normandie,49.56944,1.16528,True,True,True,True,True,False
0672290280,00000019S1,Orange,Bourg-Bruche,67059,Bas-Rhin,Grand Est,48.35305,7.13695,True,True,True,True,False,False
0092290049,00000019T1,Orange,Prayols,09236,Ariège,Occitanie,42.92778,1.59194,True,True,True,True,True,False
0462290072,00000019T2,Orange,Montdoumerc,46202,Lot,Occitanie,44.29722,1.47194,True,True,True,False,False,False
0322290067,00000019T3,Orange,Lectoure,32208,Gers,Occitanie,43.95222,0.65555,False,True,True,False,False,False
0752290340,00000019U7,Orange,Paris,75056,75 - Paris,Île-de-France,48.82222,2.33389,False,False,True,True,True,False
02A2290157,00000019V1,Orange,Coti-Chiavari,2A098,Corse-du-Sud,Corse,41.76917,8.77277,True,True,True,True,True,False
0952290024,00000019W1,Orange,Osny,95476,Val-d'Oise,Île-de-France,49.05167,2.06694,True,True,True,True,True,False
0912290485,00000019W2,Orange,Gif-sur-Yvette,91272,Essonne,Île-de-France,48.69667,2.12973,False,True,False,False,False,False
0782290532,00000019W4,Orange,Trappes,78621,Yvelines,Île-de-France,48.77611,2.00083,False,True,True,True,True,False
0702290008,00000019X1,Orange,Grandvelle-et-le-Perrenot,70275,Haute-Saône,Bourgogne-Franche-Comté,47.51139,5.99722,True,True,True,True,False,False
0612290008,00000019Z1,Orange,Sées,61464,Orne,Normandie,48.61278,0.17583,True,True,True,True,True,False
0022290216,00000020A1,Orange,Brissy-Hamégicourt,02124,Aisne,Hauts-de-France,49.75056,3.41333,True,True,True,True,False,False
0402290018,00000020B1,Orange,Vielle-Saint-Girons,40326,Landes,Nouvelle-Aquitaine,43.94027,-1.2975,True,True,True,True,True,False
0472290010,00000020B3,Orange,Buzet-sur-Baïse,47043,Lot-et-Garonne,Nouvelle-Aquitaine,44.26306,0.29556,True,True,True,True,True,False
0082290066,00000020C1,Orange,Sedan,08409,Ardennes,Grand Est,49.72139,4.96445,True,True,True,True,True,False
0632290016,00000020D1,Orange,Saint-Sulpice,63399,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.62527,2.64611,True,True,True,False,False,False
0212290198,00000020E1,Orange,Fontangy,21280,Côte-d'Or,Bourgogne-Franche-Comté,47.35028,4.36194,True,True,True,True,False,False
0592290021,00000020F4,Orange,Orchies,59449,Nord,Hauts-de-France,50.47,3.2375,True,True,True,True,True,False
0622290132,00000020F5,Orange,Laventie,62491,Pas-de-Calais,Hauts-de-France,50.61584,2.75973,True,True,True,True,True,False
0872290010,00000020G1,Orange,Val-d'Oire-et-Gartempe,87028,Haute-Vienne,Nouvelle-Aquitaine,46.2325,0.90139,True,True,True,True,False,False
0382290019,00000020H5,Orange,Le Touvet,38511,Isère,Auvergne-Rhône-Alpes,45.365,5.95639,True,True,True,True,True,False
0422290033,00000020H6,Orange,La Grand-Croix,42103,Loire,Auvergne-Rhône-Alpes,45.50555,4.56167,True,True,True,True,True,False
0262290017,00000020H7,Orange,Portes-lès-Valence,26252,Drôme,Auvergne-Rhône-Alpes,44.87639,4.88028,True,True,True,True,True,False
0062290331,00000020J2,Orange,Saint-Jean-Cap-Ferrat,06121,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.68306,7.3275,True,True,True,True,True,False
0132290608,00000020J4,Orange,Saint-Rémy-de-Provence,13100,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.75834,4.85166,True,True,True,True,True,False
0832290341,00000020J5,Orange,Roquebrune-sur-Argens,83107,Var,Provence-Alpes-Côte d'Azur,43.35639,6.69612,True,True,True,True,True,False
0882290014,00000020L1,Orange,Châtenois,88095,Vosges,Grand Est,48.29973,5.82416,True,True,True,True,True,False
0542290012,00000020L2,Orange,Herserange,54261,Meurthe-et-Moselle,Grand Est,49.5225,5.785,True,True,True,True,True,False
0532290005,00000020M2,Orange,Mayenne,53147,Mayenne,Pays de la Loire,48.31083,-0.64528,True,True,True,True,True,False
0412290099,00000020N1,Orange,Romorantin-Lanthenay,41194,Loir-et-Cher,Centre-Val de Loire,47.38194,1.74444,False,True,True,True,True,False
0282290131,00000020N2,Orange,La Chapelle-du-Noyer,28075,Eure-et-Loir,Centre-Val de Loire,48.03667,1.29833,True,True,True,False,False,False
0792290079,00000020P1,Orange,Saint-Martin-du-Fouilloux,79278,Deux-Sèvres,Nouvelle-Aquitaine,46.59917,-0.14722,True,True,True,False,False,False
0562290011,00000020Q1,Orange,Ploërmel,56165,Morbihan,Bretagne,47.93305,-2.375,True,True,True,False,False,False
0222290016,00000020Q2,Orange,Plougonver,22216,Côtes-d'Armor,Bretagne,48.465,-3.36333,True,True,True,True,False,False
0272290002,00000020R1,Orange,Gravigny,27299,Eure,Normandie,49.05111,1.14027,True,True,True,False,False,False
0682290009,00000020S1,Orange,Lapoutroie,68175,Haut-Rhin,Grand Est,48.16305,7.17861,False,True,True,True,False,False
0092290005,00000020T1,Orange,Arignac,09015,Ariège,Occitanie,42.89333,1.58723,True,True,True,False,False,False
0812290089,00000020T2,Orange,Pont-de-Larn,81209,Tarn,Occitanie,43.53305,2.36417,True,True,True,True,True,False
0922290007,00000020U1,Orange,Meudon,92048,Hauts-de-Seine,Île-de-France,48.82,2.22584,True,True,True,True,True,False
0752291520,00000020U7,Orange,Paris,75056,75 - Paris,Île-de-France,48.82111,2.34361,True,True,True,True,True,False
0752290168,00000020U8,Orange,Paris,75056,75 - Paris,Île-de-France,48.8625,2.35889,True,True,True,True,True,False
02B2290027,00000020V1,Orange,Bastia,2B033,Haute-Corse,Corse,42.70305,9.45056,True,True,True,True,True,False
0952290216,00000020W1,Orange,Luzarches,95352,Val-d'Oise,Île-de-France,49.11416,2.39973,True,True,True,True,True,False
0912290027,00000020W2,Orange,Villabé,91659,Essonne,Île-de-France,48.58528,2.45139,True,True,True,True,True,False
0772290322,00000020W3,Orange,Nangis,77327,Seine-et-Marne,Île-de-France,48.55417,3.02749,True,True,True,True,True,False
0782290223,00000020W4,Orange,Versailles,78646,Yvelines,Île-de-France,48.81278,2.13167,True,True,True,True,True,False
0702290010,00000020X1,Orange,Bourguignon-lès-Morey,70089,Haute-Saône,Bourgogne-Franche-Comté,47.70916,5.72472,True,True,True,False,False,False
0612290087,00000020Z1,Orange,Valframbert,61497,Orne,Normandie,48.46056,0.08695,True,True,True,True,True,False
0022290221,00000021A1,Orange,Vauxbuin,02770,Aisne,Hauts-de-France,49.36806,3.29555,True,True,True,True,True,False
0402290020,00000021B1,Orange,Saint-Julien-en-Born,40266,Landes,Nouvelle-Aquitaine,44.06361,-1.22499,True,True,True,False,False,False
0332290035,00000021B2,Orange,Castelnau-de-Médoc,33104,Gironde,Nouvelle-Aquitaine,45.03861,-0.79944,True,True,True,True,True,False
0472290100,00000021B3,Orange,Cocumont,47068,Lot-et-Garonne,Nouvelle-Aquitaine,44.44722,0.02472,True,True,True,True,True,False
0102290007,00000021C1,Orange,Merrey-sur-Arce,10232,Aube,Grand Est,48.10972,4.41667,True,True,True,False,False,False
0892290005,00000021E1,Orange,Thizy,89412,Yonne,Bourgogne-Franche-Comté,47.58445,4.05916,True,True,True,True,False,False
0592290077,00000021F3,Orange,Cambrai,59122,Nord,Hauts-de-France,50.17333,3.22639,True,True,True,True,True,False
0622290140,00000021F5,Orange,Beaulencourt,62093,Pas-de-Calais,Hauts-de-France,50.07778,2.86834,True,True,True,False,False,False
0192290013,00000021G1,Orange,Cornil,19061,Corrèze,Nouvelle-Aquitaine,45.21694,1.67611,True,True,True,True,False,False
0692290337,00000021H3,Orange,Chaponnay,69270,Rhône,Auvergne-Rhône-Alpes,45.63722,4.93277,True,True,True,True,True,False
0382290322,00000021H5,Orange,Roussillon,38344,Isère,Auvergne-Rhône-Alpes,45.3875,4.815,True,True,True,True,True,False
0422290026,00000021H6,Orange,Saint-Étienne,42218,Loire,Auvergne-Rhône-Alpes,45.4275,4.42194,True,True,True,True,True,False
0072290008,00000021H7,Orange,Annonay,07010,Ardèche,Auvergne-Rhône-Alpes,45.24223,4.66611,True,True,True,True,True,False
0062290022,00000021J2,Orange,La Trinité,06149,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.74083,7.35722,True,True,True,True,True,False
0832290026,00000021J5,Orange,Le Castellet,83035,Var,Provence-Alpes-Côte d'Azur,43.24278,5.79527,True,True,True,True,True,False
