id_session,id_client,imsi_sim_tag_code,timestamp_session,duree_session_minutes,volume_download_mb,volume_upload_mb,categorie_contenu_visite,protocole_reseau,id_station_anfr_connectee,qualite_experience_qoe_score
SESS-00125-3,CLI-00125,208102862014017,2025-03-28 20:15:00,70,314.1,235.3,Visio Pro Teams/Zoom,UDP_GAMING,0642290210,4.8
SESS-00126-1,CLI-00126,208102620820133,2025-03-23 18:15:00,76,3010.2,350.8,Gaming en Ligne UDP,UDP_GAMING,0062290304,4.6
SESS-00126-2,CLI-00126,208102620820133,2025-03-05 14:15:00,92,2698.2,173.1,Streaming Video 4K (Netflix/YouTube),QUIC,0662290088,4.1
SESS-00126-3,CLI-00126,208102620820133,2025-03-09 08:15:00,106,1835.4,200.6,Visio Pro Teams/Zoom,SIP_VOIP,0732290160,4.2
SESS-00127-1,CLI-00127,208107163284265,2025-03-28 16:15:00,34,1201.0,292.8,Gaming en Ligne UDP,SIP_VOIP,0062290258,4.2
SESS-00127-2,CLI-00127,208107163284265,2025-03-10 13:15:00,99,1591.3,123.8,Streaming Video 4K (Netflix/YouTube),QUIC,0672290037,4.7
SESS-00127-3,CLI-00127,208107163284265,2025-03-11 19:15:00,41,2684.2,330.5,Navigation Web General HTTPS,SIP_VOIP,0932290155,4.3
SESS-00128-1,CLI-00128,208105305118842,2025-03-22 11:15:00,43,491.2,410.7,Réseaux Sociaux (TikTok/Instagram),HTTPS,0072290065,4.4
SESS-00128-2,CLI-00128,208105305118842,2025-03-03 13:15:00,52,408.3,175.9,Navigation Web General HTTPS,QUIC,0122290046,4.0
SESS-00128-3,CLI-00128,208105305118842,2025-03-10 15:15:00,29,1393.2,180.0,Visio Pro Teams/Zoom,UDP_GAMING,0022290111,4.4
SESS-00129-1,CLI-00129,208102616101913,2025-03-16 16:15:00,99,2330.6,229.3,Navigation Web General HTTPS,UDP_GAMING,0412290003,4.0
SESS-00129-2,CLI-00129,208102616101913,2025-03-26 21:15:00,15,2012.5,156.0,Visio Pro Teams/Zoom,SIP_VOIP,0112290209,4.1
SESS-00129-3,CLI-00129,208102616101913,2025-03-23 08:15:00,22,626.6,341.0,Réseaux Sociaux (TikTok/Instagram),HTTPS,0742290030,4.8
SESS-00130-1,CLI-00130,208102557720281,2025-03-16 19:15:00,12,1812.7,294.2,Gaming en Ligne UDP,HTTPS,0942290109,4.2
SESS-00130-2,CLI-00130,208102557720281,2025-03-06 12:15:00,102,1097.3,144.8,Cloud Storage (AWS/GCP/Drive),HTTPS,0332290348,4.9
SESS-00130-3,CLI-00130,208102557720281,2025-03-07 18:15:00,74,2678.9,368.0,Réseaux Sociaux (TikTok/Instagram),QUIC,0632290050,4.7
SESS-00131-1,CLI-00131,208107265708082,2025-03-12 09:15:00,62,193.4,267.9,Visio Pro Teams/Zoom,UDP_GAMING,0762290134,4.7
SESS-00131-2,CLI-00131,208107265708082,2025-03-21 20:15:00,80,1494.2,132.7,Gaming en Ligne UDP,HTTPS,0952290157,4.4
SESS-00131-3,CLI-00131,208107265708082,2025-03-06 22:15:00,65,276.4,399.7,Cloud Storage (AWS/GCP/Drive),HTTPS,0512290057,4.7
SESS-00132-1,CLI-00132,208104390941728,2025-03-09 10:15:00,45,935.4,241.0,Cloud Storage (AWS/GCP/Drive),QUIC,0772290152,4.6
SESS-00132-2,CLI-00132,208104390941728,2025-03-11 20:15:00,97,2429.6,62.1,Streaming Video 4K (Netflix/YouTube),HTTPS,0752290254,4.5
SESS-00132-3,CLI-00132,208104390941728,2025-03-26 08:15:00,33,1517.7,26.3,Streaming Video 4K (Netflix/YouTube),SIP_VOIP,0272290053,4.8
SESS-00133-1,CLI-00133,208106243957080,2025-03-02 13:15:00,80,3011.6,299.2,Réseaux Sociaux (TikTok/Instagram),HTTPS,0672290085,4.8
SESS-00133-2,CLI-00133,208106243957080,2025-03-09 09:15:00,10,1382.3,122.2,Navigation Web General HTTPS,SIP_VOIP,0632290047,4.1
SESS-00133-3,CLI-00133,208106243957080,2025-03-12 20:15:00,56,1918.5,190.9,Réseaux Sociaux (TikTok/Instagram),UDP_GAMING,0032290057,4.4
SESS-00134-1,CLI-00134,208104550731958,2025-03-04 09:15:00,7,1202.1,295.9,Cloud Storage (AWS/GCP/Drive),SIP_VOIP,0382290116,4.4
SESS-00134-2,CLI-00134,208104550731958,2025-03-01 09:15:00,83,768.1,141.0,Visio Pro Teams/Zoom,UDP_GAMING,0172290052,4.3
SESS-00134-3,CLI-00134,208104550731958,2025-03-05 22:15:00,18,2153.9,296.8,Cloud Storage (AWS/GCP/Drive),HTTPS,0522290007,4.2
SESS-00135-1,CLI-00135,208106880208633,2025-03-19 20:15:00,41,1617.1,413.3,Streaming Video 4K (Netflix/YouTube),SIP_VOIP,0692290273,3.9
SESS-00135-2,CLI-00135,208106880208633,2025-03-22 08:15:00,58,2296.3,52.4,Cloud Storage (AWS/GCP/Drive),UDP_GAMING,0072290079,4.2
SESS-00135-3,CLI-00135,208106880208633,2025-03-07 21:15:00,16,1841.4,229.9,Cloud Storage (AWS/GCP/Drive),SIP_VOIP,0062290305,4.1
SESS-00136-1,CLI-00136,208109023675662,2025-03-08 17:15:00,90,2277.9,76.1,Réseaux Sociaux (TikTok/Instagram),UDP_GAMING,0442290339,4.0
SESS-00136-2,CLI-00136,208109023675662,2025-03-06 13:15:00,109,2494.1,448.1,Gaming en Ligne UDP,QUIC,0522290074,4.2
SESS-00136-3,CLI-00136,208109023675662,2025-03-23 19:15:00,74,2187.8,278.1,Réseaux Sociaux (TikTok/Instagram),HTTPS,0732290005,4.2
SESS-00137-1,CLI-00137,208107914252841,2025-03-03 11:15:00,115,1055.3,270.9,Streaming Video 4K (Netflix/YouTube),QUIC,0952290151,4.0
SESS-00137-2,CLI-00137,208107914252841,2025-03-28 22:15:00,97,765.2,183.4,Streaming Video 4K (Netflix/YouTube),UDP_GAMING,0932290330,4.5
SESS-00137-3,CLI-00137,208107914252841,2025-03-04 12:15:00,36,2264.2,223.1,Navigation Web General HTTPS,SIP_VOIP,0692290234,3.9
SESS-00138-1,CLI-00138,208107494158693,2025-03-18 12:15:00,36,774.7,355.6,Streaming Video 4K (Netflix/YouTube),QUIC,0272290080,4.1
SESS-00138-2,CLI-00138,208107494158693,2025-03-18 12:15:00,63,584.0,352.7,Visio Pro Teams/Zoom,UDP_GAMING,0712290084,4.1
SESS-00138-3,CLI-00138,208107494158693,2025-03-11 21:15:00,112,575.4,178.1,Cloud Storage (AWS/GCP/Drive),QUIC,0812290032,4.2
SESS-00139-1,CLI-00139,208109290819834,2025-03-19 19:15:00,36,842.4,313.1,Streaming Video 4K (Netflix/YouTube),HTTPS,0382290187,4.2
SESS-00139-2,CLI-00139,208109290819834,2025-03-09 12:15:00,7,1588.7,54.5,Gaming en Ligne UDP,HTTPS,0952290084,3.9
SESS-00139-3,CLI-00139,208109290819834,2025-03-07 19:15:00,64,722.8,410.3,Cloud Storage (AWS/GCP/Drive),HTTPS,0632290082,4.0
SESS-00140-1,CLI-00140,208105292020385,2025-03-03 12:15:00,44,249.4,88.1,Navigation Web General HTTPS,UDP_GAMING,0332290152,4.1
SESS-00140-2,CLI-00140,208105292020385,2025-03-08 22:15:00,48,2138.8,80.0,Gaming en Ligne UDP,UDP_GAMING,0922290189,4.3
SESS-00140-3,CLI-00140,208105292020385,2025-03-04 14:15:00,106,1175.4,363.4,Gaming en Ligne UDP,QUIC,0952290007,4.4
SESS-00141-1,CLI-00141,208105490617125,2025-03-01 17:15:00,105,1510.0,167.7,Gaming en Ligne UDP,HTTPS,0672290248,4.3
SESS-00141-2,CLI-00141,208105490617125,2025-03-05 22:15:00,104,739.7,207.6,Visio Pro Teams/Zoom,QUIC,0602290185,4.7
SESS-00141-3,CLI-00141,208105490617125,2025-03-12 13:15:00,64,523.9,113.5,Streaming Video 4K (Netflix/YouTube),HTTPS,0512290004,4.3
SESS-00142-1,CLI-00142,208104412954348,2025-03-13 15:15:00,104,2811.1,444.3,Navigation Web General HTTPS,QUIC,0752290329,4.3
SESS-00142-2,CLI-00142,208104412954348,2025-03-26 10:15:00,78,2343.6,26.1,Réseaux Sociaux (TikTok/Instagram),QUIC,0692290409,3.9
SESS-00142-3,CLI-00142,208104412954348,2025-03-25 19:15:00,75,2844.0,94.6,Visio Pro Teams/Zoom,QUIC,0592290205,4.8
SESS-00143-1,CLI-00143,208106064534747,2025-03-25 12:15:00,8,1170.7,112.8,Cloud Storage (AWS/GCP/Drive),SIP_VOIP,0012290308,4.0
SESS-00143-2,CLI-00143,208106064534747,2025-03-16 22:15:00,77,2839.9,443.0,Gaming en Ligne UDP,SIP_VOIP,0452290155,3.9
SESS-00143-3,CLI-00143,208106064534747,2025-03-23 12:15:00,53,2888.3,260.1,Visio Pro Teams/Zoom,QUIC,0132290360,3.8
SESS-00144-1,CLI-00144,208106344868458,2025-03-14 10:15:00,89,508.7,78.2,Navigation Web General HTTPS,SIP_VOIP,0752292278,4.6
SESS-00144-2,CLI-00144,208106344868458,2025-03-14 11:15:00,43,1371.5,285.9,Réseaux Sociaux (TikTok/Instagram),QUIC,0672290235,4.9
SESS-00144-3,CLI-00144,208106344868458,2025-03-06 16:15:00,89,2965.6,427.9,Gaming en Ligne UDP,HTTPS,0122290140,3.9
SESS-00145-1,CLI-00145,208105660504664,2025-03-10 18:15:00,91,1660.1,219.2,Visio Pro Teams/Zoom,HTTPS,0322290054,4.6
SESS-00145-2,CLI-00145,208105660504664,2025-03-01 08:15:00,41,2066.3,309.7,Streaming Video 4K (Netflix/YouTube),QUIC,0652290055,4.1
SESS-00145-3,CLI-00145,208105660504664,2025-03-03 21:15:00,33,1629.6,26.9,Cloud Storage (AWS/GCP/Drive),QUIC,0572290099,4.9
SESS-00146-1,CLI-00146,208109071544487,2025-03-18 14:15:00,47,1985.1,377.1,Cloud Storage (AWS/GCP/Drive),UDP_GAMING,0672290035,4.5
SESS-00146-2,CLI-00146,208109071544487,2025-03-24 19:15:00,89,1674.9,311.2,Réseaux Sociaux (TikTok/Instagram),SIP_VOIP,0332290144,3.9
SESS-00146-3,CLI-00146,208109071544487,2025-03-16 13:15:00,65,192.5,174.2,Gaming en Ligne UDP,HTTPS,0762290141,4.7
SESS-00147-1,CLI-00147,208107202771741,2025-03-27 16:15:00,36,2372.5,304.0,Gaming en Ligne UDP,UDP_GAMING,0572290066,4.0
SESS-00147-2,CLI-00147,208107202771741,2025-03-10 13:15:00,55,1143.7,332.8,Streaming Video 4K (Netflix/YouTube),QUIC,0452290158,4.9
SESS-00147-3,CLI-00147,208107202771741,2025-03-10 17:15:00,104,180.1,424.6,Gaming en Ligne UDP,UDP_GAMING,0722290079,4.3
SESS-00148-1,CLI-00148,208105671281072,2025-03-09 13:15:00,14,2470.7,194.4,Visio Pro Teams/Zoom,UDP_GAMING,0682290184,3.9
SESS-00148-2,CLI-00148,208105671281072,2025-03-02 18:15:00,21,2556.8,351.8,Visio Pro Teams/Zoom,HTTPS,0852290146,4.2
SESS-00148-3,CLI-00148,208105671281072,2025-03-25 10:15:00,31,2632.6,5.1,Cloud Storage (AWS/GCP/Drive),SIP_VOIP,0422290013,4.3
SESS-00149-1,CLI-00149,208109853478206,2025-03-19 11:15:00,70,614.9,231.2,Visio Pro Teams/Zoom,SIP_VOIP,0752291527,4.9
SESS-00149-2,CLI-00149,208109853478206,2025-03-17 22:15:00,57,1413.3,335.9,Gaming en Ligne UDP,UDP_GAMING,0122290144,4.7
SESS-00149-3,CLI-00149,208109853478206,2025-03-24 14:15:00,42,1424.3,277.4,Streaming Video 4K (Netflix/YouTube),QUIC,0022290079,4.0
SESS-00150-1,CLI-00150,208103170024773,2025-03-08 22:15:00,70,1494.5,418.4,Visio Pro Teams/Zoom,SIP_VOIP,0712290108,4.2
SESS-00150-2,CLI-00150,208103170024773,2025-03-23 10:15:00,83,1178.8,350.0,Streaming Video 4K (Netflix/YouTube),UDP_GAMING,0672290286,4.8
SESS-00150-3,CLI-00150,208103170024773,2025-03-11 21:15:00,47,1753.1,114.2,Navigation Web General HTTPS,UDP_GAMING,0912290155,4.4
SESS-00151-1,CLI-00151,208108707872163,2025-03-21 15:15:00,100,1752.8,170.1,Visio Pro Teams/Zoom,QUIC,0372290048,4.7
SESS-00151-2,CLI-00151,208108707872163,2025-03-10 12:15:00,12,675.5,72.2,Gaming en Ligne UDP,HTTPS,0362290082,3.9
SESS-00151-3,CLI-00151,208108707872163,2025-03-19 22:15:00,117,1458.2,105.3,Réseaux Sociaux (TikTok/Instagram),SIP_VOIP,0782290012,4.8
SESS-00152-1,CLI-00152,208109246819132,2025-03-28 11:15:00,71,2133.9,131.1,Streaming Video 4K (Netflix/YouTube),SIP_VOIP,0132290345,4.5
SESS-00152-2,CLI-00152,208109246819132,2025-03-21 13:15:00,23,2882.5,434.4,Visio Pro Teams/Zoom,HTTPS,0442290209,4.5
SESS-00152-3,CLI-00152,208109246819132,2025-03-16 18:15:00,53,512.0,261.1,Visio Pro Teams/Zoom,HTTPS,0672290280,4.4
SESS-00153-1,CLI-00153,208107981777002,2025-03-13 12:15:00,111,2390.3,331.4,Streaming Video 4K (Netflix/YouTube),SIP_VOIP,0282290063,4.8
SESS-00153-2,CLI-00153,208107981777002,2025-03-07 15:15:00,19,1431.5,68.5,Navigation Web General HTTPS,QUIC,0782290130,4.5
SESS-00153-3,CLI-00153,208107981777002,2025-03-02 16:15:00,86,968.9,228.4,Visio Pro Teams/Zoom,HTTPS,0252290054,4.0
SESS-00154-1,CLI-00154,208102498266624,2025-03-17 15:15:00,34,183.2,175.8,Gaming en Ligne UDP,SIP_VOIP,0582290026,4.5
SESS-00154-2,CLI-00154,208102498266624,2025-03-09 16:15:00,30,2581.4,59.7,Streaming Video 4K (Netflix/YouTube),HTTPS,0912290094,4.6
SESS-00154-3,CLI-00154,208102498266624,2025-03-11 09:15:00,65,1498.7,409.5,Navigation Web General HTTPS,HTTPS,0552290022,4.4
SESS-00155-1,CLI-00155,208106541975988,2025-03-02 08:15:00,46,112.0,260.9,Visio Pro Teams/Zoom,QUIC,0742290104,4.2
SESS-00155-2,CLI-00155,208106541975988,2025-03-17 20:15:00,42,907.3,20.2,Réseaux Sociaux (TikTok/Instagram),UDP_GAMING,0622290265,4.1
SESS-00155-3,CLI-00155,208106541975988,2025-03-28 20:15:00,38,719.8,342.9,Streaming Video 4K (Netflix/YouTube),SIP_VOIP,0632290110,4.1
SESS-00156-1,CLI-00156,208101716433148,2025-03-13 11:15:00,90,322.9,349.7,Gaming en Ligne UDP,SIP_VOIP,0162290004,4.5
SESS-00156-2,CLI-00156,208101716433148,2025-03-08 13:15:00,44,1928.5,403.2,Réseaux Sociaux (TikTok/Instagram),QUIC,0762290091,4.6
SESS-00156-3,CLI-00156,208101716433148,2025-03-17 15:15:00,25,384.2,131.2,Cloud Storage (AWS/GCP/Drive),UDP_GAMING,0752290289,4.7
SESS-00157-1,CLI-00157,208107295888298,2025-03-15 20:15:00,12,2895.1,156.0,Visio Pro Teams/Zoom,UDP_GAMING,0912290203,3.9
SESS-00157-2,CLI-00157,208107295888298,2025-03-15 15:15:00,54,514.6,355.5,Streaming Video 4K (Netflix/YouTube),QUIC,0752290279,4.1
SESS-00157-3,CLI-00157,208107295888298,2025-03-13 13:15:00,74,190.4,397.9,Navigation Web General HTTPS,UDP_GAMING,0602290070,4.5
SESS-00158-1,CLI-00158,208108142445289,2025-03-26 15:15:00,117,843.5,108.8,Visio Pro Teams/Zoom,UDP_GAMING,0682290105,4.0
SESS-00158-2,CLI-00158,208108142445289,2025-03-06 21:15:00,24,1138.1,93.1,Réseaux Sociaux (TikTok/Instagram),SIP_VOIP,0402290156,4.3
SESS-00158-3,CLI-00158,208108142445289,2025-03-28 17:15:00,13,1615.3,297.2,Gaming en Ligne UDP,QUIC,0262290036,4.5
SESS-00159-1,CLI-00159,208109902784431,2025-03-15 22:15:00,83,1943.7,338.0,Réseaux Sociaux (TikTok/Instagram),SIP_VOIP,0382290074,4.6
SESS-00159-2,CLI-00159,208109902784431,2025-03-27 17:15:00,41,174.0,109.6,Visio Pro Teams/Zoom,UDP_GAMING,0312290370,4.2
SESS-00159-3,CLI-00159,208109902784431,2025-03-05 21:15:00,48,1184.1,321.5,Streaming Video 4K (Netflix/YouTube),SIP_VOIP,0742290079,4.8
SESS-00160-1,CLI-00160,208102446298489,2025-03-02 14:15:00,15,2250.1,106.4,Réseaux Sociaux (TikTok/Instagram),HTTPS,0542290067,3.9
SESS-00160-2,CLI-00160,208102446298489,2025-03-24 18:15:00,5,504.9,40.3,Gaming en Ligne UDP,QUIC,0382290405,4.1
SESS-00160-3,CLI-00160,208102446298489,2025-03-17 20:15:00,43,708.0,383.6,Visio Pro Teams/Zoom,QUIC,0732290090,4.3
SESS-00161-1,CLI-00161,208109600676229,2025-03-03 12:15:00,30,2383.7,5.5,Gaming en Ligne UDP,UDP_GAMING,0912290094,4.8
SESS-00161-2,CLI-00161,208109600676229,2025-03-07 22:15:00,37,1543.4,323.5,Visio Pro Teams/Zoom,SIP_VOIP,0012290187,4.8
SESS-00161-3,CLI-00161,208109600676229,2025-03-11 10:15:00,120,2440.6,38.8,Streaming Video 4K (Netflix/YouTube),QUIC,0882290037,4.1
SESS-00162-1,CLI-00162,208101196403861,2025-03-07 18:15:00,6,974.5,30.5,Streaming Video 4K (Netflix/YouTube),UDP_GAMING,0852290056,4.1
SESS-00162-2,CLI-00162,208101196403861,2025-03-18 17:15:00,116,1886.7,365.3,Streaming Video 4K (Netflix/YouTube),QUIC,0372290057,4.6
SESS-00162-3,CLI-00162,208101196403861,2025-03-20 14:15:00,7,3001.3,387.0,Navigation Web General HTTPS,QUIC,0922290206,4.3
SESS-00163-1,CLI-00163,208108290384307,2025-03-27 17:15:00,107,1118.8,303.0,Cloud Storage (AWS/GCP/Drive),HTTPS,0742290151,3.8
SESS-00163-2,CLI-00163,208108290384307,2025-03-11 12:15:00,69,1711.4,122.8,Streaming Video 4K (Netflix/YouTube),QUIC,0262290042,4.1
SESS-00163-3,CLI-00163,208108290384307,2025-03-12 14:15:00,46,1517.1,260.9,Navigation Web General HTTPS,HTTPS,0032290010,4.1
SESS-00164-1,CLI-00164,208105870311132,2025-03-25 14:15:00,65,1136.6,423.9,Réseaux Sociaux (TikTok/Instagram),QUIC,0342290177,4.8
SESS-00164-2,CLI-00164,208105870311132,2025-03-18 21:15:00,110,1591.9,417.7,Cloud Storage (AWS/GCP/Drive),HTTPS,0932290044,4.2
SESS-00164-3,CLI-00164,208105870311132,2025-03-28 20:15:00,117,918.8,23.6,Navigation Web General HTTPS,UDP_GAMING,0772290363,4.8
SESS-00165-1,CLI-00165,208102572244918,2025-03-20 11:15:00,95,2332.2,151.6,Navigation Web General HTTPS,QUIC,02A2290059,4.0
SESS-00165-2,CLI-00165,208102572244918,2025-03-05 10:15:00,29,2161.5,277.5,Réseaux Sociaux (TikTok/Instagram),QUIC,0952290163,4.6
SESS-00165-3,CLI-00165,208102572244918,2025-03-03 09:15:00,92,2472.5,291.6,Navigation Web General HTTPS,QUIC,0312290468,4.4
SESS-00166-1,CLI-00166,208105324469698,2025-03-17 19:15:00,89,120.8,85.3,Cloud Storage (AWS/GCP/Drive),QUIC,02A2290152,4.6
SESS-00166-2,CLI-00166,208105324469698,2025-03-21 10:15:00,30,2674.8,311.8,Navigation Web General HTTPS,HTTPS,0442290491,4.4
SESS-00166-3,CLI-00166,208105324469698,2025-03-28 22:15:00,30,225.1,65.2,Cloud Storage (AWS/GCP/Drive),HTTPS,0692290292,4.0
SESS-00167-1,CLI-00167,208101671971580,2025-03-05 21:15:00,59,2229.7,221.5,Navigation Web General HTTPS,SIP_VOIP,0942290107,4.6
SESS-00167-2,CLI-00167,208101671971580,2025-03-01 09:15:00,71,2209.9,310.9,Visio Pro Teams/Zoom,SIP_VOIP,0682290038,4.0
SESS-00167-3,CLI-00167,208101671971580,2025-03-27 15:15:00,54,1175.0,103.6,Streaming Video 4K (Netflix/YouTube),UDP_GAMING,0922290531,4.1
SESS-00168-1,CLI-00168,208101068880787,2025-03-12 13:15:00,62,2687.0,136.5,Réseaux Sociaux (TikTok/Instagram),HTTPS,0412290036,3.8
SESS-00168-2,CLI-00168,208101068880787,2025-03-10 13:15:00,13,3179.9,358.7,Visio Pro Teams/Zoom,SIP_VOIP,0212290077,4.6
SESS-00168-3,CLI-00168,208101068880787,2025-03-28 22:15:00,54,3059.3,13.3,Streaming Video 4K (Netflix/YouTube),SIP_VOIP,0592290793,4.2
SESS-00169-1,CLI-00169,208102584998971,2025-03-09 09:15:00,68,3195.4,105.6,Streaming Video 4K (Netflix/YouTube),HTTPS,0672290241,4.3
SESS-00169-2,CLI-00169,208102584998971,2025-03-03 09:15:00,112,2281.4,223.3,Réseaux Sociaux (TikTok/Instagram),UDP_GAMING,0352290440,4.3
SESS-00169-3,CLI-00169,208102584998971,2025-03-03 09:15:00,22,477.1,12.1,Streaming Video 4K (Netflix/YouTube),HTTPS,0732290380,4.2
SESS-00170-1,CLI-00170,208101033092625,2025-03-20 19:15:00,98,1519.1,88.9,Navigation Web General HTTPS,HTTPS,0542290107,4.3
SESS-00170-2,CLI-00170,208101033092625,2025-03-23 11:15:00,26,1929.0,432.7,Navigation Web General HTTPS,UDP_GAMING,0372290051,3.9
SESS-00170-3,CLI-00170,208101033092625,2025-03-09 22:15:00,12,1632.6,236.6,Gaming en Ligne UDP,QUIC,0702290042,4.3
SESS-00171-1,CLI-00171,208105652976033,2025-03-24 21:15:00,41,1679.6,32.3,Navigation Web General HTTPS,HTTPS,0352290137,4.8
SESS-00171-2,CLI-00171,208105652976033,2025-03-06 21:15:00,22,2528.5,52.5,Navigation Web General HTTPS,SIP_VOIP,0762290018,3.8
SESS-00171-3,CLI-00171,208105652976033,2025-03-17 18:15:00,20,1005.4,88.1,Navigation Web General HTTPS,SIP_VOIP,0422290082,3.9
SESS-00172-1,CLI-00172,208104460413826,2025-03-09 18:15:00,55,1080.8,243.9,Cloud Storage (AWS/GCP/Drive),SIP_VOIP,0112290027,4.1
SESS-00172-2,CLI-00172,208104460413826,2025-03-04 12:15:00,115,2628.1,43.3,Gaming en Ligne UDP,QUIC,0492290112,4.0
SESS-00172-3,CLI-00172,208104460413826,2025-03-10 08:15:00,32,257.1,148.7,Gaming en Ligne UDP,SIP_VOIP,0752292048,4.3
SESS-00173-1,CLI-00173,208107340156916,2025-03-06 14:15:00,36,624.8,124.4,Réseaux Sociaux (TikTok/Instagram),UDP_GAMING,0562290258,4.7
SESS-00173-2,CLI-00173,208107340156916,2025-03-28 15:15:00,7,304.0,78.7,Cloud Storage (AWS/GCP/Drive),QUIC,0502290100,4.9
SESS-00173-3,CLI-00173,208107340156916,2025-03-06 18:15:00,73,2005.6,417.7,Cloud Storage (AWS/GCP/Drive),HTTPS,0582290020,4.9
SESS-00174-1,CLI-00174,208103898198215,2025-03-13 08:15:00,10,2022.0,438.5,Réseaux Sociaux (TikTok/Instagram),QUIC,0642290111,4.8
SESS-00174-2,CLI-00174,208103898198215,2025-03-04 16:15:00,75,1871.0,33.1,Gaming en Ligne UDP,HTTPS,0062290219,4.4
SESS-00174-3,CLI-00174,208103898198215,2025-03-21 13:15:00,111,1236.2,293.9,Navigation Web General HTTPS,QUIC,0482290023,4.7
SESS-00175-1,CLI-00175,208105413777679,2025-03-20 11:15:00,77,1832.7,191.7,Visio Pro Teams/Zoom,QUIC,0632290103,3.9
SESS-00175-2,CLI-00175,208105413777679,2025-03-09 15:15:00,21,1810.4,291.0,Gaming en Ligne UDP,HTTPS,0912290084,4.8
SESS-00175-3,CLI-00175,208105413777679,2025-03-23 14:15:00,13,534.5,119.6,Visio Pro Teams/Zoom,QUIC,0812290173,4.8
SESS-00176-1,CLI-00176,208102478125995,2025-03-08 09:15:00,47,2556.4,180.9,Visio Pro Teams/Zoom,HTTPS,0942290076,3.9
SESS-00176-2,CLI-00176,208102478125995,2025-03-23 17:15:00,34,3026.7,125.1,Cloud Storage (AWS/GCP/Drive),UDP_GAMING,0562290063,3.9
SESS-00176-3,CLI-00176,208102478125995,2025-03-21 21:15:00,90,1956.9,278.5,Cloud Storage (AWS/GCP/Drive),QUIC,0742290101,4.6
SESS-00177-1,CLI-00177,208109496864604,2025-03-01 21:15:00,84,2135.5,45.5,Gaming en Ligne UDP,QUIC,0062290336,4.7
SESS-00177-2,CLI-00177,208109496864604,2025-03-15 19:15:00,87,1003.0,62.5,Cloud Storage (AWS/GCP/Drive),UDP_GAMING,0852290044,4.6
SESS-00177-3,CLI-00177,208109496864604,2025-03-23 15:15:00,120,739.6,439.1,Streaming Video 4K (Netflix/YouTube),UDP_GAMING,0752290444,4.1
SESS-00178-1,CLI-00178,208105573190158,2025-03-06 09:15:00,108,1550.7,133.1,Visio Pro Teams/Zoom,SIP_VOIP,0122290067,4.0
SESS-00178-2,CLI-00178,208105573190158,2025-03-23 13:15:00,14,1654.3,321.7,Gaming en Ligne UDP,QUIC,0742290095,4.4
SESS-00178-3,CLI-00178,208105573190158,2025-03-16 09:15:00,77,2976.2,273.8,Cloud Storage (AWS/GCP/Drive),UDP_GAMING,0872290116,4.9
SESS-00179-1,CLI-00179,208101157932959,2025-03-21 15:15:00,34,1129.9,62.4,Navigation Web General HTTPS,QUIC,0512290106,4.6
SESS-00179-2,CLI-00179,208101157932959,2025-03-18 18:15:00,111,272.1,394.0,Cloud Storage (AWS/GCP/Drive),HTTPS,0612290004,4.1
SESS-00179-3,CLI-00179,208101157932959,2025-03-02 19:15:00,13,2826.8,256.9,Réseaux Sociaux (TikTok/Instagram),HTTPS,0642290104,4.7
SESS-00180-1,CLI-00180,208104372887252,2025-03-07 15:15:00,19,3194.7,426.9,Gaming en Ligne UDP,QUIC,0262290081,3.9
SESS-00180-2,CLI-00180,208104372887252,2025-03-14 14:15:00,31,3140.0,203.0,Cloud Storage (AWS/GCP/Drive),HTTPS,0132290405,4.3
SESS-00180-3,CLI-00180,208104372887252,2025-03-12 11:15:00,84,1724.7,64.6,Navigation Web General HTTPS,QUIC,0632290187,4.4
SESS-00181-1,CLI-00181,208104236891678,2025-03-16 15:15:00,34,300.4,369.7,Réseaux Sociaux (TikTok/Instagram),HTTPS,0552290037,3.8
SESS-00181-2,CLI-00181,208104236891678,2025-03-16 22:15:00,36,96.9,76.6,Visio Pro Teams/Zoom,UDP_GAMING,0282290085,4.9
SESS-00181-3,CLI-00181,208104236891678,2025-03-12 12:15:00,120,1643.9,52.0,Réseaux Sociaux (TikTok/Instagram),HTTPS,0712290078,4.4
SESS-00182-1,CLI-00182,208101342856040,2025-03-06 16:15:00,20,2596.9,22.0,Réseaux Sociaux (TikTok/Instagram),HTTPS,0632290159,4.8
SESS-00182-2,CLI-00182,208101342856040,2025-03-16 14:15:00,41,908.5,16.1,Navigation Web General HTTPS,HTTPS,0742290146,4.7
SESS-00182-3,CLI-00182,208101342856040,2025-03-22 21:15:00,56,813.4,115.8,Réseaux Sociaux (TikTok/Instagram),UDP_GAMING,0842290081,3.8
SESS-00183-1,CLI-00183,208104362330861,2025-03-05 21:15:00,6,2456.2,100.2,Navigation Web General HTTPS,SIP_VOIP,0922290673,4.8
SESS-00183-2,CLI-00183,208104362330861,2025-03-06 11:15:00,98,1609.3,323.4,Navigation Web General HTTPS,SIP_VOIP,0832290165,4.4
SESS-00183-3,CLI-00183,208104362330861,2025-03-22 08:15:00,18,837.2,222.4,Cloud Storage (AWS/GCP/Drive),QUIC,0742290149,4.8
SESS-00184-1,CLI-00184,208108523851643,2025-03-09 22:15:00,59,1367.0,433.9,Navigation Web General HTTPS,HTTPS,0802290022,4.2
