id_mesure,nom_operateur,commune,code_departement,nom_region,technologie_reseau,debit_descendant_mbps,debit_montant_mbps,latence_ms,taux_couverture_4g_pct
QOS-00996,Free Mobile,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,395.3,59.1,12.8,98.3
QOS-00997,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,533.2,64.1,13.8,97.4
QOS-00998,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,48.3,11.5,42.1,99.5
QOS-00999,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,556.2,49.2,12.3,99.2
QOS-01000,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,433.4,61.3,16.7,97.8
QOS-01001,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,331.2,48.7,11.0,96.3
QOS-01002,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,455.5,77.7,16.3,96.5
QOS-01003,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,47.7,13.5,45.1,97.5
QOS-01004,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,30.1,13.5,28.4,96.6
QOS-01005,Free Mobile,Lille,59 - Nord,Hauts-de-France,4G+ LTE,100.8,15.8,20.5,95.3
QOS-01006,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,50.0,12.5,33.5,98.9
QOS-01007,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,190.9,38.7,17.6,94.7
QOS-01008,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,138.1,31.5,19.6,95.0
QOS-01009,Free Mobile,Lille,59 - Nord,Hauts-de-France,4G+ LTE,107.4,21.6,29.4,95.0
QOS-01010,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,449.7,76.6,12.5,98.9
QOS-01011,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,446.0,66.6,15.0,97.4
QOS-01012,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,330.6,73.7,14.2,97.3
QOS-01013,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,582.8,66.5,16.4,99.3
QOS-01014,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G,46.5,10.7,38.1,97.4
QOS-01015,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,206.0,36.1,16.6,99.0
QOS-01016,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,428.0,55.9,13.0,96.4
QOS-01017,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,236.6,25.8,21.4,97.9
QOS-01018,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,192.5,44.6,15.7,96.3
QOS-01019,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,46.1,11.4,37.3,97.0
QOS-01020,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,56.7,13.1,28.1,98.4
QOS-01021,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,126.3,15.7,26.0,95.9
QOS-01022,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,465.0,82.4,10.8,96.1
QOS-01023,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,44.5,8.7,35.5,94.8
QOS-01024,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,33.2,10.8,48.6,96.2
QOS-01025,SFR,Montpellier,34 - Hérault,Occitanie,4G,40.1,14.3,32.9,95.5
QOS-01026,Orange,Paris,75 - Paris,Île-de-France,5G 3.5GHz,536.8,74.8,11.6,95.6
QOS-01027,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,4G,44.9,8.6,37.1,98.4
QOS-01028,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,40.3,13.4,28.1,97.2
QOS-01029,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,30.4,12.7,48.8,96.6
QOS-01030,Free Mobile,Paris,75 - Paris,Île-de-France,4G+ LTE,84.1,16.9,25.5,97.6
QOS-01031,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,468.9,84.3,12.0,94.7
QOS-01032,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,200.1,32.0,22.6,98.3
QOS-01033,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,145.7,38.7,16.1,99.4
QOS-01034,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,50.5,12.6,41.4,96.9
QOS-01035,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,178.3,41.0,16.8,97.6
QOS-01036,SFR,Paris,75 - Paris,Île-de-France,4G,35.1,13.4,37.0,96.2
QOS-01037,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,4G,29.9,13.2,34.9,99.7
QOS-01038,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,43.0,13.5,46.5,97.4
QOS-01039,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,39.4,11.2,44.6,94.7
QOS-01040,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,101.3,26.0,34.5,96.7
QOS-01041,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,123.5,18.5,29.2,98.3
QOS-01042,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,4G,30.0,14.7,43.4,97.1
QOS-01043,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,30.0,14.2,30.9,97.7
QOS-01044,Free Mobile,Paris,75 - Paris,Île-de-France,5G 700MHz,170.3,32.3,23.8,98.8
QOS-01045,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,215.6,39.4,20.1,96.7
QOS-01046,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,33.0,10.0,42.0,97.9
QOS-01047,Orange,Montpellier,34 - Hérault,Occitanie,4G,37.4,15.0,28.9,95.8
QOS-01048,SFR,Montpellier,34 - Hérault,Occitanie,5G 700MHz,151.6,26.5,16.3,98.9
QOS-01049,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,4G+ LTE,95.2,24.6,24.9,96.5
QOS-01050,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,463.8,69.8,9.6,98.8
QOS-01051,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,444.2,76.1,16.3,99.2
QOS-01052,Bouygues Telecom,Paris,75 - Paris,Île-de-France,4G+ LTE,96.5,23.1,28.7,98.6
QOS-01053,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,583.9,49.8,11.3,94.5
QOS-01054,Orange,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,532.8,75.5,11.6,96.1
QOS-01055,Bouygues Telecom,Paris,75 - Paris,Île-de-France,5G 700MHz,226.4,31.3,16.7,95.2
QOS-01056,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,4G,29.5,13.3,40.8,95.9
QOS-01057,Free Mobile,Paris,75 - Paris,Île-de-France,4G+ LTE,114.4,17.1,25.4,98.4
QOS-01058,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,77.1,16.9,24.1,96.7
QOS-01059,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,402.2,64.8,11.7,95.8
QOS-01060,SFR,Lille,59 - Nord,Hauts-de-France,4G+ LTE,86.7,23.3,20.7,95.5
QOS-01061,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,42.4,13.8,35.2,96.7
QOS-01062,Bouygues Telecom,Paris,75 - Paris,Île-de-France,4G+ LTE,96.4,16.4,21.7,95.3
QOS-01063,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,155.5,33.6,19.4,95.1
QOS-01064,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,54.1,12.1,30.6,97.9
QOS-01065,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,83.5,25.5,21.6,98.1
QOS-01066,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,218.7,44.3,18.4,99.8
QOS-01067,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,235.6,31.4,22.2,96.7
QOS-01068,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G,51.0,12.1,42.5,98.3
QOS-01069,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,416.5,50.0,14.4,97.1
QOS-01070,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,340.9,60.8,15.4,99.4
QOS-01071,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,191.8,45.2,21.1,97.5
QOS-01072,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,186.5,29.8,19.5,97.5
QOS-01073,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,92.0,17.0,29.3,95.4
QOS-01074,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,423.8,49.6,13.6,97.6
QOS-01075,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,91.2,28.3,32.7,94.9
QOS-01076,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,233.9,45.2,17.1,96.8
QOS-01077,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,234.9,27.6,16.8,95.5
QOS-01078,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,556.7,46.0,11.5,99.0
QOS-01079,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,102.4,27.2,20.8,98.9
QOS-01080,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,52.7,8.5,48.4,98.5
QOS-01081,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,83.0,20.8,20.9,98.4
QOS-01082,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,151.8,27.1,22.5,99.0
QOS-01083,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,591.2,69.8,13.3,95.0
QOS-01084,Orange,Paris,75 - Paris,Île-de-France,4G+ LTE,109.6,25.4,26.9,97.2
QOS-01085,Orange,Paris,75 - Paris,Île-de-France,5G 700MHz,172.1,41.2,23.7,95.6
QOS-01086,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,69.5,27.7,34.7,95.1
QOS-01087,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,135.3,39.4,18.8,94.7
QOS-01088,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,70.5,27.1,24.5,96.3
QOS-01089,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,207.4,28.6,22.7,96.2
QOS-01090,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 3.5GHz,501.7,78.0,15.9,98.8
QOS-01091,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,411.3,53.6,14.4,96.0
QOS-01092,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 700MHz,175.0,27.3,18.0,96.5
QOS-01093,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,30.9,9.0,43.7,97.2
QOS-01094,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,122.6,25.4,32.6,96.5
QOS-01095,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,461.6,46.2,9.8,99.6
QOS-01096,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,241.6,30.4,23.0,97.6
QOS-01097,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,240.3,28.4,20.8,99.8
QOS-01098,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,88.3,15.6,22.5,99.8
QOS-01099,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,79.8,18.5,23.1,95.5
QOS-01100,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,113.2,18.3,27.6,94.9
QOS-01101,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,43.5,8.6,47.5,99.1
QOS-01102,Free Mobile,Paris,75 - Paris,Île-de-France,4G,50.3,14.1,37.5,98.9
QOS-01103,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,159.7,29.7,15.8,96.8
QOS-01104,Orange,Paris,75 - Paris,Île-de-France,4G,47.1,13.3,44.4,96.8
QOS-01105,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,593.8,56.5,16.7,97.7
QOS-01106,Free Mobile,Paris,75 - Paris,Île-de-France,4G+ LTE,94.0,25.6,21.9,96.6
QOS-01107,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G+ LTE,85.4,28.4,29.1,98.5
QOS-01108,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,38.5,15.6,28.6,94.9
QOS-01109,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,536.9,68.7,10.4,97.3
QOS-01110,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,590.5,49.3,13.0,95.4
QOS-01111,Free Mobile,Paris,75 - Paris,Île-de-France,5G 3.5GHz,458.1,75.1,14.2,97.2
QOS-01112,Orange,Paris,75 - Paris,Île-de-France,4G,39.5,11.1,40.1,99.4
QOS-01113,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,49.6,11.2,45.4,97.7
QOS-01114,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,5G 700MHz,155.7,27.7,18.2,99.0
QOS-01115,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,603.3,55.0,11.8,99.9
QOS-01116,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 700MHz,154.7,30.1,21.1,98.6
QOS-01117,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,233.8,43.6,17.0,95.3
QOS-01118,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,524.5,56.7,15.7,95.7
QOS-01119,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,72.5,28.6,26.5,96.4
QOS-01120,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,45.4,10.2,35.7,95.1
QOS-01121,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,165.7,34.2,16.4,96.8
QOS-01122,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 700MHz,162.6,28.1,20.5,95.5
QOS-01123,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,157.2,43.6,19.7,99.1
QOS-01124,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,208.2,35.9,17.7,97.8
QOS-01125,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,214.2,29.2,15.3,98.6
QOS-01126,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,97.3,23.8,24.7,96.1
QOS-01127,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,53.4,9.3,44.4,96.3
QOS-01128,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,386.9,58.2,12.9,98.5
QOS-01129,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,5G 3.5GHz,459.1,72.4,13.3,99.0
QOS-01130,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,320.6,72.2,16.8,99.0
QOS-01131,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,4G,36.8,12.2,43.1,97.1
QOS-01132,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 700MHz,152.0,43.4,23.2,95.1
QOS-01133,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,96.9,16.3,21.4,96.8
QOS-01134,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,67.4,21.4,21.7,98.8
QOS-01135,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,33.7,11.9,44.7,97.9
QOS-01136,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,586.9,63.8,11.7,97.0
QOS-01137,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,481.8,46.7,15.7,98.8
QOS-01138,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,495.0,60.4,16.6,99.8
QOS-01139,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,220.1,27.6,16.4,96.2
QOS-01140,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,232.7,40.6,15.1,97.1
QOS-01141,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G+ LTE,119.0,24.6,26.1,98.2
QOS-01142,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,97.4,27.5,28.4,99.2
QOS-01143,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,35.7,12.8,28.9,94.8
QOS-01144,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,566.1,69.2,15.4,97.0
QOS-01145,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G,31.3,15.4,41.3,97.5
QOS-01146,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,216.7,44.8,16.1,95.0
QOS-01147,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,4G,31.3,14.3,33.4,98.1
QOS-01148,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,127.8,16.7,34.3,98.7
QOS-01149,SFR,Montpellier,34 - Hérault,Occitanie,4G+ LTE,103.1,22.5,33.2,95.7
QOS-01150,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,44.5,9.9,40.8,97.8
QOS-01151,Free Mobile,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,593.4,52.3,12.0,95.3
QOS-01152,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,503.6,55.8,12.3,97.9
QOS-01153,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,220.9,35.0,14.6,95.2
QOS-01154,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,87.6,17.4,32.0,98.7
QOS-01155,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,29.9,14.0,31.9,97.5
QOS-01156,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,223.2,25.6,17.2,97.1
QOS-01157,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,156.3,25.0,23.7,99.8
QOS-01158,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,48.6,14.7,38.3,98.2
QOS-01159,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 700MHz,132.4,24.6,24.4,98.6
QOS-01160,SFR,Paris,75 - Paris,Île-de-France,4G+ LTE,104.7,28.0,21.1,98.6
QOS-01161,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,444.2,77.5,14.4,98.8
QOS-01162,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G+ LTE,73.8,25.2,29.2,95.5
QOS-01163,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,40.5,11.0,37.2,94.8
QOS-01164,Free Mobile,Montpellier,34 - Hérault,Occitanie,5G 700MHz,200.1,35.6,19.9,98.1
QOS-01165,Free Mobile,Lille,59 - Nord,Hauts-de-France,4G,49.2,10.6,33.0,95.8
QOS-01166,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,155.4,26.2,15.3,99.5
QOS-01167,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,117.1,26.9,31.2,95.4
QOS-01168,SFR,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,326.3,76.3,11.7,96.3
QOS-01169,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,394.4,61.5,16.0,97.2
QOS-01170,Orange,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,546.7,53.7,15.7,94.7
QOS-01171,SFR,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,544.3,80.9,13.9,97.3
QOS-01172,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,99.8,21.5,26.4,96.0
QOS-01173,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,5G 700MHz,160.6,40.8,25.0,97.6
QOS-01174,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,47.8,14.5,41.3,97.2
QOS-01175,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,151.0,26.8,18.3,99.4
QOS-01176,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,120.5,16.9,30.1,98.6
QOS-01177,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,50.9,14.5,33.1,98.5
QOS-01178,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,208.9,42.3,23.3,97.3
QOS-01179,Free Mobile,Lille,59 - Nord,Hauts-de-France,4G+ LTE,110.8,22.0,28.8,95.3
QOS-01180,Orange,Lille,59 - Nord,Hauts-de-France,4G+ LTE,125.5,22.0,24.8,97.0
QOS-01181,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 700MHz,166.9,30.2,19.5,94.9
QOS-01182,SFR,Toulouse,31 - Haute-Garonne,Occitanie,4G,39.2,11.9,40.4,95.5
QOS-01183,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 3.5GHz,472.5,73.4,12.0,97.8
QOS-01184,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,99.7,15.9,34.2,95.7
QOS-01185,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,365.7,49.9,11.8,99.0
QOS-01186,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,4G,41.6,10.7,38.2,96.7
QOS-01187,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,231.8,38.7,23.2,97.0
QOS-01188,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,109.8,24.4,32.5,98.7
QOS-01189,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,127.6,32.2,22.7,95.7
QOS-01190,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,365.0,81.2,12.3,95.4
QOS-01191,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G,47.2,13.2,33.3,99.2
QOS-01192,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,142.5,29.4,16.3,95.8
QOS-01193,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,4G+ LTE,109.4,20.0,31.9,99.3
QOS-01194,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,29.7,8.8,31.4,94.9
QOS-01195,Bouygues Telecom,Paris,75 - Paris,Île-de-France,5G 700MHz,226.0,25.4,17.8,95.7
QOS-01196,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,139.6,44.1,19.3,97.0
QOS-01197,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,51.4,11.3,38.7,98.3
QOS-01198,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,150.6,31.0,18.7,95.8
QOS-01199,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,385.5,74.0,11.5,95.3
QOS-01200,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,40.0,12.5,30.3,98.9
QOS-01201,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,53.8,13.9,37.1,94.8
QOS-01202,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G+ LTE,118.2,17.7,23.3,96.4
QOS-01203,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,349.8,46.2,16.0,97.3
QOS-01204,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,233.1,36.9,16.6,99.4
QOS-01205,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,404.4,60.2,13.6,99.8
QOS-01206,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 700MHz,175.6,33.0,18.8,96.2
QOS-01207,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,56.0,11.7,45.7,96.9
QOS-01208,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,99.2,20.3,33.7,99.7
QOS-01209,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,336.0,69.7,15.5,95.3
QOS-01210,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,107.9,24.0,22.8,98.0
QOS-01211,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,208.6,25.4,18.5,98.0
QOS-01212,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,213.7,42.6,15.3,95.8
QOS-01213,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,109.5,27.0,33.3,98.6
