annee_mois,secteur_activite,nom_region,taux_defaillance_annuel_pct,variation_trimestrielle_pct
2020-03,Agroalimentaire,Provence-Alpes-Côte d'Azur,4.24,-0.85
2020-03,Agroalimentaire,Auvergne-Rhône-Alpes,4.14,2.66
2020-03,Agroalimentaire,Nouvelle-Aquitaine,4.53,1.46
2020-03,Transport,Occitanie,5.4,2.24
2020-03,Transport,Île-de-France,5.09,2.18
2020-03,Transport,Provence-Alpes-Côte d'Azur,4.33,1.06
2020-03,Transport,Auvergne-Rhône-Alpes,4.48,2.79
2020-03,Transport,Nouvelle-Aquitaine,4.5,0.33
2020-03,Immobilier,Occitanie,4.66,0
2020-03,Immobilier,Île-de-France,4.16,2.71
2020-03,Immobilier,Provence-Alpes-Côte d'Azur,4.83,-1.22
2020-03,Immobilier,Auvergne-Rhône-Alpes,5.09,0.99
2020-03,Immobilier,Nouvelle-Aquitaine,4.82,3.2
2020-03,Aéronautique,Occitanie,5.61,-1.03
2020-03,Aéronautique,Île-de-France,4.69,-0.25
2020-03,Aéronautique,Provence-Alpes-Côte d'Azur,4.88,2.81
2020-03,Aéronautique,Auvergne-Rhône-Alpes,3.97,3.18
2020-03,Aéronautique,Nouvelle-Aquitaine,4.16,2.48
2020-03,Automobile,Occitanie,8.76,0.17
2020-03,Automobile,Île-de-France,7.91,2.47
2020-03,Automobile,Provence-Alpes-Côte d'Azur,7.11,1.28
2020-03,Automobile,Auvergne-Rhône-Alpes,7.87,1.78
2020-03,Automobile,Nouvelle-Aquitaine,8,-1.37
2020-04,Commerce,Occitanie,8.64,2.95
2020-04,Commerce,Île-de-France,7.58,1.15
2020-04,Commerce,Provence-Alpes-Côte d'Azur,7.13,3.14
2020-04,Commerce,Auvergne-Rhône-Alpes,7.96,0.81
2020-04,Commerce,Nouvelle-Aquitaine,7.27,0.81
2020-04,Industrie,Occitanie,4.55,-0.41
2020-04,Industrie,Île-de-France,4.16,0.97
2020-04,Industrie,Provence-Alpes-Côte d'Azur,3.9,2.81
2020-04,Industrie,Auvergne-Rhône-Alpes,4.14,-0.89
2020-04,Industrie,Nouvelle-Aquitaine,4.76,2.82
2020-04,BTP,Occitanie,10.72,0.02
2020-04,BTP,Île-de-France,8.63,1.26
2020-04,BTP,Provence-Alpes-Côte d'Azur,9.7,2.14
2020-04,BTP,Auvergne-Rhône-Alpes,9.62,2.55
2020-04,BTP,Nouvelle-Aquitaine,9.75,0.26
2020-04,Technologies,Occitanie,5.57,0.36
2020-04,Technologies,Île-de-France,4.02,-0.08
2020-04,Technologies,Provence-Alpes-Côte d'Azur,4.06,-0.76
2020-04,Technologies,Auvergne-Rhône-Alpes,5.04,2.22
2020-04,Technologies,Nouvelle-Aquitaine,5.05,1.55
2020-04,Agroalimentaire,Occitanie,4.65,3.05
2020-04,Agroalimentaire,Île-de-France,4.73,2.87
2020-04,Agroalimentaire,Provence-Alpes-Côte d'Azur,4.84,-0.45
2020-04,Agroalimentaire,Auvergne-Rhône-Alpes,4.61,-0.68
2020-04,Agroalimentaire,Nouvelle-Aquitaine,4.27,1.74
2020-04,Transport,Occitanie,4.59,1.93
2020-04,Transport,Île-de-France,5.04,2.96
2020-04,Transport,Provence-Alpes-Côte d'Azur,4.37,3.17
2020-04,Transport,Auvergne-Rhône-Alpes,5.06,-1.35
2020-04,Transport,Nouvelle-Aquitaine,4.62,2.83
2020-04,Immobilier,Occitanie,5.6,-0.46
2020-04,Immobilier,Île-de-France,4.58,2.9
2020-04,Immobilier,Provence-Alpes-Côte d'Azur,4.07,2
2020-04,Immobilier,Auvergne-Rhône-Alpes,4.19,3.12
2020-04,Immobilier,Nouvelle-Aquitaine,4.1,2.66
2020-04,Aéronautique,Occitanie,4.55,1.83
2020-04,Aéronautique,Île-de-France,4.67,2.67
2020-04,Aéronautique,Provence-Alpes-Côte d'Azur,4.44,-0.25
2020-04,Aéronautique,Auvergne-Rhône-Alpes,4.2,-1.18
2020-04,Aéronautique,Nouvelle-Aquitaine,4.21,-0.99
2020-04,Automobile,Occitanie,7.8,0.31
2020-04,Automobile,Île-de-France,7.78,3.05
2020-04,Automobile,Provence-Alpes-Côte d'Azur,7.96,0.82
2020-04,Automobile,Auvergne-Rhône-Alpes,7.35,1.07
2020-04,Automobile,Nouvelle-Aquitaine,7.02,0.75
2020-05,Commerce,Occitanie,8.84,1.56
2020-05,Commerce,Île-de-France,7.72,-0.74
2020-05,Commerce,Provence-Alpes-Côte d'Azur,6.99,2.48
2020-05,Commerce,Auvergne-Rhône-Alpes,7.25,0
2020-05,Commerce,Nouvelle-Aquitaine,8.04,-1.15
2020-05,Industrie,Occitanie,4.64,0.26
2020-05,Industrie,Île-de-France,4.78,1.07
2020-05,Industrie,Provence-Alpes-Côte d'Azur,4.98,-1.06
2020-05,Industrie,Auvergne-Rhône-Alpes,4.61,1.38
2020-05,Industrie,Nouvelle-Aquitaine,4.48,-1.35
2020-05,BTP,Occitanie,10.83,-0.72
2020-05,BTP,Île-de-France,9.67,-0.76
2020-05,BTP,Provence-Alpes-Côte d'Azur,8.72,-0.53
2020-05,BTP,Auvergne-Rhône-Alpes,8.83,1.78
2020-05,BTP,Nouvelle-Aquitaine,9.47,1.93
2020-05,Technologies,Occitanie,4.76,-0.18
2020-05,Technologies,Île-de-France,4.19,-1.27
2020-05,Technologies,Provence-Alpes-Côte d'Azur,4.59,2.45
2020-05,Technologies,Auvergne-Rhône-Alpes,4.08,0.2
2020-05,Technologies,Nouvelle-Aquitaine,4.41,-0.12
2020-05,Agroalimentaire,Occitanie,5.23,1.32
2020-05,Agroalimentaire,Île-de-France,4.14,-1.38
2020-05,Agroalimentaire,Provence-Alpes-Côte d'Azur,4.1,-0.13
2020-05,Agroalimentaire,Auvergne-Rhône-Alpes,4,2.47
2020-05,Agroalimentaire,Nouvelle-Aquitaine,4.27,0.37
2020-05,Transport,Occitanie,5.03,1.61
2020-05,Transport,Île-de-France,4.01,1.06
2020-05,Transport,Provence-Alpes-Côte d'Azur,4.12,2.66
2020-05,Transport,Auvergne-Rhône-Alpes,4.34,0.6
2020-05,Transport,Nouvelle-Aquitaine,4.22,0.69
2020-05,Immobilier,Occitanie,4.71,-0.24
2020-05,Immobilier,Île-de-France,3.97,2.04
2020-05,Immobilier,Provence-Alpes-Côte d'Azur,4.7,-1.1
2020-05,Immobilier,Auvergne-Rhône-Alpes,4.31,1.04
2020-05,Immobilier,Nouvelle-Aquitaine,5.06,1.27
2020-05,Aéronautique,Occitanie,5.1,2.45
2020-05,Aéronautique,Île-de-France,4.88,0.47
2020-05,Aéronautique,Provence-Alpes-Côte d'Azur,4.54,2.57
2020-05,Aéronautique,Auvergne-Rhône-Alpes,4.47,2.64
2020-05,Aéronautique,Nouvelle-Aquitaine,4.47,-1.13
2020-05,Automobile,Occitanie,8.88,1.86
2020-05,Automobile,Île-de-France,7.5,2.73
2020-05,Automobile,Provence-Alpes-Côte d'Azur,7.86,1.68
2020-05,Automobile,Auvergne-Rhône-Alpes,7.64,-0.93
2020-05,Automobile,Nouvelle-Aquitaine,7.81,-0.69
2020-06,Commerce,Occitanie,8.98,3.07
2020-06,Commerce,Île-de-France,7.87,-0.91
2020-06,Commerce,Provence-Alpes-Côte d'Azur,7.41,3.14
2020-06,Commerce,Auvergne-Rhône-Alpes,7.42,3.19
2020-06,Commerce,Nouvelle-Aquitaine,7.65,2.42
2020-06,Industrie,Occitanie,4.75,2.78
2020-06,Industrie,Île-de-France,5,-1.19
2020-06,Industrie,Provence-Alpes-Côte d'Azur,4.37,0.37
2020-06,Industrie,Auvergne-Rhône-Alpes,4.29,-0.2
2020-06,Industrie,Nouvelle-Aquitaine,4.45,2.61
2020-06,BTP,Occitanie,10.65,1.43
2020-06,BTP,Île-de-France,9.23,0.47
2020-06,BTP,Provence-Alpes-Côte d'Azur,9.1,-0.8
2020-06,BTP,Auvergne-Rhône-Alpes,9.31,2.06
2020-06,BTP,Nouvelle-Aquitaine,9.73,2.85
2020-06,Technologies,Occitanie,5.12,-1.03
2020-06,Technologies,Île-de-France,4.24,1.02
2020-06,Technologies,Provence-Alpes-Côte d'Azur,4.31,0.43
2020-06,Technologies,Auvergne-Rhône-Alpes,4.36,0.78
2020-06,Technologies,Nouvelle-Aquitaine,4.63,-1.32
2020-06,Agroalimentaire,Occitanie,4.77,-0.82
2020-06,Agroalimentaire,Île-de-France,4.63,1.76
2020-06,Agroalimentaire,Provence-Alpes-Côte d'Azur,3.95,2.68
2020-06,Agroalimentaire,Auvergne-Rhône-Alpes,4.3,-0.38
2020-06,Agroalimentaire,Nouvelle-Aquitaine,4.79,2.83
2020-06,Transport,Occitanie,5.52,-1.4
2020-06,Transport,Île-de-France,4.88,-0.08
2020-06,Transport,Provence-Alpes-Côte d'Azur,4.24,0.81
2020-06,Transport,Auvergne-Rhône-Alpes,4.74,-1.04
2020-06,Transport,Nouvelle-Aquitaine,4.94,-0.87
2020-06,Immobilier,Occitanie,5.61,0.58
2020-06,Immobilier,Île-de-France,4.89,-0.23
2020-06,Immobilier,Provence-Alpes-Côte d'Azur,4.4,1.53
2020-06,Immobilier,Auvergne-Rhône-Alpes,4.13,-0.51
2020-06,Immobilier,Nouvelle-Aquitaine,4.89,1.98
2020-06,Aéronautique,Occitanie,5.35,2.58
2020-06,Aéronautique,Île-de-France,4.89,0.92
2020-06,Aéronautique,Provence-Alpes-Côte d'Azur,4.09,-0.04
2020-06,Aéronautique,Auvergne-Rhône-Alpes,4.51,-0.86
2020-06,Aéronautique,Nouvelle-Aquitaine,4.92,2.63
2020-06,Automobile,Occitanie,7.83,-0.59
2020-06,Automobile,Île-de-France,7.9,2.43
2020-06,Automobile,Provence-Alpes-Côte d'Azur,7.2,0.65
2020-06,Automobile,Auvergne-Rhône-Alpes,8,1.81
2020-06,Automobile,Nouvelle-Aquitaine,7.23,2.37
2020-07,Commerce,Occitanie,8.41,1.49
2020-07,Commerce,Île-de-France,7.05,-1.36
2020-07,Commerce,Provence-Alpes-Côte d'Azur,7.35,1.29
2020-07,Commerce,Auvergne-Rhône-Alpes,7.11,2.59
2020-07,Commerce,Nouvelle-Aquitaine,7.6,0.14
2020-07,Industrie,Occitanie,4.64,2.7
2020-07,Industrie,Île-de-France,4.8,1.74
2020-07,Industrie,Provence-Alpes-Côte d'Azur,4.24,0.32
2020-07,Industrie,Auvergne-Rhône-Alpes,4.1,1.19
2020-07,Industrie,Nouvelle-Aquitaine,5.06,2.53
2020-07,BTP,Occitanie,10.48,1.69
2020-07,BTP,Île-de-France,8.92,0.42
2020-07,BTP,Provence-Alpes-Côte d'Azur,8.62,2.17
2020-07,BTP,Auvergne-Rhône-Alpes,9.52,-1.46
2020-07,BTP,Nouvelle-Aquitaine,9.69,1.54
2020-07,Technologies,Occitanie,5.16,-1.46
2020-07,Technologies,Île-de-France,4.2,2.28
2020-07,Technologies,Provence-Alpes-Côte d'Azur,4.27,3.05
2020-07,Technologies,Auvergne-Rhône-Alpes,4.67,0.49
2020-07,Technologies,Nouvelle-Aquitaine,4.35,0.14
2020-07,Agroalimentaire,Occitanie,4.74,0.69
2020-07,Agroalimentaire,Île-de-France,4.71,2.37
2020-07,Agroalimentaire,Provence-Alpes-Côte d'Azur,4.38,-1.02
2020-07,Agroalimentaire,Auvergne-Rhône-Alpes,4.51,1.61
2020-07,Agroalimentaire,Nouvelle-Aquitaine,4.91,0.26
2020-07,Transport,Occitanie,5.22,1.36
2020-07,Transport,Île-de-France,4.26,-0.99
2020-07,Transport,Provence-Alpes-Côte d'Azur,3.98,3.15
2020-07,Transport,Auvergne-Rhône-Alpes,4.67,2.55
2020-07,Transport,Nouvelle-Aquitaine,4.21,1.84
2020-07,Immobilier,Occitanie,5.51,-0.1
2020-07,Immobilier,Île-de-France,4.08,2.1
2020-07,Immobilier,Provence-Alpes-Côte d'Azur,4.98,2.29
2020-07,Immobilier,Auvergne-Rhône-Alpes,4.86,1.32
2020-07,Immobilier,Nouvelle-Aquitaine,4.69,1.7
2020-07,Aéronautique,Occitanie,5.31,1.58
2020-07,Aéronautique,Île-de-France,5.1,-0.28
2020-07,Aéronautique,Provence-Alpes-Côte d'Azur,4.4,0.32
2020-07,Aéronautique,Auvergne-Rhône-Alpes,3.94,1.83
2020-07,Aéronautique,Nouvelle-Aquitaine,4.59,-0.61
2020-07,Automobile,Occitanie,8.67,-0.45
2020-07,Automobile,Île-de-France,7.54,2.19
2020-07,Automobile,Provence-Alpes-Côte d'Azur,7.99,1.66
2020-07,Automobile,Auvergne-Rhône-Alpes,7.51,2.47
2020-07,Automobile,Nouvelle-Aquitaine,7.91,2.62
2020-08,Commerce,Occitanie,8.02,-1.04
2020-08,Commerce,Île-de-France,7.05,-0.28
2020-08,Commerce,Provence-Alpes-Côte d'Azur,7.87,2.09
2020-08,Commerce,Auvergne-Rhône-Alpes,7.12,1.69
2020-08,Commerce,Nouvelle-Aquitaine,7.3,-1.08
2020-08,Industrie,Occitanie,4.87,2
2020-08,Industrie,Île-de-France,4.27,2.2
2020-08,Industrie,Provence-Alpes-Côte d'Azur,4.3,-0.28
2020-08,Industrie,Auvergne-Rhône-Alpes,4.25,2.5
2020-08,Industrie,Nouvelle-Aquitaine,4.46,2.57
2020-08,BTP,Occitanie,10.4,2.94
2020-08,BTP,Île-de-France,8.69,2.68
2020-08,BTP,Provence-Alpes-Côte d'Azur,9.2,2.58
2020-08,BTP,Auvergne-Rhône-Alpes,9.06,-0.1
2020-08,BTP,Nouvelle-Aquitaine,8.66,2.51
2020-08,Technologies,Occitanie,4.6,-0.56
2020-08,Technologies,Île-de-France,4.39,1.18
2020-08,Technologies,Provence-Alpes-Côte d'Azur,4.99,0.65
2020-08,Technologies,Auvergne-Rhône-Alpes,4.28,1.86
2020-08,Technologies,Nouvelle-Aquitaine,4.83,0.79
2020-08,Agroalimentaire,Occitanie,5.2,-0.67
2020-08,Agroalimentaire,Île-de-France,4.66,-1.48
2020-08,Agroalimentaire,Provence-Alpes-Côte d'Azur,4.23,2.08
2020-08,Agroalimentaire,Auvergne-Rhône-Alpes,4.1,2.09
2020-08,Agroalimentaire,Nouvelle-Aquitaine,4.49,2.09
2020-08,Transport,Occitanie,4.55,1.39
2020-08,Transport,Île-de-France,4.66,0.4
2020-08,Transport,Provence-Alpes-Côte d'Azur,5.06,0.3
2020-08,Transport,Auvergne-Rhône-Alpes,3.95,-0.56
2020-08,Transport,Nouvelle-Aquitaine,4.35,-1.43
2020-08,Immobilier,Occitanie,4.83,2.42
2020-08,Immobilier,Île-de-France,4.13,1.68
2020-08,Immobilier,Provence-Alpes-Côte d'Azur,4.65,-0.33
2020-08,Immobilier,Auvergne-Rhône-Alpes,4.73,0.12
2020-08,Immobilier,Nouvelle-Aquitaine,4.05,0.3
2020-08,Aéronautique,Occitanie,5.15,-0.72
2020-08,Aéronautique,Île-de-France,4.89,-0.1
2020-08,Aéronautique,Provence-Alpes-Côte d'Azur,4.25,1.92
2020-08,Aéronautique,Auvergne-Rhône-Alpes,4.62,0.09
2020-08,Aéronautique,Nouvelle-Aquitaine,4.97,3.18
2020-08,Automobile,Occitanie,8.21,2.74
2020-08,Automobile,Île-de-France,7.33,-0.61
2020-08,Automobile,Provence-Alpes-Côte d'Azur,8.04,2.82
2020-08,Automobile,Auvergne-Rhône-Alpes,7.38,-0.43
2020-08,Automobile,Nouvelle-Aquitaine,7.77,-0.88
2020-09,Commerce,Occitanie,8.68,1.27
2020-09,Commerce,Île-de-France,7.1,0.22
2020-09,Commerce,Provence-Alpes-Côte d'Azur,7.68,-1.32
2020-09,Commerce,Auvergne-Rhône-Alpes,7.95,-0.3
2020-09,Commerce,Nouvelle-Aquitaine,7.54,-1.27
2020-09,Industrie,Occitanie,5.63,1.61
2020-09,Industrie,Île-de-France,4.68,-1.41
2020-09,Industrie,Provence-Alpes-Côte d'Azur,4.73,0.46
2020-09,Industrie,Auvergne-Rhône-Alpes,4.36,1.07
2020-09,Industrie,Nouvelle-Aquitaine,4.47,-0.78
2020-09,BTP,Occitanie,10.54,1.46
2020-09,BTP,Île-de-France,8.96,1.61
2020-09,BTP,Provence-Alpes-Côte d'Azur,9.39,-0.23
2020-09,BTP,Auvergne-Rhône-Alpes,9.33,-0.86
2020-09,BTP,Nouvelle-Aquitaine,9.6,-1.01
2020-09,Technologies,Occitanie,5.3,-0.95
2020-09,Technologies,Île-de-France,4.04,-1
2020-09,Technologies,Provence-Alpes-Côte d'Azur,4.14,-0.56
2020-09,Technologies,Auvergne-Rhône-Alpes,4.22,0.96
2020-09,Technologies,Nouvelle-Aquitaine,4.14,1.81
2020-09,Agroalimentaire,Occitanie,4.79,-1.31
2020-09,Agroalimentaire,Île-de-France,4.5,-0.52
2020-09,Agroalimentaire,Provence-Alpes-Côte d'Azur,5.02,0.05
2020-09,Agroalimentaire,Auvergne-Rhône-Alpes,3.9,1.66
2020-09,Agroalimentaire,Nouvelle-Aquitaine,4.99,2.43
2020-09,Transport,Occitanie,5.24,-0.8
2020-09,Transport,Île-de-France,4.01,0.91
2020-09,Transport,Provence-Alpes-Côte d'Azur,4.77,-1.02
2020-09,Transport,Auvergne-Rhône-Alpes,4.21,-0.41
2020-09,Transport,Nouvelle-Aquitaine,5.09,-0.11
2020-09,Immobilier,Occitanie,5,-1.03
2020-09,Immobilier,Île-de-France,4.11,-1.31
2020-09,Immobilier,Provence-Alpes-Côte d'Azur,4.25,2.27
2020-09,Immobilier,Auvergne-Rhône-Alpes,4.28,1.97
2020-09,Immobilier,Nouvelle-Aquitaine,4.01,2.06
2020-09,Aéronautique,Occitanie,4.5,2.5
2020-09,Aéronautique,Île-de-France,4.7,-0.7
2020-09,Aéronautique,Provence-Alpes-Côte d'Azur,4.33,0.56
2020-09,Aéronautique,Auvergne-Rhône-Alpes,4.65,2.63
2020-09,Aéronautique,Nouvelle-Aquitaine,4.01,2.33
2020-09,Automobile,Occitanie,8.02,0.38
2020-09,Automobile,Île-de-France,8.05,-0.22
2020-09,Automobile,Provence-Alpes-Côte d'Azur,7.36,2.5
2020-09,Automobile,Auvergne-Rhône-Alpes,7.86,1.55
2020-09,Automobile,Nouvelle-Aquitaine,7.86,-0.97
2020-10,Commerce,Occitanie,8.64,-1.22
2020-10,Commerce,Île-de-France,8.03,-0.75
2020-10,Commerce,Provence-Alpes-Côte d'Azur,7.4,1.28
2020-10,Commerce,Auvergne-Rhône-Alpes,7.86,1.69
2020-10,Commerce,Nouvelle-Aquitaine,7.12,0.28
2020-10,Industrie,Occitanie,4.87,-1.36
2020-10,Industrie,Île-de-France,4.72,2.44
2020-10,Industrie,Provence-Alpes-Côte d'Azur,5.07,-0.89
2020-10,Industrie,Auvergne-Rhône-Alpes,5,-0.97
2020-10,Industrie,Nouvelle-Aquitaine,4.39,-1.28
2020-10,BTP,Occitanie,10.02,-0.02
2020-10,BTP,Île-de-France,9.45,1.69
2020-10,BTP,Provence-Alpes-Côte d'Azur,9.52,1.21
2020-10,BTP,Auvergne-Rhône-Alpes,9.28,3.1
2020-10,BTP,Nouvelle-Aquitaine,9.4,0.09
2020-10,Technologies,Occitanie,5.07,1.79
2020-10,Technologies,Île-de-France,4.01,1.61
2020-10,Technologies,Provence-Alpes-Côte d'Azur,4.2,0.13
2020-10,Technologies,Auvergne-Rhône-Alpes,4.71,0.31
2020-10,Technologies,Nouvelle-Aquitaine,4.91,1.12
2020-10,Agroalimentaire,Occitanie,5.63,-1.24
2020-10,Agroalimentaire,Île-de-France,4.67,-0.76
2020-10,Agroalimentaire,Provence-Alpes-Côte d'Azur,4.92,2.5
2020-10,Agroalimentaire,Auvergne-Rhône-Alpes,4.94,-1.15
2020-10,Agroalimentaire,Nouvelle-Aquitaine,4.49,-0.37
2020-10,Transport,Occitanie,5.6,-1.26
2020-10,Transport,Île-de-France,4.17,1.52
2020-10,Transport,Provence-Alpes-Côte d'Azur,4.38,-0.4
2020-10,Transport,Auvergne-Rhône-Alpes,4.45,2.27
2020-10,Transport,Nouvelle-Aquitaine,4.44,2.53
2020-10,Immobilier,Occitanie,4.98,-0.94
2020-10,Immobilier,Île-de-France,4.5,1.57
2020-10,Immobilier,Provence-Alpes-Côte d'Azur,4.02,0.44
2020-10,Immobilier,Auvergne-Rhône-Alpes,4.57,-1.5
2020-10,Immobilier,Nouvelle-Aquitaine,4.01,1.34
2020-10,Aéronautique,Occitanie,5.18,-0.07
2020-10,Aéronautique,Île-de-France,4.51,-0.53
2020-10,Aéronautique,Provence-Alpes-Côte d'Azur,4.71,2.97
2020-10,Aéronautique,Auvergne-Rhône-Alpes,4.34,-1.24
2020-10,Aéronautique,Nouvelle-Aquitaine,4.17,0.64
2020-10,Automobile,Occitanie,8.47,1.41
2020-10,Automobile,Île-de-France,7.47,1.59
2020-10,Automobile,Provence-Alpes-Côte d'Azur,7.76,-0.96
2020-10,Automobile,Auvergne-Rhône-Alpes,7.81,-0.46
2020-10,Automobile,Nouvelle-Aquitaine,7.31,2.4
2020-11,Commerce,Occitanie,8.96,-0.13
2020-11,Commerce,Île-de-France,7.53,1.8
2020-11,Commerce,Provence-Alpes-Côte d'Azur,6.95,-0.73
2020-11,Commerce,Auvergne-Rhône-Alpes,7.07,1.87
2020-11,Commerce,Nouvelle-Aquitaine,7.77,-1
2020-11,Industrie,Occitanie,5.17,-0.62
2020-11,Industrie,Île-de-France,5.02,0.35
2020-11,Industrie,Provence-Alpes-Côte d'Azur,4.45,2.17
2020-11,Industrie,Auvergne-Rhône-Alpes,4.76,-0.99
2020-11,Industrie,Nouvelle-Aquitaine,4.4,2.86
2020-11,BTP,Occitanie,10.71,1.27
2020-11,BTP,Île-de-France,9.53,0.62
2020-11,BTP,Provence-Alpes-Côte d'Azur,9.39,2.99
2020-11,BTP,Auvergne-Rhône-Alpes,8.76,0.84
2020-11,BTP,Nouvelle-Aquitaine,9.24,-1.27
2020-11,Technologies,Occitanie,5.56,2.44
2020-11,Technologies,Île-de-France,4.48,0.89
2020-11,Technologies,Provence-Alpes-Côte d'Azur,5.01,-0.67
2020-11,Technologies,Auvergne-Rhône-Alpes,4.59,1.93
2020-11,Technologies,Nouvelle-Aquitaine,4.05,0.32
2020-11,Agroalimentaire,Occitanie,5.16,2.65
2020-11,Agroalimentaire,Île-de-France,4.5,0.31
2020-11,Agroalimentaire,Provence-Alpes-Côte d'Azur,5.08,2.8
2020-11,Agroalimentaire,Auvergne-Rhône-Alpes,4.81,-0.21
2020-11,Agroalimentaire,Nouvelle-Aquitaine,5.06,3.06
2020-11,Transport,Occitanie,4.98,-0.87
2020-11,Transport,Île-de-France,4.4,1.79
2020-11,Transport,Provence-Alpes-Côte d'Azur,4.8,-0.1
2020-11,Transport,Auvergne-Rhône-Alpes,4.74,2.55
2020-11,Transport,Nouvelle-Aquitaine,4.75,2.9
2020-11,Immobilier,Occitanie,5.2,-0.56
2020-11,Immobilier,Île-de-France,4.65,-0.13
2020-11,Immobilier,Provence-Alpes-Côte d'Azur,4.31,1.66
2020-11,Immobilier,Auvergne-Rhône-Alpes,5.08,1.56
2020-11,Immobilier,Nouvelle-Aquitaine,5.05,0.87
2020-11,Aéronautique,Occitanie,5.27,0.02
2020-11,Aéronautique,Île-de-France,4.04,0.16
2020-11,Aéronautique,Provence-Alpes-Côte d'Azur,4.48,1.18
2020-11,Aéronautique,Auvergne-Rhône-Alpes,4.7,0.46
2020-11,Aéronautique,Nouvelle-Aquitaine,4.8,2.45
2020-11,Automobile,Occitanie,8.14,2.48
2020-11,Automobile,Île-de-France,7.87,0.96
2020-11,Automobile,Provence-Alpes-Côte d'Azur,6.93,-0.82
2020-11,Automobile,Auvergne-Rhône-Alpes,7.7,-0.56
2020-11,Automobile,Nouvelle-Aquitaine,7.8,-0.74
2020-12,Commerce,Occitanie,8.14,-0.32
2020-12,Commerce,Île-de-France,7.91,1.75
2020-12,Commerce,Provence-Alpes-Côte d'Azur,7.25,2.04
2020-12,Commerce,Auvergne-Rhône-Alpes,6.94,2.33
2020-12,Commerce,Nouvelle-Aquitaine,7.02,2.58
2020-12,Industrie,Occitanie,5.33,2.56
2020-12,Industrie,Île-de-France,4.79,1.14
2020-12,Industrie,Provence-Alpes-Côte d'Azur,4.19,2.19
2020-12,Industrie,Auvergne-Rhône-Alpes,4.86,-0.15
2020-12,Industrie,Nouvelle-Aquitaine,4.7,2.85
2020-12,BTP,Occitanie,10.17,3
2020-12,BTP,Île-de-France,9.77,-0.03
2020-12,BTP,Provence-Alpes-Côte d'Azur,9.26,-1.44
2020-12,BTP,Auvergne-Rhône-Alpes,8.9,1.42
2020-12,BTP,Nouvelle-Aquitaine,9.54,2.59
2020-12,Technologies,Occitanie,5.44,2.78
2020-12,Technologies,Île-de-France,4.75,1.54
2020-12,Technologies,Provence-Alpes-Côte d'Azur,4.81,1.07
2020-12,Technologies,Auvergne-Rhône-Alpes,4.62,2.15
2020-12,Technologies,Nouvelle-Aquitaine,5.06,-0.12
2020-12,Agroalimentaire,Occitanie,4.65,1.71
2020-12,Agroalimentaire,Île-de-France,4.12,-0.68
2020-12,Agroalimentaire,Provence-Alpes-Côte d'Azur,4.52,0.27
2020-12,Agroalimentaire,Auvergne-Rhône-Alpes,4.41,1.12
2020-12,Agroalimentaire,Nouvelle-Aquitaine,4.06,1.24
2020-12,Transport,Occitanie,4.75,0.05
2020-12,Transport,Île-de-France,4.75,-0.77
2020-12,Transport,Provence-Alpes-Côte d'Azur,4.08,0.02
2020-12,Transport,Auvergne-Rhône-Alpes,3.96,2.88
2020-12,Transport,Nouvelle-Aquitaine,4.64,1.61
2020-12,Immobilier,Occitanie,5.03,1.19
2020-12,Immobilier,Île-de-France,4.33,2.18
2020-12,Immobilier,Provence-Alpes-Côte d'Azur,4.28,-0.47
2020-12,Immobilier,Auvergne-Rhône-Alpes,4.12,-1.18
2020-12,Immobilier,Nouvelle-Aquitaine,4.51,0.45
2020-12,Aéronautique,Occitanie,5.08,-1.07
2020-12,Aéronautique,Île-de-France,4.17,-0.5
2020-12,Aéronautique,Provence-Alpes-Côte d'Azur,4.3,0.2
2020-12,Aéronautique,Auvergne-Rhône-Alpes,4.16,2.04
2020-12,Aéronautique,Nouvelle-Aquitaine,4.54,3.18
2020-12,Automobile,Occitanie,8.79,3.11
2020-12,Automobile,Île-de-France,6.91,1.64
2020-12,Automobile,Provence-Alpes-Côte d'Azur,7.43,2.75
2020-12,Automobile,Auvergne-Rhône-Alpes,7.64,1.42
2020-12,Automobile,Nouvelle-Aquitaine,8.05,1.71
2021-01,Commerce,Occitanie,5.25,2.8
2021-01,Commerce,Île-de-France,5.41,0.31
2021-01,Commerce,Provence-Alpes-Côte d'Azur,4.92,-0.17
2021-01,Commerce,Auvergne-Rhône-Alpes,5.37,2.36
2021-01,Commerce,Nouvelle-Aquitaine,4.72,2.27
2021-01,Industrie,Occitanie,3.21,-1.29
2021-01,Industrie,Île-de-France,3.4,-0.6
2021-01,Industrie,Provence-Alpes-Côte d'Azur,2.94,2.96
2021-01,Industrie,Auvergne-Rhône-Alpes,2.53,2.99
2021-01,Industrie,Nouvelle-Aquitaine,2.97,-1.47
2021-01,BTP,Occitanie,6.18,1.65
2021-01,BTP,Île-de-France,6.31,2.57
2021-01,BTP,Provence-Alpes-Côte d'Azur,5.89,-1.01
2021-01,BTP,Auvergne-Rhône-Alpes,6.03,1.8
2021-01,BTP,Nouvelle-Aquitaine,6.55,2.14
2021-01,Technologies,Occitanie,3.45,2.92
2021-01,Technologies,Île-de-France,3.22,-0.78
2021-01,Technologies,Provence-Alpes-Côte d'Azur,2.88,0.06
2021-01,Technologies,Auvergne-Rhône-Alpes,2.43,-1.24
2021-01,Technologies,Nouvelle-Aquitaine,3.28,1.12
2021-01,Agroalimentaire,Occitanie,3.37,-0.43
