id_parcelle,id_exploitation,nom_parcelle,surface_ha,culture_actuelle,code_ciqual,type_sol,irrigation_active,score_sante_sol,annee_plantation
PAR_EXP_310270_1,EXP_310270,Champ avenue #1,38.8,"Blé tendre, cru",11084,Limoneux,False,39,2018
PAR_EXP_310270_2,EXP_310270,Champ chemin #2,38.8,"Maïs grain, cru",11015,Sableux,False,35,2021
PAR_EXP_310270_3,EXP_310270,Champ avenue #3,38.8,Graines de colza,15003,Limoneux,False,75,2023
PAR_EXP_310271_1,EXP_310271,Champ boulevard #1,51.8,"Raisin de cuve blanc, cru",13013,Limoneux,True,50,2023
PAR_EXP_310271_2,EXP_310271,Champ boulevard #2,51.8,"Raisin de cuve blanc, cru",13013,Limoneux,True,31,2020
PAR_EXP_310271_3,EXP_310271,Champ chemin #3,51.8,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,True,67,2016
PAR_EXP_310272_1,EXP_310272,Champ rue #1,9.4,"Raisin de cuve rouge, cru",13012,Granitique,False,57,2021
PAR_EXP_310272_2,EXP_310272,Champ chemin #2,9.4,"Raisin de cuve blanc, cru",13013,Limoneux,True,71,2024
PAR_EXP_310272_3,EXP_310272,Champ boulevard #3,9.4,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,False,62,2019
PAR_EXP_310273_1,EXP_310273,Champ rue #1,65.4,"Carotte, crue",20008,Granitique,True,55,2021
PAR_EXP_310273_2,EXP_310273,Champ chemin #2,65.4,"Carotte, crue",20008,Alluvial,True,29,2023
PAR_EXP_310273_3,EXP_310273,Champ chemin #3,65.4,"Pomme de terre, crue",20038,Granitique,True,32,2017
PAR_EXP_310274_1,EXP_310274,Champ rue #1,48.9,"Pois chiche, sec",20042,Granitique,False,62,2020
PAR_EXP_310274_2,EXP_310274,Champ avenue #2,48.9,"Pois chiche, sec",20042,Sableux,False,26,2022
PAR_EXP_310274_3,EXP_310274,Champ avenue #3,48.9,"Pois chiche, sec",20042,Argilo-calcaire,True,42,2023
PAR_EXP_310275_1,EXP_310275,Champ rue #1,14.9,"Raisin de cuve blanc, cru",13013,Alluvial,False,43,2022
PAR_EXP_310275_2,EXP_310275,Champ rue #2,14.9,"Raisin de cuve blanc, cru",13013,Alluvial,True,36,2015
PAR_EXP_310275_3,EXP_310275,Champ rue #3,14.9,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,True,34,2018
PAR_EXP_310276_1,EXP_310276,Champ rue #1,51.4,"Maïs grain, cru",11015,Sableux,False,35,2017
PAR_EXP_310276_2,EXP_310276,Champ chemin #2,51.4,"Maïs grain, cru",11015,Granitique,True,55,2021
PAR_EXP_310276_3,EXP_310276,Champ avenue #3,51.4,Graines de tournesol,15011,Alluvial,False,42,2020
PAR_EXP_310277_1,EXP_310277,Champ rue #1,106.6,"Raisin de cuve rouge, cru",13012,Alluvial,False,46,2022
PAR_EXP_310277_2,EXP_310277,Champ rue #2,106.6,"Raisin de cuve blanc, cru",13013,Sableux,False,73,2018
PAR_EXP_310277_3,EXP_310277,Champ boulevard #3,106.6,"Raisin de cuve rouge, cru",13012,Limoneux,True,72,2019
PAR_EXP_310278_1,EXP_310278,Champ rue #1,22.9,"Tomate, crue",20047,Alluvial,True,75,2017
PAR_EXP_310278_2,EXP_310278,Champ boulevard #2,22.9,"Tomate, crue",20047,Limoneux,True,75,2019
PAR_EXP_310278_3,EXP_310278,Champ rue #3,22.9,"Pomme de terre, crue",20038,Alluvial,True,86,2018
PAR_EXP_310279_1,EXP_310279,Champ boulevard #1,82.8,"Raisin de cuve rouge, cru",13012,Alluvial,False,55,2024
PAR_EXP_310279_2,EXP_310279,Champ rue #2,82.8,"Raisin de cuve blanc, cru",13013,Limoneux,False,54,2021
PAR_EXP_310279_3,EXP_310279,Champ rue #3,82.8,"Raisin de cuve blanc, cru",13013,Limoneux,False,65,2016
PAR_EXP_310280_1,EXP_310280,Champ avenue #1,92.9,"Pomme de terre, crue",20038,Granitique,True,36,2020
PAR_EXP_310280_2,EXP_310280,Champ boulevard #2,92.9,"Tomate, crue",20047,Granitique,True,37,2018
PAR_EXP_310280_3,EXP_310280,Champ chemin #3,92.9,"Pomme de terre, crue",20038,Alluvial,True,70,2017
PAR_EXP_310281_1,EXP_310281,Champ chemin #1,53.5,Graines de colza,15003,Sableux,True,66,2018
PAR_EXP_310281_2,EXP_310281,Champ rue #2,53.5,"Blé tendre, cru",11084,Alluvial,True,94,2021
PAR_EXP_310281_3,EXP_310281,Champ rue #3,53.5,Graines de tournesol,15011,Limoneux,False,79,2020
PAR_EXP_310282_1,EXP_310282,Champ rue #1,37.8,"Pêche, crue",13030,Granitique,True,26,2024
PAR_EXP_310282_2,EXP_310282,Champ avenue #2,37.8,"Poire, crue",13032,Sableux,True,33,2020
PAR_EXP_310282_3,EXP_310282,Champ avenue #3,37.8,"Pêche, crue",13030,Alluvial,True,51,2017
PAR_EXP_310283_1,EXP_310283,Champ boulevard #1,20.2,"Raisin de cuve blanc, cru",13013,Sableux,False,51,2018
PAR_EXP_310283_2,EXP_310283,Champ boulevard #2,20.2,"Raisin de cuve blanc, cru",13013,Granitique,True,52,2015
PAR_EXP_310283_3,EXP_310283,Champ avenue #3,20.2,"Raisin de cuve rouge, cru",13012,Argilo-calcaire,False,67,2018
PAR_EXP_310284_1,EXP_310284,Champ rue #1,92.1,"Pois chiche, sec",20042,Limoneux,True,54,2017
PAR_EXP_310284_2,EXP_310284,Champ rue #2,92.1,Graines de tournesol,15011,Alluvial,True,70,2020
PAR_EXP_310284_3,EXP_310284,Champ chemin #3,92.1,"Blé tendre, cru",11084,Argilo-calcaire,True,83,2024
PAR_EXP_310285_1,EXP_310285,Champ boulevard #1,16.8,"Carotte, crue",20008,Argilo-calcaire,True,47,2018
PAR_EXP_310285_2,EXP_310285,Champ boulevard #2,16.8,"Tomate, crue",20047,Granitique,True,74,2017
PAR_EXP_310285_3,EXP_310285,Champ avenue #3,16.8,"Tomate, crue",20047,Argilo-calcaire,True,84,2023
PAR_EXP_310286_1,EXP_310286,Champ rue #1,61.2,"Maïs grain, cru",11015,Alluvial,False,44,2017
PAR_EXP_310286_2,EXP_310286,Champ chemin #2,61.2,"Maïs grain, cru",11015,Sableux,False,68,2020
PAR_EXP_310286_3,EXP_310286,Champ avenue #3,61.2,Graines de colza,15003,Argilo-calcaire,False,70,2020
PAR_EXP_310287_1,EXP_310287,Champ chemin #1,77.1,"Pomme, crue",13034,Argilo-calcaire,True,48,2020
PAR_EXP_310287_2,EXP_310287,Champ boulevard #2,77.1,"Pêche, crue",13030,Sableux,True,66,2018
PAR_EXP_310287_3,EXP_310287,Champ avenue #3,77.1,"Poire, crue",13032,Argilo-calcaire,True,50,2016
PAR_EXP_310288_1,EXP_310288,Champ avenue #1,16.0,"Raisin de cuve blanc, cru",13013,Sableux,False,47,2016
PAR_EXP_310288_2,EXP_310288,Champ rue #2,16.0,"Raisin de cuve rouge, cru",13012,Sableux,False,51,2020
PAR_EXP_310288_3,EXP_310288,Champ chemin #3,16.0,"Raisin de cuve rouge, cru",13012,Argilo-calcaire,False,88,2020
PAR_EXP_310289_1,EXP_310289,Champ avenue #1,20.1,Graines de tournesol,15011,Limoneux,False,30,2015
PAR_EXP_310289_2,EXP_310289,Champ avenue #2,20.1,Graines de tournesol,15011,Granitique,False,31,2024
PAR_EXP_310289_3,EXP_310289,Champ rue #3,20.1,"Blé tendre, cru",11084,Limoneux,True,42,2015
PAR_EXP_310290_1,EXP_310290,Champ boulevard #1,35.3,"Raisin de cuve blanc, cru",13013,Alluvial,False,68,2019
PAR_EXP_310290_2,EXP_310290,Champ chemin #2,35.3,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,True,74,2015
PAR_EXP_310290_3,EXP_310290,Champ avenue #3,35.3,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,False,39,2015
PAR_EXP_310291_1,EXP_310291,Champ rue #1,99.9,"Pomme, crue",13034,Limoneux,True,92,2024
PAR_EXP_310291_2,EXP_310291,Champ rue #2,99.9,"Pêche, crue",13030,Sableux,True,70,2016
PAR_EXP_310291_3,EXP_310291,Champ chemin #3,99.9,"Pêche, crue",13030,Alluvial,True,46,2016
PAR_EXP_310292_1,EXP_310292,Champ rue #1,31.3,"Raisin de cuve rouge, cru",13012,Sableux,False,65,2016
PAR_EXP_310292_2,EXP_310292,Champ rue #2,31.3,"Raisin de cuve blanc, cru",13013,Limoneux,False,68,2015
PAR_EXP_310292_3,EXP_310292,Champ boulevard #3,31.3,"Raisin de cuve blanc, cru",13013,Limoneux,True,94,2023
PAR_EXP_310293_1,EXP_310293,Champ chemin #1,95.2,"Pomme de terre, crue",20038,Argilo-calcaire,True,49,2019
PAR_EXP_310293_2,EXP_310293,Champ rue #2,95.2,"Carotte, crue",20008,Limoneux,True,51,2024
PAR_EXP_310293_3,EXP_310293,Champ avenue #3,95.2,"Carotte, crue",20008,Argilo-calcaire,True,40,2019
PAR_EXP_310294_1,EXP_310294,Champ rue #1,48.9,"Raisin de cuve rouge, cru",13012,Granitique,False,86,2018
PAR_EXP_310294_2,EXP_310294,Champ chemin #2,48.9,"Raisin de cuve rouge, cru",13012,Sableux,False,77,2023
PAR_EXP_310294_3,EXP_310294,Champ boulevard #3,48.9,"Raisin de cuve rouge, cru",13012,Sableux,True,70,2021
PAR_EXP_310295_1,EXP_310295,Champ rue #1,73.9,Graines de colza,15003,Alluvial,False,46,2020
PAR_EXP_310295_2,EXP_310295,Champ boulevard #2,73.9,Graines de colza,15003,Limoneux,True,57,2024
PAR_EXP_310295_3,EXP_310295,Champ chemin #3,73.9,"Maïs grain, cru",11015,Argilo-calcaire,False,63,2023
PAR_EXP_310296_1,EXP_310296,Champ chemin #1,92.5,Graines de colza,15003,Sableux,False,86,2018
PAR_EXP_310296_2,EXP_310296,Champ avenue #2,92.5,"Blé tendre, cru",11084,Limoneux,True,88,2021
PAR_EXP_310296_3,EXP_310296,Champ rue #3,92.5,Graines de colza,15003,Sableux,False,64,2021
PAR_EXP_310297_1,EXP_310297,Champ rue #1,74.5,"Raisin de cuve rouge, cru",13012,Granitique,False,45,2018
PAR_EXP_310297_2,EXP_310297,Champ chemin #2,74.5,"Raisin de cuve blanc, cru",13013,Alluvial,True,28,2023
PAR_EXP_310297_3,EXP_310297,Champ chemin #3,74.5,"Raisin de cuve rouge, cru",13012,Sableux,True,75,2021
PAR_EXP_310298_1,EXP_310298,Champ rue #1,33.8,"Raisin de cuve rouge, cru",13012,Sableux,False,60,2017
PAR_EXP_310298_2,EXP_310298,Champ chemin #2,33.8,"Raisin de cuve blanc, cru",13013,Sableux,False,40,2018
PAR_EXP_310298_3,EXP_310298,Champ rue #3,33.8,"Raisin de cuve rouge, cru",13012,Alluvial,True,70,2016
PAR_EXP_310299_1,EXP_310299,Champ rue #1,46.4,"Pêche, crue",13030,Argilo-calcaire,True,42,2020
PAR_EXP_310299_2,EXP_310299,Champ boulevard #2,46.4,"Poire, crue",13032,Limoneux,True,26,2019
PAR_EXP_310299_3,EXP_310299,Champ rue #3,46.4,"Poire, crue",13032,Alluvial,True,43,2017
PAR_EXP_310300_1,EXP_310300,Champ rue #1,37.5,"Pomme, crue",13034,Argilo-calcaire,True,70,2016
PAR_EXP_310300_2,EXP_310300,Champ rue #2,37.5,"Pêche, crue",13030,Limoneux,True,57,2018
PAR_EXP_310300_3,EXP_310300,Champ avenue #3,37.5,"Pomme, crue",13034,Sableux,True,82,2020
PAR_EXP_310301_1,EXP_310301,Champ chemin #1,24.3,Graines de colza,15003,Argilo-calcaire,False,49,2017
PAR_EXP_310301_2,EXP_310301,Champ rue #2,24.3,Graines de colza,15003,Argilo-calcaire,False,69,2017
PAR_EXP_310301_3,EXP_310301,Champ chemin #3,24.3,Graines de colza,15003,Argilo-calcaire,False,65,2024
PAR_EXP_310302_1,EXP_310302,Champ avenue #1,82.3,"Tomate, crue",20047,Granitique,True,59,2015
PAR_EXP_310302_2,EXP_310302,Champ boulevard #2,82.3,"Tomate, crue",20047,Argilo-calcaire,True,78,2023
PAR_EXP_310302_3,EXP_310302,Champ rue #3,82.3,"Carotte, crue",20008,Argilo-calcaire,True,91,2020
PAR_EXP_310303_1,EXP_310303,Champ rue #1,84.3,"Poire, crue",13032,Limoneux,True,93,2023
PAR_EXP_310303_2,EXP_310303,Champ rue #2,84.3,"Pomme, crue",13034,Limoneux,True,76,2015
PAR_EXP_310303_3,EXP_310303,Champ boulevard #3,84.3,"Pêche, crue",13030,Granitique,True,45,2016
PAR_EXP_310304_1,EXP_310304,Champ rue #1,36.0,"Maïs grain, cru",11015,Granitique,False,34,2018
PAR_EXP_310304_2,EXP_310304,Champ rue #2,36.0,"Pois chiche, sec",20042,Sableux,False,45,2022
PAR_EXP_310304_3,EXP_310304,Champ boulevard #3,36.0,"Pois chiche, sec",20042,Sableux,False,27,2018
PAR_EXP_310305_1,EXP_310305,Champ avenue #1,28.8,Graines de colza,15003,Sableux,True,61,2017
PAR_EXP_310305_2,EXP_310305,Champ avenue #2,28.8,"Pois chiche, sec",20042,Alluvial,False,30,2023
PAR_EXP_310305_3,EXP_310305,Champ boulevard #3,28.8,"Pois chiche, sec",20042,Argilo-calcaire,False,52,2015
PAR_EXP_310306_1,EXP_310306,Champ rue #1,103.5,"Pomme de terre, crue",20038,Alluvial,True,55,2021
PAR_EXP_310306_2,EXP_310306,Champ rue #2,103.5,"Pomme de terre, crue",20038,Granitique,True,55,2017
PAR_EXP_310306_3,EXP_310306,Champ rue #3,103.5,"Tomate, crue",20047,Alluvial,True,53,2023
PAR_EXP_310307_1,EXP_310307,Champ boulevard #1,79.7,"Carotte, crue",20008,Limoneux,True,52,2021
PAR_EXP_310307_2,EXP_310307,Champ rue #2,79.7,"Pomme de terre, crue",20038,Limoneux,True,61,2022
PAR_EXP_310307_3,EXP_310307,Champ chemin #3,79.7,"Tomate, crue",20047,Argilo-calcaire,True,78,2019
PAR_EXP_310308_1,EXP_310308,Champ rue #1,18.4,"Raisin de cuve rouge, cru",13012,Alluvial,False,72,2024
PAR_EXP_310308_2,EXP_310308,Champ chemin #2,18.4,"Raisin de cuve blanc, cru",13013,Alluvial,False,34,2021
PAR_EXP_310308_3,EXP_310308,Champ avenue #3,18.4,"Raisin de cuve blanc, cru",13013,Limoneux,False,69,2021
PAR_EXP_310309_1,EXP_310309,Champ rue #1,22.0,Graines de colza,15003,Sableux,True,68,2020
PAR_EXP_310309_2,EXP_310309,Champ rue #2,22.0,Graines de tournesol,15011,Granitique,True,71,2015
PAR_EXP_310309_3,EXP_310309,Champ rue #3,22.0,"Pois chiche, sec",20042,Sableux,False,55,2023
PAR_EXP_310310_1,EXP_310310,Champ rue #1,26.3,"Raisin de cuve rouge, cru",13012,Sableux,True,36,2016
PAR_EXP_310310_2,EXP_310310,Champ rue #2,26.3,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,False,75,2022
PAR_EXP_310310_3,EXP_310310,Champ avenue #3,26.3,"Raisin de cuve blanc, cru",13013,Sableux,False,67,2016
PAR_EXP_310311_1,EXP_310311,Champ rue #1,27.5,"Pois chiche, sec",20042,Sableux,True,74,2018
PAR_EXP_310311_2,EXP_310311,Champ rue #2,27.5,Graines de tournesol,15011,Granitique,True,78,2018
PAR_EXP_310311_3,EXP_310311,Champ rue #3,27.5,"Maïs grain, cru",11015,Limoneux,True,45,2023
PAR_EXP_310312_1,EXP_310312,Champ boulevard #1,55.6,"Raisin de cuve rouge, cru",13012,Argilo-calcaire,False,65,2019
PAR_EXP_310312_2,EXP_310312,Champ rue #2,55.6,"Raisin de cuve rouge, cru",13012,Sableux,True,70,2020
PAR_EXP_310312_3,EXP_310312,Champ rue #3,55.6,"Raisin de cuve blanc, cru",13013,Limoneux,True,65,2016
PAR_EXP_310313_1,EXP_310313,Champ chemin #1,82.8,"Blé tendre, cru",11084,Granitique,False,82,2016
PAR_EXP_310313_2,EXP_310313,Champ chemin #2,82.8,Graines de tournesol,15011,Granitique,True,70,2015
PAR_EXP_310313_3,EXP_310313,Champ avenue #3,82.8,"Pois chiche, sec",20042,Alluvial,False,89,2019
PAR_EXP_310314_1,EXP_310314,Champ rue #1,51.9,"Raisin de cuve blanc, cru",13013,Granitique,False,31,2015
PAR_EXP_310314_2,EXP_310314,Champ avenue #2,51.9,"Raisin de cuve rouge, cru",13012,Alluvial,False,72,2019
PAR_EXP_310314_3,EXP_310314,Champ boulevard #3,51.9,"Raisin de cuve rouge, cru",13012,Limoneux,False,25,2020
PAR_EXP_310315_1,EXP_310315,Champ avenue #1,52.9,"Raisin de cuve blanc, cru",13013,Limoneux,True,91,2016
PAR_EXP_310315_2,EXP_310315,Champ avenue #2,52.9,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,True,80,2023
PAR_EXP_310315_3,EXP_310315,Champ rue #3,52.9,"Raisin de cuve rouge, cru",13012,Granitique,False,61,2022
PAR_EXP_310316_1,EXP_310316,Champ rue #1,40.2,"Pêche, crue",13030,Sableux,True,63,2015
PAR_EXP_310316_2,EXP_310316,Champ rue #2,40.2,"Poire, crue",13032,Sableux,True,46,2024
PAR_EXP_310316_3,EXP_310316,Champ rue #3,40.2,"Pomme, crue",13034,Sableux,True,67,2020
PAR_EXP_310317_1,EXP_310317,Champ chemin #1,25.5,Graines de colza,15003,Alluvial,False,69,2020
PAR_EXP_310317_2,EXP_310317,Champ rue #2,25.5,"Blé tendre, cru",11084,Alluvial,False,56,2020
PAR_EXP_310317_3,EXP_310317,Champ avenue #3,25.5,Graines de tournesol,15011,Limoneux,True,66,2018
PAR_EXP_310318_1,EXP_310318,Champ rue #1,64.6,"Carotte, crue",20008,Alluvial,True,41,2022
PAR_EXP_310318_2,EXP_310318,Champ rue #2,64.6,"Tomate, crue",20047,Limoneux,True,38,2022
PAR_EXP_310318_3,EXP_310318,Champ avenue #3,64.6,"Tomate, crue",20047,Alluvial,True,72,2022
PAR_EXP_310319_1,EXP_310319,Champ boulevard #1,92.2,"Pomme de terre, crue",20038,Sableux,True,56,2016
PAR_EXP_310319_2,EXP_310319,Champ rue #2,92.2,"Tomate, crue",20047,Alluvial,True,74,2021
PAR_EXP_310319_3,EXP_310319,Champ rue #3,92.2,"Tomate, crue",20047,Alluvial,True,33,2015
PAR_EXP_310320_1,EXP_310320,Champ boulevard #1,80.3,"Pomme, crue",13034,Alluvial,True,37,2020
PAR_EXP_310320_2,EXP_310320,Champ boulevard #2,80.3,"Pêche, crue",13030,Limoneux,True,74,2022
PAR_EXP_310320_3,EXP_310320,Champ rue #3,80.3,"Pomme, crue",13034,Alluvial,True,44,2022
PAR_EXP_310321_1,EXP_310321,Champ rue #1,86.2,"Raisin de cuve rouge, cru",13012,Sableux,False,63,2016
PAR_EXP_310321_2,EXP_310321,Champ avenue #2,86.2,"Raisin de cuve rouge, cru",13012,Granitique,False,35,2022
PAR_EXP_310321_3,EXP_310321,Champ rue #3,86.2,"Raisin de cuve blanc, cru",13013,Alluvial,True,39,2022
PAR_EXP_310322_1,EXP_310322,Champ avenue #1,31.0,"Tomate, crue",20047,Granitique,True,65,2016
PAR_EXP_310322_2,EXP_310322,Champ chemin #2,31.0,"Carotte, crue",20008,Granitique,True,49,2019
PAR_EXP_310322_3,EXP_310322,Champ boulevard #3,31.0,"Pomme de terre, crue",20038,Alluvial,True,73,2023
PAR_EXP_310323_1,EXP_310323,Champ avenue #1,98.7,"Poire, crue",13032,Argilo-calcaire,True,61,2018
PAR_EXP_310323_2,EXP_310323,Champ rue #2,98.7,"Pêche, crue",13030,Granitique,True,66,2015
PAR_EXP_310323_3,EXP_310323,Champ rue #3,98.7,"Poire, crue",13032,Argilo-calcaire,True,26,2017
PAR_EXP_310324_1,EXP_310324,Champ boulevard #1,58.4,"Pêche, crue",13030,Granitique,True,65,2020
PAR_EXP_310324_2,EXP_310324,Champ boulevard #2,58.4,"Pomme, crue",13034,Argilo-calcaire,True,80,2016
PAR_EXP_310324_3,EXP_310324,Champ chemin #3,58.4,"Poire, crue",13032,Limoneux,True,48,2018
PAR_EXP_310325_1,EXP_310325,Champ rue #1,40.5,"Carotte, crue",20008,Alluvial,True,69,2017
PAR_EXP_310325_2,EXP_310325,Champ boulevard #2,40.5,"Tomate, crue",20047,Limoneux,True,58,2022
PAR_EXP_310325_3,EXP_310325,Champ avenue #3,40.5,"Carotte, crue",20008,Limoneux,True,95,2019
PAR_EXP_310326_1,EXP_310326,Champ rue #1,68.4,"Raisin de cuve rouge, cru",13012,Argilo-calcaire,False,45,2016
PAR_EXP_310326_2,EXP_310326,Champ chemin #2,68.4,"Raisin de cuve blanc, cru",13013,Granitique,False,67,2016
PAR_EXP_310326_3,EXP_310326,Champ boulevard #3,68.4,"Raisin de cuve blanc, cru",13013,Granitique,False,91,2015
PAR_EXP_310327_1,EXP_310327,Champ avenue #1,67.7,"Pois chiche, sec",20042,Limoneux,True,27,2023
PAR_EXP_310327_2,EXP_310327,Champ boulevard #2,67.7,"Pois chiche, sec",20042,Alluvial,False,46,2015
PAR_EXP_310327_3,EXP_310327,Champ avenue #3,67.7,"Blé tendre, cru",11084,Sableux,False,33,2020
PAR_EXP_310328_1,EXP_310328,Champ rue #1,59.2,"Raisin de cuve blanc, cru",13013,Argilo-calcaire,True,61,2016
PAR_EXP_310328_2,EXP_310328,Champ rue #2,59.2,"Raisin de cuve blanc, cru",13013,Granitique,False,42,2022
PAR_EXP_310328_3,EXP_310328,Champ avenue #3,59.2,"Raisin de cuve rouge, cru",13012,Sableux,False,71,2017
PAR_EXP_310329_1,EXP_310329,Champ boulevard #1,72.7,"Tomate, crue",20047,Argilo-calcaire,True,59,2021
PAR_EXP_310329_2,EXP_310329,Champ boulevard #2,72.7,"Pomme de terre, crue",20038,Alluvial,True,54,2017
PAR_EXP_310329_3,EXP_310329,Champ rue #3,72.7,"Carotte, crue",20008,Argilo-calcaire,True,36,2016
PAR_EXP_310330_1,EXP_310330,Champ avenue #1,95.8,"Tomate, crue",20047,Limoneux,True,32,2021
PAR_EXP_310330_2,EXP_310330,Champ chemin #2,95.8,"Pomme de terre, crue",20038,Limoneux,True,50,2022
PAR_EXP_310330_3,EXP_310330,Champ chemin #3,95.8,"Tomate, crue",20047,Limoneux,True,46,2017
PAR_EXP_310331_1,EXP_310331,Champ boulevard #1,20.3,"Blé tendre, cru",11084,Alluvial,False,63,2016
PAR_EXP_310331_2,EXP_310331,Champ rue #2,20.3,"Blé tendre, cru",11084,Granitique,False,43,2015
PAR_EXP_310331_3,EXP_310331,Champ chemin #3,20.3,Graines de tournesol,15011,Granitique,False,48,2019
PAR_EXP_310332_1,EXP_310332,Champ chemin #1,66.9,"Tomate, crue",20047,Alluvial,True,74,2023
PAR_EXP_310332_2,EXP_310332,Champ chemin #2,66.9,"Carotte, crue",20008,Alluvial,True,44,2017
PAR_EXP_310332_3,EXP_310332,Champ boulevard #3,66.9,"Pomme de terre, crue",20038,Alluvial,True,37,2018
PAR_EXP_310333_1,EXP_310333,Champ boulevard #1,85.9,"Carotte, crue",20008,Granitique,True,48,2021
PAR_EXP_310333_2,EXP_310333,Champ avenue #2,85.9,"Tomate, crue",20047,Limoneux,True,74,2018
PAR_EXP_310333_3,EXP_310333,Champ rue #3,85.9,"Pomme de terre, crue",20038,Alluvial,True,70,2021
PAR_EXP_310334_1,EXP_310334,Champ rue #1,41.3,Graines de tournesol,15011,Limoneux,False,55,2022
PAR_EXP_310334_2,EXP_310334,Champ chemin #2,41.3,Graines de colza,15003,Sableux,False,94,2017
PAR_EXP_310334_3,EXP_310334,Champ rue #3,41.3,Graines de colza,15003,Argilo-calcaire,True,95,2016
PAR_EXP_310335_1,EXP_310335,Champ boulevard #1,33.5,"Pomme de terre, crue",20038,Argilo-calcaire,True,31,2016
PAR_EXP_310335_2,EXP_310335,Champ rue #2,33.5,"Pomme de terre, crue",20038,Alluvial,True,26,2016
PAR_EXP_310335_3,EXP_310335,Champ chemin #3,33.5,"Carotte, crue",20008,Sableux,True,69,2020
PAR_EXP_310336_1,EXP_310336,Champ rue #1,14.1,Graines de colza,15003,Sableux,False,87,2024
PAR_EXP_310336_2,EXP_310336,Champ chemin #2,14.1,"Pois chiche, sec",20042,Argilo-calcaire,True,70,2017
PAR_EXP_310336_3,EXP_310336,Champ boulevard #3,14.1,Graines de tournesol,15011,Sableux,True,49,2016
PAR_EXP_310337_1,EXP_310337,Champ rue #1,95.8,"Pomme, crue",13034,Sableux,True,93,2020
PAR_EXP_310337_2,EXP_310337,Champ rue #2,95.8,"Poire, crue",13032,Limoneux,True,53,2016
PAR_EXP_310337_3,EXP_310337,Champ rue #3,95.8,"Poire, crue",13032,Sableux,True,74,2021
PAR_EXP_310338_1,EXP_310338,Champ boulevard #1,23.3,"Tomate, crue",20047,Granitique,True,70,2015
PAR_EXP_310338_2,EXP_310338,Champ chemin #2,23.3,"Tomate, crue",20047,Limoneux,True,77,2023
PAR_EXP_310338_3,EXP_310338,Champ rue #3,23.3,"Carotte, crue",20008,Sableux,True,84,2019
PAR_EXP_310339_1,EXP_310339,Champ boulevard #1,49.6,Graines de colza,15003,Limoneux,True,59,2015
PAR_EXP_310339_2,EXP_310339,Champ chemin #2,49.6,"Pois chiche, sec",20042,Argilo-calcaire,False,64,2021
PAR_EXP_310339_3,EXP_310339,Champ rue #3,49.6,Graines de colza,15003,Argilo-calcaire,False,57,2017
PAR_EXP_310340_1,EXP_310340,Champ boulevard #1,88.8,"Pomme de terre, crue",20038,Argilo-calcaire,True,69,2020
PAR_EXP_310340_2,EXP_310340,Champ chemin #2,88.8,"Tomate, crue",20047,Alluvial,True,95,2019
PAR_EXP_310340_3,EXP_310340,Champ chemin #3,88.8,"Tomate, crue",20047,Sableux,True,61,2018
PAR_EXP_310341_1,EXP_310341,Champ rue #1,83.8,"Poire, crue",13032,Alluvial,True,25,2021
PAR_EXP_310341_2,EXP_310341,Champ chemin #2,83.8,"Poire, crue",13032,Granitique,True,63,2017
PAR_EXP_310341_3,EXP_310341,Champ boulevard #3,83.8,"Pomme, crue",13034,Argilo-calcaire,True,49,2019
PAR_EXP_310342_1,EXP_310342,Champ avenue #1,101.1,"Pêche, crue",13030,Argilo-calcaire,True,91,2018
PAR_EXP_310342_2,EXP_310342,Champ chemin #2,101.1,"Pomme, crue",13034,Granitique,True,93,2023
PAR_EXP_310342_3,EXP_310342,Champ chemin #3,101.1,"Pêche, crue",13030,Granitique,True,72,2017
PAR_EXP_310343_1,EXP_310343,Champ chemin #1,88.7,"Carotte, crue",20008,Limoneux,True,43,2021
PAR_EXP_310343_2,EXP_310343,Champ rue #2,88.7,"Pomme de terre, crue",20038,Limoneux,True,69,2015
PAR_EXP_310343_3,EXP_310343,Champ boulevard #3,88.7,"Tomate, crue",20047,Alluvial,True,48,2022
PAR_EXP_310344_1,EXP_310344,Champ rue #1,61.3,"Pomme, crue",13034,Alluvial,True,47,2021
PAR_EXP_310344_2,EXP_310344,Champ avenue #2,61.3,"Pomme, crue",13034,Alluvial,True,75,2020
PAR_EXP_310344_3,EXP_310344,Champ rue #3,61.3,"Pomme, crue",13034,Argilo-calcaire,True,67,2015
PAR_EXP_310345_1,EXP_310345,Champ rue #1,32.1,"Pomme de terre, crue",20038,Sableux,True,45,2018
PAR_EXP_310345_2,EXP_310345,Champ rue #2,32.1,"Pomme de terre, crue",20038,Sableux,True,74,2023
PAR_EXP_310345_3,EXP_310345,Champ chemin #3,32.1,"Tomate, crue",20047,Argilo-calcaire,True,58,2023
PAR_EXP_310346_1,EXP_310346,Champ avenue #1,84.7,"Raisin de cuve rouge, cru",13012,Limoneux,False,71,2022
PAR_EXP_310346_2,EXP_310346,Champ boulevard #2,84.7,"Raisin de cuve blanc, cru",13013,Alluvial,True,56,2016
