id_recolte,id_parcelle,id_exploitation,annee_campagne,quantite_recoltee_tonnes,rendement_ha_tonnes,taux_humidite_pct,score_ef_total_lot,emissions_co2_kg_eq,prix_vente_tonne_eur,statut_commercialisation
REC_PAR_EXP_310420_2_2021,PAR_EXP_310420_2,EXP_310420,2021,1002.43,36.32,12.6,0.336,336816.48,234.07,STOCKE_FERME
REC_PAR_EXP_310420_2_2022,PAR_EXP_310420_2,EXP_310420,2022,853.39,30.92,15.3,0.223,190305.97,273.95,VENDU_COOPERATIVE
REC_PAR_EXP_310420_2_2023,PAR_EXP_310420_2,EXP_310420,2023,468.1,16.96,13.1,0.207,96896.7,213.88,STOCKE_FERME
REC_PAR_EXP_310420_2_2024,PAR_EXP_310420_2,EXP_310420,2024,546.76,19.81,13.9,0.208,113726.08,258.15,STOCKE_FERME
REC_PAR_EXP_310420_2_2025,PAR_EXP_310420_2,EXP_310420,2025,1022.58,37.05,15.2,0.419,428461.02,303.04,STOCKE_FERME
REC_PAR_EXP_310420_3_2021,PAR_EXP_310420_3,EXP_310420,2021,694.97,25.18,14.2,0.359,249494.23,275.18,VENDU_COOPERATIVE
REC_PAR_EXP_310420_3_2022,PAR_EXP_310420_3,EXP_310420,2022,1035.0,37.5,15.4,0.248,256680.0,318.13,STOCKE_FERME
REC_PAR_EXP_310420_3_2023,PAR_EXP_310420_3,EXP_310420,2023,576.84,20.9,14.3,0.234,134980.56,215.78,VENDU_COOPERATIVE
REC_PAR_EXP_310420_3_2024,PAR_EXP_310420_3,EXP_310420,2024,823.03,29.82,15.1,0.223,183535.69,265.64,VENDU_COOPERATIVE
REC_PAR_EXP_310420_3_2025,PAR_EXP_310420_3,EXP_310420,2025,766.73,27.78,14.9,0.123,94307.79,232.19,STOCKE_FERME
REC_PAR_EXP_310421_1_2021,PAR_EXP_310421_1,EXP_310421,2021,1662.67,33.32,14.8,0.303,503789.01,214.95,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_1_2022,PAR_EXP_310421_1,EXP_310421,2022,1227.54,24.6,12.2,0.301,369489.54,211.84,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_1_2023,PAR_EXP_310421_1,EXP_310421,2023,1647.2,33.01,15.5,0.294,484276.8,188.36,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_1_2024,PAR_EXP_310421_1,EXP_310421,2024,1420.65,28.47,13.5,0.341,484441.65,190.94,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_1_2025,PAR_EXP_310421_1,EXP_310421,2025,1703.09,34.13,12.8,0.156,265682.04,220.5,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_2_2021,PAR_EXP_310421_2,EXP_310421,2021,1120.25,22.45,12.1,0.31,347277.5,285.39,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_2_2022,PAR_EXP_310421_2,EXP_310421,2022,1047.4,20.99,14.2,0.211,221001.4,209.48,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_2_2023,PAR_EXP_310421_2,EXP_310421,2023,1045.9,20.96,13.0,0.344,359789.6,240.12,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_2_2024,PAR_EXP_310421_2,EXP_310421,2024,754.99,15.13,14.7,0.246,185727.54,183.32,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_2_2025,PAR_EXP_310421_2,EXP_310421,2025,1007.48,20.19,14.8,0.319,321386.12,202.64,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_3_2021,PAR_EXP_310421_3,EXP_310421,2021,1950.09,39.08,13.6,0.432,842438.88,216.08,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_3_2022,PAR_EXP_310421_3,EXP_310421,2022,1412.17,28.3,12.4,0.428,604408.76,217.08,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_3_2023,PAR_EXP_310421_3,EXP_310421,2023,1452.09,29.1,12.5,0.152,220717.68,263.14,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_3_2024,PAR_EXP_310421_3,EXP_310421,2024,904.19,18.12,14.0,0.218,197113.42,218.87,VALORISE_BAS_CARBONE
REC_PAR_EXP_310421_3_2025,PAR_EXP_310421_3,EXP_310421,2025,1295.4,25.96,13.8,0.414,536295.6,317.14,VALORISE_BAS_CARBONE
REC_PAR_EXP_310422_1_2021,PAR_EXP_310422_1,EXP_310422,2021,2307.48,40.13,14.8,0.431,994523.88,239.68,STOCKE_FERME
REC_PAR_EXP_310422_1_2022,PAR_EXP_310422_1,EXP_310422,2022,814.77,14.17,13.6,0.363,295761.51,292.42,STOCKE_FERME
REC_PAR_EXP_310422_1_2023,PAR_EXP_310422_1,EXP_310422,2023,953.35,16.58,12.2,0.576,549129.6,228.6,STOCKE_FERME
REC_PAR_EXP_310422_1_2024,PAR_EXP_310422_1,EXP_310422,2024,2527.7,43.96,11.7,0.522,1319459.4,296.19,VENDU_COOPERATIVE
REC_PAR_EXP_310422_1_2025,PAR_EXP_310422_1,EXP_310422,2025,1371.95,23.86,13.3,0.406,557011.7,283.61,VENDU_COOPERATIVE
REC_PAR_EXP_310422_2_2021,PAR_EXP_310422_2,EXP_310422,2021,1270.17,22.09,14.4,0.485,616032.45,270.68,STOCKE_FERME
REC_PAR_EXP_310422_2_2022,PAR_EXP_310422_2,EXP_310422,2022,1222.45,21.26,12.5,0.712,870384.4,234.28,STOCKE_FERME
REC_PAR_EXP_310422_2_2023,PAR_EXP_310422_2,EXP_310422,2023,951.05,16.54,12.0,0.766,728504.3,275.96,VENDU_COOPERATIVE
REC_PAR_EXP_310422_2_2024,PAR_EXP_310422_2,EXP_310422,2024,1707.75,29.7,12.5,0.718,1226164.5,186.7,STOCKE_FERME
REC_PAR_EXP_310422_2_2025,PAR_EXP_310422_2,EXP_310422,2025,2237.32,38.91,14.2,0.845,1890535.4,219.23,VENDU_COOPERATIVE
REC_PAR_EXP_310422_3_2021,PAR_EXP_310422_3,EXP_310422,2021,712.43,12.39,13.6,0.745,530760.35,213.3,VENDU_COOPERATIVE
REC_PAR_EXP_310422_3_2022,PAR_EXP_310422_3,EXP_310422,2022,1211.53,21.07,14.6,0.661,800821.33,238.86,VENDU_COOPERATIVE
REC_PAR_EXP_310422_3_2023,PAR_EXP_310422_3,EXP_310422,2023,1973.97,34.33,13.5,0.662,1306768.14,291.26,STOCKE_FERME
REC_PAR_EXP_310422_3_2024,PAR_EXP_310422_3,EXP_310422,2024,2387.4,41.52,12.7,0.555,1325007.0,236.38,STOCKE_FERME
REC_PAR_EXP_310422_3_2025,PAR_EXP_310422_3,EXP_310422,2025,1248.33,21.71,11.7,0.401,500580.33,294.58,VENDU_COOPERATIVE
REC_PAR_EXP_310423_1_2021,PAR_EXP_310423_1,EXP_310423,2021,126.74,7.12,13.2,0.312,39542.88,275.04,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_1_2022,PAR_EXP_310423_1,EXP_310423,2022,135.99,7.64,13.0,0.437,59427.63,216.8,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_1_2023,PAR_EXP_310423_1,EXP_310423,2023,145.78,8.19,13.4,0.165,24053.7,189.14,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_1_2024,PAR_EXP_310423_1,EXP_310423,2024,134.03,7.53,15.1,0.254,34043.62,265.67,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_1_2025,PAR_EXP_310423_1,EXP_310423,2025,123.0,6.91,12.5,0.417,51291.0,188.28,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_2_2021,PAR_EXP_310423_2,EXP_310423,2021,749.2,42.09,14.5,0.17,127364.0,254.24,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_2_2022,PAR_EXP_310423_2,EXP_310423,2022,321.47,18.06,13.3,0.261,83903.67,195.46,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_2_2023,PAR_EXP_310423_2,EXP_310423,2023,371.66,20.88,14.1,0.122,45342.52,261.17,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_2_2024,PAR_EXP_310423_2,EXP_310423,2024,665.54,37.39,13.3,0.313,208314.02,221.39,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_2_2025,PAR_EXP_310423_2,EXP_310423,2025,237.81,13.36,13.3,0.169,40189.89,263.01,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_3_2021,PAR_EXP_310423_3,EXP_310423,2021,98.26,5.52,13.3,0.382,37535.32,299.81,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_3_2022,PAR_EXP_310423_3,EXP_310423,2022,162.16,9.11,13.1,0.22,35675.2,253.12,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_3_2023,PAR_EXP_310423_3,EXP_310423,2023,89.18,5.01,13.5,0.423,37723.14,205.64,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_3_2024,PAR_EXP_310423_3,EXP_310423,2024,134.92,7.58,12.9,0.409,55182.28,308.46,VALORISE_BAS_CARBONE
REC_PAR_EXP_310423_3_2025,PAR_EXP_310423_3,EXP_310423,2025,125.13,7.03,11.6,0.376,47048.88,272.36,VALORISE_BAS_CARBONE
REC_PAR_EXP_310424_1_2021,PAR_EXP_310424_1,EXP_310424,2021,929.92,14.53,15.0,0.377,350579.84,201.79,VENDU_COOPERATIVE
REC_PAR_EXP_310424_1_2022,PAR_EXP_310424_1,EXP_310424,2022,2175.36,33.99,12.0,0.651,1416159.36,191.03,STOCKE_FERME
REC_PAR_EXP_310424_1_2023,PAR_EXP_310424_1,EXP_310424,2023,1848.96,28.89,13.6,0.727,1344193.92,298.02,STOCKE_FERME
REC_PAR_EXP_310424_1_2024,PAR_EXP_310424_1,EXP_310424,2024,1059.2,16.55,13.2,0.384,406732.8,293.51,VENDU_COOPERATIVE
REC_PAR_EXP_310424_1_2025,PAR_EXP_310424_1,EXP_310424,2025,2119.68,33.12,13.5,0.575,1218816.0,218.07,VENDU_COOPERATIVE
REC_PAR_EXP_310424_2_2021,PAR_EXP_310424_2,EXP_310424,2021,1840.64,28.76,12.5,0.792,1457786.88,230.91,VENDU_COOPERATIVE
REC_PAR_EXP_310424_2_2022,PAR_EXP_310424_2,EXP_310424,2022,1809.92,28.28,13.7,0.793,1435266.56,258.01,STOCKE_FERME
REC_PAR_EXP_310424_2_2023,PAR_EXP_310424_2,EXP_310424,2023,2325.12,36.33,11.9,0.615,1429948.8,217.01,VENDU_COOPERATIVE
REC_PAR_EXP_310424_2_2024,PAR_EXP_310424_2,EXP_310424,2024,2656.0,41.5,13.9,0.356,945536.0,236.44,VENDU_COOPERATIVE
REC_PAR_EXP_310424_2_2025,PAR_EXP_310424_2,EXP_310424,2025,1306.88,20.42,12.9,0.71,927884.8,233.17,STOCKE_FERME
REC_PAR_EXP_310424_3_2021,PAR_EXP_310424_3,EXP_310424,2021,1970.56,30.79,13.7,0.471,928133.76,291.61,VENDU_COOPERATIVE
REC_PAR_EXP_310424_3_2022,PAR_EXP_310424_3,EXP_310424,2022,1786.88,27.92,12.4,0.612,1093570.56,274.59,VENDU_COOPERATIVE
REC_PAR_EXP_310424_3_2023,PAR_EXP_310424_3,EXP_310424,2023,1591.68,24.87,15.4,0.69,1098259.2,192.07,STOCKE_FERME
REC_PAR_EXP_310424_3_2024,PAR_EXP_310424_3,EXP_310424,2024,2406.4,37.6,14.1,0.374,899993.6,265.07,VENDU_COOPERATIVE
REC_PAR_EXP_310424_3_2025,PAR_EXP_310424_3,EXP_310424,2025,1436.8,22.45,12.6,0.596,856332.8,231.91,VENDU_COOPERATIVE
REC_PAR_EXP_310425_1_2021,PAR_EXP_310425_1,EXP_310425,2021,110.48,8.91,14.4,0.621,68608.08,239.61,VENDU_COOPERATIVE
REC_PAR_EXP_310425_1_2022,PAR_EXP_310425_1,EXP_310425,2022,110.36,8.9,12.8,0.433,47785.88,258.29,STOCKE_FERME
REC_PAR_EXP_310425_1_2023,PAR_EXP_310425_1,EXP_310425,2023,69.07,5.57,12.1,0.761,52562.27,286.97,VENDU_COOPERATIVE
REC_PAR_EXP_310425_1_2024,PAR_EXP_310425_1,EXP_310425,2024,60.88,4.91,15.1,0.663,40363.44,299.26,VENDU_COOPERATIVE
REC_PAR_EXP_310425_1_2025,PAR_EXP_310425_1,EXP_310425,2025,70.18,5.66,12.3,0.474,33265.32,257.68,STOCKE_FERME
REC_PAR_EXP_310425_2_2021,PAR_EXP_310425_2,EXP_310425,2021,87.54,7.06,14.5,0.469,41056.26,277.76,VENDU_COOPERATIVE
REC_PAR_EXP_310425_2_2022,PAR_EXP_310425_2,EXP_310425,2022,57.78,4.66,13.5,0.812,46917.36,182.03,STOCKE_FERME
REC_PAR_EXP_310425_2_2023,PAR_EXP_310425_2,EXP_310425,2023,83.82,6.76,14.0,0.677,56746.14,276.92,VENDU_COOPERATIVE
REC_PAR_EXP_310425_2_2024,PAR_EXP_310425_2,EXP_310425,2024,86.8,7.0,15.0,0.702,60933.6,316.84,VENDU_COOPERATIVE
REC_PAR_EXP_310425_2_2025,PAR_EXP_310425_2,EXP_310425,2025,84.94,6.85,15.0,0.834,70839.96,247.8,VENDU_COOPERATIVE
REC_PAR_EXP_310425_3_2021,PAR_EXP_310425_3,EXP_310425,2021,69.32,5.59,15.0,0.398,27589.36,243.96,STOCKE_FERME
REC_PAR_EXP_310425_3_2022,PAR_EXP_310425_3,EXP_310425,2022,84.69,6.83,13.1,0.709,60045.21,243.39,VENDU_COOPERATIVE
REC_PAR_EXP_310425_3_2023,PAR_EXP_310425_3,EXP_310425,2023,100.94,8.14,12.0,0.55,55517.0,219.46,STOCKE_FERME
REC_PAR_EXP_310425_3_2024,PAR_EXP_310425_3,EXP_310425,2024,108.75,8.77,15.0,0.432,46980.0,202.79,VENDU_COOPERATIVE
REC_PAR_EXP_310425_3_2025,PAR_EXP_310425_3,EXP_310425,2025,82.96,6.69,13.6,0.617,51186.32,257.93,VENDU_COOPERATIVE
REC_PAR_EXP_310426_1_2021,PAR_EXP_310426_1,EXP_310426,2021,2394.0,34.2,14.3,0.129,308826.0,287.7,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_1_2022,PAR_EXP_310426_1,EXP_310426,2022,3008.6,42.98,13.1,0.179,538539.4,196.39,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_1_2023,PAR_EXP_310426_1,EXP_310426,2023,3110.8,44.44,12.8,0.232,721705.6,247.75,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_1_2024,PAR_EXP_310426_1,EXP_310426,2024,2728.6,38.98,11.6,0.287,783108.2,282.48,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_1_2025,PAR_EXP_310426_1,EXP_310426,2025,1350.3,19.29,14.7,0.144,194443.2,260.32,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_2_2021,PAR_EXP_310426_2,EXP_310426,2021,490.7,7.01,14.5,0.285,139849.5,198.39,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_2_2022,PAR_EXP_310426_2,EXP_310426,2022,347.9,4.97,12.8,0.371,129070.9,185.64,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_2_2023,PAR_EXP_310426_2,EXP_310426,2023,546.0,7.8,13.0,0.184,100464.0,279.06,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_2_2024,PAR_EXP_310426_2,EXP_310426,2024,484.4,6.92,14.1,0.392,189884.8,205.93,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_2_2025,PAR_EXP_310426_2,EXP_310426,2025,350.0,5.0,12.2,0.214,74900.0,303.45,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_3_2021,PAR_EXP_310426_3,EXP_310426,2021,2296.7,32.81,14.3,0.389,893416.3,314.67,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_3_2022,PAR_EXP_310426_3,EXP_310426,2022,1689.8,24.14,12.4,0.154,260229.2,235.6,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_3_2023,PAR_EXP_310426_3,EXP_310426,2023,1451.8,20.74,14.9,0.34,493612.0,257.25,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_3_2024,PAR_EXP_310426_3,EXP_310426,2024,2941.4,42.02,13.3,0.326,958896.4,229.38,VALORISE_BAS_CARBONE
REC_PAR_EXP_310426_3_2025,PAR_EXP_310426_3,EXP_310426,2025,2470.3,35.29,11.8,0.122,301376.6,208.7,VALORISE_BAS_CARBONE
REC_PAR_EXP_310427_1_2021,PAR_EXP_310427_1,EXP_310427,2021,712.42,30.06,15.4,0.273,194490.66,236.89,VENDU_COOPERATIVE
REC_PAR_EXP_310427_1_2022,PAR_EXP_310427_1,EXP_310427,2022,651.51,27.49,14.1,0.416,271028.16,203.3,VENDU_COOPERATIVE
REC_PAR_EXP_310427_1_2023,PAR_EXP_310427_1,EXP_310427,2023,1044.22,44.06,11.9,0.416,434395.52,234.31,VENDU_COOPERATIVE
REC_PAR_EXP_310427_1_2024,PAR_EXP_310427_1,EXP_310427,2024,899.18,37.94,13.1,0.301,270653.18,293.01,STOCKE_FERME
REC_PAR_EXP_310427_1_2025,PAR_EXP_310427_1,EXP_310427,2025,660.52,27.87,13.4,0.405,267510.6,185.7,STOCKE_FERME
REC_PAR_EXP_310427_2_2021,PAR_EXP_310427_2,EXP_310427,2021,645.82,27.25,14.6,0.412,266077.84,313.05,VENDU_COOPERATIVE
REC_PAR_EXP_310427_2_2022,PAR_EXP_310427_2,EXP_310427,2022,727.12,30.68,14.9,0.297,215954.64,202.46,VENDU_COOPERATIVE
REC_PAR_EXP_310427_2_2023,PAR_EXP_310427_2,EXP_310427,2023,603.16,25.45,12.9,0.164,98918.24,182.07,VENDU_COOPERATIVE
REC_PAR_EXP_310427_2_2024,PAR_EXP_310427_2,EXP_310427,2024,656.96,27.72,14.7,0.173,113654.08,196.51,STOCKE_FERME
REC_PAR_EXP_310427_2_2025,PAR_EXP_310427_2,EXP_310427,2025,619.28,26.13,11.6,0.414,256381.92,252.45,STOCKE_FERME
REC_PAR_EXP_310427_3_2021,PAR_EXP_310427_3,EXP_310427,2021,991.85,41.85,15.0,0.445,441373.25,296.48,STOCKE_FERME
REC_PAR_EXP_310427_3_2022,PAR_EXP_310427_3,EXP_310427,2022,529.7,22.35,13.9,0.405,214528.5,228.42,VENDU_COOPERATIVE
REC_PAR_EXP_310427_3_2023,PAR_EXP_310427_3,EXP_310427,2023,1000.61,42.22,13.8,0.358,358218.38,252.1,STOCKE_FERME
REC_PAR_EXP_310427_3_2024,PAR_EXP_310427_3,EXP_310427,2024,858.89,36.24,12.4,0.435,373617.15,225.09,STOCKE_FERME
REC_PAR_EXP_310427_3_2025,PAR_EXP_310427_3,EXP_310427,2025,809.12,34.14,12.2,0.26,210371.2,251.37,VENDU_COOPERATIVE
REC_PAR_EXP_310428_1_2021,PAR_EXP_310428_1,EXP_310428,2021,436.57,13.31,13.4,0.762,332666.34,209.22,STOCKE_FERME
REC_PAR_EXP_310428_1_2022,PAR_EXP_310428_1,EXP_310428,2022,1435.66,43.77,11.9,0.405,581442.3,265.34,STOCKE_FERME
REC_PAR_EXP_310428_1_2023,PAR_EXP_310428_1,EXP_310428,2023,1435.0,43.75,11.7,0.369,529515.0,312.13,STOCKE_FERME
REC_PAR_EXP_310428_1_2024,PAR_EXP_310428_1,EXP_310428,2024,1184.74,36.12,13.2,0.59,698996.6,283.12,VENDU_COOPERATIVE
REC_PAR_EXP_310428_1_2025,PAR_EXP_310428_1,EXP_310428,2025,614.67,18.74,13.6,0.683,419819.61,248.18,STOCKE_FERME
REC_PAR_EXP_310428_2_2021,PAR_EXP_310428_2,EXP_310428,2021,1219.5,37.18,12.4,0.795,969502.5,289.87,STOCKE_FERME
REC_PAR_EXP_310428_2_2022,PAR_EXP_310428_2,EXP_310428,2022,573.67,17.49,15.0,0.443,254135.81,212.69,STOCKE_FERME
REC_PAR_EXP_310428_2_2023,PAR_EXP_310428_2,EXP_310428,2023,1373.34,41.87,14.5,0.509,699030.06,296.24,STOCKE_FERME
REC_PAR_EXP_310428_2_2024,PAR_EXP_310428_2,EXP_310428,2024,1322.5,40.32,13.8,0.666,880785.0,243.89,VENDU_COOPERATIVE
REC_PAR_EXP_310428_2_2025,PAR_EXP_310428_2,EXP_310428,2025,995.15,30.34,13.6,0.486,483642.9,227.37,VENDU_COOPERATIVE
REC_PAR_EXP_310428_3_2021,PAR_EXP_310428_3,EXP_310428,2021,430.66,13.13,12.9,0.69,297155.4,313.36,STOCKE_FERME
REC_PAR_EXP_310428_3_2022,PAR_EXP_310428_3,EXP_310428,2022,1302.49,39.71,15.3,0.829,1079764.21,253.72,VENDU_COOPERATIVE
REC_PAR_EXP_310428_3_2023,PAR_EXP_310428_3,EXP_310428,2023,1038.45,31.66,12.3,0.713,740414.85,199.78,VENDU_COOPERATIVE
REC_PAR_EXP_310428_3_2024,PAR_EXP_310428_3,EXP_310428,2024,865.92,26.4,13.3,0.803,695333.76,215.65,VENDU_COOPERATIVE
REC_PAR_EXP_310428_3_2025,PAR_EXP_310428_3,EXP_310428,2025,476.26,14.52,14.0,0.51,242892.6,272.23,VENDU_COOPERATIVE
REC_PAR_EXP_310429_1_2021,PAR_EXP_310429_1,EXP_310429,2021,520.45,28.44,13.3,0.306,159257.7,297.37,VENDU_COOPERATIVE
REC_PAR_EXP_310429_1_2022,PAR_EXP_310429_1,EXP_310429,2022,574.8,31.41,14.0,0.226,129904.8,294.48,VENDU_COOPERATIVE
REC_PAR_EXP_310429_1_2023,PAR_EXP_310429_1,EXP_310429,2023,676.55,36.97,14.1,0.308,208377.4,302.52,STOCKE_FERME
REC_PAR_EXP_310429_1_2024,PAR_EXP_310429_1,EXP_310429,2024,503.8,27.53,13.8,0.31,156178.0,205.74,VENDU_COOPERATIVE
REC_PAR_EXP_310429_1_2025,PAR_EXP_310429_1,EXP_310429,2025,462.26,25.26,14.1,0.44,203394.4,241.79,VENDU_COOPERATIVE
REC_PAR_EXP_310429_2_2021,PAR_EXP_310429_2,EXP_310429,2021,764.02,41.75,11.9,0.439,335404.78,212.35,STOCKE_FERME
REC_PAR_EXP_310429_2_2022,PAR_EXP_310429_2,EXP_310429,2022,287.86,15.73,14.5,0.273,78585.78,302.39,VENDU_COOPERATIVE
REC_PAR_EXP_310429_2_2023,PAR_EXP_310429_2,EXP_310429,2023,277.06,15.14,13.7,0.408,113040.48,298.8,STOCKE_FERME
REC_PAR_EXP_310429_2_2024,PAR_EXP_310429_2,EXP_310429,2024,480.56,26.26,14.3,0.204,98034.24,288.34,STOCKE_FERME
REC_PAR_EXP_310429_2_2025,PAR_EXP_310429_2,EXP_310429,2025,480.19,26.24,13.8,0.409,196397.71,310.37,STOCKE_FERME
REC_PAR_EXP_310429_3_2021,PAR_EXP_310429_3,EXP_310429,2021,130.11,7.11,13.6,0.418,54385.98,311.27,STOCKE_FERME
REC_PAR_EXP_310429_3_2022,PAR_EXP_310429_3,EXP_310429,2022,160.67,8.78,12.3,0.25,40167.5,224.81,STOCKE_FERME
REC_PAR_EXP_310429_3_2023,PAR_EXP_310429_3,EXP_310429,2023,108.7,5.94,14.5,0.176,19131.2,256.06,VENDU_COOPERATIVE
REC_PAR_EXP_310429_3_2024,PAR_EXP_310429_3,EXP_310429,2024,86.01,4.7,15.1,0.357,30705.57,279.99,VENDU_COOPERATIVE
REC_PAR_EXP_310429_3_2025,PAR_EXP_310429_3,EXP_310429,2025,147.13,8.04,15.4,0.171,25159.23,294.12,VENDU_COOPERATIVE
REC_PAR_EXP_310430_1_2021,PAR_EXP_310430_1,EXP_310430,2021,666.05,41.89,13.4,0.424,282405.2,232.15,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_1_2022,PAR_EXP_310430_1,EXP_310430,2022,503.87,31.69,11.5,0.148,74572.76,275.2,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_1_2023,PAR_EXP_310430_1,EXP_310430,2023,414.51,26.07,15.2,0.251,104042.01,314.09,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_1_2024,PAR_EXP_310430_1,EXP_310430,2024,290.18,18.25,12.8,0.344,99821.92,187.48,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_1_2025,PAR_EXP_310430_1,EXP_310430,2025,507.53,31.92,13.8,0.347,176112.91,280.12,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_2_2021,PAR_EXP_310430_2,EXP_310430,2021,478.27,30.08,13.5,0.313,149698.51,275.72,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_2_2022,PAR_EXP_310430_2,EXP_310430,2022,283.18,17.81,15.3,0.448,126864.64,298.26,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_2_2023,PAR_EXP_310430_2,EXP_310430,2023,295.9,18.61,12.6,0.235,69536.5,214.62,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_2_2024,PAR_EXP_310430_2,EXP_310430,2024,493.22,31.02,13.7,0.365,180025.3,302.17,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_2_2025,PAR_EXP_310430_2,EXP_310430,2025,591.96,37.23,12.9,0.392,232048.32,296.32,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_3_2021,PAR_EXP_310430_3,EXP_310430,2021,676.7,42.56,12.9,0.434,293687.8,255.17,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_3_2022,PAR_EXP_310430_3,EXP_310430,2022,663.35,41.72,14.3,0.243,161194.05,265.15,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_3_2023,PAR_EXP_310430_3,EXP_310430,2023,201.29,12.66,14.7,0.356,71659.24,260.43,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_3_2024,PAR_EXP_310430_3,EXP_310430,2024,556.98,35.03,12.8,0.29,161524.2,271.88,VALORISE_BAS_CARBONE
REC_PAR_EXP_310430_3_2025,PAR_EXP_310430_3,EXP_310430,2025,192.39,12.1,11.9,0.13,25010.7,285.67,VALORISE_BAS_CARBONE
REC_PAR_EXP_310431_1_2021,PAR_EXP_310431_1,EXP_310431,2021,3156.24,38.87,11.7,0.681,2149399.44,294.79,VENDU_COOPERATIVE
REC_PAR_EXP_310431_1_2022,PAR_EXP_310431_1,EXP_310431,2022,3047.44,37.53,13.5,0.683,2081401.52,315.38,STOCKE_FERME
REC_PAR_EXP_310431_1_2023,PAR_EXP_310431_1,EXP_310431,2023,1365.78,16.82,12.0,0.556,759373.68,314.99,VENDU_COOPERATIVE
REC_PAR_EXP_310431_1_2024,PAR_EXP_310431_1,EXP_310431,2024,2938.63,36.19,12.0,0.498,1463437.74,297.54,VENDU_COOPERATIVE
REC_PAR_EXP_310431_1_2025,PAR_EXP_310431_1,EXP_310431,2025,2149.36,26.47,11.9,0.611,1313258.96,306.6,STOCKE_FERME
REC_PAR_EXP_310431_2_2021,PAR_EXP_310431_2,EXP_310431,2021,1569.6,19.33,11.8,0.474,743990.4,244.44,VENDU_COOPERATIVE
REC_PAR_EXP_310431_2_2022,PAR_EXP_310431_2,EXP_310431,2022,1490.83,18.36,14.8,0.774,1153902.42,306.0,STOCKE_FERME
REC_PAR_EXP_310431_2_2023,PAR_EXP_310431_2,EXP_310431,2023,1678.4,20.67,12.9,0.819,1374609.6,318.46,STOCKE_FERME
REC_PAR_EXP_310431_2_2024,PAR_EXP_310431_2,EXP_310431,2024,2289.84,28.2,13.1,0.629,1440309.36,307.67,STOCKE_FERME
REC_PAR_EXP_310431_2_2025,PAR_EXP_310431_2,EXP_310431,2025,2880.16,35.47,13.1,0.755,2174520.8,242.71,STOCKE_FERME
REC_PAR_EXP_310431_3_2021,PAR_EXP_310431_3,EXP_310431,2021,1205.01,14.84,12.8,0.424,510924.24,283.03,STOCKE_FERME
