id_bilan,id_exploitation,annee_exercice,bilan_co2_tonnes_evitees,montant_subvention_pac_eur,montant_credits_carbone_eur,label_obtenu
BIL_EXP_310246_2025,EXP_310246,2025,94.08,8630.35,4233.6,Conversion Bio
BIL_EXP_310247_2023,EXP_310247,2023,0.0,68287.99,0.0,AUCUN
BIL_EXP_310247_2024,EXP_310247,2024,0.0,54140.39,0.0,AUCUN
BIL_EXP_310247_2025,EXP_310247,2025,0.0,66749.68,0.0,AUCUN
BIL_EXP_310248_2023,EXP_310248,2023,0.0,62232.41,0.0,AUCUN
BIL_EXP_310248_2024,EXP_310248,2024,0.0,80281.73,0.0,AUCUN
BIL_EXP_310248_2025,EXP_310248,2025,0.0,81912.87,0.0,AUCUN
BIL_EXP_310249_2023,EXP_310249,2023,960.91,90219.2,43240.95,Conversion Bio
BIL_EXP_310249_2024,EXP_310249,2024,879.84,85658.42,39592.8,Conversion Bio
BIL_EXP_310249_2025,EXP_310249,2025,339.38,97843.75,15272.1,Conversion Bio
BIL_EXP_310250_2023,EXP_310250,2023,0.0,45013.71,0.0,AUCUN
BIL_EXP_310250_2024,EXP_310250,2024,0.0,31809.0,0.0,AUCUN
BIL_EXP_310250_2025,EXP_310250,2025,0.0,47910.02,0.0,AUCUN
BIL_EXP_310251_2023,EXP_310251,2023,0.0,11711.03,0.0,AUCUN
BIL_EXP_310251_2024,EXP_310251,2024,0.0,15600.31,0.0,AUCUN
BIL_EXP_310251_2025,EXP_310251,2025,0.0,12900.98,0.0,AUCUN
BIL_EXP_310252_2023,EXP_310252,2023,430.43,68297.01,19369.35,LABEL_BAS_CARBONE
BIL_EXP_310252_2024,EXP_310252,2024,692.92,94942.66,31181.4,LABEL_BAS_CARBONE
BIL_EXP_310252_2025,EXP_310252,2025,317.55,77859.33,14289.75,LABEL_BAS_CARBONE
BIL_EXP_310253_2023,EXP_310253,2023,0.0,66769.54,0.0,AUCUN
BIL_EXP_310253_2024,EXP_310253,2024,0.0,52194.75,0.0,AUCUN
BIL_EXP_310253_2025,EXP_310253,2025,0.0,70279.74,0.0,AUCUN
BIL_EXP_310254_2023,EXP_310254,2023,194.02,23284.39,8730.9,LABEL_BAS_CARBONE
BIL_EXP_310254_2024,EXP_310254,2024,190.32,23550.19,8564.4,LABEL_BAS_CARBONE
BIL_EXP_310254_2025,EXP_310254,2025,93.58,15777.88,4211.1,LABEL_BAS_CARBONE
BIL_EXP_310255_2023,EXP_310255,2023,395.13,35776.84,17780.85,LABEL_BAS_CARBONE
BIL_EXP_310255_2024,EXP_310255,2024,322.87,42252.84,14529.15,LABEL_BAS_CARBONE
BIL_EXP_310255_2025,EXP_310255,2025,217.97,37669.75,9808.65,LABEL_BAS_CARBONE
BIL_EXP_310256_2023,EXP_310256,2023,391.12,39645.81,17600.4,LABEL_BAS_CARBONE
BIL_EXP_310256_2024,EXP_310256,2024,628.59,49995.72,28286.55,LABEL_BAS_CARBONE
BIL_EXP_310256_2025,EXP_310256,2025,535.95,49180.53,24117.75,LABEL_BAS_CARBONE
BIL_EXP_310257_2023,EXP_310257,2023,0.0,62191.05,0.0,AUCUN
BIL_EXP_310257_2024,EXP_310257,2024,0.0,49870.36,0.0,AUCUN
BIL_EXP_310257_2025,EXP_310257,2025,0.0,54445.43,0.0,AUCUN
BIL_EXP_310258_2023,EXP_310258,2023,748.49,114719.08,33682.05,Bio / Agriculture Biologique
BIL_EXP_310258_2024,EXP_310258,2024,985.67,72373.43,44355.15,Bio / Agriculture Biologique
BIL_EXP_310258_2025,EXP_310258,2025,1173.81,81597.01,52821.45,Bio / Agriculture Biologique
BIL_EXP_310259_2023,EXP_310259,2023,0.0,55461.54,0.0,AUCUN
BIL_EXP_310259_2024,EXP_310259,2024,0.0,81879.85,0.0,AUCUN
BIL_EXP_310259_2025,EXP_310259,2025,0.0,79065.81,0.0,AUCUN
BIL_EXP_310260_2023,EXP_310260,2023,336.65,52558.05,15149.25,LABEL_BAS_CARBONE
BIL_EXP_310260_2024,EXP_310260,2024,264.13,77363.79,11885.85,LABEL_BAS_CARBONE
BIL_EXP_310260_2025,EXP_310260,2025,786.14,72759.55,35376.3,LABEL_BAS_CARBONE
BIL_EXP_310261_2023,EXP_310261,2023,0.0,25893.26,0.0,AUCUN
BIL_EXP_310261_2024,EXP_310261,2024,0.0,17215.98,0.0,AUCUN
BIL_EXP_310261_2025,EXP_310261,2025,0.0,23023.14,0.0,AUCUN
BIL_EXP_310262_2023,EXP_310262,2023,0.0,74263.18,0.0,AUCUN
BIL_EXP_310262_2024,EXP_310262,2024,0.0,55957.83,0.0,AUCUN
BIL_EXP_310262_2025,EXP_310262,2025,0.0,50764.49,0.0,AUCUN
BIL_EXP_310263_2023,EXP_310263,2023,797.81,87254.96,35901.45,LABEL_BAS_CARBONE
BIL_EXP_310263_2024,EXP_310263,2024,538.27,62571.69,24222.15,LABEL_BAS_CARBONE
BIL_EXP_310263_2025,EXP_310263,2025,659.14,72124.56,29661.3,LABEL_BAS_CARBONE
BIL_EXP_310264_2023,EXP_310264,2023,124.61,7589.25,5607.45,LABEL_BAS_CARBONE
BIL_EXP_310264_2024,EXP_310264,2024,75.78,12343.53,3410.1,LABEL_BAS_CARBONE
BIL_EXP_310264_2025,EXP_310264,2025,48.68,13503.55,2190.6,LABEL_BAS_CARBONE
BIL_EXP_310265_2023,EXP_310265,2023,350.94,63531.36,15792.3,LABEL_BAS_CARBONE
BIL_EXP_310265_2024,EXP_310265,2024,292.94,52084.43,13182.3,LABEL_BAS_CARBONE
BIL_EXP_310265_2025,EXP_310265,2025,289.41,43917.52,13023.45,LABEL_BAS_CARBONE
BIL_EXP_310266_2023,EXP_310266,2023,435.39,58572.65,19592.55,HVE - Haute Valeur Environnementale
BIL_EXP_310266_2024,EXP_310266,2024,325.43,60735.74,14644.35,HVE - Haute Valeur Environnementale
BIL_EXP_310266_2025,EXP_310266,2025,488.87,54701.54,21999.15,HVE - Haute Valeur Environnementale
BIL_EXP_310267_2023,EXP_310267,2023,0.0,30508.69,0.0,AUCUN
BIL_EXP_310267_2024,EXP_310267,2024,0.0,38729.41,0.0,AUCUN
BIL_EXP_310267_2025,EXP_310267,2025,0.0,48059.38,0.0,AUCUN
BIL_EXP_310268_2023,EXP_310268,2023,0.0,36266.17,0.0,AUCUN
BIL_EXP_310268_2024,EXP_310268,2024,0.0,42497.44,0.0,AUCUN
BIL_EXP_310268_2025,EXP_310268,2025,0.0,41795.61,0.0,AUCUN
BIL_EXP_310269_2023,EXP_310269,2023,0.0,71751.25,0.0,AUCUN
BIL_EXP_310269_2024,EXP_310269,2024,0.0,77942.87,0.0,AUCUN
BIL_EXP_310269_2025,EXP_310269,2025,0.0,59440.17,0.0,AUCUN
BIL_EXP_310270_2023,EXP_310270,2023,0.0,27363.23,0.0,AUCUN
BIL_EXP_310270_2024,EXP_310270,2024,0.0,26740.84,0.0,AUCUN
BIL_EXP_310270_2025,EXP_310270,2025,0.0,26493.54,0.0,AUCUN
BIL_EXP_310271_2023,EXP_310271,2023,0.0,51616.24,0.0,AUCUN
BIL_EXP_310271_2024,EXP_310271,2024,0.0,53507.94,0.0,AUCUN
BIL_EXP_310271_2025,EXP_310271,2025,0.0,56849.24,0.0,AUCUN
BIL_EXP_310272_2023,EXP_310272,2023,0.0,8998.03,0.0,AUCUN
BIL_EXP_310272_2024,EXP_310272,2024,0.0,6995.94,0.0,AUCUN
BIL_EXP_310272_2025,EXP_310272,2025,0.0,6152.77,0.0,AUCUN
BIL_EXP_310273_2023,EXP_310273,2023,0.0,55678.28,0.0,AUCUN
BIL_EXP_310273_2024,EXP_310273,2024,0.0,73089.66,0.0,AUCUN
BIL_EXP_310273_2025,EXP_310273,2025,0.0,55891.68,0.0,AUCUN
BIL_EXP_310274_2023,EXP_310274,2023,0.0,31091.65,0.0,AUCUN
BIL_EXP_310274_2024,EXP_310274,2024,0.0,48818.78,0.0,AUCUN
BIL_EXP_310274_2025,EXP_310274,2025,0.0,52457.0,0.0,AUCUN
BIL_EXP_310275_2023,EXP_310275,2023,0.0,12595.88,0.0,AUCUN
BIL_EXP_310275_2024,EXP_310275,2024,0.0,11633.37,0.0,AUCUN
BIL_EXP_310275_2025,EXP_310275,2025,0.0,9383.09,0.0,AUCUN
BIL_EXP_310276_2023,EXP_310276,2023,0.0,35767.33,0.0,AUCUN
BIL_EXP_310276_2024,EXP_310276,2024,0.0,51098.79,0.0,AUCUN
BIL_EXP_310276_2025,EXP_310276,2025,0.0,45172.26,0.0,AUCUN
BIL_EXP_310277_2023,EXP_310277,2023,0.0,112106.1,0.0,AUCUN
BIL_EXP_310277_2024,EXP_310277,2024,0.0,91706.84,0.0,AUCUN
BIL_EXP_310277_2025,EXP_310277,2025,0.0,118443.87,0.0,AUCUN
BIL_EXP_310278_2023,EXP_310278,2023,237.77,19512.75,10699.65,Bio / Agriculture Biologique
BIL_EXP_310278_2024,EXP_310278,2024,115.73,16980.5,5207.85,Bio / Agriculture Biologique
BIL_EXP_310278_2025,EXP_310278,2025,96.35,15729.37,4335.75,Bio / Agriculture Biologique
BIL_EXP_310279_2023,EXP_310279,2023,553.6,60535.99,24912.0,LABEL_BAS_CARBONE
BIL_EXP_310279_2024,EXP_310279,2024,743.98,75504.72,33479.1,LABEL_BAS_CARBONE
BIL_EXP_310279_2025,EXP_310279,2025,403.9,66175.55,18175.5,LABEL_BAS_CARBONE
BIL_EXP_310280_2023,EXP_310280,2023,0.0,72884.29,0.0,AUCUN
BIL_EXP_310280_2024,EXP_310280,2024,0.0,69533.1,0.0,AUCUN
BIL_EXP_310280_2025,EXP_310280,2025,0.0,96800.78,0.0,AUCUN
BIL_EXP_310281_2023,EXP_310281,2023,210.87,47422.79,9489.15,LABEL_BAS_CARBONE
BIL_EXP_310281_2024,EXP_310281,2024,447.16,53203.61,20122.2,LABEL_BAS_CARBONE
BIL_EXP_310281_2025,EXP_310281,2025,390.33,48886.57,17564.85,LABEL_BAS_CARBONE
BIL_EXP_310282_2023,EXP_310282,2023,0.0,30112.6,0.0,AUCUN
BIL_EXP_310282_2024,EXP_310282,2024,0.0,26454.43,0.0,AUCUN
BIL_EXP_310282_2025,EXP_310282,2025,0.0,26693.53,0.0,AUCUN
BIL_EXP_310283_2023,EXP_310283,2023,134.27,18589.71,6042.15,LABEL_BAS_CARBONE
BIL_EXP_310283_2024,EXP_310283,2024,98.66,15293.24,4439.7,LABEL_BAS_CARBONE
BIL_EXP_310283_2025,EXP_310283,2025,144.87,21386.16,6519.15,LABEL_BAS_CARBONE
BIL_EXP_310284_2023,EXP_310284,2023,635.2,78018.67,28584.0,LABEL_BAS_CARBONE
BIL_EXP_310284_2024,EXP_310284,2024,670.4,97902.59,30168.0,LABEL_BAS_CARBONE
BIL_EXP_310284_2025,EXP_310284,2025,358.06,66085.47,16112.7,LABEL_BAS_CARBONE
BIL_EXP_310285_2023,EXP_310285,2023,87.94,16838.9,3957.3,HVE - Haute Valeur Environnementale
BIL_EXP_310285_2024,EXP_310285,2024,171.81,17282.79,7731.45,HVE - Haute Valeur Environnementale
BIL_EXP_310285_2025,EXP_310285,2025,188.68,17845.34,8490.6,HVE - Haute Valeur Environnementale
BIL_EXP_310286_2023,EXP_310286,2023,0.0,64986.36,0.0,AUCUN
BIL_EXP_310286_2024,EXP_310286,2024,0.0,50932.61,0.0,AUCUN
BIL_EXP_310286_2025,EXP_310286,2025,0.0,61369.39,0.0,AUCUN
BIL_EXP_310287_2023,EXP_310287,2023,430.67,73312.64,19380.15,Conversion Bio
BIL_EXP_310287_2024,EXP_310287,2024,398.05,65462.54,17912.25,Conversion Bio
BIL_EXP_310287_2025,EXP_310287,2025,811.46,68747.76,36515.7,Conversion Bio
BIL_EXP_310288_2023,EXP_310288,2023,147.37,10132.21,6631.65,LABEL_BAS_CARBONE
BIL_EXP_310288_2024,EXP_310288,2024,118.85,11214.55,5348.25,LABEL_BAS_CARBONE
BIL_EXP_310288_2025,EXP_310288,2025,145.92,12052.28,6566.4,LABEL_BAS_CARBONE
BIL_EXP_310289_2023,EXP_310289,2023,0.0,14103.45,0.0,AUCUN
BIL_EXP_310289_2024,EXP_310289,2024,0.0,16777.23,0.0,AUCUN
BIL_EXP_310289_2025,EXP_310289,2025,0.0,14831.48,0.0,AUCUN
BIL_EXP_310290_2023,EXP_310290,2023,0.0,39595.49,0.0,AUCUN
BIL_EXP_310290_2024,EXP_310290,2024,0.0,25699.26,0.0,AUCUN
BIL_EXP_310290_2025,EXP_310290,2025,0.0,23497.38,0.0,AUCUN
BIL_EXP_310291_2023,EXP_310291,2023,547.83,64498.68,24652.35,Bio / Agriculture Biologique
BIL_EXP_310291_2024,EXP_310291,2024,560.4,80039.78,25218.0,Bio / Agriculture Biologique
BIL_EXP_310291_2025,EXP_310291,2025,609.1,81366.13,27409.5,Bio / Agriculture Biologique
BIL_EXP_310292_2023,EXP_310292,2023,122.1,30928.28,5494.5,LABEL_BAS_CARBONE
BIL_EXP_310292_2024,EXP_310292,2024,153.5,22248.63,6907.5,LABEL_BAS_CARBONE
BIL_EXP_310292_2025,EXP_310292,2025,232.01,26898.87,10440.45,LABEL_BAS_CARBONE
BIL_EXP_310293_2023,EXP_310293,2023,0.0,89418.69,0.0,AUCUN
BIL_EXP_310293_2024,EXP_310293,2024,0.0,106462.82,0.0,AUCUN
BIL_EXP_310293_2025,EXP_310293,2025,0.0,77302.26,0.0,AUCUN
BIL_EXP_310294_2023,EXP_310294,2023,486.54,41110.57,21894.3,LABEL_BAS_CARBONE
BIL_EXP_310294_2024,EXP_310294,2024,356.45,36986.96,16040.25,LABEL_BAS_CARBONE
BIL_EXP_310294_2025,EXP_310294,2025,191.03,48326.74,8596.35,LABEL_BAS_CARBONE
BIL_EXP_310295_2023,EXP_310295,2023,0.0,78210.84,0.0,AUCUN
BIL_EXP_310295_2024,EXP_310295,2024,0.0,67795.69,0.0,AUCUN
BIL_EXP_310295_2025,EXP_310295,2025,0.0,72642.59,0.0,AUCUN
BIL_EXP_310296_2023,EXP_310296,2023,909.97,101712.13,40948.65,LABEL_BAS_CARBONE
BIL_EXP_310296_2024,EXP_310296,2024,989.71,70609.24,44536.95,LABEL_BAS_CARBONE
BIL_EXP_310296_2025,EXP_310296,2025,934.25,70366.84,42041.25,LABEL_BAS_CARBONE
BIL_EXP_310297_2023,EXP_310297,2023,0.0,49850.43,0.0,AUCUN
BIL_EXP_310297_2024,EXP_310297,2024,0.0,61310.06,0.0,AUCUN
BIL_EXP_310297_2025,EXP_310297,2025,0.0,72689.44,0.0,AUCUN
BIL_EXP_310298_2023,EXP_310298,2023,0.0,22271.07,0.0,AUCUN
BIL_EXP_310298_2024,EXP_310298,2024,0.0,26288.55,0.0,AUCUN
BIL_EXP_310298_2025,EXP_310298,2025,0.0,32511.87,0.0,AUCUN
BIL_EXP_310299_2023,EXP_310299,2023,0.0,49297.23,0.0,AUCUN
BIL_EXP_310299_2024,EXP_310299,2024,0.0,33084.9,0.0,AUCUN
BIL_EXP_310299_2025,EXP_310299,2025,0.0,38272.63,0.0,AUCUN
BIL_EXP_310300_2023,EXP_310300,2023,193.86,38511.55,8723.7,Conversion Bio
BIL_EXP_310300_2024,EXP_310300,2024,193.4,40635.35,8703.0,Conversion Bio
BIL_EXP_310300_2025,EXP_310300,2025,204.05,39757.26,9182.25,Conversion Bio
BIL_EXP_310301_2023,EXP_310301,2023,124.79,22637.27,5615.55,Bio / Agriculture Biologique
BIL_EXP_310301_2024,EXP_310301,2024,166.83,20513.25,7507.35,Bio / Agriculture Biologique
BIL_EXP_310301_2025,EXP_310301,2025,172.27,25954.88,7752.15,Bio / Agriculture Biologique
BIL_EXP_310302_2023,EXP_310302,2023,347.58,89574.32,15641.1,Conversion Bio
BIL_EXP_310302_2024,EXP_310302,2024,847.4,77645.41,38133.0,Conversion Bio
BIL_EXP_310302_2025,EXP_310302,2025,386.84,54338.16,17407.8,Conversion Bio
BIL_EXP_310303_2023,EXP_310303,2023,868.81,74255.54,39096.45,LABEL_BAS_CARBONE
BIL_EXP_310303_2024,EXP_310303,2024,357.65,94071.28,16094.25,LABEL_BAS_CARBONE
BIL_EXP_310303_2025,EXP_310303,2025,400.72,70843.66,18032.4,LABEL_BAS_CARBONE
BIL_EXP_310304_2023,EXP_310304,2023,0.0,39274.0,0.0,AUCUN
BIL_EXP_310304_2024,EXP_310304,2024,0.0,32805.58,0.0,AUCUN
BIL_EXP_310304_2025,EXP_310304,2025,0.0,32817.56,0.0,AUCUN
BIL_EXP_310305_2023,EXP_310305,2023,0.0,22828.56,0.0,AUCUN
BIL_EXP_310305_2024,EXP_310305,2024,0.0,25909.8,0.0,AUCUN
BIL_EXP_310305_2025,EXP_310305,2025,0.0,31854.51,0.0,AUCUN
BIL_EXP_310306_2023,EXP_310306,2023,0.0,72266.37,0.0,AUCUN
BIL_EXP_310306_2024,EXP_310306,2024,0.0,93194.02,0.0,AUCUN
BIL_EXP_310306_2025,EXP_310306,2025,0.0,113027.2,0.0,AUCUN
BIL_EXP_310307_2023,EXP_310307,2023,385.51,69248.21,17347.95,LABEL_BAS_CARBONE
BIL_EXP_310307_2024,EXP_310307,2024,581.63,54100.37,26173.35,LABEL_BAS_CARBONE
BIL_EXP_310307_2025,EXP_310307,2025,802.83,50282.44,36127.35,LABEL_BAS_CARBONE
BIL_EXP_310308_2023,EXP_310308,2023,0.0,13605.53,0.0,AUCUN
BIL_EXP_310308_2024,EXP_310308,2024,0.0,13093.03,0.0,AUCUN
BIL_EXP_310308_2025,EXP_310308,2025,0.0,17678.2,0.0,AUCUN
BIL_EXP_310309_2023,EXP_310309,2023,86.48,22416.33,3891.6,LABEL_BAS_CARBONE
BIL_EXP_310309_2024,EXP_310309,2024,160.33,24441.23,7214.85,LABEL_BAS_CARBONE
BIL_EXP_310309_2025,EXP_310309,2025,204.74,18183.93,9213.3,LABEL_BAS_CARBONE
BIL_EXP_310310_2023,EXP_310310,2023,0.0,19450.85,0.0,AUCUN
BIL_EXP_310310_2024,EXP_310310,2024,0.0,24481.2,0.0,AUCUN
BIL_EXP_310310_2025,EXP_310310,2025,0.0,22123.78,0.0,AUCUN
BIL_EXP_310311_2023,EXP_310311,2023,221.04,17944.84,9946.8,LABEL_BAS_CARBONE
BIL_EXP_310311_2024,EXP_310311,2024,139.97,25556.02,6298.65,LABEL_BAS_CARBONE
BIL_EXP_310311_2025,EXP_310311,2025,215.36,18712.18,9691.2,LABEL_BAS_CARBONE
BIL_EXP_310312_2023,EXP_310312,2023,408.29,44306.37,18373.05,Conversion Bio
BIL_EXP_310312_2024,EXP_310312,2024,398.3,49652.05,17923.5,Conversion Bio
BIL_EXP_310312_2025,EXP_310312,2025,493.8,40092.64,22221.0,Conversion Bio
BIL_EXP_310313_2023,EXP_310313,2023,910.59,92572.73,40976.55,LABEL_BAS_CARBONE
BIL_EXP_310313_2024,EXP_310313,2024,355.75,59342.53,16008.75,LABEL_BAS_CARBONE
BIL_EXP_310313_2025,EXP_310313,2025,853.96,73786.48,38428.2,LABEL_BAS_CARBONE
BIL_EXP_310314_2023,EXP_310314,2023,0.0,42627.7,0.0,AUCUN
BIL_EXP_310314_2024,EXP_310314,2024,0.0,37729.62,0.0,AUCUN
BIL_EXP_310314_2025,EXP_310314,2025,0.0,56910.04,0.0,AUCUN
BIL_EXP_310315_2023,EXP_310315,2023,264.08,51550.85,11883.6,LABEL_BAS_CARBONE
BIL_EXP_310315_2024,EXP_310315,2024,517.21,41083.28,23274.45,LABEL_BAS_CARBONE
BIL_EXP_310315_2025,EXP_310315,2025,585.83,50217.79,26362.35,LABEL_BAS_CARBONE
BIL_EXP_310316_2023,EXP_310316,2023,389.83,28489.39,17542.35,Bio / Agriculture Biologique
BIL_EXP_310316_2024,EXP_310316,2024,264.84,33919.78,11917.8,Bio / Agriculture Biologique
BIL_EXP_310316_2025,EXP_310316,2025,146.1,37554.56,6574.5,Bio / Agriculture Biologique
BIL_EXP_310317_2023,EXP_310317,2023,143.3,19531.26,6448.5,LABEL_BAS_CARBONE
BIL_EXP_310317_2024,EXP_310317,2024,202.39,25092.22,9107.55,LABEL_BAS_CARBONE
BIL_EXP_310317_2025,EXP_310317,2025,200.37,23640.65,9016.65,LABEL_BAS_CARBONE
BIL_EXP_310318_2023,EXP_310318,2023,0.0,70362.81,0.0,AUCUN
BIL_EXP_310318_2024,EXP_310318,2024,0.0,51954.39,0.0,AUCUN
BIL_EXP_310318_2025,EXP_310318,2025,0.0,52649.25,0.0,AUCUN
BIL_EXP_310319_2023,EXP_310319,2023,0.0,65185.19,0.0,AUCUN
BIL_EXP_310319_2024,EXP_310319,2024,0.0,79525.73,0.0,AUCUN
BIL_EXP_310319_2025,EXP_310319,2025,0.0,61072.55,0.0,AUCUN
BIL_EXP_310320_2023,EXP_310320,2023,0.0,62719.79,0.0,AUCUN
BIL_EXP_310320_2024,EXP_310320,2024,0.0,72528.69,0.0,AUCUN
BIL_EXP_310320_2025,EXP_310320,2025,0.0,67925.92,0.0,AUCUN
BIL_EXP_310321_2023,EXP_310321,2023,0.0,97663.43,0.0,AUCUN
BIL_EXP_310321_2024,EXP_310321,2024,0.0,92580.99,0.0,AUCUN
BIL_EXP_310321_2025,EXP_310321,2025,0.0,74451.21,0.0,AUCUN
BIL_EXP_310322_2023,EXP_310322,2023,0.0,31435.55,0.0,AUCUN
BIL_EXP_310322_2024,EXP_310322,2024,0.0,20933.82,0.0,AUCUN
BIL_EXP_310322_2025,EXP_310322,2025,0.0,20765.76,0.0,AUCUN
BIL_EXP_310323_2023,EXP_310323,2023,0.0,77897.23,0.0,AUCUN
BIL_EXP_310323_2024,EXP_310323,2024,0.0,82272.86,0.0,AUCUN
BIL_EXP_310323_2025,EXP_310323,2025,0.0,102940.45,0.0,AUCUN
BIL_EXP_310324_2023,EXP_310324,2023,604.02,50976.94,27180.9,HVE - Haute Valeur Environnementale
BIL_EXP_310324_2024,EXP_310324,2024,613.18,60876.51,27593.1,HVE - Haute Valeur Environnementale
BIL_EXP_310324_2025,EXP_310324,2025,355.5,37722.7,15997.5,HVE - Haute Valeur Environnementale
BIL_EXP_310325_2023,EXP_310325,2023,232.36,35790.49,10456.2,HVE - Haute Valeur Environnementale
BIL_EXP_310325_2024,EXP_310325,2024,290.83,45209.35,13087.35,HVE - Haute Valeur Environnementale
BIL_EXP_310325_2025,EXP_310325,2025,284.91,43003.64,12820.95,HVE - Haute Valeur Environnementale
BIL_EXP_310326_2023,EXP_310326,2023,757.32,68981.83,34079.4,Bio / Agriculture Biologique
BIL_EXP_310326_2024,EXP_310326,2024,571.97,60120.74,25738.65,Bio / Agriculture Biologique
BIL_EXP_310326_2025,EXP_310326,2025,643.42,68687.65,28953.9,Bio / Agriculture Biologique
BIL_EXP_310327_2023,EXP_310327,2023,0.0,50498.87,0.0,AUCUN
BIL_EXP_310327_2024,EXP_310327,2024,0.0,72080.55,0.0,AUCUN
BIL_EXP_310327_2025,EXP_310327,2025,0.0,51457.11,0.0,AUCUN
BIL_EXP_310328_2023,EXP_310328,2023,0.0,66175.74,0.0,AUCUN
BIL_EXP_310328_2024,EXP_310328,2024,0.0,40290.25,0.0,AUCUN
BIL_EXP_310328_2025,EXP_310328,2025,0.0,66936.4,0.0,AUCUN
BIL_EXP_310329_2023,EXP_310329,2023,0.0,52984.88,0.0,AUCUN
BIL_EXP_310329_2024,EXP_310329,2024,0.0,79418.18,0.0,AUCUN
BIL_EXP_310329_2025,EXP_310329,2025,0.0,67443.36,0.0,AUCUN
BIL_EXP_310330_2023,EXP_310330,2023,0.0,89923.34,0.0,AUCUN
BIL_EXP_310330_2024,EXP_310330,2024,0.0,89906.03,0.0,AUCUN
BIL_EXP_310330_2025,EXP_310330,2025,0.0,66430.8,0.0,AUCUN
BIL_EXP_310331_2023,EXP_310331,2023,0.0,16830.56,0.0,AUCUN
BIL_EXP_310331_2024,EXP_310331,2024,0.0,21346.15,0.0,AUCUN
BIL_EXP_310331_2025,EXP_310331,2025,0.0,18270.81,0.0,AUCUN
BIL_EXP_310332_2023,EXP_310332,2023,0.0,60557.82,0.0,AUCUN
BIL_EXP_310332_2024,EXP_310332,2024,0.0,51074.09,0.0,AUCUN
BIL_EXP_310332_2025,EXP_310332,2025,0.0,53495.23,0.0,AUCUN
BIL_EXP_310333_2023,EXP_310333,2023,0.0,68506.93,0.0,AUCUN
BIL_EXP_310333_2024,EXP_310333,2024,0.0,71161.53,0.0,AUCUN
BIL_EXP_310333_2025,EXP_310333,2025,0.0,79458.48,0.0,AUCUN
BIL_EXP_310334_2023,EXP_310334,2023,216.05,31967.4,9722.25,Conversion Bio
BIL_EXP_310334_2024,EXP_310334,2024,231.46,45089.25,10415.7,Conversion Bio
BIL_EXP_310334_2025,EXP_310334,2025,367.57,46035.31,16540.65,Conversion Bio
BIL_EXP_310335_2023,EXP_310335,2023,0.0,25582.37,0.0,AUCUN
BIL_EXP_310335_2024,EXP_310335,2024,0.0,27908.23,0.0,AUCUN
BIL_EXP_310335_2025,EXP_310335,2025,0.0,24940.61,0.0,AUCUN
BIL_EXP_310336_2023,EXP_310336,2023,127.01,9218.01,5715.45,LABEL_BAS_CARBONE
BIL_EXP_310336_2024,EXP_310336,2024,85.58,12584.71,3851.1,LABEL_BAS_CARBONE
BIL_EXP_310336_2025,EXP_310336,2025,59.94,11495.61,2697.3,LABEL_BAS_CARBONE
BIL_EXP_310337_2023,EXP_310337,2023,513.85,107807.73,23123.25,LABEL_BAS_CARBONE
BIL_EXP_310337_2024,EXP_310337,2024,601.15,87068.1,27051.75,LABEL_BAS_CARBONE
BIL_EXP_310337_2025,EXP_310337,2025,959.13,92556.37,43160.85,LABEL_BAS_CARBONE
BIL_EXP_310338_2023,EXP_310338,2023,96.91,18725.26,4360.95,Conversion Bio
BIL_EXP_310338_2024,EXP_310338,2024,263.73,25771.73,11867.85,Conversion Bio
BIL_EXP_310338_2025,EXP_310338,2025,103.05,25533.28,4637.25,Conversion Bio
BIL_EXP_310339_2023,EXP_310339,2023,300.44,44730.06,13519.8,LABEL_BAS_CARBONE
BIL_EXP_310339_2024,EXP_310339,2024,226.45,43353.74,10190.25,LABEL_BAS_CARBONE
BIL_EXP_310339_2025,EXP_310339,2025,521.29,41560.63,23458.05,LABEL_BAS_CARBONE
BIL_EXP_310340_2023,EXP_310340,2023,498.76,62904.88,22444.2,LABEL_BAS_CARBONE
BIL_EXP_310340_2024,EXP_310340,2024,540.54,68301.64,24324.3,LABEL_BAS_CARBONE
BIL_EXP_310340_2025,EXP_310340,2025,851.24,93917.68,38305.8,LABEL_BAS_CARBONE
BIL_EXP_310341_2023,EXP_310341,2023,0.0,71521.17,0.0,AUCUN
BIL_EXP_310341_2024,EXP_310341,2024,0.0,76456.03,0.0,AUCUN
BIL_EXP_310341_2025,EXP_310341,2025,0.0,55624.57,0.0,AUCUN
BIL_EXP_310342_2023,EXP_310342,2023,1030.73,72497.94,46382.85,LABEL_BAS_CARBONE
BIL_EXP_310342_2024,EXP_310342,2024,880.7,78516.59,39631.5,LABEL_BAS_CARBONE
BIL_EXP_310342_2025,EXP_310342,2025,1089.78,106912.72,49040.1,LABEL_BAS_CARBONE
BIL_EXP_310343_2023,EXP_310343,2023,0.0,92279.58,0.0,AUCUN
BIL_EXP_310343_2024,EXP_310343,2024,0.0,68318.32,0.0,AUCUN
BIL_EXP_310343_2025,EXP_310343,2025,0.0,66874.53,0.0,AUCUN
BIL_EXP_310344_2023,EXP_310344,2023,403.33,65316.11,18149.85,LABEL_BAS_CARBONE
BIL_EXP_310344_2024,EXP_310344,2024,467.48,41814.89,21036.6,LABEL_BAS_CARBONE
BIL_EXP_310344_2025,EXP_310344,2025,303.33,47880.58,13649.85,LABEL_BAS_CARBONE
