id_medicament,id_finess_etablissement,nom_etablissement,code_cip13,nom_substance_active,quantite_en_stock_doses,jours_autonomie_restants,statut_approvisionnement
MED-00557,30785216,EHPAD CH NERIS LES BAINS,3400930066666,Cefotaxime 1g Poudre Solution,1357,15,STOCK_CONFORME
MED-00558,60032604,PSY INF JUV HJ CH ANTIBES,3400930012345,Amoxicilline 1g,933,1,RUPTURE_AVEREE_CRITIQUE
MED-00559,20002051,FOYER THÉRAPEUTIQUE EPSM AISNE,3400930066666,Cefotaxime 1g Poudre Solution,4409,38,STOCK_CONFORME
MED-00560,60000478,CENTRE HOSPITALIER DE GRASSE,3400930066666,Cefotaxime 1g Poudre Solution,5383,35,STOCK_CONFORME
MED-00561,10011120,EML SCAN/IRM DRS CLINIQUE CONVERT,3400930056789,Paracétamol Injectable IV 10mg/ml,2885,35,STOCK_CONFORME
MED-00562,10000214,CH PUBLIC HAUTEVILLE - UNITE ALBARINE,3400930099999,Insuline Rapide 100 UI/ml,4526,30,STOCK_CONFORME
MED-00563,70005046,HDJ ADULTE GUILHERAND,3400930099999,Insuline Rapide 100 UI/ml,3229,41,STOCK_CONFORME
MED-00564,50000132,CH BUECH DURANCE LARAGNE,3400930066666,Cefotaxime 1g Poudre Solution,64,31,STOCK_CONFORME
MED-00565,30009849,CEGIDD - CH DE MOULINS YZEURE,3400930099999,Insuline Rapide 100 UI/ml,176,29,STOCK_CONFORME
MED-00566,70004957,CSAPA CH ARDECHE MERIDIONALE,3400930088888,Propofol Émulsion IV,2493,10,REAPPROVISIONNEMENT_TENDU
MED-00567,60007788,CENTRE DE FORMATION DU CH DE MENTON,3400930077777,Morphine Sulfate 10mg,4725,13,STOCK_CONFORME
MED-00568,30009195,CMP ADULTES AINAY LE CHÂTEAU,3400930066666,Cefotaxime 1g Poudre Solution,756,24,STOCK_CONFORME
MED-00569,60004538,ECOLE DE SAGES FEMMES CHU DE NICE,3400930066666,Cefotaxime 1g Poudre Solution,8028,17,STOCK_CONFORME
MED-00570,70007398,EML SCM INVRV IRM CLINIQUE PASTEUR,3400930077777,Morphine Sulfate 10mg,7434,16,STOCK_CONFORME
MED-00571,60019288,GCS HOP PEDIA NICE CHU LENVAL ET SIEGE,3400930012345,Amoxicilline 1g,3339,8,REAPPROVISIONNEMENT_TENDU
MED-00572,20006151,HJ EPSMD LA FÈRE,3400930066666,Cefotaxime 1g Poudre Solution,139,27,STOCK_CONFORME
MED-00573,20000386,CLINIQUE DE LA ROSERAIE,3400930056789,Paracétamol Injectable IV 10mg/ml,5565,3,RUPTURE_AVEREE_CRITIQUE
MED-00574,70006804,SSR L.ROUVEYROL CH ARDECHE MERIDIONALE,3400930012345,Amoxicilline 1g,5922,6,REAPPROVISIONNEMENT_TENDU
MED-00575,40005266,IRM GIE IRM 04 SITE CH DIGNE,3400930088888,Propofol Émulsion IV,4836,26,STOCK_CONFORME
MED-00576,60780517,POLYCLINIQUE SAINT JEAN,3400930066666,Cefotaxime 1g Poudre Solution,2222,25,STOCK_CONFORME
MED-00577,20018495,SCANNER CLINIQUE ST CLAUDE,3400930099999,Insuline Rapide 100 UI/ml,2071,27,STOCK_CONFORME
MED-00578,40000135,CHI DES ALPES DU SUD SITE DE SISTERON,3400930099999,Insuline Rapide 100 UI/ml,1283,9,REAPPROVISIONNEMENT_TENDU
MED-00579,60790573,INSTITUT MED BUCCO DENTAIRE RIQUIER,3400930012345,Amoxicilline 1g,375,26,STOCK_CONFORME
MED-00580,20012605,UNITE DE PROXIMITÉ CHARLES LASEGUE,3400930088888,Propofol Émulsion IV,2163,15,STOCK_CONFORME
MED-00581,40787772,CENTRE HOSPIT SPE PSY DIGNE LES BAINS,3400930088888,Propofol Émulsion IV,4228,31,STOCK_CONFORME
MED-00582,50002849,IFSI DU CH BRIANÇON,3400930099999,Insuline Rapide 100 UI/ml,1992,20,STOCK_CONFORME
MED-00583,60788957,CHU DE NICE HOPITAL DE CIMIEZ,3400930077777,Morphine Sulfate 10mg,7923,13,STOCK_CONFORME
MED-00584,30000160,CHS D'AINAY LE CHATEAU,3400930099999,Insuline Rapide 100 UI/ml,4591,30,STOCK_CONFORME
MED-00585,70000146,CH DE LARGENTIERE,3400930012345,Amoxicilline 1g,460,36,STOCK_CONFORME
MED-00586,10789022,USLD CH DU PAYS DE GEX,3400930012345,Amoxicilline 1g,5955,8,REAPPROVISIONNEMENT_TENDU
MED-00587,50008929,SAAD ADMR DE BUECH ET CHAURANNE,3400930088888,Propofol Émulsion IV,1419,19,STOCK_CONFORME
MED-00588,60007879,GCS UNITE EVEIL CHU NICE UGECAM SIEGE,3400930012345,Amoxicilline 1g,4428,41,STOCK_CONFORME
MED-00589,70007398,EML SCM INVRV IRM CLINIQUE PASTEUR,3400930012345,Amoxicilline 1g,422,23,STOCK_CONFORME
MED-00590,60789245,CHU DE NICE HOP ANNEXE DE CANTARON,3400930077777,Morphine Sulfate 10mg,4014,41,STOCK_CONFORME
MED-00591,60780749,CLINIQUE SAINT LUC,3400930056789,Paracétamol Injectable IV 10mg/ml,7903,43,STOCK_CONFORME
MED-00592,60792934,IFSI/ IFAS CH SAINTE MARIE,3400930099999,Insuline Rapide 100 UI/ml,2979,28,STOCK_CONFORME
MED-00593,30009849,CEGIDD - CH DE MOULINS YZEURE,3400930077777,Morphine Sulfate 10mg,6451,15,STOCK_CONFORME
MED-00594,60000544,CH DE CANNES SIMONE VEIL,3400930088888,Propofol Émulsion IV,1233,44,STOCK_CONFORME
MED-00595,70007455,CENTRE DE SANTE CH ARDECHE MERIDIONALE,3400930066666,Cefotaxime 1g Poudre Solution,7591,39,STOCK_CONFORME
MED-00596,60781929,CLINIQUE DE LA COSTIERE,3400930012345,Amoxicilline 1g,6315,5,REAPPROVISIONNEMENT_TENDU
MED-00597,10786010,EHPAD CH BUGEY SUD,3400930099999,Insuline Rapide 100 UI/ml,2502,23,STOCK_CONFORME
MED-00598,60790177,CHU NICE CTRE DE CONVALESCENCE TENDE,3400930088888,Propofol Émulsion IV,1664,34,STOCK_CONFORME
MED-00599,20015749,FH APEI SOISSONS HÔPITAL,3400930077777,Morphine Sulfate 10mg,691,44,STOCK_CONFORME
MED-00600,10000024,CH DE FLEYRIAT,3400930077777,Morphine Sulfate 10mg,3872,3,RUPTURE_AVEREE_CRITIQUE
MED-00601,20014627,CATTP CH SAINT-QUENTIN VOLTAIRE,3400930012345,Amoxicilline 1g,7007,42,STOCK_CONFORME
MED-00602,70000187,CH DE LAMASTRE,3400930056789,Paracétamol Injectable IV 10mg/ml,8475,14,STOCK_CONFORME
MED-00603,10007961,SSIAD CH HAUT-BUGEY SITE DE NANTUA,3400930012345,Amoxicilline 1g,3392,39,STOCK_CONFORME
MED-00604,60788742,CSAPA PREVADD ET CONSULT CH CANNES,3400930077777,Morphine Sulfate 10mg,251,17,STOCK_CONFORME
MED-00605,40005266,IRM GIE IRM 04 SITE CH DIGNE,3400930012345,Amoxicilline 1g,876,39,STOCK_CONFORME
MED-00606,70000187,CH DE LAMASTRE,3400930012345,Amoxicilline 1g,4417,36,STOCK_CONFORME
MED-00607,60023702,SLD CH ANTIBES JUAN LES PINS,3400930077777,Morphine Sulfate 10mg,6385,30,STOCK_CONFORME
MED-00608,20000543,ETS PUB SANTÉ MENTALE DE L'AISNE,3400930099999,Insuline Rapide 100 UI/ml,399,5,REAPPROVISIONNEMENT_TENDU
MED-00609,50000348,CHI DES ALPES DU SUD SITE DE GAP,3400930066666,Cefotaxime 1g Poudre Solution,8161,18,STOCK_CONFORME
MED-00610,60780665,CLINIQUE LE MERIDIEN,3400930077777,Morphine Sulfate 10mg,2852,37,STOCK_CONFORME
MED-00611,10003549,ECOLE SANITAIRE DU CH FLEYRIAT,3400930099999,Insuline Rapide 100 UI/ml,5346,4,REAPPROVISIONNEMENT_TENDU
MED-00612,60787777,CMP CATTP IJ LES VIOLETTES CH CANNES,3400930012345,Amoxicilline 1g,2816,44,STOCK_CONFORME
MED-00613,70000039,CH DE VALLON PONT D'ARC,3400930012345,Amoxicilline 1g,2191,32,STOCK_CONFORME
MED-00614,20019329,HDJ INFANTO-JUVENILE CLINIQUE ROSERAIE,3400930077777,Morphine Sulfate 10mg,239,45,STOCK_CONFORME
MED-00615,20002051,FOYER THÉRAPEUTIQUE EPSM AISNE,3400930077777,Morphine Sulfate 10mg,6821,6,REAPPROVISIONNEMENT_TENDU
MED-00616,20004594,CENTRE DE FORMATION CH SOISSONS,3400930077777,Morphine Sulfate 10mg,7205,12,STOCK_CONFORME
MED-00617,30783880,EHPAD DU CH DE MOULINS-YZEURE,3400930099999,Insuline Rapide 100 UI/ml,4417,30,STOCK_CONFORME
MED-00618,60793981,CH PLANIFICATION GYN OBS DE GRASSE,3400930099999,Insuline Rapide 100 UI/ml,7183,2,RUPTURE_AVEREE_CRITIQUE
MED-00619,20002051,FOYER THÉRAPEUTIQUE EPSM AISNE,3400930077777,Morphine Sulfate 10mg,6531,5,REAPPROVISIONNEMENT_TENDU
MED-00620,60788320,CMP ADULTE SECT2 DEL PONTE CH CANNES,3400930077777,Morphine Sulfate 10mg,580,33,STOCK_CONFORME
MED-00621,30785430,POLYCLINIQUE SAINT-ODILON,3400930066666,Cefotaxime 1g Poudre Solution,670,21,STOCK_CONFORME
MED-00622,10013142,CEGIDD - CH ANNECY GENEVOIS,3400930099999,Insuline Rapide 100 UI/ml,3518,7,REAPPROVISIONNEMENT_TENDU
MED-00623,60003779,SSIAD CH DU PAYS DE LA ROUDOULE,3400930088888,Propofol Émulsion IV,664,30,STOCK_CONFORME
MED-00624,60793932,CENTRE PLANIF GYN OBS CH CANNES,3400930077777,Morphine Sulfate 10mg,1812,6,REAPPROVISIONNEMENT_TENDU
MED-00625,60780749,CLINIQUE SAINT LUC,3400930066666,Cefotaxime 1g Poudre Solution,3624,39,STOCK_CONFORME
MED-00626,60002102,CH LA PALMOSA DE MENTON,3400930066666,Cefotaxime 1g Poudre Solution,3667,39,STOCK_CONFORME
MED-00627,20016184,CHU FVV COALLIA SOISSONS,3400930012345,Amoxicilline 1g,4109,29,STOCK_CONFORME
MED-00628,10007904,HDJ ADULTES MONTLUEL,3400930088888,Propofol Émulsion IV,7174,28,STOCK_CONFORME
MED-00629,70000609,CH ARDECHE MERIDIONALE - AUBENAS,3400930088888,Propofol Émulsion IV,4184,6,REAPPROVISIONNEMENT_TENDU
MED-00630,20014627,CATTP CH SAINT-QUENTIN VOLTAIRE,3400930056789,Paracétamol Injectable IV 10mg/ml,4787,27,STOCK_CONFORME
MED-00631,10011641,CLINIQUE DU SOUFFLE LE PONTET,3400930088888,Propofol Émulsion IV,7062,44,STOCK_CONFORME
MED-00632,60024924,HJ MARIE BEATRICE CHS SAINTE MARIE,3400930066666,Cefotaxime 1g Poudre Solution,204,31,STOCK_CONFORME
MED-00633,40788887,HJ PSY GEN SISTERON,3400930077777,Morphine Sulfate 10mg,2473,9,REAPPROVISIONNEMENT_TENDU
MED-00634,60032406,CLINIQUE GRIMALDI,3400930088888,Propofol Émulsion IV,5262,33,STOCK_CONFORME
MED-00635,20004693,EHPAD CH CHÂTEAU-THIERRY,3400930066666,Cefotaxime 1g Poudre Solution,1621,37,STOCK_CONFORME
MED-00636,60026127,IRM GIMBC SITE CH CANNES,3400930077777,Morphine Sulfate 10mg,7331,27,STOCK_CONFORME
MED-00637,60000163,CH SAINT MAUR SAINT ETIENNE TINEE,3400930056789,Paracétamol Injectable IV 10mg/ml,414,30,STOCK_CONFORME
MED-00638,10000495,CENTRE PSYCHOTHERAPIQUE DE L'AIN,3400930056789,Paracétamol Injectable IV 10mg/ml,8352,34,STOCK_CONFORME
MED-00639,20012423,SSIAD CH GUISE,3400930012345,Amoxicilline 1g,975,24,STOCK_CONFORME
MED-00640,60024940,HJ ATELIER THERAPEUTIQUE AGRICOLE,3400930066666,Cefotaxime 1g Poudre Solution,885,21,STOCK_CONFORME
MED-00641,20000097,CH LA FÈRE,3400930088888,Propofol Émulsion IV,5561,33,STOCK_CONFORME
MED-00642,60031333,HOP DE JOUR PSYCHIATRIQUE L'ESCALE,3400930012345,Amoxicilline 1g,1208,37,STOCK_CONFORME
MED-00643,60033131,CHU PACHAMAMA - ALTHO,3400930099999,Insuline Rapide 100 UI/ml,8446,33,STOCK_CONFORME
MED-00644,60033172,CHU CCAS NICE EL NOUZAH,3400930099999,Insuline Rapide 100 UI/ml,2086,23,STOCK_CONFORME
MED-00645,10012680,CHU FAST HÔTEL,3400930099999,Insuline Rapide 100 UI/ml,8120,15,STOCK_CONFORME
MED-00646,50001932,EFS ALPES MEDITERRANEE CH DE BRIANCON,3400930077777,Morphine Sulfate 10mg,7562,40,STOCK_CONFORME
MED-00647,30785901,SSIAD DU CH DE BOURBON L'ARCHAMBAULT,3400930077777,Morphine Sulfate 10mg,1588,21,STOCK_CONFORME
MED-00648,60016508,CENTRE DE FORMATION DU CHU DE NICE,3400930099999,Insuline Rapide 100 UI/ml,2918,14,STOCK_CONFORME
MED-00649,20018339,CHU ARILE SOISSONS,3400930056789,Paracétamol Injectable IV 10mg/ml,4499,27,STOCK_CONFORME
MED-00650,60024411,CHU DE NICE ANTENNE SMUR SITE HPNCL,3400930066666,Cefotaxime 1g Poudre Solution,4862,7,REAPPROVISIONNEMENT_TENDU
MED-00651,20018453,SANTELYS DIALYSE À DOMICILE CH SOISSON,3400930088888,Propofol Émulsion IV,6706,4,REAPPROVISIONNEMENT_TENDU
MED-00652,30000160,CHS D'AINAY LE CHATEAU,3400930099999,Insuline Rapide 100 UI/ml,813,6,REAPPROVISIONNEMENT_TENDU
MED-00653,60024924,HJ MARIE BEATRICE CHS SAINTE MARIE,3400930099999,Insuline Rapide 100 UI/ml,8013,11,STOCK_CONFORME
MED-00654,70007455,CENTRE DE SANTE CH ARDECHE MERIDIONALE,3400930066666,Cefotaxime 1g Poudre Solution,7564,41,STOCK_CONFORME
MED-00655,60788742,CSAPA PREVADD ET CONSULT CH CANNES,3400930099999,Insuline Rapide 100 UI/ml,4106,33,STOCK_CONFORME
MED-00656,40788218,HJ YVES ARNOUX MANOSQUE,3400930066666,Cefotaxime 1g Poudre Solution,6240,21,STOCK_CONFORME
MED-00657,10000099,CH DE MEXIMIEUX,3400930077777,Morphine Sulfate 10mg,1827,22,STOCK_CONFORME
MED-00658,60032604,PSY INF JUV HJ CH ANTIBES,3400930012345,Amoxicilline 1g,4847,6,REAPPROVISIONNEMENT_TENDU
MED-00659,70005202,IFSI-IFAS CH ARDÈCHE NORD,3400930012345,Amoxicilline 1g,6894,16,STOCK_CONFORME
MED-00660,60790177,CHU NICE CTRE DE CONVALESCENCE TENDE,3400930056789,Paracétamol Injectable IV 10mg/ml,3913,10,REAPPROVISIONNEMENT_TENDU
MED-00661,10007599,CHU ADSEA 01,3400930066666,Cefotaxime 1g Poudre Solution,1189,20,STOCK_CONFORME
MED-00662,70005228,IFSI-IFAS CH ARDECHE MERIDIONALE,3400930088888,Propofol Émulsion IV,300,12,STOCK_CONFORME
MED-00663,20004701,EHPAD CH LA FÈRE,3400930012345,Amoxicilline 1g,1264,40,STOCK_CONFORME
MED-00664,10010163,CHMS - SITE BELLEY LABO BIO MEDICALE,3400930099999,Insuline Rapide 100 UI/ml,1050,13,STOCK_CONFORME
MED-00665,10000180,CH PUBLIC HAUTEVILLE - UNITE ESPERANCE,3400930088888,Propofol Émulsion IV,3482,33,STOCK_CONFORME
MED-00666,60022894,EHPAD ISOLA BELLA CH CANNES,3400930077777,Morphine Sulfate 10mg,2429,20,STOCK_CONFORME
MED-00667,50000348,CHI DES ALPES DU SUD SITE DE GAP,3400930012345,Amoxicilline 1g,3001,34,STOCK_CONFORME
MED-00668,60780590,CLINIQUE DU PALAIS,3400930012345,Amoxicilline 1g,5767,14,STOCK_CONFORME
MED-00669,60000411,CH DU PAYS DE LA ROUDOULE PUGET,3400930077777,Morphine Sulfate 10mg,6534,7,REAPPROVISIONNEMENT_TENDU
MED-00670,30780548,POLYCLINIQUE LA PERGOLA,3400930077777,Morphine Sulfate 10mg,7854,42,STOCK_CONFORME
MED-00671,60013729,FAM DU CH DE SAINT ETIENNE DE TINEE,3400930066666,Cefotaxime 1g Poudre Solution,7873,13,STOCK_CONFORME
MED-00672,20014833,CAMSP CH SOISSONS CHÂTEAU-THIERRY,3400930088888,Propofol Émulsion IV,5579,36,STOCK_CONFORME
MED-00673,10000099,CH DE MEXIMIEUX,3400930099999,Insuline Rapide 100 UI/ml,6113,27,STOCK_CONFORME
MED-00674,60024890,HJ ADULTE SECT2 BOSQUETS CH CANNES,3400930012345,Amoxicilline 1g,4420,35,STOCK_CONFORME
MED-00675,20004156,CLINIQUE TEMPS DE VIE SAINT-QUENTIN,3400930012345,Amoxicilline 1g,292,6,REAPPROVISIONNEMENT_TENDU
MED-00676,40001778,MAS LES TERRES ROUGES CH DIGNE,3400930066666,Cefotaxime 1g Poudre Solution,1018,41,STOCK_CONFORME
MED-00677,40000044,EPS DUCELIA DE CASTELLANE,3400930088888,Propofol Émulsion IV,1754,8,REAPPROVISIONNEMENT_TENDU
MED-00678,40006686,IFP CH DIGNE-LES-BAINS SITE MANOSQUE,3400930056789,Paracétamol Injectable IV 10mg/ml,555,12,STOCK_CONFORME
MED-00679,30783583,ULSD CH JACQUES LACARIN VICHY,3400930088888,Propofol Émulsion IV,5370,42,STOCK_CONFORME
MED-00680,60789245,CHU DE NICE HOP ANNEXE DE CANTARON,3400930056789,Paracétamol Injectable IV 10mg/ml,4278,34,STOCK_CONFORME
MED-00681,20002788,CENTRE PSYCHOTHÉRAPIQUE EPSMD AISNE,3400930099999,Insuline Rapide 100 UI/ml,195,22,STOCK_CONFORME
MED-00682,20014296,EHPAD CH SAINT-QUENTIN,3400930099999,Insuline Rapide 100 UI/ml,1883,31,STOCK_CONFORME
MED-00683,10007920,HDJ ADULTES AMBERIEU,3400930088888,Propofol Émulsion IV,8125,9,REAPPROVISIONNEMENT_TENDU
MED-00684,40000044,EPS DUCELIA DE CASTELLANE,3400930077777,Morphine Sulfate 10mg,5961,37,STOCK_CONFORME
MED-00685,20012845,HJ EPSMD CROUY,3400930099999,Insuline Rapide 100 UI/ml,7869,36,STOCK_CONFORME
MED-00686,30784136,EHPAD DU CH DE BOURBON L'ARCHAMBAULT,3400930077777,Morphine Sulfate 10mg,5203,29,STOCK_CONFORME
MED-00687,40005258,IRM GIE IRM 04 SITE CH MANOSQUE,3400930077777,Morphine Sulfate 10mg,7777,33,STOCK_CONFORME
MED-00688,20000246,CH VERVINS,3400930012345,Amoxicilline 1g,5804,21,STOCK_CONFORME
MED-00689,20004735,EHPAD CH LAON,3400930066666,Cefotaxime 1g Poudre Solution,2907,38,STOCK_CONFORME
MED-00690,60024916,HJ LE BELLAGIO CHS SAINTE MARIE,3400930099999,Insuline Rapide 100 UI/ml,5535,10,REAPPROVISIONNEMENT_TENDU
MED-00691,20009494,CENTRE EPSMD02 CHAUNY,3400930012345,Amoxicilline 1g,5910,21,STOCK_CONFORME
MED-00692,40780389,CLINIQUE JEAN GIONO,3400930099999,Insuline Rapide 100 UI/ml,3259,22,STOCK_CONFORME
MED-00693,60007879,GCS UNITE EVEIL CHU NICE UGECAM SIEGE,3400930012345,Amoxicilline 1g,6224,13,STOCK_CONFORME
MED-00694,60780947,HOP PEDIATRIQUES DE NICE CHU LENVAL,3400930012345,Amoxicilline 1g,6801,21,STOCK_CONFORME
MED-00695,60789195,CHU DE NICE HOPITAL DE L'ARCHET,3400930066666,Cefotaxime 1g Poudre Solution,191,25,STOCK_CONFORME
MED-00696,60026127,IRM GIMBC SITE CH CANNES,3400930012345,Amoxicilline 1g,2695,4,REAPPROVISIONNEMENT_TENDU
MED-00697,10011641,CLINIQUE DU SOUFFLE LE PONTET,3400930099999,Insuline Rapide 100 UI/ml,622,32,STOCK_CONFORME
MED-00698,70000609,CH ARDECHE MERIDIONALE - AUBENAS,3400930099999,Insuline Rapide 100 UI/ml,5986,45,STOCK_CONFORME
MED-00699,20019311,CH SOISSONS,3400930077777,Morphine Sulfate 10mg,3050,20,STOCK_CONFORME
MED-00700,60000486,CH SAINT ELOI DE SOSPEL,3400930099999,Insuline Rapide 100 UI/ml,2784,1,RUPTURE_AVEREE_CRITIQUE
MED-00701,50000488,CLINIQUE DU SOUFFLE LES ACACIAS,3400930088888,Propofol Émulsion IV,7300,5,REAPPROVISIONNEMENT_TENDU
MED-00702,20008173,CAMSP CH LAON,3400930056789,Paracétamol Injectable IV 10mg/ml,464,7,REAPPROVISIONNEMENT_TENDU
MED-00703,10009314,SSR HOTEL DIEU DE FLEYRIAT,3400930099999,Insuline Rapide 100 UI/ml,5994,13,STOCK_CONFORME
MED-00704,60000478,CENTRE HOSPITALIER DE GRASSE,3400930099999,Insuline Rapide 100 UI/ml,7711,32,STOCK_CONFORME
MED-00705,50008697,HJ PSY IJ LA DOUCETTE GAP,3400930012345,Amoxicilline 1g,7800,25,STOCK_CONFORME
MED-00706,10007920,HDJ ADULTES AMBERIEU,3400930099999,Insuline Rapide 100 UI/ml,7389,5,REAPPROVISIONNEMENT_TENDU
MED-00707,10011575,GIE IMAG MED HB - SITE CH HAUT BUGEY,3400930012345,Amoxicilline 1g,433,39,STOCK_CONFORME
MED-00708,60024924,HJ MARIE BEATRICE CHS SAINTE MARIE,3400930012345,Amoxicilline 1g,6241,44,STOCK_CONFORME
MED-00709,60032604,PSY INF JUV HJ CH ANTIBES,3400930066666,Cefotaxime 1g Poudre Solution,7547,7,REAPPROVISIONNEMENT_TENDU
MED-00710,10007599,CHU ADSEA 01,3400930088888,Propofol Émulsion IV,6488,14,STOCK_CONFORME
MED-00711,40006686,IFP CH DIGNE-LES-BAINS SITE MANOSQUE,3400930012345,Amoxicilline 1g,6239,35,STOCK_CONFORME
MED-00712,30009849,CEGIDD - CH DE MOULINS YZEURE,3400930066666,Cefotaxime 1g Poudre Solution,8193,13,STOCK_CONFORME
MED-00713,60781200,CLINIQUE SAINT ANTOINE KANTYS CENTRE,3400930099999,Insuline Rapide 100 UI/ml,8075,27,STOCK_CONFORME
MED-00714,60024890,HJ ADULTE SECT2 BOSQUETS CH CANNES,3400930077777,Morphine Sulfate 10mg,83,21,STOCK_CONFORME
MED-00715,60793981,CH PLANIFICATION GYN OBS DE GRASSE,3400930099999,Insuline Rapide 100 UI/ml,3107,25,STOCK_CONFORME
MED-00716,10007508,CHU BIBIANE BELL,3400930088888,Propofol Émulsion IV,6027,25,STOCK_CONFORME
MED-00717,20015194,CATTP CH SAINT-QUENTIN BOHAIN-EN-VER,3400930012345,Amoxicilline 1g,1438,17,STOCK_CONFORME
MED-00718,30009005,CATTP DU CH DAINAY LE CHATEAU,3400930056789,Paracétamol Injectable IV 10mg/ml,8133,16,STOCK_CONFORME
MED-00719,70000179,CH ARDECHE NORD,3400930056789,Paracétamol Injectable IV 10mg/ml,5785,3,RUPTURE_AVEREE_CRITIQUE
MED-00720,70007398,EML SCM INVRV IRM CLINIQUE PASTEUR,3400930066666,Cefotaxime 1g Poudre Solution,2359,2,RUPTURE_AVEREE_CRITIQUE
MED-00721,40006686,IFP CH DIGNE-LES-BAINS SITE MANOSQUE,3400930088888,Propofol Émulsion IV,2931,16,STOCK_CONFORME
MED-00722,40005035,HJ CASA CH DIGNE,3400930099999,Insuline Rapide 100 UI/ml,5283,5,REAPPROVISIONNEMENT_TENDU
MED-00723,30785430,POLYCLINIQUE SAINT-ODILON,3400930056789,Paracétamol Injectable IV 10mg/ml,2133,25,STOCK_CONFORME
MED-00724,50006014,SSIAD DU CH D'AIGUILLES,3400930012345,Amoxicilline 1g,7757,12,STOCK_CONFORME
MED-00725,60007788,CENTRE DE FORMATION DU CH DE MENTON,3400930066666,Cefotaxime 1g Poudre Solution,2750,7,REAPPROVISIONNEMENT_TENDU
MED-00726,70006465,HOPITAL DE JOUR ENFANTS PRIVAS,3400930099999,Insuline Rapide 100 UI/ml,7539,19,STOCK_CONFORME
MED-00727,10787893,CMP URGENCES LIAISON CH FLEYRIAT,3400930012345,Amoxicilline 1g,6738,37,STOCK_CONFORME
MED-00728,20004388,CPEF CH SAINT-QUENTIN,3400930088888,Propofol Émulsion IV,2524,35,STOCK_CONFORME
MED-00729,60013729,FAM DU CH DE SAINT ETIENNE DE TINEE,3400930066666,Cefotaxime 1g Poudre Solution,131,19,STOCK_CONFORME
MED-00730,50000231,CH LES ESCARTONS A BRIANCON,3400930056789,Paracétamol Injectable IV 10mg/ml,5193,1,RUPTURE_AVEREE_CRITIQUE
MED-00731,60787587,HJ SAINT MICHEL CHS SAINTE MARIE,3400930012345,Amoxicilline 1g,3968,15,STOCK_CONFORME
MED-00732,60026127,IRM GIMBC SITE CH CANNES,3400930056789,Paracétamol Injectable IV 10mg/ml,719,26,STOCK_CONFORME
MED-00733,50005263,HJ PSY IJ PRAMBULLE BRIANCON,3400930088888,Propofol Émulsion IV,3368,45,STOCK_CONFORME
MED-00734,50008929,SAAD ADMR DE BUECH ET CHAURANNE,3400930066666,Cefotaxime 1g Poudre Solution,7054,26,STOCK_CONFORME
MED-00735,60780277,CLINIQUE SAINTE BRIGITTE,3400930099999,Insuline Rapide 100 UI/ml,5724,16,STOCK_CONFORME
MED-00736,20004974,EHPAD CH LE NOUVION-EN-THIÉRACHE,3400930066666,Cefotaxime 1g Poudre Solution,1341,35,STOCK_CONFORME
MED-00737,30783880,EHPAD DU CH DE MOULINS-YZEURE,3400930012345,Amoxicilline 1g,2844,18,STOCK_CONFORME
MED-00738,10011641,CLINIQUE DU SOUFFLE LE PONTET,3400930077777,Morphine Sulfate 10mg,5322,29,STOCK_CONFORME
MED-00739,10000032,CH BUGEY SUD,3400930099999,Insuline Rapide 100 UI/ml,6058,38,STOCK_CONFORME
MED-00740,70000047,CH DE VILLENEUVE DE BERG,3400930088888,Propofol Émulsion IV,394,30,STOCK_CONFORME
MED-00741,60790185,USLD SIMONE VEIL CH CANNES,3400930066666,Cefotaxime 1g Poudre Solution,1206,17,STOCK_CONFORME
MED-00742,10788008,USLD CH PONT DE VEYLE,3400930077777,Morphine Sulfate 10mg,5728,24,STOCK_CONFORME
MED-00743,50002849,IFSI DU CH BRIANÇON,3400930088888,Propofol Émulsion IV,6842,27,STOCK_CONFORME
MED-00744,30009864,CEGIDD - CH DE MOULINS YZEURE,3400930077777,Morphine Sulfate 10mg,3013,43,STOCK_CONFORME
MED-00745,10000032,CH BUGEY SUD,3400930099999,Insuline Rapide 100 UI/ml,5626,11,STOCK_CONFORME
MED-00746,10000081,CH DU PAYS DE GEX,3400930088888,Propofol Émulsion IV,3865,26,STOCK_CONFORME
MED-00747,30002208,CH DPT COEUR DU BOURBONNAIS TRONGET,3400930012345,Amoxicilline 1g,7293,35,STOCK_CONFORME
MED-00748,50008697,HJ PSY IJ LA DOUCETTE GAP,3400930066666,Cefotaxime 1g Poudre Solution,2364,33,STOCK_CONFORME
MED-00749,40005266,IRM GIE IRM 04 SITE CH DIGNE,3400930077777,Morphine Sulfate 10mg,4950,5,REAPPROVISIONNEMENT_TENDU
MED-00750,20018271,CHU L'ESCAL'YPSO COALLIA SOISSONS,3400930077777,Morphine Sulfate 10mg,1760,1,RUPTURE_AVEREE_CRITIQUE
MED-00751,50000090,POLYCLINIQUE DES ALPES DU SUD GAP,3400930012345,Amoxicilline 1g,6267,37,STOCK_CONFORME
MED-00752,60788791,CMP CATTP IJ LA PARENTHESE CH CANNES,3400930077777,Morphine Sulfate 10mg,1132,18,STOCK_CONFORME
MED-00753,20004693,EHPAD CH CHÂTEAU-THIERRY,3400930088888,Propofol Émulsion IV,4942,40,STOCK_CONFORME
