id_planning,id_finess_etablissement,nom_etablissement,categorie_personnel,effectif_present,effectif_requis_h24,taux_absenteisme_pct,nombre_heures_supplementaires_semaine,statut_garde
PLN-00461,10006526,AURAL UNITE DIALYSE CH HAUT BUGEY,Médecins Urgentistes,43,43,0.0,14.1,GARDE_CONFORME
PLN-00462,20000915,SSR JACQUES FICHEUX SAINT-GOBAIN,Aides-Soignants,15,24,37.5,6.8,SOUS_EFFECTIF_SEVERE
PLN-00463,60788379,HJ CAGNES SUR MER CHS SAINTE MARIE,Infirmiers IDE,10,17,41.2,9.1,SOUS_EFFECTIF_SEVERE
PLN-00464,70000187,CH DE LAMASTRE,Anesthésistes Réanimateurs,8,8,0.0,22.2,GARDE_CONFORME
PLN-00465,70000484,CH ARDECHE MERIDIONALE -VALS LES BAINS,Aides-Soignants,24,30,20.0,20.0,GARDE_CONFORME
PLN-00466,60026150,IRM GIE GRAMO SITE CH ANTIBES,Médecins Urgentistes,26,38,31.6,20.8,SOUS_EFFECTIF_SEVERE
PLN-00467,10006526,AURAL UNITE DIALYSE CH HAUT BUGEY,Anesthésistes Réanimateurs,15,21,28.6,18.9,SOUS_EFFECTIF_SEVERE
PLN-00468,30784169,EHPAD CH COEUR DU BOURBONNAIS,Aides-Soignants,23,23,0.0,5.2,GARDE_CONFORME
PLN-00469,60792728,EHPAD DU CH SAINT MAUR,Infirmiers IDE,21,25,16.0,11.4,GARDE_CONFORME
PLN-00470,60021094,CLINIQUE VILLA ROMAINE,Médecins Urgentistes,39,43,9.3,8.8,GARDE_CONFORME
PLN-00471,70005202,IFSI-IFAS CH ARDÈCHE NORD,Médecins Urgentistes,19,23,17.4,14.3,GARDE_CONFORME
PLN-00472,50008697,HJ PSY IJ LA DOUCETTE GAP,Anesthésistes Réanimateurs,10,15,33.3,6.0,SOUS_EFFECTIF_SEVERE
PLN-00473,40003808,CENTRE DE FORMATION DU CH DE DIGNE,Anesthésistes Réanimateurs,21,27,22.2,14.0,SOUS_EFFECTIF_SEVERE
PLN-00474,50000090,POLYCLINIQUE DES ALPES DU SUD GAP,Anesthésistes Réanimateurs,24,37,35.1,14.7,SOUS_EFFECTIF_SEVERE
PLN-00475,70007398,EML SCM INVRV IRM CLINIQUE PASTEUR,Anesthésistes Réanimateurs,16,21,23.8,19.5,SOUS_EFFECTIF_SEVERE
PLN-00476,60780749,CLINIQUE SAINT LUC,Médecins Urgentistes,43,44,2.3,15.8,GARDE_CONFORME
PLN-00477,40005258,IRM GIE IRM 04 SITE CH MANOSQUE,Médecins Urgentistes,12,20,40.0,6.2,SOUS_EFFECTIF_SEVERE
PLN-00478,10011278,CHU TREMPLIN,Anesthésistes Réanimateurs,30,43,30.2,15.8,SOUS_EFFECTIF_SEVERE
PLN-00479,40006264,HJ CASA SITE MANOSQUE,Infirmiers IDE,28,33,15.2,4.9,GARDE_CONFORME
PLN-00480,30783583,ULSD CH JACQUES LACARIN VICHY,Infirmiers IDE,9,10,10.0,5.0,GARDE_CONFORME
PLN-00481,60024395,CHU DE NICE ANTENNE SMUR SITE CH,Infirmiers IDE,10,12,16.7,15.2,GARDE_CONFORME
PLN-00482,20004529,HJ EPSMD HIRSON,Infirmiers IDE,33,45,26.7,5.1,SOUS_EFFECTIF_SEVERE
PLN-00483,30785885,HOPITAL DE JOUR PSY INFANTJUV,Infirmiers IDE,33,34,2.9,21.4,GARDE_CONFORME
PLN-00484,20008793,HJ EPSMD TERGNIER,Médecins Urgentistes,15,22,31.8,21.1,SOUS_EFFECTIF_SEVERE
PLN-00485,20004388,CPEF CH SAINT-QUENTIN,Anesthésistes Réanimateurs,23,37,37.8,9.0,SOUS_EFFECTIF_SEVERE
PLN-00486,70000203,CH DE SAINT FELICIEN,Infirmiers IDE,17,19,10.5,11.4,GARDE_CONFORME
PLN-00487,50009117,SAAD DU CH D'AIGUILLES QUEYRAS,Médecins Urgentistes,41,44,6.8,5.3,GARDE_CONFORME
PLN-00488,10000107,CH DE PONT DE VAUX,Aides-Soignants,13,21,38.1,12.5,SOUS_EFFECTIF_SEVERE
PLN-00489,20000915,SSR JACQUES FICHEUX SAINT-GOBAIN,Anesthésistes Réanimateurs,25,32,21.9,20.2,SOUS_EFFECTIF_SEVERE
PLN-00490,20018339,CHU ARILE SOISSONS,Anesthésistes Réanimateurs,18,24,25.0,14.9,SOUS_EFFECTIF_SEVERE
PLN-00491,30000012,CH DE NERIS LES BAINS,Aides-Soignants,7,8,12.5,4.7,GARDE_CONFORME
PLN-00492,50006105,CH D'EMBRUN SLD,Médecins Urgentistes,30,38,21.1,19.6,SOUS_EFFECTIF_SEVERE
PLN-00493,30009005,CATTP DU CH DAINAY LE CHATEAU,Anesthésistes Réanimateurs,19,23,17.4,7.5,GARDE_CONFORME
PLN-00494,20005476,USLD CH LAON,Médecins Urgentistes,41,43,4.7,18.0,GARDE_CONFORME
PLN-00495,40005274,SCANNER GIE DIGNE IM SITE CH DIGNE,Anesthésistes Réanimateurs,22,33,33.3,20.1,SOUS_EFFECTIF_SEVERE
PLN-00496,40000135,CHI DES ALPES DU SUD SITE DE SISTERON,Infirmiers IDE,19,21,9.5,6.8,GARDE_CONFORME
PLN-00497,40006264,HJ CASA SITE MANOSQUE,Infirmiers IDE,22,37,40.5,6.5,SOUS_EFFECTIF_SEVERE
PLN-00498,20000030,EHPAD CH HIRSON,Infirmiers IDE,15,20,25.0,6.4,SOUS_EFFECTIF_SEVERE
PLN-00499,30009237,CMP ADULTES LURCY-LÉVIS,Infirmiers IDE,20,34,41.2,18.5,SOUS_EFFECTIF_SEVERE
PLN-00500,60007788,CENTRE DE FORMATION DU CH DE MENTON,Aides-Soignants,24,33,27.3,4.3,SOUS_EFFECTIF_SEVERE
PLN-00501,70001243,EML SCM SVRV SCAN CLINIQUE PASTEUR,Aides-Soignants,14,14,0.0,8.3,GARDE_CONFORME
PLN-00502,70000039,CH DE VALLON PONT D'ARC,Aides-Soignants,7,8,12.5,18.6,GARDE_CONFORME
PLN-00503,70004957,CSAPA CH ARDECHE MERIDIONALE,Infirmiers IDE,22,36,38.9,21.9,SOUS_EFFECTIF_SEVERE
PLN-00504,40005258,IRM GIE IRM 04 SITE CH MANOSQUE,Infirmiers IDE,41,43,4.7,19.7,GARDE_CONFORME
PLN-00505,10007300,CLINIQUE AMBULATOIRE CENDANEG,Aides-Soignants,22,22,0.0,14.7,GARDE_CONFORME
PLN-00506,40000036,EPS PIERRE GROUES DE BARCELONNETTE,Aides-Soignants,13,16,18.8,15.4,GARDE_CONFORME
PLN-00507,20004594,CENTRE DE FORMATION CH SOISSONS,Infirmiers IDE,32,42,23.8,8.1,SOUS_EFFECTIF_SEVERE
PLN-00508,60788791,CMP CATTP IJ LA PARENTHESE CH CANNES,Médecins Urgentistes,22,28,21.4,11.0,SOUS_EFFECTIF_SEVERE
PLN-00509,60001625,CENTRE JEAN CHANTON ROQUEBILLIERE,Aides-Soignants,7,11,36.4,14.1,SOUS_EFFECTIF_SEVERE
PLN-00510,20014635,CATTP CH SAINT-QUENTIN GUISE,Médecins Urgentistes,35,44,20.5,19.3,SOUS_EFFECTIF_SEVERE
PLN-00511,10007508,CHU BIBIANE BELL,Médecins Urgentistes,21,21,0.0,8.3,GARDE_CONFORME
PLN-00512,20012845,HJ EPSMD CROUY,Aides-Soignants,19,33,42.4,18.0,SOUS_EFFECTIF_SEVERE
PLN-00513,50003748,PSY IJ LE CORTO MALTESE GAP,Aides-Soignants,8,11,27.3,10.5,SOUS_EFFECTIF_SEVERE
PLN-00514,20014676,CMP CH SAINT-QUENTIN BOHAIN-EN-VER,Infirmiers IDE,18,27,33.3,13.2,SOUS_EFFECTIF_SEVERE
PLN-00515,60002102,CH LA PALMOSA DE MENTON,Anesthésistes Réanimateurs,14,17,17.6,18.9,GARDE_CONFORME
PLN-00516,50005701,SLD CH BUECH DURANCE LARAGNE,Aides-Soignants,38,43,11.6,7.0,GARDE_CONFORME
PLN-00517,50009182,CHI DES ALPES DU SUD,Infirmiers IDE,30,32,6.2,12.2,GARDE_CONFORME
PLN-00518,60788262,HJ CHU NICE,Médecins Urgentistes,23,28,17.9,6.7,GARDE_CONFORME
PLN-00519,20009882,SSIAD CH CHÂTEAU-THIERRY,Infirmiers IDE,26,43,39.5,22.2,SOUS_EFFECTIF_SEVERE
PLN-00520,30000061,CH DE MOULINS,Médecins Urgentistes,5,9,44.4,14.3,SOUS_EFFECTIF_SEVERE
PLN-00521,20012605,UNITE DE PROXIMITÉ CHARLES LASEGUE,Aides-Soignants,18,31,41.9,4.6,SOUS_EFFECTIF_SEVERE
PLN-00522,30785042,HOPITAL DE JOUR VICHY-OUEST,Anesthésistes Réanimateurs,26,34,23.5,16.5,SOUS_EFFECTIF_SEVERE
PLN-00523,60780541,CLINIQUE LA GRANGEA,Médecins Urgentistes,28,40,30.0,19.5,SOUS_EFFECTIF_SEVERE
PLN-00524,30785216,EHPAD CH NERIS LES BAINS,Médecins Urgentistes,18,24,25.0,20.9,SOUS_EFFECTIF_SEVERE
PLN-00525,40000044,EPS DUCELIA DE CASTELLANE,Infirmiers IDE,40,44,9.1,19.0,GARDE_CONFORME
PLN-00526,20000915,SSR JACQUES FICHEUX SAINT-GOBAIN,Aides-Soignants,17,27,37.0,6.0,SOUS_EFFECTIF_SEVERE
PLN-00527,20015053,CSAPA - CH DE CHAUNY,Aides-Soignants,27,34,20.6,6.5,SOUS_EFFECTIF_SEVERE
PLN-00528,70005046,HDJ ADULTE GUILHERAND,Infirmiers IDE,11,13,15.4,20.5,GARDE_CONFORME
PLN-00529,40788580,HJ PSY IJ CHATEAU ARNOUX,Anesthésistes Réanimateurs,22,30,26.7,10.0,SOUS_EFFECTIF_SEVERE
PLN-00530,20009486,CAMSP CH SAINT-QUENTIN,Aides-Soignants,22,37,40.5,21.1,SOUS_EFFECTIF_SEVERE
PLN-00531,20018248,CHU COALLIA ESSOMES SUR MARNE,Aides-Soignants,18,21,14.3,11.0,GARDE_CONFORME
PLN-00532,70000021,CH DE JOYEUSE,Aides-Soignants,17,22,22.7,13.3,SOUS_EFFECTIF_SEVERE
PLN-00533,30009237,CMP ADULTES LURCY-LÉVIS,Anesthésistes Réanimateurs,8,12,33.3,4.4,SOUS_EFFECTIF_SEVERE
PLN-00534,60023702,SLD CH ANTIBES JUAN LES PINS,Infirmiers IDE,31,32,3.1,18.7,GARDE_CONFORME
PLN-00535,20004727,USLD CH CHAUNY,Médecins Urgentistes,28,30,6.7,15.3,GARDE_CONFORME
PLN-00536,60789195,CHU DE NICE HOPITAL DE L'ARCHET,Infirmiers IDE,41,42,2.4,5.2,GARDE_CONFORME
PLN-00537,60024924,HJ MARIE BEATRICE CHS SAINTE MARIE,Anesthésistes Réanimateurs,9,10,10.0,18.9,GARDE_CONFORME
PLN-00538,20000519,CH SOISSONS,Anesthésistes Réanimateurs,7,10,30.0,12.8,SOUS_EFFECTIF_SEVERE
PLN-00539,60780459,CLINIQUE ORSAC MONTFLEURI,Infirmiers IDE,25,30,16.7,15.2,GARDE_CONFORME
PLN-00540,20007183,CENTRE BORROMEE EPSM AISNE,Anesthésistes Réanimateurs,28,32,12.5,6.7,GARDE_CONFORME
PLN-00541,10008852,CRF L'ORCET SITE DU CH DE FLEYRIAT,Médecins Urgentistes,23,23,0.0,22.5,GARDE_CONFORME
PLN-00542,20014098,CENTRE PSYCHOTHÉRAPIQUE EPSMDA HIRSON,Infirmiers IDE,13,14,7.1,5.2,GARDE_CONFORME
PLN-00543,70000047,CH DE VILLENEUVE DE BERG,Anesthésistes Réanimateurs,28,43,34.9,14.5,SOUS_EFFECTIF_SEVERE
PLN-00544,20012605,UNITE DE PROXIMITÉ CHARLES LASEGUE,Infirmiers IDE,23,23,0.0,13.7,GARDE_CONFORME
PLN-00545,30009013,CMP ADULTES CÉRILLY,Anesthésistes Réanimateurs,13,19,31.6,19.9,SOUS_EFFECTIF_SEVERE
PLN-00546,60033172,CHU CCAS NICE EL NOUZAH,Aides-Soignants,33,38,13.2,21.8,GARDE_CONFORME
PLN-00547,20001061,CH CHÂTEAU-THIERRY,Infirmiers IDE,9,11,18.2,6.1,GARDE_CONFORME
PLN-00548,20012423,SSIAD CH GUISE,Médecins Urgentistes,16,19,15.8,6.5,GARDE_CONFORME
PLN-00549,20015749,FH APEI SOISSONS HÔPITAL,Aides-Soignants,17,18,5.6,9.7,GARDE_CONFORME
PLN-00550,20000360,CLINIQUE COURLANCY SOISSONS,Anesthésistes Réanimateurs,21,32,34.4,4.9,SOUS_EFFECTIF_SEVERE
PLN-00551,20018248,CHU COALLIA ESSOMES SUR MARNE,Anesthésistes Réanimateurs,39,40,2.5,18.0,GARDE_CONFORME
PLN-00552,20006664,CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN,Anesthésistes Réanimateurs,27,29,6.9,18.3,GARDE_CONFORME
PLN-00553,20014296,EHPAD CH SAINT-QUENTIN,Aides-Soignants,6,10,40.0,9.4,SOUS_EFFECTIF_SEVERE
PLN-00554,20004669,EHPAD CH SOISSONS,Médecins Urgentistes,18,23,21.7,6.6,SOUS_EFFECTIF_SEVERE
PLN-00555,60000411,CH DU PAYS DE LA ROUDOULE PUGET,Médecins Urgentistes,9,15,40.0,15.1,SOUS_EFFECTIF_SEVERE
PLN-00556,10786085,EHPAD CH PONT DE VAUX,Infirmiers IDE,28,38,26.3,20.5,SOUS_EFFECTIF_SEVERE
PLN-00557,10002129,CLINIQUE LES ARBELLES,Anesthésistes Réanimateurs,14,19,26.3,17.2,SOUS_EFFECTIF_SEVERE
PLN-00558,20019311,CH SOISSONS,Anesthésistes Réanimateurs,25,30,16.7,16.1,GARDE_CONFORME
PLN-00559,20018339,CHU ARILE SOISSONS,Aides-Soignants,33,39,15.4,19.2,GARDE_CONFORME
PLN-00560,30785869,ESPACE CANGUILHEM,Infirmiers IDE,7,8,12.5,6.6,GARDE_CONFORME
PLN-00561,10000198,CH PUBLIC HAUTEVILLE - UNITE INTERDEPT,Anesthésistes Réanimateurs,6,9,33.3,20.3,SOUS_EFFECTIF_SEVERE
PLN-00562,50008705,HJ PSY GEN HELENE CHAIGNEAU GAP,Aides-Soignants,17,24,29.2,22.1,SOUS_EFFECTIF_SEVERE
PLN-00563,10007458,CHU ALFA 3A,Aides-Soignants,25,33,24.2,7.9,SOUS_EFFECTIF_SEVERE
PLN-00564,60780723,CLINIQUE DU PARC IMPERIAL,Médecins Urgentistes,34,37,8.1,14.3,GARDE_CONFORME
PLN-00565,20002051,FOYER THÉRAPEUTIQUE EPSM AISNE,Aides-Soignants,31,31,0.0,17.0,GARDE_CONFORME
PLN-00566,30784136,EHPAD DU CH DE BOURBON L'ARCHAMBAULT,Aides-Soignants,22,35,37.1,19.8,SOUS_EFFECTIF_SEVERE
PLN-00567,40000119,EPS LUMIERE DE RIEZ,Médecins Urgentistes,14,17,17.6,15.4,GARDE_CONFORME
PLN-00568,20009809,RADIO CH SOISSONS / INSTITUT GODINOT,Aides-Soignants,5,8,37.5,7.2,SOUS_EFFECTIF_SEVERE
PLN-00569,60780145,CLINIQUE SAINT DOMINIQUE,Infirmiers IDE,13,19,31.6,6.2,SOUS_EFFECTIF_SEVERE
PLN-00570,40005274,SCANNER GIE DIGNE IM SITE CH DIGNE,Médecins Urgentistes,12,15,20.0,17.4,GARDE_CONFORME
PLN-00571,60785003,CHU DE NICE HOPITAL PASTEUR,Médecins Urgentistes,7,12,41.7,13.6,SOUS_EFFECTIF_SEVERE
PLN-00572,10000198,CH PUBLIC HAUTEVILLE - UNITE INTERDEPT,Anesthésistes Réanimateurs,31,34,8.8,16.9,GARDE_CONFORME
PLN-00573,70000203,CH DE SAINT FELICIEN,Infirmiers IDE,12,12,0.0,15.9,GARDE_CONFORME
PLN-00574,20004586,EHPAD CH SAINT-QUENTIN HUGO,Infirmiers IDE,24,28,14.3,12.9,GARDE_CONFORME
PLN-00575,10008852,CRF L'ORCET SITE DU CH DE FLEYRIAT,Médecins Urgentistes,7,11,36.4,17.9,SOUS_EFFECTIF_SEVERE
PLN-00576,70000609,CH ARDECHE MERIDIONALE - AUBENAS,Médecins Urgentistes,15,20,25.0,8.7,SOUS_EFFECTIF_SEVERE
PLN-00577,20018248,CHU COALLIA ESSOMES SUR MARNE,Médecins Urgentistes,37,44,15.9,8.7,GARDE_CONFORME
PLN-00578,70000021,CH DE JOYEUSE,Anesthésistes Réanimateurs,34,36,5.6,16.7,GARDE_CONFORME
PLN-00579,20000246,CH VERVINS,Anesthésistes Réanimateurs,9,15,40.0,6.5,SOUS_EFFECTIF_SEVERE
PLN-00580,60000411,CH DU PAYS DE LA ROUDOULE PUGET,Anesthésistes Réanimateurs,7,8,12.5,6.9,GARDE_CONFORME
PLN-00581,10011120,EML SCAN/IRM DRS CLINIQUE CONVERT,Médecins Urgentistes,19,22,13.6,12.5,GARDE_CONFORME
PLN-00582,20004727,USLD CH CHAUNY,Anesthésistes Réanimateurs,16,27,40.7,8.4,SOUS_EFFECTIF_SEVERE
PLN-00583,40005035,HJ CASA CH DIGNE,Médecins Urgentistes,18,26,30.8,19.7,SOUS_EFFECTIF_SEVERE
PLN-00584,60002102,CH LA PALMOSA DE MENTON,Infirmiers IDE,10,18,44.4,19.4,SOUS_EFFECTIF_SEVERE
PLN-00585,60002102,CH LA PALMOSA DE MENTON,Anesthésistes Réanimateurs,9,15,40.0,11.0,SOUS_EFFECTIF_SEVERE
PLN-00586,30009856,CEGIDD - CH DE MOULINS YZEURE,Médecins Urgentistes,27,30,10.0,22.0,GARDE_CONFORME
PLN-00587,60792934,IFSI/ IFAS CH SAINTE MARIE,Anesthésistes Réanimateurs,8,8,0.0,7.2,GARDE_CONFORME
PLN-00588,60793775,CHU DE NICE SLD DE L'HOPITAL DE CIMIEZ,Anesthésistes Réanimateurs,13,19,31.6,21.2,SOUS_EFFECTIF_SEVERE
PLN-00589,60003779,SSIAD CH DU PAYS DE LA ROUDOULE,Infirmiers IDE,35,38,7.9,6.9,GARDE_CONFORME
PLN-00590,60780350,CLINIQUE LES HELLENIDES,Anesthésistes Réanimateurs,34,38,10.5,4.6,GARDE_CONFORME
PLN-00591,20002051,FOYER THÉRAPEUTIQUE EPSM AISNE,Médecins Urgentistes,18,31,41.9,10.8,SOUS_EFFECTIF_SEVERE
PLN-00592,20004388,CPEF CH SAINT-QUENTIN,Aides-Soignants,19,19,0.0,17.0,GARDE_CONFORME
PLN-00593,30783989,CTRE DE PEDOPSYCHIATRIE JEAN BILLAUD,Anesthésistes Réanimateurs,13,13,0.0,17.4,GARDE_CONFORME
PLN-00594,70000047,CH DE VILLENEUVE DE BERG,Aides-Soignants,9,11,18.2,5.4,GARDE_CONFORME
PLN-00595,60787579,IFSI - IFAS CH CANNES,Anesthésistes Réanimateurs,27,30,10.0,13.9,GARDE_CONFORME
PLN-00596,60780558,CLINIQUE FSEF VENCE,Médecins Urgentistes,15,23,34.8,16.9,SOUS_EFFECTIF_SEVERE
PLN-00597,60789245,CHU DE NICE HOP ANNEXE DE CANTARON,Aides-Soignants,17,23,26.1,13.3,SOUS_EFFECTIF_SEVERE
PLN-00598,20004529,HJ EPSMD HIRSON,Aides-Soignants,15,23,34.8,14.3,SOUS_EFFECTIF_SEVERE
PLN-00599,60023231,GCS CHU NICE CTRE LACASSAGNE ET SIEGE,Infirmiers IDE,25,41,39.0,7.8,SOUS_EFFECTIF_SEVERE
PLN-00600,50008697,HJ PSY IJ LA DOUCETTE GAP,Médecins Urgentistes,22,27,18.5,14.2,GARDE_CONFORME
PLN-00601,10000198,CH PUBLIC HAUTEVILLE - UNITE INTERDEPT,Médecins Urgentistes,14,14,0.0,10.0,GARDE_CONFORME
PLN-00602,70004957,CSAPA CH ARDECHE MERIDIONALE,Anesthésistes Réanimateurs,28,32,12.5,19.7,GARDE_CONFORME
PLN-00603,20003877,SSR CH LAON,Médecins Urgentistes,43,43,0.0,11.8,GARDE_CONFORME
PLN-00604,20004727,USLD CH CHAUNY,Infirmiers IDE,32,32,0.0,6.9,GARDE_CONFORME
PLN-00605,30000160,CHS D'AINAY LE CHATEAU,Infirmiers IDE,12,20,40.0,12.2,SOUS_EFFECTIF_SEVERE
PLN-00606,40005035,HJ CASA CH DIGNE,Aides-Soignants,31,38,18.4,16.7,GARDE_CONFORME
PLN-00607,60787777,CMP CATTP IJ LES VIOLETTES CH CANNES,Infirmiers IDE,27,39,30.8,4.8,SOUS_EFFECTIF_SEVERE
PLN-00608,30780548,POLYCLINIQUE LA PERGOLA,Médecins Urgentistes,22,29,24.1,4.9,SOUS_EFFECTIF_SEVERE
PLN-00609,10002129,CLINIQUE LES ARBELLES,Anesthésistes Réanimateurs,10,13,23.1,13.7,SOUS_EFFECTIF_SEVERE
PLN-00610,30782916,IFSI IFAS MARCEL HAY CH MONTLUCON,Anesthésistes Réanimateurs,24,24,0.0,4.3,GARDE_CONFORME
PLN-00611,20009577,SSIAD CH LE NOUVION-EN-THIÉRACHE,Aides-Soignants,12,19,36.8,19.1,SOUS_EFFECTIF_SEVERE
PLN-00612,30009005,CATTP DU CH DAINAY LE CHATEAU,Anesthésistes Réanimateurs,13,14,7.1,16.1,GARDE_CONFORME
PLN-00613,70001243,EML SCM SVRV SCAN CLINIQUE PASTEUR,Infirmiers IDE,15,16,6.2,8.6,GARDE_CONFORME
PLN-00614,60780947,HOP PEDIATRIQUES DE NICE CHU LENVAL,Aides-Soignants,18,21,14.3,7.3,GARDE_CONFORME
PLN-00615,40000135,CHI DES ALPES DU SUD SITE DE SISTERON,Anesthésistes Réanimateurs,8,10,20.0,17.8,GARDE_CONFORME
PLN-00616,20000105,CH LE NOUVION-EN-THIÉRACHE,Aides-Soignants,18,31,41.9,20.0,SOUS_EFFECTIF_SEVERE
PLN-00617,10000107,CH DE PONT DE VAUX,Médecins Urgentistes,20,27,25.9,21.4,SOUS_EFFECTIF_SEVERE
PLN-00618,60019288,GCS HOP PEDIA NICE CHU LENVAL ET SIEGE,Médecins Urgentistes,36,42,14.3,8.0,GARDE_CONFORME
PLN-00619,50005263,HJ PSY IJ PRAMBULLE BRIANCON,Médecins Urgentistes,20,30,33.3,8.7,SOUS_EFFECTIF_SEVERE
PLN-00620,60788320,CMP ADULTE SECT2 DEL PONTE CH CANNES,Anesthésistes Réanimateurs,16,16,0.0,9.6,GARDE_CONFORME
PLN-00621,20006151,HJ EPSMD LA FÈRE,Médecins Urgentistes,28,33,15.2,7.9,GARDE_CONFORME
PLN-00622,70000021,CH DE JOYEUSE,Infirmiers IDE,33,34,2.9,10.7,GARDE_CONFORME
PLN-00623,60788262,HJ CHU NICE,Anesthésistes Réanimateurs,25,43,41.9,13.9,SOUS_EFFECTIF_SEVERE
PLN-00624,70000112,CH LEOPOLD OLLIER,Anesthésistes Réanimateurs,35,39,10.3,7.2,GARDE_CONFORME
PLN-00625,60788957,CHU DE NICE HOPITAL DE CIMIEZ,Anesthésistes Réanimateurs,13,13,0.0,22.1,GARDE_CONFORME
PLN-00626,30784169,EHPAD CH COEUR DU BOURBONNAIS,Infirmiers IDE,37,41,9.8,22.1,GARDE_CONFORME
PLN-00627,60789245,CHU DE NICE HOP ANNEXE DE CANTARON,Infirmiers IDE,16,20,20.0,12.0,GARDE_CONFORME
PLN-00628,60780715,CLINIQUE SAINT GEORGE,Anesthésistes Réanimateurs,38,43,11.6,7.6,GARDE_CONFORME
PLN-00629,40006264,HJ CASA SITE MANOSQUE,Infirmiers IDE,17,18,5.6,14.8,GARDE_CONFORME
PLN-00630,20014098,CENTRE PSYCHOTHÉRAPIQUE EPSMDA HIRSON,Médecins Urgentistes,22,28,21.4,22.4,SOUS_EFFECTIF_SEVERE
PLN-00631,20009882,SSIAD CH CHÂTEAU-THIERRY,Infirmiers IDE,17,28,39.3,12.9,SOUS_EFFECTIF_SEVERE
PLN-00632,60787777,CMP CATTP IJ LES VIOLETTES CH CANNES,Aides-Soignants,12,20,40.0,16.8,SOUS_EFFECTIF_SEVERE
PLN-00633,10011120,EML SCAN/IRM DRS CLINIQUE CONVERT,Aides-Soignants,13,23,43.5,18.0,SOUS_EFFECTIF_SEVERE
PLN-00634,60793981,CH PLANIFICATION GYN OBS DE GRASSE,Anesthésistes Réanimateurs,37,39,5.1,13.6,GARDE_CONFORME
PLN-00635,20000543,ETS PUB SANTÉ MENTALE DE L'AISNE,Médecins Urgentistes,14,15,6.7,17.5,GARDE_CONFORME
PLN-00636,60024908,HJ ADULTE SECT3 EXTIME CH CANNES,Médecins Urgentistes,15,21,28.6,12.2,SOUS_EFFECTIF_SEVERE
PLN-00637,20006151,HJ EPSMD LA FÈRE,Aides-Soignants,24,28,14.3,21.6,GARDE_CONFORME
PLN-00638,50000132,CH BUECH DURANCE LARAGNE,Infirmiers IDE,38,45,15.6,12.7,GARDE_CONFORME
PLN-00639,50000330,PSY GEN LE CHABRE LARAGNE,Infirmiers IDE,19,23,17.4,15.0,GARDE_CONFORME
PLN-00640,50000256,CENTRE HOSPITALIER D'EMBRUN,Médecins Urgentistes,21,29,27.6,16.8,SOUS_EFFECTIF_SEVERE
PLN-00641,50005701,SLD CH BUECH DURANCE LARAGNE,Anesthésistes Réanimateurs,23,37,37.8,20.1,SOUS_EFFECTIF_SEVERE
PLN-00642,10000081,CH DU PAYS DE GEX,Anesthésistes Réanimateurs,25,29,13.8,5.5,GARDE_CONFORME
PLN-00643,50008630,HJ L'ESCALE BRIANCON,Médecins Urgentistes,21,22,4.5,16.6,GARDE_CONFORME
PLN-00644,70000047,CH DE VILLENEUVE DE BERG,Médecins Urgentistes,22,28,21.4,6.0,SOUS_EFFECTIF_SEVERE
PLN-00645,10007300,CLINIQUE AMBULATOIRE CENDANEG,Aides-Soignants,40,45,11.1,6.9,GARDE_CONFORME
PLN-00646,30000087,CH JACQUES LACARIN VICHY,Médecins Urgentistes,26,35,25.7,15.0,SOUS_EFFECTIF_SEVERE
PLN-00647,10013134,CEGIDD - CH BOURG-EN-BRESSE FLEYRIAT,Anesthésistes Réanimateurs,22,26,15.4,6.0,GARDE_CONFORME
PLN-00648,20009213,SSIAD CH LA FÈRE,Aides-Soignants,26,30,13.3,21.2,GARDE_CONFORME
PLN-00649,20014643,CMP CH SAINT-QUENTIN,Anesthésistes Réanimateurs,34,39,12.8,20.9,GARDE_CONFORME
PLN-00650,50006105,CH D'EMBRUN SLD,Aides-Soignants,11,12,8.3,12.4,GARDE_CONFORME
PLN-00651,20012605,UNITE DE PROXIMITÉ CHARLES LASEGUE,Médecins Urgentistes,10,11,9.1,18.7,GARDE_CONFORME
PLN-00652,20018339,CHU ARILE SOISSONS,Aides-Soignants,19,28,32.1,12.5,SOUS_EFFECTIF_SEVERE
PLN-00653,50003748,PSY IJ LE CORTO MALTESE GAP,Médecins Urgentistes,19,28,32.1,17.8,SOUS_EFFECTIF_SEVERE
PLN-00654,10000180,CH PUBLIC HAUTEVILLE - UNITE ESPERANCE,Infirmiers IDE,12,12,0.0,10.7,GARDE_CONFORME
PLN-00655,20014999,CAMSP CH LAON HIRSON,Médecins Urgentistes,5,8,37.5,7.1,SOUS_EFFECTIF_SEVERE
PLN-00656,20018339,CHU ARILE SOISSONS,Aides-Soignants,30,41,26.8,16.2,SOUS_EFFECTIF_SEVERE
PLN-00657,60031382,EMSP CHU DE NICE,Aides-Soignants,4,8,50.0,14.3,SOUS_EFFECTIF_SEVERE
PLN-00658,60780145,CLINIQUE SAINT DOMINIQUE,Médecins Urgentistes,23,39,41.0,5.3,SOUS_EFFECTIF_SEVERE
PLN-00659,50005271,HJ PSY IJ LES ISLES LARAGNE,Médecins Urgentistes,6,9,33.3,22.2,SOUS_EFFECTIF_SEVERE
