annee,code_groupe_biologie,libelle_groupe_biologie,code_region_beneficiaire,nom_region,nombre_beneficiaires_consommateurs,nombre_actes_biologie_realises,montant_base_remboursement_eur,montant_rembourse_assurance_maladie_eur
2024,20,RUBEOLE,32,Hauts-de-France,79745,112239,1016133.6,644369.37
2024,20,RUBEOLE,28,Normandie,39770,53382,493704.47,315963.92
2024,20,RUBEOLE,27,Bourgogne-Franche-Comté,28941,37473,338738.22,212499.95
2024,20,RUBEOLE,24,Centre-Val de Loire,30402,40126,357181.89,227679.31
2024,20,RUBEOLE,11,Île-de-France,221676,285010,2541033.21,1553310.15
2024,20,RUBEOLE,5,Île-de-France,36813,48817,543014.24,352704.27
2024,21,INFECTIONS A CMV,99,Île-de-France,1427,1629,47964.88,36637.3
2024,21,INFECTIONS A CMV,93,Provence-Alpes-Côte d'Azur,103778,121921,2512243.24,1675596.79
2024,21,INFECTIONS A CMV,84,Auvergne-Rhône-Alpes,101265,117510,2422835.52,1600305.33
2024,21,INFECTIONS A CMV,76,Occitanie,90426,106947,2205446.68,1478793.74
2024,21,INFECTIONS A CMV,75,Nouvelle-Aquitaine,79778,94761,1961178.88,1311145.72
2024,21,INFECTIONS A CMV,53,Bretagne,40268,50125,1031140.79,684102.72
2024,21,INFECTIONS A CMV,52,Pays de la Loire,57087,73712,1504214.75,969005.01
2024,21,INFECTIONS A CMV,44,Grand Est,81065,104126,2101358.04,1401615.78
2024,21,INFECTIONS A CMV,32,Hauts-de-France,67817,78542,1601051.65,1049688.29
2024,21,INFECTIONS A CMV,28,Normandie,29886,34314,705424.72,469251.17
2024,21,INFECTIONS A CMV,27,Bourgogne-Franche-Comté,35933,45518,911925.21,587997.15
2024,21,INFECTIONS A CMV,24,Centre-Val de Loire,28687,35691,735781.45,494853.27
2024,21,INFECTIONS A CMV,11,Île-de-France,201768,257528,5302515.87,3430366.81
2024,21,INFECTIONS A CMV,5,Île-de-France,24915,30072,770266.9,527397.08
2024,22,INFECTIONS A EBV,99,Île-de-France,1102,1157,32684.14,21810.59
2024,22,INFECTIONS A EBV,93,Provence-Alpes-Côte d'Azur,86096,92065,2816092.11,1812982.85
2024,22,INFECTIONS A EBV,84,Auvergne-Rhône-Alpes,92247,97644,2992128.32,1889979.74
2024,22,INFECTIONS A EBV,76,Occitanie,72725,77604,2380349.27,1529003.36
2024,22,INFECTIONS A EBV,75,Nouvelle-Aquitaine,68355,73307,2231789.97,1422035.93
2024,22,INFECTIONS A EBV,53,Bretagne,34256,36352,1108398.96,702286.24
2024,22,INFECTIONS A EBV,52,Pays de la Loire,39871,42275,1301658.53,820818.02
2024,22,INFECTIONS A EBV,44,Grand Est,63131,67019,2060507.58,1325680.18
2024,22,INFECTIONS A EBV,32,Hauts-de-France,61167,65287,1990849.28,1264008.75
2024,22,INFECTIONS A EBV,28,Normandie,30260,32058,954090.61,607010.73
2024,22,INFECTIONS A EBV,27,Bourgogne-Franche-Comté,27581,29173,890463.18,562354.78
2024,22,INFECTIONS A EBV,24,Centre-Val de Loire,21906,23228,711932.94,460125.64
2024,22,INFECTIONS A EBV,11,Île-de-France,114486,121311,3696825.48,2325415.72
2024,22,INFECTIONS A EBV,5,Île-de-France,13205,13975,505048.35,327870.91
2024,23,TOXOPLASMOSE,99,Île-de-France,2509,4370,76457.87,57241.08
2024,23,TOXOPLASMOSE,93,Provence-Alpes-Côte d'Azur,122674,337416,3364835.78,2458949.18
2024,23,TOXOPLASMOSE,84,Auvergne-Rhône-Alpes,157441,485047,4808792.85,3586321.92
2024,23,TOXOPLASMOSE,76,Occitanie,116031,335082,3315498.29,2456473.36
2024,23,TOXOPLASMOSE,75,Nouvelle-Aquitaine,108862,309377,3066740.05,2299436.46
2024,23,TOXOPLASMOSE,53,Bretagne,60756,194340,1917495.22,1438385.97
2024,23,TOXOPLASMOSE,52,Pays de la Loire,75777,235514,2319990.79,1712274.65
2024,23,TOXOPLASMOSE,44,Grand Est,100370,302209,3059265.44,2349980.7
2024,23,TOXOPLASMOSE,32,Hauts-de-France,120655,349253,3609875.87,2657310.42
2024,23,TOXOPLASMOSE,28,Normandie,59347,182962,1914056.15,1457883.85
2024,23,TOXOPLASMOSE,27,Bourgogne-Franche-Comté,45153,133916,1339871.52,1008678.16
2024,23,TOXOPLASMOSE,24,Centre-Val de Loire,46077,145082,1452756.66,1107241.72
2024,23,TOXOPLASMOSE,11,Île-de-France,301548,831415,8237159.13,5805750.64
2024,23,TOXOPLASMOSE,5,Île-de-France,50821,134105,1606714.26,1173319.2
2024,24,SYPHILIS,99,Île-de-France,4663,5305,33972.13,22023.34
2024,24,SYPHILIS,84,Auvergne-Rhône-Alpes,364957,435065,2188689.13,1381755.3
2024,24,SYPHILIS,76,Occitanie,320946,384166,1933856.85,1228266.11
2024,24,SYPHILIS,75,Nouvelle-Aquitaine,282911,339740,1710139.67,1093550.9
2024,24,SYPHILIS,93,Provence-Alpes-Côte d'Azur,298793,352867,1774856.19,1127954.38
2024,24,SYPHILIS,53,Bretagne,148584,174330,877362.97,551999.42
2024,24,SYPHILIS,52,Pays de la Loire,170426,201119,1012499.05,637423.26
2024,24,SYPHILIS,44,Grand Est,234975,278868,1401851.94,901252.1
2024,24,SYPHILIS,32,Hauts-de-France,229608,270227,1361291.58,859606.98
2024,24,SYPHILIS,28,Normandie,130911,153346,771843.73,491348.8
2024,24,SYPHILIS,27,Bourgogne-Franche-Comté,98955,122027,613050.05,386932.75
2024,24,SYPHILIS,24,Centre-Val de Loire,98586,115902,585263.42,375005.58
2024,24,SYPHILIS,11,Île-de-France,799712,1054496,5308514.09,3327830.44
2024,24,SYPHILIS,5,Île-de-France,230476,290590,1749361.71,1129471.96
2024,25,INFECTIONS A MYCOBACTERIES,99,Île-de-France,1161,2627,78877.0,56776.76
2024,25,INFECTIONS A MYCOBACTERIES,93,Provence-Alpes-Côte d'Azur,14597,25428,882829.13,702236.28
2024,25,INFECTIONS A MYCOBACTERIES,84,Auvergne-Rhône-Alpes,14343,27991,965415.72,744747.19
2024,25,INFECTIONS A MYCOBACTERIES,76,Occitanie,16875,35316,1238618.73,1062350.02
2024,25,INFECTIONS A MYCOBACTERIES,75,Nouvelle-Aquitaine,12073,23647,816093.15,662613.06
2024,25,INFECTIONS A MYCOBACTERIES,53,Bretagne,6351,12162,426084.46,345479.68
2024,25,INFECTIONS A MYCOBACTERIES,52,Pays de la Loire,8880,18498,579825.01,441309.41
2024,25,INFECTIONS A MYCOBACTERIES,44,Grand Est,11910,21913,734074.49,575811.86
2024,25,INFECTIONS A MYCOBACTERIES,32,Hauts-de-France,10860,18019,606673.84,467015.45
2024,25,INFECTIONS A MYCOBACTERIES,28,Normandie,5654,10005,344433.51,258490.96
2024,25,INFECTIONS A MYCOBACTERIES,27,Bourgogne-Franche-Comté,5083,8912,309803.86,230410.69
2024,25,INFECTIONS A MYCOBACTERIES,24,Centre-Val de Loire,5723,9589,321586.76,256587.19
2024,25,INFECTIONS A MYCOBACTERIES,11,Île-de-France,23148,54356,1809969.64,1366454.86
2024,25,INFECTIONS A MYCOBACTERIES,5,Île-de-France,2638,6830,245490.3,183333.12
2024,26,INFECTIONS A CHLAMYDIA,99,Île-de-France,4171,4869,107656.49,69508.02
2024,26,INFECTIONS A CHLAMYDIA,84,Auvergne-Rhône-Alpes,359681,471991,10015322.59,6367608.76
2024,26,INFECTIONS A CHLAMYDIA,76,Occitanie,318055,420353,8970920.38,5747187.25
2024,26,INFECTIONS A CHLAMYDIA,75,Nouvelle-Aquitaine,259796,340457,7166866.32,4542151.42
2024,26,INFECTIONS A CHLAMYDIA,93,Provence-Alpes-Côte d'Azur,286247,384972,7844886.34,4982567.59
2024,26,INFECTIONS A CHLAMYDIA,53,Bretagne,141737,179517,3851834.3,2415223.67
2024,26,INFECTIONS A CHLAMYDIA,52,Pays de la Loire,162656,210949,4543668.51,2881257.25
2024,26,INFECTIONS A CHLAMYDIA,44,Grand Est,242261,320567,6635414.64,4271314.14
2024,26,INFECTIONS A CHLAMYDIA,32,Hauts-de-France,185619,236607,5012209.45,3159704.9
2024,26,INFECTIONS A CHLAMYDIA,28,Normandie,115259,149179,3158120.58,1995436.01
2024,26,INFECTIONS A CHLAMYDIA,27,Bourgogne-Franche-Comté,91168,117619,2415251.56,1530186.4
2024,26,INFECTIONS A CHLAMYDIA,24,Centre-Val de Loire,88173,113728,2436043.68,1571248.41
2024,26,INFECTIONS A CHLAMYDIA,11,Île-de-France,726728,1040482,23170032.9,14713471.09
2024,26,INFECTIONS A CHLAMYDIA,5,Île-de-France,196997,278043,6873499.57,4335862.9
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,99,Île-de-France,636,762,87625.29,83587.14
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,93,Provence-Alpes-Côte d'Azur,43413,56583,4512121.15,4412480.48
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,84,Auvergne-Rhône-Alpes,65762,87364,6694583.82,6587436.99
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,76,Occitanie,44333,58532,4606831.98,4552938.27
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,75,Nouvelle-Aquitaine,40839,53843,4044760.55,4006311.29
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,53,Bretagne,24542,32147,2352465.54,2332108.59
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,52,Pays de la Loire,28551,37654,3014284.29,2989329.54
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,44,Grand Est,36737,47110,3352104.27,3303161.99
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,32,Hauts-de-France,46796,60826,4501995.38,4456647.52
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,28,Normandie,24607,32130,2346989.69,2323706.81
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,27,Bourgogne-Franche-Comté,16119,20838,1553253.77,1534113.17
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,24,Centre-Val de Loire,18328,23769,1825659.72,1802446.62
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,11,Île-de-France,121904,160964,13451125.43,12980843.12
2024,27,DPN (marqueur risque T21) + CARYOTYPE FOETAL,5,Île-de-France,21988,26431,2289451.17,2191024.12
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,99,Île-de-France,384,489,97277.1,84172.09
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,84,Auvergne-Rhône-Alpes,7848,17621,4459857.2,4336677.69
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,76,Occitanie,3951,8407,2337697.15,2232604.98
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,75,Nouvelle-Aquitaine,3977,9650,2420118.3,2378336.43
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,53,Bretagne,2340,4954,1195133.1,1171395.38
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,52,Pays de la Loire,2380,5154,1205687.9,1158146.02
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,44,Grand Est,3606,7483,1624818.75,1484792.22
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,32,Hauts-de-France,4203,9710,2169740.4,2071648.32
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,93,Provence-Alpes-Côte d'Azur,5051,11173,2839248.1,2776709.69
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,28,Normandie,1577,3635,947116.8,934775.36
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,27,Bourgogne-Franche-Comté,992,2098,539182.2,517288.42
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,24,Centre-Val de Loire,1144,2320,714401.8,707069.1
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,11,Île-de-France,15897,35459,8925255.6,8577824.71
2024,28,AMP BIOLOGIE INTERVENTIONNELLE,5,Île-de-France,1485,3365,1130028.95,1118092.07
2024,29,DISPOSITIONS GENERALES,99,Île-de-France,53981,254654,696229.3,544858.53
2024,29,DISPOSITIONS GENERALES,93,Provence-Alpes-Côte d'Azur,3410148,25339967,66133510.23,52726111.95
2024,29,DISPOSITIONS GENERALES,84,Auvergne-Rhône-Alpes,4500685,32288520,83907700.36,65938112.47
2024,29,DISPOSITIONS GENERALES,76,Occitanie,3613818,26935378,70429927.93,56292722.57
2024,29,DISPOSITIONS GENERALES,75,Nouvelle-Aquitaine,3625803,25545259,66492637.05,52770602.25
2024,29,DISPOSITIONS GENERALES,53,Bretagne,1946296,13466694,34867776.3,27307190.38
2024,29,DISPOSITIONS GENERALES,52,Pays de la Loire,2142914,14880652,38599906.94,30188801.61
2024,29,DISPOSITIONS GENERALES,44,Grand Est,3301503,24339906,63577066.27,49637142.86
2024,29,DISPOSITIONS GENERALES,32,Hauts-de-France,3353725,24501011,63736331.67,49837750.34
2024,29,DISPOSITIONS GENERALES,28,Normandie,1875839,13206973,34273772.08,27069742.05
2024,29,DISPOSITIONS GENERALES,27,Bourgogne-Franche-Comté,1562298,11250967,29138597.16,22996324.44
2024,29,DISPOSITIONS GENERALES,24,Centre-Val de Loire,1428525,10196351,26466171.72,21007885.85
2024,29,DISPOSITIONS GENERALES,11,Île-de-France,6441785,41547958,108873392.6,84284554.71
2024,29,DISPOSITIONS GENERALES,5,Île-de-France,1093023,7511613,23263658.24,18453177.01
2024,90,AUTRES (tous les autres codes),99,Île-de-France,48726,92411,3969155.35,3491697.53
2024,90,AUTRES (tous les autres codes),93,Provence-Alpes-Côte d'Azur,939201,2784821,46991653.33,34031637.69
2024,90,AUTRES (tous les autres codes),84,Auvergne-Rhône-Alpes,1012766,2691574,45356444.15,32728871.67
2024,90,AUTRES (tous les autres codes),76,Occitanie,828869,2487877,39233574.73,28724406.67
2024,90,AUTRES (tous les autres codes),75,Nouvelle-Aquitaine,733465,2043626,33628360.01,24573275.82
2024,90,AUTRES (tous les autres codes),53,Bretagne,381062,971454,16543349.91,11950804.58
2024,90,AUTRES (tous les autres codes),52,Pays de la Loire,405176,1035708,17975944.29,13157632.51
2024,90,AUTRES (tous les autres codes),44,Grand Est,904604,2607710,43288040.78,31152980.93
2024,90,AUTRES (tous les autres codes),32,Hauts-de-France,684259,1788758,29602929.07,21279953.79
2024,90,AUTRES (tous les autres codes),28,Normandie,350624,897143,14889954.36,10785621.7
2024,90,AUTRES (tous les autres codes),27,Bourgogne-Franche-Comté,319116,894522,14320120.09,10385632.41
2024,90,AUTRES (tous les autres codes),24,Centre-Val de Loire,268521,678708,11473093.69,8331902.23
2024,90,AUTRES (tous les autres codes),11,Île-de-France,1639681,4394754,74541035.31,51680631.33
2024,90,AUTRES (tous les autres codes),5,Île-de-France,324458,895664,17774357.23,12106609.13
