id_finess_etablissement,nom_etablissement,categorie_etablissement,commune,code_postal,code_departement,nom_region,capacite_totale_lits,capacite_lits_reanimation,capacite_lits_urgences,latitude,longitude
10013159,CATTP CENTRE DE JOUR REHAB PSYCHOSOC,Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.),BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.195599,5.230338
10013167,CATTP LE PAR CHEMIN,Centre d'Accueil Thérapeutique à temps partiel (C.A.T.T.P.),BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.219035337,5.228581727
10013183,PENSION DE FAMILLE - ADOMA,Maisons Relais - Pensions de Famille,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,40,8,12,46.205283396,5.224702366
10013191,PENSION DE FAMILLE - TREMPLIN,Maisons Relais - Pensions de Famille,DIVONNE LES BAINS,1220,12 - Département 12,Île-de-France,40,8,12,46.349782,6.131358
10013217,ISIS LYON NORD MIRIBEL,Structure Dispensatrice à domicile d'Oxygène à usage médical,MIRIBEL,1700,17 - Département 17,Île-de-France,250,20,30,45.864168,4.910123
10013233,SDIS AIN (01),Service Départemental d'Incendie et de Secours (S.D.I.S),BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.218009,5.243155
10013258,CPTS DE LA PLAINE DE L'AIN,Communautés professionnelles territoriales de santé (CPTS),AMBERIEU EN BUGEY,1500,15 - Département 15,Île-de-France,250,20,30,45.978198,5.349416
10013274,MG PONT D'AIN,Structure Expérimentale en Santé,PONT D AIN,1160,11 - Département 11,Île-de-France,250,20,30,46.049236,5.334156
10013282,SAD MARGUERITE BOURG EN BRESSE,Service autonomie aide (SAA),BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,40,8,12,46.198323,5.229132
10013290,DAC DE L'AIN - SAINT-DENIS-LES-BOURG,Dispositif d'Appui à la Coordination (DAC),ST DENIS LES BOURG,1000,10 - Département 10,Île-de-France,250,20,30,46.208398,5.199884
10013308,SAD G2L VALSERHONE,Service autonomie aide (SAA),VALSERHONE,1200,12 - Département 12,Île-de-France,40,8,12,46.123824,5.807333
10013324,CENTRE DE SANTE TERRE VALSERHONE,Centre de Santé,VALSERHONE,1200,12 - Département 12,Île-de-France,250,20,30,46.115078,5.80379
10013340,SAJ TROUBLES DU SPECTRE DE L'AUTISME,Etab.Accueil Non Médicalisé pour personnes handicapées,MONTLUEL,1120,11 - Département 11,Île-de-France,40,8,12,45.845565,5.058145
10013365,CPTS BRESSE REVERMONT,Communautés professionnelles territoriales de santé (CPTS),ST ETIENNE DU BOIS,1370,13 - Département 13,Île-de-France,250,20,30,46.28974,5.295377
10013381,TISF ADMR AIN,Service d’aide et d’accompagnement à domicile aux familles (SAADF),VIRIAT,1440,14 - Département 14,Île-de-France,40,8,12,46.218329,5.209253
10013399,EMSP CROIX-ROUGE FRANCAISE AIN,Equipe Mobile Médico-sociale Précarité (EMMSP),BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,40,8,12,46.208113,5.224036
10013415,SISA DES COGNOTS,Structure Expérimentale en Santé,PLATEAU D HAUTEVILLE,1110,11 - Département 11,Île-de-France,250,20,30,45.982629,5.605004
10780013,EHPAD DE DIVONNE DU CH DU PAYS DE GEX,Etablissement d'hébergement pour personnes âgées dépendantes,DIVONNE LES BAINS,1220,12 - Département 12,Île-de-France,76,8,12,46.346204,6.141848
10780021,DITEP THERESE HEROLD,Institut Thérapeutique Éducatif et Pédagogique (I.T.E.P.),AMBRONAY,1500,15 - Département 15,Île-de-France,45,8,12,45.998733474,5.37047737
10780195,CLINIQUE CONVERT,Etablissement de Soins Pluridisciplinaire,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.211257,5.254203
10780203,HOPITAL PRIVE D'AMBERIEU,Etablissement de Soins Pluridisciplinaire,AMBERIEU EN BUGEY CEDEX,1506,15 - Département 15,Île-de-France,250,20,30,45.958393974,5.359568064
10780278,CENTRE DE REEDUCATION MANGINI,Etablissement de santé privé autorisé en SSR,PLATEAU D HAUTEVILLE,1110,11 - Département 11,Île-de-France,250,20,30,45.97254,5.614522
10780294,NEPHROCARE CH BELLEY,Centre de dialyse,BELLEY,1300,13 - Département 13,Île-de-France,250,20,30,45.748331,5.679892
10780476,CENTRE SSR READAPT ADOLESCENTS CHANAY,Etablissement de santé privé autorisé en SSR,CHANAY,1420,14 - Département 14,Île-de-France,250,20,30,46.009540335,5.788337346
10780492,CRF ROMANS-FERRARI,Etablissement de santé privé autorisé en SSR,MIRIBEL,1700,17 - Département 17,Île-de-France,40,8,12,45.822925,4.947119
10780500,FOYER LES PATIOS,Etab.Accueil Non Médicalisé pour personnes handicapées,VIRIEU LE GRAND,1510,15 - Département 15,Île-de-France,40,8,12,45.847162,5.654155
10780542,DIME DINAMO,Institut Médico-Educatif (I.M.E.),MONTREAL LA CLUSE,1460,14 - Département 14,Île-de-France,78,8,12,46.183917658,5.576940513
10780559,DITEP SEILLON,Institut Thérapeutique Éducatif et Pédagogique (I.T.E.P.),PERONNAS,1960,19 - Département 19,Île-de-France,40,8,12,46.182902181,5.225612611
10780567,IME LES SAPINS,Institut Médico-Educatif (I.M.E.),OYONNAX,1100,11 - Département 11,Île-de-France,90,8,12,46.246903,5.65235
10780575,INSTITUT DES JEUNES SOURDS,Institut pour Déficients Auditifs,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,80,8,12,46.200985,5.226104
10780583,IME LE PRELION,Institut Médico-Educatif (I.M.E.),PERONNAS,1960,19 - Département 19,Île-de-France,110,8,13,46.179172,5.234542
10780591,DITEP LES ALANIERS DE BROU,Institut Thérapeutique Éducatif et Pédagogique (I.T.E.P.),BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,107,8,12,46.197783,5.240796
10780609,DITEP PAUL MOURLON,Institut Thérapeutique Éducatif et Pédagogique (I.T.E.P.),CHATILLON LA PALUD,1320,13 - Département 13,Île-de-France,64,8,12,45.972647462,5.25450631
10780617,IME L'ARMAILLOU,Institut Médico-Educatif (I.M.E.),BELLEY CEDEX,1306,13 - Département 13,Île-de-France,68,8,12,45.755588281,5.681275378
10780625,DITEP DE SAINT JEAN LE VIEUX,Institut Thérapeutique Éducatif et Pédagogique (I.T.E.P.),ST JEAN LE VIEUX,1640,16 - Département 16,Île-de-France,40,8,12,46.028393889,5.405316334
10780633,IME GEORGES LOISEAU,Institut Médico-Educatif (I.M.E.),VILLEREVERSURE,1250,12 - Département 12,Île-de-France,92,8,12,46.184427,5.37981
10780641,DITEP LES MOINEAUX,Institut Thérapeutique Éducatif et Pédagogique (I.T.E.P.),CIVRIEUX,1390,13 - Département 13,Île-de-France,78,8,12,45.92047,4.881627
10780666,IME DINAMO PROFESSIONNEL,Institut Médico-Educatif (I.M.E.),PLATEAU D HAUTEVILLE,1110,11 - Département 11,Île-de-France,75,8,12,45.972593,5.592465
10780781,ESRP L'ADAPT AIN,Établissement et Service de Réadaptation Professionnelle,PEYRIEU,1300,13 - Département 13,Île-de-France,98,8,12,45.682281,5.670963
10780799,CTRE DE MPR CHATEAU D'ANGEVILLE,Etablissement de santé privé autorisé en SSR,PLATEAU D HAUTEVILLE,1110,11 - Département 11,Île-de-France,250,20,30,45.981039361,5.606113005
10780849,EHPAD LE CHATEAU DE GREX CORBONOD,Etablissement d'hébergement pour personnes âgées dépendantes,CORBONOD,1420,14 - Département 14,Île-de-France,84,8,12,45.970364367,5.817844111
10780864,MECS LES MARMOUSETS,Maison d'Enfants à Caractère Social,FERNEY VOLTAIRE,1210,12 - Département 12,Île-de-France,80,8,12,46.259373,6.106432
10780906,EHPAD RESIDENCE FONTELUNE AMBERIEU,Etablissement d'hébergement pour personnes âgées dépendantes,AMBERIEU EN BUGEY,1500,15 - Département 15,Île-de-France,84,8,12,45.968606,5.350865
10780914,EHPAD RESIDENCE D'URFE,Etablissement d'hébergement pour personnes âgées dépendantes,FEILLENS,1570,15 - Département 15,Île-de-France,95,8,12,46.336059,4.893976
10780922,EHPAD RESIDENCE L'ALBIZIA À CERDON,Etablissement d'hébergement pour personnes âgées dépendantes,CERDON,1450,14 - Département 14,Île-de-France,53,8,12,46.084039,5.465242
10780930,EHPAD FONDATION COSTAZ CHAMPAGNE,Etablissement d'hébergement pour personnes âgées dépendantes,CHAMPAGNE EN VALROMEY,1260,12 - Département 12,Île-de-France,131,10,15,45.902081,5.677741
10780955,EHPAD RESIDENCE LA JONQUILLERE,Etablissement d'hébergement pour personnes âgées dépendantes,COLIGNY,1270,12 - Département 12,Île-de-France,81,8,12,46.38231775,5.348563364
10780963,EHPAD MAISON DE RETRAITE BON ACCUEIL,Etablissement d'hébergement pour personnes âgées dépendantes,LAGNIEU,1150,11 - Département 11,Île-de-France,93,8,12,45.903291174,5.349076657
10780971,EHPAD LES TILLEULS MONTLUEL,Etablissement d'hébergement pour personnes âgées dépendantes,MONTLUEL,1120,11 - Département 11,Île-de-France,108,8,12,45.849341,5.054418
10780989,EHPAD LA RIVIERE D'ARGENT MONTMERLE,Etablissement d'hébergement pour personnes âgées dépendantes,MONTMERLE SUR SAONE,1090,10 - Département 10,Île-de-France,69,8,12,46.07829,4.759796
10781003,EHPAD RESIDENCE DOCTEUR PERRET,Etablissement d'hébergement pour personnes âgées dépendantes,ST TRIVIER DE COURTES,1560,15 - Département 15,Île-de-France,91,8,12,46.457253,5.077768
10781011,EHPAD PUBLIC LES SAULAIES,Etablissement d'hébergement pour personnes âgées dépendantes,ST TRIVIER SUR MOIGNANS,1990,19 - Département 19,Île-de-France,86,8,12,46.071055,4.895995
10781029,EHPAD LA MAISON À SOIE TENAY,Etablissement d'hébergement pour personnes âgées dépendantes,TENAY,1230,12 - Département 12,Île-de-France,65,8,12,45.920639589,5.510493338
10781037,EHPAD PUBLIC DE VILLARS-LES-DOMBES,Etablissement d'hébergement pour personnes âgées dépendantes,VILLARS LES DOMBES,1330,13 - Département 13,Île-de-France,84,8,12,46.001041,5.026458
10781045,EHPAD SAINT VINCENT VALSERHONE,Etablissement d'hébergement pour personnes âgées dépendantes,VALSERHONE,1200,12 - Département 12,Île-de-France,82,8,12,46.119269,5.817794
10781078,EHPAD LA CATHERINETTE PONT D'AIN,Etablissement d'hébergement pour personnes âgées dépendantes,PONT D AIN,1160,11 - Département 11,Île-de-France,80,8,12,46.055997,5.339601
10783058,LA GRANDE MAISON,Foyer de l'Enfance,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,65,8,12,46.201471,5.235438
10784098,RESIDENCE AUTONOMIE LES MARRONNIERS,Résidences autonomie,JASSANS RIOTTIER,1480,14 - Département 14,Île-de-France,50,8,12,45.982479,4.758355
10784106,EHPAD SOEUR ROSALIE CONFORT,Etablissement d'hébergement pour personnes âgées dépendantes,CONFORT,1200,12 - Département 12,Île-de-France,85,8,12,46.147203221,5.82398958
10784114,EHPAD RESIDENCE ARY GEOFFRAY,Etablissement d'hébergement pour personnes âgées dépendantes,VILLEREVERSURE,1250,12 - Département 12,Île-de-France,90,8,12,46.181941,5.384933
10784130,EHPAD CROIX ROUGE FRANCAISE,Etablissement d'hébergement pour personnes âgées dépendantes,VALSERHONE,1200,12 - Département 12,Île-de-France,82,8,12,46.11558,5.819472
10784148,DISPOSITIF PROTECTION DE L'ENFANCE,Maison d'Enfants à Caractère Social,DAGNEUX,1120,11 - Département 11,Île-de-France,64,8,12,45.85216926,5.082087326
10784155,PRADO - FOYER DE BOURG,Maison d'Enfants à Caractère Social,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,40,8,12,46.21444,5.22416
10784163,ESAT LE PENNESSUY,Etablissement et Service d'Aide par le Travail (E.S.A.T.),VIRIAT,1440,14 - Département 14,Île-de-France,187,14,22,46.215271,5.207145
10784171,ESAT LES ATELIERS DE NIERME,Etablissement et Service d'Aide par le Travail (E.S.A.T.),OYONNAX CEDEX,1105,11 - Département 11,Île-de-France,87,8,12,46.248514305,5.6534376
10784189,FOYER HEBERG LE SOUS BOIS,Foyer Hébergement Adultes Handicapés,OYONNAX CEDEX,1105,11 - Département 11,Île-de-France,74,8,12,46.247006904,5.652203552
10784197,FOYER DU COLOMBIER,Etab.Accueil Non Médicalisé pour personnes handicapées,ARVIERE EN VALROMEY,1260,12 - Département 12,Île-de-France,67,8,12,45.910369,5.719479
10784205,MAS MONTPLAISANT ST-PAUL-DE-VARAX,Maison d'Accueil Spécialisée (M.A.S.),ST PAUL DE VARAX,1240,12 - Département 12,Île-de-France,60,8,12,46.099420502,5.12915306
10784213,ESAT LA LECHERE,Etablissement et Service d'Aide par le Travail (E.S.A.T.),BELLEY,1300,13 - Département 13,Île-de-France,132,10,15,45.755346,5.677992
10784221,FOYER HEBERG LASSIGNIEU,Etab.Accueil Non Médicalisé pour personnes handicapées,VIRIGNIN,1300,13 - Département 13,Île-de-France,66,8,12,45.73438,5.70879
10784262,DITEP L'ARC-EN-CIEL,Institut Thérapeutique Éducatif et Pédagogique (I.T.E.P.),TREVOUX,1600,16 - Département 16,Île-de-France,118,9,14,45.940773,4.762742
10784288,ESAT CENTRE DE VIE RURAL TREFFORT,Etablissement et Service d'Aide par le Travail (E.S.A.T.),VAL REVERMONT,1370,13 - Département 13,Île-de-France,60,8,12,46.295429,5.345828
10784296,FOYER DOMAGNE,Etab.Accueil Non Médicalisé pour personnes handicapées,CEYZERIAT,1250,12 - Département 12,Île-de-France,111,8,13,46.185639,5.3119
10784304,FOYER DE TREFFORT,Etab.Accueil Non Médicalisé pour personnes handicapées,VAL REVERMONT,1370,13 - Département 13,Île-de-France,73,8,12,46.295705,5.347053
10784312,EHPAD EMILE PELICAND,Etablissement d'hébergement pour personnes âgées dépendantes,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,177,14,21,46.203678,5.219262
10784320,EFS AURA - BOURG-EN-BRESSE,Etablissement de Transfusion Sanguine,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.205283396,5.224702366
10784353,EHPAD CLAIRVAL,Etablissement d'hébergement pour personnes âgées dépendantes,REYRIEUX,1600,16 - Département 16,Île-de-France,182,14,21,45.926729,4.82971
10784379,IFSI - ORSAC - CPA,Ecoles Formant aux Professions Sanitaires,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.201284,5.213564
10784429,EHPAD DU CHAVS SITE PONT DE VEYLE,Etablissement d'hébergement pour personnes âgées dépendantes,PONT DE VEYLE,1290,12 - Département 12,Île-de-France,113,9,13,46.263449,4.889971
10784437,EHPAD DU CHAVS SITE THOISSEY,Etablissement d'hébergement pour personnes âgées dépendantes,THOISSEY,1140,11 - Département 11,Île-de-France,171,13,20,46.171867389,4.801122727
10784502,ESAT DU COLOMBIER,Etablissement et Service d'Aide par le Travail (E.S.A.T.),BELLEY,1300,13 - Département 13,Île-de-France,58,8,12,45.752178,5.713415
10784510,EHPAD CH PAYS DE GEX,Etablissement d'hébergement pour personnes âgées dépendantes,GEX CEDEX,1174,11 - Département 11,Île-de-France,170,13,20,46.322337652,6.057731421
10784551,RESIDENCE LA GRANGE POURET,Résidences autonomie,ST TRIVIER DE COURTES,1560,15 - Département 15,Île-de-France,40,8,12,46.457874,5.079409
10784569,RESIDENCE LES MOUSSERONS,Résidences autonomie,VAL REVERMONT,1370,13 - Département 13,Île-de-France,40,8,12,46.268019,5.365678
10784577,RÉSIDENCE LE TRIOLET,Résidences autonomie,VONNAS,1540,15 - Département 15,Île-de-France,40,8,12,46.215354,4.988751
10784593,RESIDENCE LE CEDRE- LE COTEAU,Résidences autonomie,MIRIBEL CEDEX,1705,17 - Département 17,Île-de-France,102,8,12,45.826981506,4.954057961
10784601,RESIDENCE LA ROSERAIE,Résidences autonomie,ST MAURICE DE BEYNOST,1700,17 - Département 17,Île-de-France,40,8,12,45.827788,4.978718
10784619,RESIDENCE AUTONOMIE LES NIVEOLES,Résidences autonomie,PLATEAU D HAUTEVILLE,1110,11 - Département 11,Île-de-France,40,8,12,45.979833,5.599828
10784627,RESIDENCE AUTONOMIE PAVILLON CHARLOTTE,Résidences autonomie,OYONNAX,1100,11 - Département 11,Île-de-France,58,8,12,46.257738,5.652378
10784635,RESIDENCE AUTONOMIE LES ORCHIDEES,Résidences autonomie,MEZERIAT,1660,16 - Département 16,Île-de-France,42,8,12,46.237469,5.046323
10784643,RÉSIDENCE FOYER SOLEIL,Résidences autonomie,MARBOZ,1851,18 - Département 18,Île-de-France,40,8,12,46.344450711,5.260050415
10784692,EHPAD RESIDENCE BON SEJOUR MIRIBEL,Etablissement d'hébergement pour personnes âgées dépendantes,MIRIBEL,1700,17 - Département 17,Île-de-France,95,8,12,45.82699,4.954051
10784759,CENTRE DE SANTE OXANCE BOURG EN BRESSE,Centre de Santé,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.217686,5.24445
10784767,FOYER HEBERG CROIX BLANCHE,Foyer Hébergement Adultes Handicapés,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,40,8,12,46.204229714,5.244122499
10784775,FOYER HEBERG LES PRES DE BROU,Foyer Hébergement Adultes Handicapés,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,40,8,12,46.197255,5.253635
10784783,SERV. ACCOMPAGNEMENT A LA VIE SOCIALE,Service d'Accompagnement à la Vie Sociale (S.A.V.S.),BELLEY,1300,13 - Département 13,Île-de-France,40,8,12,45.760595,5.686485
10784809,ETABL THERMAL DIVONNE LES BAINS,Etablissement Thermal,DIVONNE LES BAINS,1220,12 - Département 12,Île-de-France,250,20,30,46.358926,6.137981
10784817,SSIAD ASDOMI BOURG-EN-BRESSE,Service de Soins Infirmiers A Domicile (S.S.I.A.D),VIRIAT,1440,14 - Département 14,Île-de-France,149,11,17,46.227425267,5.221007892
10784981,AVA - PERONNAS,Autre Centre d'Accueil,PERONNAS,1960,19 - Département 19,Île-de-France,40,8,12,46.190216024,5.212513037
10785277,SSIAD OYONNAX,Service de Soins Infirmiers A Domicile (S.S.I.A.D),OYONNAX,1100,11 - Département 11,Île-de-France,72,8,12,46.261283,5.657203
10785285,SSIAD BELLEY,Service de Soins Infirmiers A Domicile (S.S.I.A.D),BELLEY,1300,13 - Département 13,Île-de-France,58,8,12,45.758711,5.690823
10785392,SERV.AIDE MENAGERE UDCSF BOURG,Service autonomie aide (SAA),BOURG EN BRESSE CEDEX,1003,10 - Département 10,Île-de-France,40,8,12,46.197911888,5.218290411
10785400,SAAD PROXIMITE ADMR VIRIAT,Service autonomie aide (SAA),VIRIAT,1440,14 - Département 14,Île-de-France,40,8,12,46.218329,5.209253
10785483,SAAD ADAPA,Service autonomie aide (SAA),BOURG EN BRESSE CEDEX,1004,10 - Département 10,Île-de-France,40,8,12,46.196488148,5.232531113
10785673,EHPAD BON REPOS BELLEY,Etablissement d'hébergement pour personnes âgées dépendantes,BELLEY,1300,13 - Département 13,Île-de-France,60,8,12,45.755061854,5.688966163
10785681,EHPAD RESIDENCE LES MIMOSAS,Etablissement d'hébergement pour personnes âgées dépendantes,ST MAURICE DE BEYNOST,1700,17 - Département 17,Île-de-France,48,8,12,45.831982,4.978482
10785699,RESIDENCE DE POLLIAT,Résidences autonomie,POLLIAT,1310,13 - Département 13,Île-de-France,40,8,12,46.250836,5.133582
10785715,MECS SEILLON PERONNAS,Maison d'Enfants à Caractère Social,PERONNAS,1960,19 - Département 19,Île-de-France,81,8,12,46.182902181,5.225612611
10785731,CENTRE PROVISOIRE D'HEBERGEMENT,Centre Provisoire Hébergement (C.P.H.),MIRIBEL,1700,17 - Département 17,Île-de-France,60,8,12,45.829417,4.971641
10785822,RESIDENCE LES AMETHYSTES,Etablissement d'hébergement pour personnes âgées dépendantes,BELIGNEUX,1360,13 - Département 13,Île-de-France,80,8,12,45.85213,5.12412
10785863,RESIDENCE J.BOLLARD,Résidences autonomie,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,40,8,12,46.21172556,5.230896579
10786002,RESIDENCE LE DOMAINE DU CHAPUIS,Etablissement d'hébergement pour personnes âgées dépendantes,ROMANS,1400,14 - Département 14,Île-de-France,61,8,12,46.124207865,4.988651665
10786010,EHPAD CH BUGEY SUD,Etablissement d'hébergement pour personnes âgées dépendantes,BELLEY,1300,13 - Département 13,Île-de-France,185,14,22,45.748331,5.679892
10786036,EHPAD NANTUA LES JARDINS DU LAC,Etablissement d'hébergement pour personnes âgées dépendantes,NANTUA,1130,11 - Département 11,Île-de-France,174,13,20,46.148832,5.608535
10786077,EHPAD LE TOURNANT DES SAISONS,Etablissement d'hébergement pour personnes âgées dépendantes,OYONNAX CEDEX,1108,11 - Département 11,Île-de-France,81,8,12,46.255544025,5.650451882
10786085,EHPAD CH PONT DE VAUX,Etablissement d'hébergement pour personnes âgées dépendantes,PONT DE VAUX,1190,11 - Département 11,Île-de-France,172,13,20,46.432669378,4.946831532
10786101,EHPAD LE PETIT CHENE,Etablissement d'hébergement pour personnes âgées dépendantes,ST RAMBERT EN BUGEY,1230,12 - Département 12,Île-de-France,81,8,12,45.946311,5.436678
10786119,EHPAD DES MILLE ETANGS A CHALAMONT,Etablissement d'hébergement pour personnes âgées dépendantes,CHALAMONT,1320,13 - Département 13,Île-de-France,80,8,12,45.996134,5.169652
10786135,EHPAD LA MAISON BOUCHACOURT,Etablissement d'hébergement pour personnes âgées dépendantes,ST LAURENT SUR SAONE,1750,17 - Département 17,Île-de-France,127,10,15,46.30839,4.841698
10786143,EHPAD DE MEXIMIEUX SITES LA ROSE D'OR,Etablissement d'hébergement pour personnes âgées dépendantes,MEXIMIEUX,1800,18 - Département 18,Île-de-France,77,8,12,45.913326759,5.205761227
10786150,EHPAD SITE DU CH DE MEXIMIEUX,Etablissement d'hébergement pour personnes âgées dépendantes,MEXIMIEUX,1800,18 - Département 18,Île-de-France,44,8,12,45.90663,5.194669
10786176,EHPAD ST JOSEPH JASSERON,Etablissement d'hébergement pour personnes âgées dépendantes,JASSERON,1250,12 - Département 12,Île-de-France,106,8,12,46.213108,5.326104
10786184,AP MAISON DES PAYS DE L'AIN,Entreprise adaptée,ST ETIENNE DU BOIS,1370,13 - Département 13,Île-de-France,40,8,12,46.288323677,5.292857995
10786507,DISPENSAIRE ANTITUBERCULEUX,Dispensaire Antituberculeux,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.202318,5.230371
10786523,CENTRE DE VACCINATION BCG,Centre de Vaccination BCG,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.202318,5.230371
10786531,CENTRE DE VACCINATION B.C.G.,Centre de Vaccination BCG,BELLEY,1300,13 - Département 13,Île-de-France,250,20,30,45.755693053,5.689737726
10786549,CAISSE PRIMAIRE D'ASSURANCE MALADIE,Centre d'Examens de Santé,BOURG EN BRESSE CEDEX,1011,10 - Département 10,Île-de-France,250,20,30,46.208631488,5.225882759
10786556,CENTRE DE CONSULTATIONS AVANCE,Centre de Consultations Cancer,VIRIAT,1440,14 - Département 14,Île-de-France,250,20,30,46.234373463,5.206193841
10786671,CENTRE MEDICO SPORTIF,Centre de Médecine Sportive,OYONNAX,1100,11 - Département 11,Île-de-France,250,20,30,46.256032901,5.644038306
10786705,CMP ENFANTS-ADOS ST MAURICE DE BEYNOST,Centre Médico-Psychologique (C.M.P.),ST MAURICE DE BEYNOST,1700,17 - Département 17,Île-de-France,250,20,30,45.828766,4.981346
10786713,CMP ADULTES BELLEY,Centre Médico-Psychologique (C.M.P.),BELLEY,1300,13 - Département 13,Île-de-France,250,20,30,45.759276352,5.690827329
10786721,CMP ENFANTS-ADO AMBERIEU,Centre Médico-Psychologique (C.M.P.),AMBERIEU EN BUGEY,1500,15 - Département 15,Île-de-France,250,20,30,45.958105005,5.352026374
10786754,CMP ADULTES BELLEGARDE-SUR VALSERINE,Centre Médico-Psychologique (C.M.P.),VALSERHONE,1200,12 - Département 12,Île-de-France,250,20,30,46.107506108,5.828107664
10786762,A.D.E.A,Ecoles Formant aux Professions Sociales,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.201284,5.213564
10786812,DISPENSAIRE ANTIVENERIEN,Dispensaire Antivénérien,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.202318,5.230371
10786853,FOYER DE VIE SAINT VINCENT,Etab.Accueil Non Médicalisé pour personnes handicapées,CORBONOD,1420,14 - Département 14,Île-de-France,40,8,12,45.970364367,5.817844111
10786861,SERVICE D'ACCUEIL DE JOUR DU COLOMBIER,Etab.Accueil Non Médicalisé pour personnes handicapées,ARVIERE EN VALROMEY,1260,12 - Département 12,Île-de-France,58,8,12,45.910369,5.719479
10786879,CPEF DE BELLEY,Centre Hospitalier (C.H.),BELLEY,1300,13 - Département 13,Île-de-France,250,20,30,45.761585,5.684769
10786911,ESRP ORSAC MANGINI,Établissement et Service de Réadaptation Professionnelle,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,40,8,12,46.201284,5.213564
10786929,MAS LE VILLA-JOIE ST-JUST,Maison d'Accueil Spécialisée (M.A.S.),ST JUST,1250,12 - Département 12,Île-de-France,50,8,12,46.19034,5.280659
10787141,ESAT LA FRETA,Etablissement et Service d'Aide par le Travail (E.S.A.T.),PLATEAU D HAUTEVILLE,1110,11 - Département 11,Île-de-France,66,8,12,45.969080821,5.612933185
10787612,SPASAD VAL DE SAONE DOMBES SERVICES,Service autonomie aide et soins (SAAS),REYRIEUX,1600,16 - Département 16,Île-de-France,98,8,12,45.935005,4.825305
10787646,CPEF DE FLEYRIAT,Centre Planification ou Education Familiale,VIRIAT,1440,14 - Département 14,Île-de-France,250,20,30,46.222647,5.208387
10787729,FOYER HEBERG LA FRETA,Foyer Hébergement Adultes Handicapés,PLATEAU D HAUTEVILLE,1110,11 - Département 11,Île-de-France,50,8,12,45.969652,5.611923
10787752,SSIAD ADMR BUGEY AIN VEYLE,Service de Soins Infirmiers A Domicile (S.S.I.A.D),CEYZERIAT,1250,12 - Département 12,Île-de-France,65,8,12,46.18075,5.311734
10787778,SSIAD COLIGNY,Service de Soins Infirmiers A Domicile (S.S.I.A.D),COLIGNY,1270,12 - Département 12,Île-de-France,40,8,12,46.381019695,5.350731967
10787844,CSAPA - CENTRE SALIBA,Centre soins accompagnement prévention addictologie (CSAPA),BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,40,8,12,46.204887,5.229509
10787869,CMP ENFANTS-ADO BELLEGARDE,Centre Médico-Psychologique (C.M.P.),VALSERHONE,1200,12 - Département 12,Île-de-France,250,20,30,46.108829219,5.817443929
10787885,CMP ADULTES BOURG ESPACE VILLARD,Centre Médico-Psychologique (C.M.P.),BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,250,20,30,46.207793612,5.225092316
10787893,CMP URGENCES LIAISON CH FLEYRIAT,Centre Médico-Psychologique (C.M.P.),VIRIAT,1440,14 - Département 14,Île-de-France,250,20,30,46.234373463,5.206193841
10787927,CMP ADULTES FERNEY-VOLTAIRE,Centre Médico-Psychologique (C.M.P.),FERNEY VOLTAIRE,1210,12 - Département 12,Île-de-France,250,20,30,46.261127,6.113382
10787968,CMP ENFANTS-ADOS TREVOUX,Centre Médico-Psychologique (C.M.P.),TREVOUX,1600,16 - Département 16,Île-de-France,250,20,30,45.936893816,4.788376193
10787984,RESIDENCE-ACCUEIL JEUNES LES 3 SAULES,Foyer de Jeunes Travailleurs (résidence sociale ou non),BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,114,9,13,46.211802422,5.231248761
10787992,SERVICE MJPM ATMP 01,Service mandataire judiciaire à la protection des majeurs,BOURG EN BRESSE,1000,10 - Département 10,Île-de-France,1900,152,228,46.216793,5.250372
